
[00:00:00.000 --> 00:00:01.080]   It looks really fun.
[01:22:23.320 --> 01:22:30.400]   Um, so the only, the cross validation scheme that I lent towards was something
[01:22:30.400 --> 01:22:32.520]   called leave one out cross validation.
[01:22:32.520 --> 01:22:37.880]   So because there's a small data set, only 2,800 samples, you could do leave one
[01:22:37.880 --> 01:22:42.840]   out cross validation to try to fit build, um, on ensemble model.
[01:22:42.840 --> 01:22:46.880]   So I used the other thing I really like using for
[01:22:46.880 --> 01:22:48.840]   ensembling is, um, linear models.
[01:22:48.840 --> 01:22:51.040]   You just use a linear model.
[01:22:51.040 --> 01:22:53.000]   It's really hard to overfit.
[01:22:53.000 --> 01:22:57.280]   Um, you know, if you use one thing, lots of people like using something like
[01:22:57.280 --> 01:22:59.840]   XG boost and something, something like that for the ensemble.
[01:22:59.840 --> 01:23:05.560]   Um, I, I, I've never got it to work, but I'm not very good at it on something.
[01:23:05.560 --> 01:23:08.640]   So that was one of the reasons I got into this competition because I wanted
[01:23:08.640 --> 01:23:10.000]   to learn how to ensemble as well.
[01:23:10.000 --> 01:23:16.200]   Um, so I used this, this, um, scikit-learn class, so called Ridge CV.
[01:23:16.200 --> 01:23:21.840]   And it, it, by default, it does this efficient leave one out cross validation.
[01:23:21.840 --> 01:23:25.600]   And I don't know what, if you look in the code, it's like magic is really deep
[01:23:25.600 --> 01:23:29.520]   matrix maps, but it does leave one out cross validation super fast.
[01:23:29.520 --> 01:23:31.720]   Um, so that's what I did.
[01:23:31.720 --> 01:23:37.040]   I use, uh, I had all of my models, so I took all of these models
[01:23:37.040 --> 01:23:38.640]   that I trained in this spreadsheet.
[01:23:38.640 --> 01:23:46.320]   And then I ran, um, the Ridge CV on there and then Ridge CV gives you a little,
[01:23:46.320 --> 01:23:51.840]   um, best score, which is actually mean squared error, which is exactly what we
[01:23:51.840 --> 01:23:53.240]   were, we wanted to predict.
[01:23:53.240 --> 01:23:58.920]   Um, and then what I did is let's say I had 300 models, whatever.
[01:23:59.160 --> 01:24:06.520]   Um, and then I would try, run it again with every combination of 299 models and
[01:24:06.520 --> 01:24:11.160]   see which more, if I removed one model, which one would improve my score the best.
[01:24:11.160 --> 01:24:19.240]   So I would iteratively keep removing models to, uh, whichever model was the worst.
[01:24:19.240 --> 01:24:28.400]   So, um, keep pruning models until I got down to, uh, and then, um, I got down,
[01:24:28.480 --> 01:24:30.000]   let me see if I can get the notebook.
[01:24:30.000 --> 01:24:34.000]   So let's see.
[01:24:34.000 --> 01:24:41.840]   Um, it might be easier to show you notebooks stacking.
[01:24:41.840 --> 01:24:48.400]   So here's all my models up here.
[01:24:48.400 --> 01:24:50.920]   All of these checkpoints.
[01:24:50.920 --> 01:24:53.240]   I'm just trying to absorb the checkpoints.
[01:24:53.240 --> 01:24:53.760]   Yeah.
[01:24:53.760 --> 01:24:55.080]   There's so, there's so many.
[01:24:55.080 --> 01:24:56.800]   Is this big enough for you?
[01:24:56.800 --> 01:24:57.680]   Should I make it bigger?
[01:24:58.680 --> 01:24:59.440]   This is fine.
[01:24:59.440 --> 01:25:00.040]   Yeah.
[01:25:00.040 --> 01:25:01.320]   Let me get a little bit bigger.
[01:25:01.320 --> 01:25:05.280]   Um, so what I would do.
[01:25:05.280 --> 01:25:08.680]   Here you go.
[01:25:08.680 --> 01:25:13.360]   So I'd start off with all of the models and calculate a CV score.
[01:25:13.360 --> 01:25:19.680]   And then I keep, keep removing models, whichever one improved my CV score the
[01:25:19.680 --> 01:25:23.800]   most, and you can see, you can see like, um, the RMSE and this column keeps
[01:25:23.800 --> 01:25:25.680]   dropping, dropping, dropping.
[01:25:25.920 --> 01:25:28.320]   And then this is the size of all of the models together.
[01:25:28.320 --> 01:25:34.280]   And obviously I can't submit a model with one terabyte on Cado, not in three hours
[01:25:34.280 --> 01:25:34.800]   runtime.
[01:25:34.800 --> 01:25:41.720]   So I would keep going down until I found that I could probably run around about
[01:25:41.720 --> 01:25:47.160]   170 or 180 gigabytes worth of model weights in the three hour runtime.
[01:25:47.160 --> 01:25:51.480]   So that was, this was the ensemble that I would use.
[01:25:51.480 --> 01:25:57.080]   So there'll be about 38 models left in the bucket and I would use that.
[01:25:57.080 --> 01:26:00.800]   And so that was my, um, final ensemble.
[01:26:00.800 --> 01:26:04.760]   So I found that that worked better than sort of starting with your best model
[01:26:04.760 --> 01:26:06.080]   and keep adding good ones.
[01:26:06.080 --> 01:26:14.240]   Um, because I've, I've thought that, um, you know, you want to get an ensemble
[01:26:14.240 --> 01:26:17.840]   of models that work well together, not, not lots of strong models.
[01:26:18.400 --> 01:26:24.240]   So there was a, there was something I found digging around, uh, where is it?
[01:26:24.240 --> 01:26:31.040]   There is this, this really interesting, um, approach.
[01:26:31.040 --> 01:26:34.960]   So this is from the Netflix prize, uh, in 2009.
[01:26:34.960 --> 01:26:38.360]   So there's a Michael Jara, he's still active on Cado, I think.
[01:26:38.360 --> 01:26:43.120]   And they've got a really interesting ensemble approach where they just keep
[01:26:43.320 --> 01:26:51.120]   adding models, but not to make better individual models, make a good overall
[01:26:51.120 --> 01:26:51.800]   ensemble.
[01:26:51.800 --> 01:26:55.720]   Um, so usually when you're on something Kaggle, you take your
[01:26:55.720 --> 01:26:57.400]   best models and average them.
[01:26:57.400 --> 01:27:01.880]   This, this approach is slightly different because, you know, if you look at the
[01:27:01.880 --> 01:27:05.960]   actual cross validation scores with some of these models, you know, this model
[01:27:05.960 --> 01:27:08.880]   here, this Albert large is terrible.
[01:27:08.880 --> 01:27:12.440]   You know, if I submitted that on the leaderboard, it would be terrible.
[01:27:12.480 --> 01:27:17.360]   But when combined with the other models, there was some sort of self-correction
[01:27:17.360 --> 01:27:17.800]   going on.
[01:27:17.800 --> 01:27:22.280]   So there was some, some strength that this was bringing that would correct the
[01:27:22.280 --> 01:27:24.960]   errors of the other models, which was interesting for me.
[01:27:24.960 --> 01:27:28.520]   That was the first time I've done that ensemble in that way.
[01:27:28.520 --> 01:27:32.520]   Isn't this also the base of a lot of boosted algorithms?
[01:27:32.520 --> 01:27:35.480]   Isn't that how they also combine models?
[01:27:35.480 --> 01:27:36.680]   I might be wrong on this.
[01:27:36.680 --> 01:27:37.520]   Yeah.
[01:27:37.520 --> 01:27:37.840]   Yeah.
[01:27:37.840 --> 01:27:42.120]   So, uh, yeah, there's, it's, it's really interesting.
[01:27:42.120 --> 01:27:46.720]   I definitely recommend having a look at this, um, this big chaos solution
[01:27:46.720 --> 01:27:47.880]   to the Netflix grand prize.
[01:27:47.880 --> 01:27:52.160]   This is in 2009, but it's really interesting read.
[01:27:52.160 --> 01:27:58.160]   Um, so actually they, I actually did use, um, the ensemble model.
[01:27:58.160 --> 01:28:05.360]   So, um, I found a implementation of that where you actually use your cross
[01:28:05.360 --> 01:28:08.440]   validation scores to estimate the weights as well.
[01:28:09.160 --> 01:28:12.440]   And that one had even better private leaderboard score, but I wasn't so
[01:28:12.440 --> 01:28:15.720]   confident in the cross validation score, which is why I didn't select
[01:28:15.720 --> 01:28:16.960]   that as my final submission.
[01:28:16.960 --> 01:28:22.760]   Um, I was more confident in the CV score from, from this, which is what,
[01:28:22.760 --> 01:28:25.200]   what, what, what my final submission was in the end.
[01:28:25.200 --> 01:28:27.640]   Gotcha.
[01:28:27.640 --> 01:28:32.040]   So that, that is the complete picture of the money.
[01:28:32.040 --> 01:28:33.040]   Yeah.
[01:28:33.040 --> 01:28:35.440]   Money ball, if I may.
[01:28:35.440 --> 01:28:36.280]   Yeah.
[01:28:36.680 --> 01:28:41.480]   And I think normally in, you know, in, in other competitions, you know, say
[01:28:41.480 --> 01:28:46.840]   like some of the image competitions, it takes too long to train 38 models.
[01:28:46.840 --> 01:28:51.600]   So you don't have that many to ensemble, but in this, this competition, I was
[01:28:51.600 --> 01:28:55.640]   able to train that many models because the data set was small, which is, uh,
[01:28:55.640 --> 01:28:59.760]   probably one of the reasons I helped me get a solo gold, if it was, if it was
[01:28:59.760 --> 01:29:04.480]   a bigger data set, um, and if the models took longer to train, then I would, you
[01:29:04.480 --> 01:29:09.280]   would probably struggle getting, um, into the solo it there's got, in fact, most,
[01:29:09.280 --> 01:29:13.080]   a lot of the top positions were solo as well, which is unusual these days for Kaggle.
[01:29:13.080 --> 01:29:14.280]   So, yeah.
[01:29:14.280 --> 01:29:16.160]   That's awesome.
[01:29:16.160 --> 01:29:20.320]   I really wanted to dive into this because like, uh, I don't think at least in
[01:29:20.320 --> 01:29:24.160]   chai time data science, I wasn't able to understand the integrity details.
[01:29:24.160 --> 01:29:28.640]   Like we just found out one trick and also, uh, at least as a community, we
[01:29:28.640 --> 01:29:33.040]   were able to understand how did you pick that ensemble because ensemble just
[01:29:33.040 --> 01:29:36.600]   sounds like you're just averaging all of these CSV files, but no, there's more to
[01:29:36.600 --> 01:29:36.840]   that.
[01:29:36.840 --> 01:29:39.320]   There's like a method to the madness in a way.
[01:29:39.320 --> 01:29:41.200]   And we got to learn all of that.
[01:29:41.200 --> 01:29:42.000]   Yeah.
[01:29:42.000 --> 01:29:45.160]   It's a, it has to be guided by cross-validation.
[01:29:45.160 --> 01:29:49.920]   It's so easy to find, um, have any sort of leakage that goes on.
[01:29:49.920 --> 01:29:53.840]   Otherwise, um, you know, you don't, without cross-validation you're blind.
[01:29:53.840 --> 01:29:56.640]   Absolutely.
[01:29:56.640 --> 01:29:57.400]   All right.
[01:29:57.400 --> 01:30:00.000]   I think, uh, we can move on to the community.
[01:30:00.000 --> 01:30:02.000]   Amy, I'll just take a peek.
[01:30:02.000 --> 01:30:03.320]   I don't see any questions.
[01:30:03.320 --> 01:30:07.600]   Um, not in the zoom chat answer.
[01:30:07.600 --> 01:30:11.360]   Uh, please feel free to ask any questions I'd left over the last 15 minutes.
[01:30:11.360 --> 01:30:16.600]   Uh, we might go over the little, but just for community asking questions.
[01:30:16.600 --> 01:30:20.720]   Uh, awesome.
[01:30:20.720 --> 01:30:23.120]   I could show you some other stuff.
[01:30:23.120 --> 01:30:26.240]   I, um, about, um, weights and biases.
[01:30:26.240 --> 01:30:30.520]   There was one thing that I've been using weights and biases for since March now.
[01:30:30.520 --> 01:30:34.720]   So there's tons of stuff I don't know about it, but one, one thing that
[01:30:34.720 --> 01:30:37.280]   worked really well for me is this thing.
[01:30:37.280 --> 01:30:41.440]   I don't know if you've seen this before, but, um, when you do a run on
[01:30:41.440 --> 01:30:45.120]   weights and biases, it, it stores the git state.
[01:30:45.120 --> 01:30:49.480]   So when you're doing like loads of experiments and you change something,
[01:30:49.480 --> 01:30:52.960]   even if it's something that you've not committed, it stores that.
[01:30:52.960 --> 01:30:57.560]   So if you click on this, which I, this blows my mind, but it's actually,
[01:30:57.800 --> 01:31:02.200]   uh, a branch of what your code looked like at the time, even if you never
[01:31:02.200 --> 01:31:04.800]   committed it, so if you've changed something, it's like, Oh, that worked.
[01:31:04.800 --> 01:31:07.280]   I've forgotten what it was because I forgot to write it down.
[01:31:07.280 --> 01:31:09.080]   That was pretty amazing.
[01:31:09.080 --> 01:31:10.560]   So that's really cool.
[01:31:10.560 --> 01:31:12.920]   I like, I really enjoy that about weights and biases.
[01:31:12.920 --> 01:31:17.120]   Um, I'm just like finding out after joining, but like there's so
[01:31:17.120 --> 01:31:20.320]   many details to all of the things.
[01:31:20.320 --> 01:31:20.640]   Yeah.
[01:31:20.640 --> 01:31:21.520]   Yeah.
[01:31:21.520 --> 01:31:24.120]   There's like, I'm still, I'm still learning all of this stuff.
[01:31:24.160 --> 01:31:29.840]   Um, yeah, I need to spend more time really getting into like lots of these
[01:31:29.840 --> 01:31:33.240]   sort of features, uh, you know, it's, it's great.
[01:31:33.240 --> 01:31:34.040]   I really enjoy it.
[01:31:34.040 --> 01:31:39.800]   The other thing is like, um, I used to use TensorBoard a lot and you know, when
[01:31:39.800 --> 01:31:43.800]   you like, you get addicted to it and you're watching your loss curves down,
[01:31:43.800 --> 01:31:47.480]   going down and then you're like, Oh God, it's one o'clock at night.
[01:31:47.480 --> 01:31:48.280]   I've got work tomorrow.
[01:31:48.280 --> 01:31:49.440]   What am I doing with my life?
[01:31:49.440 --> 01:31:50.680]   I'm just watching lost curves.
[01:31:52.840 --> 01:31:55.720]   Oh, but like weights and biases is great because you know, if you're on a train or
[01:31:55.720 --> 01:31:57.680]   something going to work, you can just check on your phone.
[01:31:57.680 --> 01:31:59.160]   It's like, yeah, my model's still going.
[01:31:59.160 --> 01:32:02.000]   I really enjoy that aspect of it.
[01:32:02.000 --> 01:32:04.200]   That's lovely to hear.
[01:32:04.200 --> 01:32:06.000]   Thanks for the, thanks for the shout out.
[01:32:06.000 --> 01:32:07.920]   Um, awesome.
[01:32:07.920 --> 01:32:11.120]   So I don't see any question, but I'll, I'll squeeze in mine seamlessly
[01:32:11.120 --> 01:32:13.600]   because I'm hosting the event.
[01:32:13.600 --> 01:32:14.760]   I'm just curious.
[01:32:14.760 --> 01:32:18.920]   This is a random series of questions that I always end up asking towards the end.
[01:32:18.960 --> 01:32:24.480]   Uh, what's your favorite competition of, uh, one that you've completed in and
[01:32:24.480 --> 01:32:28.000]   one that you just like reading or studying about on Kaggle?
[01:32:28.000 --> 01:32:30.800]   Uh, yeah, I really like, I stopped sharing.
[01:32:30.800 --> 01:32:34.480]   I really liked the, uh, predicting molecular properties one.
[01:32:34.480 --> 01:32:35.480]   That was really cool.
[01:32:35.480 --> 01:32:39.960]   Um, you know, because a lot of the final submissions, final solutions,
[01:32:39.960 --> 01:32:41.000]   they're all very different.
[01:32:41.000 --> 01:32:46.920]   Um, and also that sort of really studying something and getting
[01:32:46.920 --> 01:32:51.040]   creative with how you generate features and stuff like that, rather than just
[01:32:51.040 --> 01:32:54.200]   brute forcing it by throwing it deep, deep neural nets and stuff.
[01:32:54.200 --> 01:32:56.640]   Um, I really enjoyed that competition.
[01:32:56.640 --> 01:32:57.320]   Yeah.
[01:32:57.320 --> 01:32:59.360]   And I learned a lot from that about, you know, things like
[01:32:59.360 --> 01:33:00.560]   chemistry and stuff like that.
[01:33:00.560 --> 01:33:02.360]   Awesome.
[01:33:02.360 --> 01:33:08.400]   Uh, do you have a favorite algorithm for any set of problem that you always start with?
[01:33:08.400 --> 01:33:10.720]   Uh, favorite algorithm?
[01:33:10.720 --> 01:33:11.960]   Not really.
[01:33:11.960 --> 01:33:15.720]   Um, I like whatever one works the best, really.
[01:33:15.920 --> 01:33:20.160]   I, I I'm, I'm a massive advocate for just the using linear models.
[01:33:20.160 --> 01:33:25.640]   Whenever, whenever I start a project, I'd always start with either logistic
[01:33:25.640 --> 01:33:31.000]   regression or linear regression, mostly because it helps you understand, you know,
[01:33:31.000 --> 01:33:36.120]   first of all, you got a baseline model and they really explainable as well.
[01:33:36.120 --> 01:33:36.800]   And it's really hard.
[01:33:36.800 --> 01:33:40.760]   It's really easy to show that to someone and they'll understand it straight away.
[01:33:40.760 --> 01:33:43.040]   So I'm a big fan of linear models.
[01:33:45.400 --> 01:33:48.120]   That's, that's like really hard to implement in practice also.
[01:33:48.120 --> 01:33:52.280]   Like you're always so tempted to, I would just be tempted to try Roberta.
[01:33:52.280 --> 01:33:56.160]   Now that you've mentioned it both, whenever I think of NLP, Roberta,
[01:33:56.160 --> 01:33:57.240]   that's what I would want.
[01:33:57.240 --> 01:34:00.520]   Okay.
[01:34:00.520 --> 01:34:01.720]   Uh, this is a hard one.
[01:34:01.720 --> 01:34:03.240]   Some people find it hard.
[01:34:03.240 --> 01:34:05.040]   Uh, do you have a favorite game?
[01:34:05.040 --> 01:34:06.200]   Uh, you can pick two.
[01:34:06.200 --> 01:34:09.440]   So one of all time and one from the current set that you're playing.
[01:34:09.440 --> 01:34:13.600]   It's been a while since I actually played computer games, but I used to,
[01:34:14.000 --> 01:34:16.320]   I used to like all the sort of racing games and stuff.
[01:34:16.320 --> 01:34:22.160]   Um, and I really used to enjoy, I really enjoyed like the final fantasy games.
[01:34:22.160 --> 01:34:26.560]   So final fantasy seven been meaning to get the remake of it, but that never got
[01:34:26.560 --> 01:34:29.720]   around to it and never had time to get around to it, but it looks amazing.
[01:34:29.720 --> 01:34:30.200]   The remake.
[01:34:30.200 --> 01:34:33.240]   Diva mentioned the same one.
[01:34:33.240 --> 01:34:36.640]   Awesome.
[01:34:36.640 --> 01:34:37.760]   Last question.
[01:34:37.760 --> 01:34:40.880]   Uh, any special trick that you could share with us?
[01:34:41.280 --> 01:34:44.480]   Any secret to Kaggle that you've picked up over the years?
[01:34:44.480 --> 01:34:47.160]   You can say, no, you can keep the secret.
[01:34:47.160 --> 01:34:50.360]   I can't give you all the secrets.
[01:34:50.360 --> 01:34:50.840]   Can I?
[01:34:50.840 --> 01:34:57.720]   No, I think, I think the thing that's worked best for me is just the, just the
[01:34:57.720 --> 01:35:02.480]   mantra of test as many ideas in the shortest amount of time that, um, if we,
[01:35:02.480 --> 01:35:07.400]   if you can do that, if you write your code so that you're able to do that, you'll
[01:35:07.400 --> 01:35:12.560]   start to see your leaderboard, um, position really improve is, is, is really
[01:35:12.560 --> 01:35:15.920]   powerful that approach of approaching machine learning.
[01:35:15.920 --> 01:35:21.080]   That's again, I want to point out that's incredibly hard to implement in.
[01:35:21.080 --> 01:35:27.920]   Before we end, I would quickly point out Andrew's profile on Kaggle.
[01:35:27.920 --> 01:35:28.720]   It's data source.
[01:35:28.720 --> 01:35:31.600]   You can find him there and you can also find the reason why it's called.
[01:35:31.600 --> 01:35:36.720]   So if you go over to this kernel, you can see the plot and that's how his profile
[01:35:36.720 --> 01:35:37.600]   picture came about.
[01:35:37.600 --> 01:35:42.760]   He's also on LinkedIn and he's on Twitter as well.
[01:35:42.760 --> 01:35:46.160]   Simply add anything else that I missed.
[01:35:46.160 --> 01:35:47.560]   No, no, that's it.
[01:35:47.560 --> 01:35:48.920]   This has been super fun.
[01:35:48.920 --> 01:35:50.440]   Um, I really enjoyed it.
[01:35:50.440 --> 01:35:52.040]   Thank you so much for having me on.
[01:35:52.040 --> 01:35:53.560]   Likewise.
[01:35:53.560 --> 01:35:54.320]   Thanks so much.
[01:35:54.320 --> 01:35:55.720]   I see one question.
[01:35:55.720 --> 01:35:58.440]   So let's try to squeeze that in a real quick.
[01:35:58.440 --> 01:36:01.800]   How do you approach ED and data visualization in NLP?
[01:36:01.800 --> 01:36:03.440]   Uh, how do you break down the task?
[01:36:03.440 --> 01:36:05.440]   Oh, how do I do it?
[01:36:05.480 --> 01:36:07.120]   I look at someone else's notebook.
[01:36:07.120 --> 01:36:11.080]   No, yeah.
[01:36:11.080 --> 01:36:14.520]   EDA with NLP is really tough.
[01:36:14.520 --> 01:36:18.920]   Uh, you know, it's not, it's, it's not like you can plot one feature against the
[01:36:18.920 --> 01:36:19.120]   other.
[01:36:19.120 --> 01:36:22.080]   You have to generate those features and then plot them against each other.
[01:36:22.080 --> 01:36:27.000]   Um, so yeah, I, I'd recommend having a look at some, some of the other notebooks
[01:36:27.000 --> 01:36:32.200]   in this competition because people, people much better than me at EDA have done some
[01:36:32.200 --> 01:36:33.800]   really beautiful plots.
[01:36:33.800 --> 01:36:38.920]   But I think the, the common theme is you're going to have to take the text and
[01:36:38.920 --> 01:36:43.560]   then generate features from them and then try to do your analysis on those features,
[01:36:43.560 --> 01:36:45.760]   which is kind of a two step process.
[01:36:45.760 --> 01:36:49.680]   It's not like you start with a CSV file full of numbers, which you can start
[01:36:49.680 --> 01:36:50.120]   plotting.
[01:36:50.120 --> 01:36:53.120]   So there's that additional step, but it's tricky.
[01:36:53.120 --> 01:36:57.920]   I understand really understanding NLP data and exploring it is tough.
[01:36:57.920 --> 01:37:00.880]   And sometimes the best way is just to sit there and read it.
[01:37:03.320 --> 01:37:07.200]   I'm looking at the chai competition and I really wish like I had someone, I can
[01:37:07.200 --> 01:37:11.240]   speak Hindi, but I can't speak the other language Tamil and I'm just trying to
[01:37:11.240 --> 01:37:12.360]   find a teammate who can.
[01:37:12.360 --> 01:37:15.000]   So yeah, I echo with you there.
[01:37:15.000 --> 01:37:17.480]   Yeah.
[01:37:17.480 --> 01:37:19.200]   That one looks like a tough competition.
[01:37:19.200 --> 01:37:22.360]   I mean, maybe I'll jump into it, but yeah, it sounds interesting.
[01:37:22.360 --> 01:37:24.360]   We all will see on the leaderboard.
[01:37:24.360 --> 01:37:25.800]   I'll probably be at the bottom.
[01:37:25.800 --> 01:37:29.760]   You'll be on the top, but I look forward to seeing you there.
[01:37:30.560 --> 01:37:34.280]   I don't want to go much over the time since we've already gone overboard, but
[01:37:34.280 --> 01:37:36.240]   Anjum, I just wanted to say thank you so much.
[01:37:36.240 --> 01:37:39.040]   And it was really an honor learning about your solution.
[01:37:39.040 --> 01:37:40.600]   And thanks for sharing your journey with us.
[01:37:40.600 --> 01:37:41.480]   And I thank you.
[01:37:41.480 --> 01:37:42.200]   It's been an honor.
[01:37:42.200 --> 01:37:42.720]   Thanks.
[01:37:42.720 --> 01:37:43.600]   Thanks very much.
[01:37:43.600 --> 01:37:46.660]   [LAUGHS]

