
[00:00:00.040 --> 00:00:09.480]   eviden
[01:11:46.900 --> 01:11:46.900]   The Corinthians.com/subs.html
[01:11:46.900 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.920 --> 01:12:16.920]   The Corinthians.com/subs.html
[01:12:16.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:12:46.940 --> 01:12:46.940]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.960 --> 01:13:16.960]   The Corinthians.com/subs.html
[01:13:16.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:13:46.980 --> 01:13:46.980]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.000 --> 01:14:17.000]   The Corinthians.com/subs.html
[01:14:17.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:14:47.020]   The Corinthians.com/subs.html
[01:14:47.020 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.040 --> 01:15:17.040]   The Corinthians.com/subs.html
[01:15:17.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:15:47.060 --> 01:15:47.060]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.080 --> 01:16:17.080]   The Corinthians.com/subs.html
[01:16:17.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:16:47.100]   The Corinthians.com/subs.html
[01:16:47.100 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.120 --> 01:17:17.120]   The Corinthians.com/subs.html
[01:17:17.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.html
[01:17:47.140 --> 01:17:47.140]   The Corinthians.com/subs.subs.html
[01:17:47.140 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.160 --> 01:18:17.160]   The Corinthians.com/subs.html
[01:18:17.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:18:47.180]   The Corinthians.com/subs.html
[01:18:47.180 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.200 --> 01:19:17.200]   The Corinthians.com/subs.html
[01:19:17.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:19:47.220 --> 01:19:47.220]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.240 --> 01:20:17.240]   The Corinthians.com/subs.html
[01:20:17.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:20:47.260]   The Corinthians.com/subs.html
[01:20:47.260 --> 01:21:17.280]   the Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.280 --> 01:21:17.280]   The Corinthians.com/subs.html
[01:21:17.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:21:47.300 --> 01:21:47.300]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:17.320 --> 01:22:17.320]   The Corinthians.com/subs.html
[01:22:40.960 --> 01:22:42.180]   the
[01:22:42.180 --> 01:22:47.340]   strategy. I don't know. But what I do know is that you can work your way through the scenarios by thinking them through and then comparing those scenarios to your current plans and to your current strategy. So the first thing I would look at is what are my goals? What are my ultimate goals that I'm trying to work towards in the future?
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:22:47.340]   The Corinthians.com/subs.html
[01:22:47.340 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.360 --> 01:23:17.360]   The Corinthians.com/subs.html
[01:23:17.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:23:47.380]   The Corinthians.com/subs.html
[01:23:47.380 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.400 --> 01:24:17.400]   The Corinthians.com/subs.html
[01:24:17.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:24:47.420 --> 01:24:47.420]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html
[01:25:17.440 --> 01:25:17.440]   The Corinthians.com/subs.html.html
[01:25:17.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:47.460 --> 01:25:47.460]   The Corinthians.com/subs.html
[01:25:48.420 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html
[01:26:17.480 --> 01:26:17.480]   The Corinthians.com/subs.html.com/subs.html
[01:26:17.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.500 --> 01:26:47.500]   The Corinthians.com/subs.html
[01:26:47.540 --> 01:27:17.520]   the Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html
[01:27:17.520 --> 01:27:17.520]   The Corinthians.com/subs.html.html
[01:27:17.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:27:47.540]   The Corinthians.com/subs.html
[01:27:47.540 --> 01:28:17.560]   The Corinthians.com/subs.html
[01:28:17.560 --> 01:28:17.560]   The Corinthians.com/subs.html
[01:28:17.560 --> 01:28:17.560]   The Corinthians.com/subs.html
[01:28:17.560 --> 01:28:17.560]   The Corinthians.com/subs.html
[01:28:17.560 --> 01:28:17.560]   The Corinthians.com/subs.html
