
[00:00:00.000 --> 00:00:02.000]   Welcome back
[01:50:42.040 --> 01:50:48.400]   Derivative times our learning rate, okay, so we've gone from 1 to 1.01 and
[01:50:48.400 --> 01:50:51.280]   then a
[01:50:51.280 --> 01:50:54.680]   We've done the same thing so it's gone from 1 to
[01:50:55.640 --> 01:50:57.640]   1.12
[01:50:57.640 --> 01:51:05.080]   So this is a special kind of mini batch. It's a mini batch of size 1. Okay, so we call this online gradient descent
[01:51:05.080 --> 01:51:11.440]   Just means mini batch of size 1 so then we can go on to the next one x is 86
[01:51:11.440 --> 01:51:17.860]   Y is 202 right. This is my intercept and slope copied across from the last row
[01:51:19.880 --> 01:51:24.480]   Okay, so here's my new y prediction. Here's my new error
[01:51:24.480 --> 01:51:27.400]   Here are my derivatives
[01:51:27.400 --> 01:51:29.480]   Here are my new a and B
[01:51:29.480 --> 01:51:33.120]   All right, so we keep doing that for every mini batch of one
[01:51:33.120 --> 01:51:36.600]   and two eventually
[01:51:36.600 --> 01:51:39.280]   We react run out the end of an epoch
[01:51:39.280 --> 01:51:43.560]   Okay, and so then at the end of an epoch we would grab
[01:51:43.560 --> 01:51:47.560]   our intercept and slope and
[01:51:48.320 --> 01:51:52.220]   Paste them back over here. That's our new values
[01:51:52.220 --> 01:51:59.400]   There we are and we can now continue again, right so we're now starting with
[01:51:59.400 --> 01:52:03.640]   Pops today see that in the wrong spot. It should be
[01:52:03.640 --> 01:52:07.400]   paste special transpose values
[01:52:07.400 --> 01:52:09.680]   All right
[01:52:09.680 --> 01:52:13.920]   Okay, so there's our new intercept. There's only slow possibly I've got those the wrong way around
[01:52:13.920 --> 01:52:20.720]   But anyway you get the idea and then we continue okay, so I recorded the world's tiniest macro
[01:52:20.720 --> 01:52:23.720]   which literally just
[01:52:23.720 --> 01:52:34.320]   Copies the final slope and puts it into the new slope copies the final intercept puts it into the new intercept
[01:52:34.320 --> 01:52:36.360]   and
[01:52:36.360 --> 01:52:37.720]   does that
[01:52:37.720 --> 01:52:43.840]   Five times and after each time it grabs the root means greater error and pastes it into the next
[01:52:43.840 --> 01:52:50.280]   Spare area and that is attached to this run button and so that's going to go ahead and do that five times
[01:52:50.280 --> 01:52:55.240]   Okay, so that's stochastic gradient descent in Excel
[01:52:55.240 --> 01:53:00.640]   So it to turn this into a CNN right you would just replace
[01:53:02.040 --> 01:53:08.120]   This error function right and therefore this prediction with the output of that
[01:53:08.120 --> 01:53:11.000]   convolutional example spreadsheet
[01:53:11.000 --> 01:53:18.320]   Okay, and that then would be in CNN being trained with with SGD, okay
[01:53:18.320 --> 01:53:24.920]   Now the problem is that you'll see when I run this
[01:53:29.320 --> 01:53:35.640]   It's kind of going very slowly right we know that we need to get to a slope of 2 and an intercept of 30
[01:53:35.640 --> 01:53:37.800]   And you can kind of see at this rate
[01:53:37.800 --> 01:53:40.560]   It's going to take a very long time
[01:53:40.560 --> 01:53:43.680]   Right and specifically
[01:53:43.680 --> 01:53:54.200]   It's like it keeps going the same direction, so it's like come on take a hint. That's a good direction
[01:53:55.080 --> 01:54:00.920]   So the come on take a hint. That's a good direction. Please keep doing that but more is called momentum
[01:54:00.920 --> 01:54:03.720]   Right so on our next spreadsheet
[01:54:03.720 --> 01:54:06.960]   We're going to implement momentum
[01:54:06.960 --> 01:54:10.320]   Okay, so
[01:54:10.320 --> 01:54:12.800]   What momentum does is?
[01:54:12.800 --> 01:54:20.520]   The same thing and what to simplify this spreadsheet. I've removed the finite difference in columns, okay, other than that
[01:54:20.520 --> 01:54:23.600]   This is just the same right so he's still got our X's our Y's
[01:54:24.720 --> 01:54:27.320]   A's and B's our predictions
[01:54:27.320 --> 01:54:30.600]   Our error is now over here, okay?
[01:54:30.600 --> 01:54:34.440]   And here's our derivatives, okay?
[01:54:34.440 --> 01:54:40.880]   Our new calculation for this particular row
[01:54:40.880 --> 01:54:52.000]   Our new calculation here for our new a term just like before is it's equal to whatever a was before
[01:54:52.880 --> 01:54:54.880]   minus
[01:54:54.880 --> 01:55:04.240]   Okay, now this time. I'm not taking the derivative, but I'm financing some other number times the learning rate, so what's this other number?
[01:55:04.240 --> 01:55:11.520]   Okay, so this other number is equal to the derivative
[01:55:11.520 --> 01:55:15.160]   Times
[01:55:15.160 --> 01:55:17.160]   What's this K 1?
[01:55:17.160 --> 01:55:19.680]   0.02
[01:55:19.680 --> 01:55:21.280]   plus
[01:55:21.280 --> 01:55:23.400]   0.98 times
[01:55:23.400 --> 01:55:25.400]   the thing just above it
[01:55:25.400 --> 01:55:27.680]   Okay, so this is a linear
[01:55:27.680 --> 01:55:29.480]   interpolation
[01:55:29.480 --> 01:55:33.560]   between this rows derivative or this mini batches derivative and
[01:55:33.560 --> 01:55:36.640]   Whatever direction we went last time
[01:55:36.640 --> 01:55:42.120]   Right so in other words keep going the same direction as you were before
[01:55:42.120 --> 01:55:47.200]   right then update it a little bit right and so in our
[01:55:48.000 --> 01:55:52.120]   Stretch in our Python just before we had a momentum of 0.9
[01:55:52.120 --> 01:55:58.160]   Okay, so you can see what tends to happen is that our?
[01:55:58.160 --> 01:56:04.480]   negative kind of gets more and more negative right all the way up to like 2,000
[01:56:04.480 --> 01:56:09.520]   Where else with our standard SGD approach
[01:56:11.320 --> 01:56:17.640]   Add riveters are kind of all over the place, right? Sometimes there's 700 some negative seven positive hundred
[01:56:17.640 --> 01:56:21.360]   You know so this is basically saying like yeah, if you've been going
[01:56:21.360 --> 01:56:28.360]   Down for quite a while keep doing that until finally here. It's like okay. That's that seems to be far enough
[01:56:28.360 --> 01:56:30.360]   So that's getting less and less and less negative
[01:56:30.360 --> 01:56:32.760]   Right and still we start going positive again
[01:56:32.760 --> 01:56:35.120]   So you can kind of see why it's called momentum
[01:56:35.120 --> 01:56:39.080]   It's like once you start traveling in a particular direction for a particular weight
[01:56:39.680 --> 01:56:45.040]   You kind of the wheel start spinning and then once the gradient turns around the other way
[01:56:45.040 --> 01:56:49.680]   It's like oh slow down. We've got this kind of momentum, and then finally turn back around
[01:56:49.680 --> 01:56:52.520]   All right, so when we do it this way
[01:56:52.520 --> 01:57:01.960]   All right, we can do exactly the same thing right and after five iterations for 89
[01:57:03.640 --> 01:57:12.560]   Where else before after five iterations? We're at 104 right and after a few more. Let's do maybe 15
[01:57:12.560 --> 01:57:20.560]   Okay, so it's 102 for us here
[01:57:20.560 --> 01:57:32.400]   It's going right so it's it's it's a bit better. It's not heaps better. You can still see like
[01:57:33.000 --> 01:57:35.000]   These numbers they're not
[01:57:35.000 --> 01:57:40.920]   Zipping along right, but it's definitely an improvement and it also gives us something else to tune
[01:57:40.920 --> 01:57:46.480]   Which is nice like so if this is kind of a well-behaved error surface right in other words like
[01:57:46.480 --> 01:57:51.200]   Although it might be bumpy along the way. There's kind of some overall
[01:57:51.200 --> 01:57:57.980]   Direction like imagine you're going down a hill right and there's like bumps on it right so the more momentum
[01:57:57.980 --> 01:58:01.220]   You get up. We're going to skipping over the tops right so we could say like okay
[01:58:01.220 --> 01:58:03.220]   Let's increase our beta up to point nine eight
[01:58:03.220 --> 01:58:09.640]   Right and see if that like allows us to train a little faster and whoa look at that suddenly with 22
[01:58:09.640 --> 01:58:16.720]   All right so one nice thing about things like momentum is it's like another parameter that you can tune to try and make your model
[01:58:16.720 --> 01:58:18.720]   train better in practice
[01:58:18.720 --> 01:58:28.520]   Basically everybody does this every like you look at any like image net winner or whatever they all use momentum
[01:58:30.000 --> 01:58:32.000]   okay, and
[01:58:32.000 --> 01:58:36.200]   So
[01:58:36.200 --> 01:58:45.520]   Back over here when we said use SGD that basically means use the the basic tab of our Excel spreadsheet
[01:58:45.520 --> 01:58:48.080]   But then momentum equals point nine
[01:58:48.080 --> 01:58:50.800]   means add in
[01:58:50.800 --> 01:58:53.720]   Put a point nine over here
[01:58:53.720 --> 01:58:55.760]   okay, and
[01:58:55.760 --> 01:58:58.960]   so that that's kind of your like
[01:58:59.640 --> 01:59:01.640]   default starting point
[01:59:01.640 --> 01:59:06.600]   So let's keep going and talk about
[01:59:06.600 --> 01:59:10.440]   Adam
[01:59:10.440 --> 01:59:15.640]   So Adam is something which I
[01:59:15.640 --> 01:59:22.500]   Actually was not right earlier on in this course. I said we've been using Adam by default
[01:59:22.500 --> 01:59:29.620]   We actually haven't we've actually been I've noticed that we've actually been using SGD with momentum by default and the reason is
[01:59:29.700 --> 01:59:31.420]   that
[01:59:31.420 --> 01:59:33.420]   Adam
[01:59:33.420 --> 01:59:39.100]   Has had it's much faster as you'll see it's much much faster to learn with but there's been some problems
[01:59:39.100 --> 01:59:45.660]   Which is people haven't been getting quite as good like final answers with Adam as they have with SGD with momentum
[01:59:45.660 --> 01:59:48.660]   And that's why you'll see like all the you know image net winning
[01:59:48.660 --> 01:59:55.980]   Solutions and so forth and all the academic papers always use SGD with momentum and our Adam
[01:59:56.220 --> 02:00:00.500]   Seems to be a particular problem in NLP people really haven't got Adam working at all. Well
[02:00:00.500 --> 02:00:08.760]   The good news is this was I built it looks like this was solved two weeks ago
[02:00:08.760 --> 02:00:16.580]   It basically it turned out that the way people were dealing with a combination of weight decay in Adam
[02:00:16.580 --> 02:00:19.540]   Had a nasty kind of bargain it basically
[02:00:19.540 --> 02:00:23.240]   and that's that's kind of carried through to every single library and
[02:00:24.060 --> 02:00:27.580]   one of our students and answer ha has actually just
[02:00:27.580 --> 02:00:34.420]   Completed a prototype of adding is this new version of Adam is called Adam W into fast AI
[02:00:34.420 --> 02:00:39.780]   And he's confirmed that he's getting the much faster both the faster
[02:00:39.780 --> 02:00:47.780]   Performance and also the the better accuracy. So hopefully we'll have this Adam W in fast AI
[02:00:47.780 --> 02:00:51.020]   Ideally before next week. We'll see how we go very very soon
[02:00:51.020 --> 02:00:54.980]   So so it is worth telling you about about Adam
[02:00:54.980 --> 02:01:00.760]   So let's talk about it, it's actually incredibly simple
[02:01:00.760 --> 02:01:07.180]   But again, you know make sure you make it sound really complicated when you tell people so that you can look clever
[02:01:07.180 --> 02:01:12.620]   So here's the same spreadsheet again, right and here's our
[02:01:12.620 --> 02:01:19.540]   Randomly selected A and B again somehow it's still one. Here's our prediction. Here's our derivatives
[02:01:20.020 --> 02:01:23.800]   Okay, so now how we calculating our new A and our new B
[02:01:23.800 --> 02:01:30.460]   You can immediately see it's looking pretty hopeful because even by like row 10
[02:01:30.460 --> 02:01:36.300]   We're like we're seeing the numbers move a lot more. Alright, so this is looking pretty encouraging
[02:01:36.300 --> 02:01:40.300]   So how are we calculating this
[02:01:40.300 --> 02:01:44.220]   It's equal to our previous value of B
[02:01:45.900 --> 02:01:50.140]   Minus J8. Okay, so we're gonna have to find out what that is
[02:01:50.140 --> 02:01:53.540]   times
[02:01:53.540 --> 02:01:55.580]   our learning rate
[02:01:55.580 --> 02:02:00.340]   Divided by the square root of L8. Okay, so we're gonna have to dig it and see what's going on
[02:02:00.340 --> 02:02:05.860]   One thing to notice here is that my learning rate is way higher than it used to be
[02:02:05.860 --> 02:02:08.540]   But then we're dividing it by this
[02:02:08.540 --> 02:02:14.940]   Big number. Okay, so let's start out by looking and seeing what this J8 thing is
[02:02:14.940 --> 02:02:16.940]   Okay
[02:02:16.940 --> 02:02:26.540]   J8 is identical to what we had before J8 is equal to the linear interpolation of the derivative and
[02:02:26.540 --> 02:02:29.740]   the previous direction
[02:02:29.740 --> 02:02:32.300]   Okay, so that was easy
[02:02:32.300 --> 02:02:37.300]   So one part of atom is to use momentum in the way we just defined
[02:02:37.300 --> 02:02:43.140]   Okay, the second piece was to divide by square root L8, what is that?
[02:02:43.620 --> 02:02:50.260]   square root L8, okay is another linear interpolation of something and
[02:02:50.260 --> 02:02:55.340]   Something else and specifically it's a linear interpolation of
[02:02:55.340 --> 02:03:02.660]   F8 squared, okay. It's a linear interpolation of the derivative squared
[02:03:02.660 --> 02:03:10.780]   Along with the derivative squared last time. Okay, so in other words, we've got two pieces of
[02:03:11.860 --> 02:03:14.180]   momentum going on here. One is
[02:03:14.180 --> 02:03:17.140]   calculating the
[02:03:17.140 --> 02:03:18.740]   momentum
[02:03:18.740 --> 02:03:25.140]   version of the gradient the other is calculating the momentum version of the gradient squared and
[02:03:25.140 --> 02:03:29.420]   We often refer to this idea as a
[02:03:29.420 --> 02:03:33.540]   Exponentially weighted moving average in other words
[02:03:33.540 --> 02:03:39.420]   It's basically equal to the average of this one and the last one and the last one and the last one, but we're like multiplicatively
[02:03:40.380 --> 02:03:43.220]   decreasing the previous ones because we're multiplying it by
[02:03:43.220 --> 02:03:51.340]   0.9 times 0.9 times 0.9 times 0.9. And so you actually see that for instance in the fast AI code
[02:03:51.340 --> 02:04:02.740]   If you look at fit
[02:04:02.740 --> 02:04:08.100]   We don't just calculate the average loss, right?
[02:04:09.660 --> 02:04:10.860]   because
[02:04:10.860 --> 02:04:16.700]   What I actually want we certainly don't just report the loss for every mini batch because that just bounces around so much
[02:04:16.700 --> 02:04:23.060]   So instead I say average loss is equal to whatever the average loss was last time
[02:04:23.060 --> 02:04:25.140]   times
[02:04:25.140 --> 02:04:26.500]   0.98
[02:04:26.500 --> 02:04:29.900]   Plus the loss this time times 0.02
[02:04:29.900 --> 02:04:33.700]   Right. So in other words the faster AI library
[02:04:33.700 --> 02:04:38.220]   The thing that it's actually when you do like the loading rate finder or plot loss
[02:04:38.340 --> 02:04:43.260]   It's actually showing you the exponentially weighted moving average of the loss
[02:04:43.260 --> 02:04:48.180]   Okay, so it's like a really handy concept. It appears quite a lot
[02:04:48.180 --> 02:04:54.500]   Right the other handy concept to know about it's this idea of like you've got two numbers
[02:04:54.500 --> 02:04:59.980]   One of them is multiplied by some value. The other is multiplied by 1 minus that value
[02:04:59.980 --> 02:05:05.300]   So this is a linear interpolation with two values. You'll see it all the time and
[02:05:05.300 --> 02:05:08.060]   for some reason
[02:05:08.100 --> 02:05:12.380]   Deep learning people nearly always use the value alpha when they do this
[02:05:12.380 --> 02:05:18.860]   So like keep an eye out if you're reading a paper or something and you see like alpha times blah blah blah blah plus
[02:05:18.860 --> 02:05:21.380]   1 minus alpha
[02:05:21.380 --> 02:05:27.100]   Times some other blah blah blah blah right immediately like when people read papers
[02:05:27.100 --> 02:05:33.380]   None of us like read everything in the equation. We look at it. We go Oh linear interpolation
[02:05:33.900 --> 02:05:37.940]   Right and I say something I was just talking to Rachel about yesterday is like
[02:05:37.940 --> 02:05:43.540]   Whether we could start trying to find like a new way of writing papers where we literally refactor them
[02:05:43.540 --> 02:05:46.340]   Right like it'd be so much better to have written like
[02:05:46.340 --> 02:05:49.060]   linear interpolate
[02:05:49.060 --> 02:05:55.940]   Blah blah blah comma blah blah blah right because then you don't have to have that pattern recognition right but until we
[02:05:55.940 --> 02:05:58.540]   Convinced the world to change how they write papers
[02:05:58.540 --> 02:06:01.340]   This is what you have to do is you have to look you know
[02:06:01.340 --> 02:06:07.420]   Know what to look for right and once you do suddenly the huge page with formulas
[02:06:07.420 --> 02:06:14.900]   Aren't aren't bad at all like you often notice like for example the two things in here like they might be totally identical
[02:06:14.900 --> 02:06:19.060]   But this might be at time t and this might be at like time t minus 1 or something
[02:06:19.060 --> 02:06:23.100]   Right like it's very often these big ugly formulas turn out to be
[02:06:23.100 --> 02:06:26.680]   Really really simple if only they had repacked them
[02:06:26.680 --> 02:06:28.580]   Okay
[02:06:28.580 --> 02:06:31.100]   So what are we doing with this gradient squared?
[02:06:31.100 --> 02:06:35.860]   So what we were doing with the gradient squared is
[02:06:35.860 --> 02:06:43.740]   We were taking the square root, and then we were adjusting the learning rate by dividing the learning rate by that
[02:06:43.740 --> 02:06:49.020]   Okay, so gradient squared is always positive
[02:06:49.020 --> 02:06:51.740]   okay, and
[02:06:51.740 --> 02:06:57.160]   We're taking the exponentially waiting move moving average of a bunch of things that are always positive
[02:06:57.160 --> 02:06:59.160]   And then we're taking the square root of that
[02:06:59.160 --> 02:07:01.780]   All right, so when is this number going to be high?
[02:07:01.780 --> 02:07:05.840]   It's going to be particularly high if there's like one big
[02:07:05.840 --> 02:07:11.760]   You know if the gradients got a lot of variation right so there's a high variance of gradient
[02:07:11.760 --> 02:07:18.060]   Then this G squared thing is going to be a really high number whereas if it's like a constant
[02:07:18.060 --> 02:07:25.020]   Amount right it's going to be smaller that because when you add things that are squared the square
[02:07:25.020 --> 02:07:32.040]   It's like jump out much bigger whereas if there wasn't if there wasn't much change that it's not going to be as big so basically
[02:07:32.040 --> 02:07:34.860]   This number at the bottom here
[02:07:34.860 --> 02:07:37.700]   It's going to be high
[02:07:37.700 --> 02:07:42.060]   If our gradient is changing a lot now, what do you want to do if?
[02:07:42.060 --> 02:07:47.300]   You've got something which is like first negative and then positive and then small and then high
[02:07:47.300 --> 02:07:49.660]   right
[02:07:49.660 --> 02:07:54.380]   Well you probably want to be more careful right you probably don't want to take a big step
[02:07:55.100 --> 02:08:00.340]   Because you can't really trust it right so when the when the variance of the gradient is high
[02:08:00.340 --> 02:08:03.220]   We're going to divide our learning rate by a big number
[02:08:03.220 --> 02:08:06.060]   Where else if our learning rate is?
[02:08:06.060 --> 02:08:11.340]   Very similar kind of size all the time then we probably feel pretty good about this step
[02:08:11.340 --> 02:08:13.460]   So we're dividing it by a small amount
[02:08:13.460 --> 02:08:20.300]   And so this is called an adaptive learning rate and like a lot of people will have this confusion about Adam
[02:08:20.300 --> 02:08:27.220]   I've seen it on the forum actually where people are like, isn't there some kind of adaptive learning rate where somehow you're like setting different
[02:08:27.220 --> 02:08:32.500]   Learning rates for different layers or something. It's like no not really
[02:08:32.500 --> 02:08:40.620]   Right all we're doing is we're just saying like just keep track of the average of the squares of the gradients and use that
[02:08:40.620 --> 02:08:44.140]   To adjust the learning rate, so there's still one learning rate
[02:08:44.140 --> 02:08:47.140]   Okay, in this case. It's one
[02:08:47.300 --> 02:08:52.340]   right, but effectively every parameter at every epoch is
[02:08:52.340 --> 02:09:00.760]   Being kind of like getting a bigger jump if the learning rate if the gradients been pretty constant for that weight and a smaller jump
[02:09:00.760 --> 02:09:05.260]   Otherwise okay, and that's Adam. That's the entirety of Adam in
[02:09:05.260 --> 02:09:09.100]   Excel right so there's now no reason at all why you can't
[02:09:09.100 --> 02:09:13.860]   Train image net in Excel because we've got you've got access to all of the pieces you need
[02:09:13.860 --> 02:09:16.660]   And so let's try this out run
[02:09:16.660 --> 02:09:26.780]   Okay, that's not bad right five and we're straight up to 29 and 2 right so the difference between like
[02:09:26.780 --> 02:09:35.820]   You know standard SGD in this is huge and basically that you know the key difference was that it figured out that we need to be
[02:09:35.820 --> 02:09:37.060]   you know
[02:09:37.060 --> 02:09:38.860]   moving this number
[02:09:38.860 --> 02:09:42.620]   much faster, okay, and so and so it did and
[02:09:42.620 --> 02:09:45.460]   So you can see we've now got like
[02:09:46.020 --> 02:09:53.540]   two different parameters one is kind of the momentum for the gradient piece the other is the momentum for the gradient squared piece and
[02:09:53.540 --> 02:09:59.300]   They I think they're called like I think there's just a couple of the beta
[02:09:59.300 --> 02:10:02.840]   I think when you when you want to change it in PyTorch is a thing called beta
[02:10:02.840 --> 02:10:05.420]   Which is just a couple of two numbers you can change
[02:10:05.420 --> 02:10:10.780]   Jeremy so
[02:10:10.780 --> 02:10:13.700]   So you said the
[02:10:13.700 --> 02:10:17.700]   yeah, I think I understand this concept of you know when they
[02:10:17.700 --> 02:10:23.020]   When a gradient is it goes up and down then you're not really sure
[02:10:23.020 --> 02:10:30.300]   Which direction should should go so you should kind of slow things down therefore you subtract that gradient from the learning rate
[02:10:30.300 --> 02:10:34.620]   So but how do you implement that how far do you go?
[02:10:34.620 --> 02:10:40.580]   I guess maybe I missed something early on you do you set a number somewhere we divide
[02:10:41.460 --> 02:10:43.460]   Yeah, we divide the learning rate
[02:10:43.460 --> 02:10:50.940]   Divided by the square root of the moving average gradient squared, so that's where we use it. Oh
[02:10:50.940 --> 02:11:00.620]   I'm sorry. Can you be a little more sure so d2 is the learning rate? Which is 1? Yeah m27 is
[02:11:00.620 --> 02:11:03.260]   our moving average of the squared gradients
[02:11:03.260 --> 02:11:08.060]   So we just go d2 divided by square root m27
[02:11:08.060 --> 02:11:11.380]   That's it
[02:11:12.220 --> 02:11:14.220]   Okay, thanks I
[02:11:14.220 --> 02:11:17.340]   Have one question yeah, so
[02:11:17.340 --> 02:11:25.060]   The new method that you just mentioned which is in the process of getting implemented in yes, I don't w yeah, I don't w
[02:11:25.060 --> 02:11:31.100]   How different is it from here? Okay? I can let's do that so
[02:11:31.100 --> 02:11:35.260]   To understand Adam W. We have to understand weight decay
[02:11:35.260 --> 02:11:40.180]   And maybe we'll learn more about that later. Let's see how we go now with weight decay
[02:11:40.340 --> 02:11:42.340]   so the idea is that
[02:11:42.340 --> 02:11:45.060]   when you have
[02:11:45.060 --> 02:11:50.540]   Lots and lots of parameters like we do with you know most of the neural nets we train
[02:11:50.540 --> 02:11:57.940]   You very often have like more parameters and data points or you know like regularization becomes important
[02:11:57.940 --> 02:12:05.940]   And we've learned how to avoid overfitting by using dropout right which randomly deletes some activations
[02:12:06.460 --> 02:12:11.020]   In the hope that it's going to learn some kind of more resilient set of weights
[02:12:11.020 --> 02:12:13.740]   There's another kind of regularization
[02:12:13.740 --> 02:12:17.740]   We can use called weight decay or L2 regularization
[02:12:17.740 --> 02:12:24.300]   And it's actually comes kind of it's a kind of classic statistical technique and the idea is that we take our loss function
[02:12:24.300 --> 02:12:26.660]   Right so we take our like
[02:12:26.660 --> 02:12:31.200]   Error squared loss function and we add an additional piece to it
[02:12:31.200 --> 02:12:34.100]   Let's add weight decay right now
[02:12:34.740 --> 02:12:36.740]   The additional piece we add is
[02:12:36.740 --> 02:12:42.620]   To basically add the square of the weights, so we'd say plus
[02:12:42.620 --> 02:12:45.540]   B squared
[02:12:45.540 --> 02:12:48.540]   Plus a squared
[02:12:48.540 --> 02:12:52.680]   Okay, that is now
[02:12:52.680 --> 02:12:59.180]   Weight decay or L2 regularization and so the idea is that now
[02:13:02.100 --> 02:13:09.380]   The the loss function wants to keep the weights small right because increasing the weights makes the loss worse and
[02:13:09.380 --> 02:13:15.180]   So it's only going to increase the weights if the loss improves by more
[02:13:15.180 --> 02:13:21.140]   Than the amount of that penalty and in fact to make this weight decay to proper weight decay we then need some
[02:13:21.140 --> 02:13:31.700]   Multiplier here right so if you remember back in our here, we said weight decay equals Wd 5e neg 4
[02:13:31.780 --> 02:13:34.780]   Okay, so to actually use the same weight decay. I would have to multiply by
[02:13:34.780 --> 02:13:37.380]   0.0005
[02:13:37.380 --> 02:13:42.880]   So that's actually now the same weight decay, so
[02:13:42.880 --> 02:13:46.500]   If
[02:13:46.500 --> 02:13:50.500]   You have a really high weight decay that it's going to set all the parameters to zero
[02:13:50.500 --> 02:13:55.700]   So it'll never over fit right because it can't set any parameter to anything
[02:13:55.700 --> 02:14:01.180]   And so as you gradually decrease the weight decay a few more weights
[02:14:01.500 --> 02:14:09.340]   Can actually be used right, but the ones that don't help much. It's still going to leave at zero or close to zero, right?
[02:14:09.340 --> 02:14:17.420]   So that's what that's what weight decay is is literally to change the loss function to add in this
[02:14:17.420 --> 02:14:21.460]   Sum of squares of weights
[02:14:21.460 --> 02:14:23.420]   times
[02:14:23.420 --> 02:14:26.360]   some parameter some some hyper parameter should see
[02:14:26.360 --> 02:14:29.660]   the problem is that
[02:14:30.060 --> 02:14:33.700]   If you put that into the loss function as I have here
[02:14:33.700 --> 02:14:40.100]   Then it ends up in the moving average of gradients and the moving average of squares of gradients
[02:14:40.100 --> 02:14:44.780]   For Adam right and so basically we end up
[02:14:44.780 --> 02:14:48.020]   When there's a lot of variation
[02:14:48.020 --> 02:14:50.780]   we end up
[02:14:50.780 --> 02:14:57.460]   Decreasing the amount of weight decay, and if there's very little variation we end up increasing the amount of weight decay, so we end up
[02:14:57.460 --> 02:15:00.020]   basically saying
[02:15:00.140 --> 02:15:03.200]   penalize parameters, you know weights that are really high
[02:15:03.200 --> 02:15:12.060]   Unless their gradient varies a lot, which is never what we intended right? That's just not not the plan at all
[02:15:12.060 --> 02:15:16.220]   So the trick with Adam W is we basically remove
[02:15:16.220 --> 02:15:19.020]   Weight decay from here
[02:15:19.020 --> 02:15:23.100]   So it's not in the loss function. It's not in the G not in the G squared
[02:15:23.100 --> 02:15:29.620]   And we move it so that instead it's it's it's added directly to the
[02:15:30.260 --> 02:15:34.800]   When we update with the learning rate, it's added there instead so in other words it would be
[02:15:34.800 --> 02:15:41.740]   We would put the weight decay or actually the gradient with the weight decay in here when we calculate the new a and ub
[02:15:41.740 --> 02:15:45.940]   So it never ends up in our G and G squared
[02:15:45.940 --> 02:15:48.620]   So that was like a super fast
[02:15:48.620 --> 02:15:54.820]   Description which will probably only make sense if you listen to a three or four times on the video and then talk about it
[02:15:54.820 --> 02:15:56.820]   on the forum
[02:15:56.820 --> 02:16:03.620]   Yeah, but if you're interested let me know and we can also look at a nonce code. That's implemented this
[02:16:03.620 --> 02:16:11.980]   And you know the the idea of using weight decay is it's a really helpful
[02:16:11.980 --> 02:16:15.020]   regularizer
[02:16:15.020 --> 02:16:17.940]   Because it's basically this way that we can kind of say like
[02:16:17.940 --> 02:16:26.660]   You know, please don't increase any of the weight values unless the
[02:16:26.700 --> 02:16:28.700]   you know improvement in the loss
[02:16:28.700 --> 02:16:31.540]   Is worth it?
[02:16:31.540 --> 02:16:38.220]   And so generally speaking pretty much all state-of-the-art models have both dropout and weight decay
[02:16:38.220 --> 02:16:44.320]   And I don't claim to know like how to set h1 and how much of each to use
[02:16:44.320 --> 02:16:47.920]   Other than to say like you it's worth trying both
[02:16:47.920 --> 02:16:52.220]   To go back to the idea of embeddings
[02:16:52.220 --> 02:16:59.340]   Is there any way to interpret the final sort of use it embeddings? Like absolutely. We're gonna look at that next week. It's super fun
[02:16:59.340 --> 02:17:03.540]   It turns out that you know, we'll learn what some of the worst movies of all time
[02:17:03.540 --> 02:17:11.820]   It's like um, it's a John Travolta Scientology ones like battleship earth or something
[02:17:11.820 --> 02:17:14.620]   I think that was like the worst movie of all time according to our settings
[02:17:19.420 --> 02:17:27.100]   Do you have any recommendations for scaling the L2 penalty or is that kind of based on how how wide the nodes or how many
[02:17:27.100 --> 02:17:29.100]   No, I have no
[02:17:29.100 --> 02:17:37.780]   suggestion at all like I I kind of look for like papers or Kaggle competitions or whatever similar and try to set up frankly
[02:17:37.780 --> 02:17:44.040]   The same it seems like in a particular area like computer vision object recognition
[02:17:44.620 --> 02:17:49.600]   It's like somewhere between 1e neg 4 or 1e neg 5 seems to work, you know
[02:17:49.600 --> 02:17:52.620]   actually in the Adam W paper
[02:17:52.620 --> 02:17:54.260]   the
[02:17:54.260 --> 02:17:59.220]   The authors point out that with this new approach it actually becomes like it seems to be much more stable
[02:17:59.220 --> 02:18:05.040]   As to what the right weight decay amounts are so hopefully now when we start playing with it, we'll be able to have some
[02:18:05.040 --> 02:18:08.120]   definitive recommendations by the time we get to part 2
[02:18:08.120 --> 02:18:11.340]   All right. Well, that's 9 o'clock. So
[02:18:11.340 --> 02:18:14.340]   this week
[02:18:14.420 --> 02:18:21.300]   You know practice the thing that you're least familiar with so if it's like Jacobians and Hessians read about those if it's broadcasting
[02:18:21.300 --> 02:18:27.560]   Read about those if it's understanding Python. Oh read about that, you know, try and implement your own custom layers
[02:18:27.560 --> 02:18:33.860]   Read the fast AI layers, you know and and talk on the forum about anything that you find
[02:18:33.860 --> 02:18:37.420]   Weird or confusing? All right. See you next week
[02:18:37.420 --> 02:18:47.420]   [BLANK_AUDIO]

