
[00:00:00.040 --> 00:00:09.800]  athi en
[02:20:47.560 --> 02:20:55.540]   body
[02:20:55.540 --> 02:21:15.100]  愛 love I I burned see " ", ", ,,,,,, and She blessed to the En, set. It's. It's a sort of a долж at the, away. I'm, e, walk, imagine,,,,,,,,,,,,.,,,,,,,,,,,,,,,,form Hou Future die understand."였乾 le seen aheard state but multitASS among jan podia故Boy li brought curled I'm oh en Fer oùgers schoolingafe第一個 dale sy slows pass cubed won hemp♪ㅠㅠ closed day or respond a made the Monkeyaut secondary Future influential laütün camp curve I'm Arrow je Ny 해주 bullshitар. H appe będziemy serve tie basketball and triple de animloальные bi Зна
[02:21:15.100 --> 02:21:15.660]   Bu los
[02:21:17.040 --> 02:21:27.580]   give
[02:21:27.580 --> 02:21:44.400]   as bus дв cooker switches remembered đó visit either in the H. It's not, it's, and, and, and, and, and, and, and, 00 its內 LeSPológeng. They're. I. gén. Education. programa.erei. saw., change., no., end., work., Это, un,., score, go,, 팔',, the, свет, make,頭., without, blood., hear,GG.,iao.,�., Viv  envelope doesn, radio and, because,lig. З. test: vie�,�e, yelledatur the別 schedule a могли Sun processes makes theрам. finde I'm only in thewhe I am «G is the
[02:21:44.400 --> 02:21:45.080]   �cause the rights I'm not the alc節目 I'm not
[02:21:45.120 --> 02:21:54.620]   12
[02:21:54.620 --> 02:21:56.540]   Ver IPE
[02:22:33.040 --> 02:22:33.040]   and
[02:24:17.800 --> 02:24:19.400]   ----
[02:24:19.440 --> 02:24:22.220]   of the world.
[02:24:22.220 --> 02:24:49.420]   So, you could learn a lot from the wisdom of your elders. They've been there before and they knew what kind of basic skills you need to learn. Most people need to learn how to
[02:24:49.420 --> 02:24:49.420]   ----
[02:24:49.420 --> 02:24:49.420]   ----
[02:24:49.420 --> 02:24:49.420]   ----
[02:25:19.440 --> 02:25:19.440]   ----
[02:25:19.440 --> 02:25:19.440]   ----
[02:25:19.440 --> 02:25:19.440]   ----
[02:25:19.480 --> 02:25:25.480]  樣,
[02:25:25.480 --> 02:25:47.760]   December animal ...
[02:26:16.360 --> 02:26:16.360]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about education, like building a stone house with very deep foundations, now it's more like setting up a tent, that you can fold and move to the next place very easily.
[02:26:16.360 --> 02:26:16.360]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about education, like building a stone house with very deep foundations, now it's more like setting up a tent, that you can fold and move to the next place very easily.
[02:26:16.360 --> 02:26:16.360]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about education, like building a stone house with very deep foundations, now it's more like setting up a tent, that you can fold and move to the next place very easily.
[02:26:44.820 --> 02:26:44.820]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about education, like building a stone house with very deep foundations, now it's more like setting up a tent, that you can fold and move to the next place very easily.
[02:26:44.820 --> 02:26:44.820]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about education, like building a stone house with very deep foundations, now it's more like setting up a tent, that you can fold and move to the next place very easily.
[02:26:44.820 --> 02:26:44.820]   SILVA RAY: ... to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about love, what were some of the lessons about love, about life that you learned from coming out as gay?
[02:26:44.860 --> 02:27:14.280]  , ... to build your personality, to build your personality, to build your mind, as a very flexible mind. If traditionally people thought about love, what were some of the lessons that you learned from coming out as gay?
[02:27:14.280 --> 02:27:14.820]   SILVA RAY: ... to build your personality, to build your personality, as a very flexible mind. If traditionally people thought about love, what were some of the lessons that you learned from coming out as gay?
[02:27:14.840 --> 02:27:44.820]   So you had these two powerful stories around. One, that God hates gay people, and that he will punish them for who they are or for what they do. Secondly, that it's not God, it's nature, that there is something diseased or sick about it, and these people, maybe they are not sinners, but they are sick, they are defective, and nobody wants to be a sinner.
[02:27:44.960 --> 02:28:14.820]  , ... to build your personality, to build your personality, as a very flexible mind.
[02:28:14.820 --> 02:28:14.820]   I think that's a very powerful story.
[02:28:14.820 --> 02:28:14.820]   SILVA RAY: I think that's a very powerful story.
[02:28:14.820 --> 02:28:14.840]   I think that's a very powerful story.
[02:28:14.840 --> 02:28:14.840]   SILVA RAY: I think that's a very powerful story.
[02:28:14.840 --> 02:28:14.840]   SILVA RAY: I think that there is a very powerful story.
[02:28:14.840 --> 02:28:14.840]   SILVA RAY: I think that there is a very powerful story.
[02:28:14.880 --> 02:28:44.860]  ,
[02:28:44.860 --> 02:28:44.860]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.860 --> 02:28:44.880]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.880 --> 02:28:44.880]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.880 --> 02:28:44.880]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.880 --> 02:28:44.880]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.880 --> 02:28:44.880]   SILVA RAY: I think that there is a very powerful story.
[02:28:44.920 --> 02:28:55.940]   Health
[02:28:55.940 --> 02:29:13.140]   con,
[02:29:42.760 --> 02:29:42.760]   and
[02:31:38.560 --> 02:31:46.360]   --
[02:31:46.360 --> 02:32:02.560]   find the as dos
[02:32:02.560 --> 02:32:08.520]   ..G, connection,,,,,,,,,,, but stars. 궁w my venom close won reverав em.' manages train in تsticks say still "N. ." ._ contact, so. .. .. .. .. .. .. .. .. .. . . . . . . . . . . . work . , 100 Future d Com stepped keep the Algст con - 12 head is a love to be an i し about king in понятно let's head is the inde and for over think it's not接下來™
[02:32:08.560 --> 02:32:15.060]   I deep kind of and heroic ideas I can do it all by myself it doesn't work.
[02:32:15.060 --> 02:32:17.300]   I certainly with love.
[02:32:17.300 --> 02:32:19.020]   I think one more person.
[02:32:19.020 --> 02:32:22.020]   And I'm very happy that I I found it sick.
[02:32:22.020 --> 02:32:24.840]   We lived in the same small Israeli town we lived.
[02:32:24.840 --> 02:32:30.160]   On to adjacent streets for years probably went to school on the same bus.
[02:32:30.160 --> 02:32:38.560]   For years without really encountering each other in the end we met on one of the first dating sites on the.
[02:32:38.560 --> 02:33:08.580]   and.
[02:33:08.580 --> 02:33:08.580]   .
[02:33:08.580 --> 02:33:38.600]  .
[02:33:38.640 --> 02:34:08.620]  .
[02:34:08.620 --> 02:34:08.620]   .
[02:34:08.620 --> 02:34:08.620]   .
[02:34:08.640 --> 02:34:38.640]   .
[02:34:38.640 --> 02:34:38.640]   .
[02:34:38.640 --> 02:34:38.640]   .
[02:34:39.580 --> 02:35:08.660]   .
[02:35:08.660 --> 02:35:08.660]   .
[02:35:08.660 --> 02:35:08.660]   .
[02:35:09.600 --> 02:35:38.680]   .
[02:35:38.680 --> 02:35:38.680]   .
[02:35:38.680 --> 02:36:08.700]   .
[02:36:08.740 --> 02:36:17.760]   here
[02:36:17.760 --> 02:36:37.680]   dł like. Well, private, ",,,, would be a
[02:36:38.240 --> 02:37:07.700]   назад. You mentioned that the fear of boredom might be a kind of proxy for the fear of death. So what role does the fear of death play in the human condition? Are you afraid of death? Yes, I think everybody are afraid of death. I mean, all our fears come out of the fear of death, but the fear of death is just so deep and difficult. We can't, usually we can't face it directly. So we cut it into little pieces and we face just little pieces. Oh, I
[02:37:07.700 --> 02:37:07.700]   I
[02:37:07.700 --> 02:37:08.080]   lost my
[02:37:08.080 --> 02:37:08.080]   I
[02:37:08.120 --> 02:37:19.600]   when
[02:39:48.600 --> 02:39:48.620]   I think there's a lot of people who are going to be dead. And I realized that I was quite young at the time that if you're dead you can't hear anything because that's the meaning of being dead. And if you're dead you can't think of anything like oh now they're remembering because you're dead that's the meaning of being dead. And it was a shocking realization.
[02:39:48.620 --> 02:39:48.620]   But it's a really difficult realization to keep holding your mind. Like you're dead, you can't think of anything like oh now they're remembering because you're dead that's the meaning of being dead. And it was a shocking realization.
[02:39:48.620 --> 02:39:48.620]   But it's a really difficult realization to keep holding your mind. Like you're dead, you can't think of anything like oh now they're remembering because you're dead that's the meaning of being dead. And it was a shocking realization.
[02:40:15.540 --> 02:40:15.740]   But it's a really difficult realization to keep holding your mind. Like it's the end.
[02:40:15.740 --> 02:40:17.660]   I lost it over time. I mean for many years it was a very powerful fuel motivation for philosophical for spiritual exploration. And I realized that the fear of death is really a very powerful drive. And over the years especially as I meditated it kind of dissipated. And today sometimes I find myself trying to recapture this teenage fear of death because it was so powerful.
[02:40:17.660 --> 02:40:47.660]  , and I just can't. I tried to make the same imagination. I don't know. It's something about the teenage years.
[02:40:47.660 --> 02:40:47.660]   Yeah, as a teenager I always thought that the adults there is something wrong with the adults because they don't get it. Like I would ask my parents or teachers about it and they, "Oh yes, you die in the end, that's it." But on the other hand they are so worried about other things. Like there will be a political crisis or an economic problem.
[02:40:47.700 --> 02:41:09.660]  , or a personal problem like with the bank or whatever. They'll be so worried. But then about the fact that they are going to die, we don't care about it.
[02:41:09.660 --> 02:41:10.700]   That's why you read Camus and others when you're a teenager you really worry about the existential questions. Well this feels like the right time to ask the big question. What's the meaning of this whole thing, Ival? And you're the right person to ask. What's the meaning of life?
[02:41:10.700 --> 02:41:11.700]   That's easy.
[02:41:11.700 --> 02:41:12.700]   What is it?
[02:41:12.700 --> 02:41:13.700]   So what life is?
[02:41:13.700 --> 02:41:14.700]   So what life is?
[02:41:14.700 --> 02:41:17.660]   what's the meaning of life?
[02:41:17.660 --> 02:41:17.660]   I don't really?
[02:41:17.700 --> 02:41:23.920]   consider
[02:41:23.920 --> 02:41:33.820]   jur in of but
[02:41:33.820 --> 02:41:46.800]   , leads theäm, and, and, and, and, and, piece of all' Quietov De strains� Schwdzie유 "還有очку e connects " Pul S. súperGA I, I, you, care, by, these, form, bad, with, рядом,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, am broken . I'm a s하고 wakingquent dei never connect me just the family i start Little Lilad wait get thuGI spectacle есте Cruarmolt home mett Pil lígr eu Em peanutbait type就會 started effect in make the buet tattoo que continue to be З appreciate the pulses tree Sie good previously mitäà en
[02:41:46.840 --> 02:41:58.500]   Mo
[02:41:58.500 --> 02:42:10.860]   check theismus
[02:42:41.720 --> 02:42:41.720]   and
[02:42:41.720 --> 02:42:41.720]   and
[02:42:41.720 --> 02:42:41.720]   and
[02:42:41.720 --> 02:42:41.720]   and
[02:42:41.720 --> 02:42:41.720]   and
[02:42:41.720 --> 02:42:42.020]   and
[02:42:42.060 --> 02:42:52.500]  ™ another
[02:42:52.500 --> 02:42:53.740]   In Zaffe particul
[02:43:11.520 --> 02:43:19.040]   Bit
[02:43:19.040 --> 02:43:41.500]   12 slave,,,elson
[02:43:41.520 --> 02:44:11.520]  programmer.com/slave
[02:44:11.520 --> 02:44:11.520]   I will just say to you, please don't hurt me at all.
[02:44:11.520 --> 02:44:11.520]   I will just say to you, please don't hurt me at all.
[02:44:11.520 --> 02:44:11.520]   I will just say to you, please don't hurt me at all.
[02:44:11.520 --> 02:44:11.520]   I will just say to you, please don't hurt me at all.
[02:44:11.520 --> 02:44:11.520]   I will just say to you, please don't hurt me at all.
[02:44:11.520 --> 02:44:11.520]   Again, as I've mentioned to you, I'm a huge fan of yours.
[02:44:11.520 --> 02:44:11.520]   Thank you for any incredible work you do.
[02:44:11.520 --> 02:44:11.520]   Thank you for any incredible work you do.
[02:44:11.520 --> 02:44:11.520]   conversation been a long time. I think coming it's a huge honor to talk to you. This is really fun. Thank you for talking today.
[02:44:11.520 --> 02:44:11.520]   Thank you. I really enjoyed it. As I said, I think that the long form is the best form.
[02:44:11.520 --> 02:44:11.520]   Yeah, I loved it. Thank you.
[02:44:11.520 --> 02:44:11.520]   Yeah, I loved it. Thank you.
[02:44:11.540 --> 02:44:41.540]   Yeah, I loved it. Thank you.
[02:44:41.580 --> 02:44:51.780]   că just that is the

