
[00:00:00.000 --> 00:00:07.280]   Hi, everyone.
[01:14:25.820 --> 01:14:28.420]   tried to work on quite a bit is this quadratic compute
[01:14:28.420 --> 01:14:29.260]   problem.
[01:14:29.260 --> 01:14:31.780]   So this all pairs of interactions
[01:14:31.780 --> 01:14:34.420]   means that our total computation for each block
[01:14:34.420 --> 01:14:36.260]   grows quadratically with the sequence length.
[01:14:36.260 --> 01:14:39.780]   And in a student's question, we heard that, well,
[01:14:39.780 --> 01:14:41.580]   as the sequence length becomes long,
[01:14:41.580 --> 01:14:44.220]   if I want to process a whole Wikipedia article,
[01:14:44.220 --> 01:14:48.100]   a whole novel, that becomes quite unfeasible.
[01:14:48.100 --> 01:14:50.780]   And actually, that's a step backwards in some sense,
[01:14:50.780 --> 01:14:52.740]   because for recurrent neural networks,
[01:14:52.740 --> 01:14:55.540]   it only grew linearly with the sequence length.
[01:14:55.540 --> 01:14:57.380]   Other things people have tried to work on
[01:14:57.380 --> 01:14:59.860]   are better position representations,
[01:14:59.860 --> 01:15:02.060]   because the absolute index of a word
[01:15:02.060 --> 01:15:05.260]   is not really the best way maybe to represent
[01:15:05.260 --> 01:15:07.940]   its position in a sequence.
[01:15:07.940 --> 01:15:10.300]   And just to give you an intuition of quadratic sequence
[01:15:10.300 --> 01:15:13.620]   length, remember that we had this big matrix multiply here
[01:15:13.620 --> 01:15:16.860]   that resulted in this matrix of n by n.
[01:15:16.860 --> 01:15:20.380]   And computing this is a big cost.
[01:15:20.380 --> 01:15:22.420]   It costs a lot of memory.
[01:15:22.420 --> 01:15:23.700]   And so there's been work--
[01:15:23.700 --> 01:15:24.220]   oh, yeah.
[01:15:24.220 --> 01:15:26.260]   And so if you think of the model dimensionality
[01:15:26.260 --> 01:15:29.340]   as like 1,000, although today it gets much larger,
[01:15:29.340 --> 01:15:32.460]   then for a short sequence of n is roughly 30,
[01:15:32.460 --> 01:15:37.540]   maybe if you're computing n squared times d, 30 isn't so
[01:15:37.540 --> 01:15:38.740]   bad.
[01:15:38.740 --> 01:15:42.020]   But if you had something like 50,000,
[01:15:42.020 --> 01:15:46.540]   then n squared becomes huge and sort of totally infeasible.
[01:15:46.540 --> 01:15:49.180]   So people have tried to sort of map things down
[01:15:49.180 --> 01:15:51.060]   to a lower dimensional space to get rid
[01:15:51.060 --> 01:15:54.540]   of the sort of quadratic computation.
[01:15:54.540 --> 01:15:56.820]   But in practice, I mean, as people
[01:15:56.820 --> 01:15:59.700]   have gone to things like GPT-3, Chat-GPT,
[01:15:59.700 --> 01:16:03.260]   most of the computation doesn't show up in the self-attention.
[01:16:03.260 --> 01:16:05.500]   So people are wondering sort of is it even
[01:16:05.500 --> 01:16:08.900]   necessary to get rid of the self-attention operations
[01:16:08.900 --> 01:16:10.300]   quadratic constraint?
[01:16:10.300 --> 01:16:12.900]   It's an open form of research whether this
[01:16:12.900 --> 01:16:14.780]   is sort of necessary.
[01:16:14.780 --> 01:16:17.460]   And then finally, there have been a ton of modifications
[01:16:17.460 --> 01:16:21.940]   to the transformer over the last five, four-ish years.
[01:16:21.940 --> 01:16:25.100]   And it turns out that the original transformer
[01:16:25.100 --> 01:16:27.820]   plus maybe a couple of modifications
[01:16:27.820 --> 01:16:31.140]   is pretty much the best thing there is still.
[01:16:31.140 --> 01:16:32.580]   There have been a couple of things
[01:16:32.580 --> 01:16:33.940]   that end up being important.
[01:16:33.940 --> 01:16:37.380]   Changing out the nonlinearities in the feedforward network
[01:16:37.380 --> 01:16:38.740]   ends up being important.
[01:16:38.740 --> 01:16:43.140]   But it's had lasting power so far.
[01:16:43.140 --> 01:16:46.340]   But I think it's ripe for people to come through and think
[01:16:46.340 --> 01:16:49.220]   about how to sort of improve it in various ways.
[01:16:49.220 --> 01:16:52.020]   So pre-training is on Tuesday.
[01:16:52.020 --> 01:16:53.260]   Good luck on assignment four.
[01:16:53.260 --> 01:16:57.060]   And then we'll have the project proposal documents out tonight
[01:16:57.060 --> 01:16:59.140]   for you to talk about.
[01:16:59.140 --> 01:17:09.140]   [BLANK_AUDIO]

