
[00:00:00.000 --> 00:00:02.000]   Welcome back everybody
[01:51:09.980 --> 01:51:14.820]   All of our fully connected layers, however are totally random
[01:51:16.260 --> 01:51:23.020]   So therefore you would always want to make the fully connected weights better than random by training them a bit first
[01:51:23.020 --> 01:51:26.460]   Because otherwise if you go straight to unfreeze
[01:51:26.460 --> 01:51:35.060]   Then you're actually going to be like fiddling around of those early early can early layer weights when the later ones are still random
[01:51:35.060 --> 01:51:37.060]   That's probably not what you want. I
[01:51:37.060 --> 01:51:39.060]   Think there's another question here
[01:51:39.060 --> 01:51:42.940]   So when we unfreeze
[01:51:43.420 --> 01:51:48.140]   What are the things we're trying to change there?
[01:51:48.140 --> 01:51:51.300]   will it change the
[01:51:51.300 --> 01:51:53.460]   kernels themselves
[01:51:53.460 --> 01:51:58.340]   That that's always what SGD does. Yeah, so the only thing
[01:51:58.340 --> 01:52:00.980]   what training means is
[01:52:00.980 --> 01:52:04.380]   setting these numbers
[01:52:04.380 --> 01:52:07.300]   right and
[01:52:07.300 --> 01:52:10.700]   These numbers and
[01:52:10.700 --> 01:52:16.460]   These numbers the weights
[01:52:16.460 --> 01:52:20.820]   so the weights are the weights of the fully connected layers and
[01:52:20.820 --> 01:52:26.140]   The weights in those kernels in the convolutions. So that's what training means
[01:52:26.140 --> 01:52:32.500]   It's and we'll learn about how to do it with SGD. But training literally is setting those numbers
[01:52:32.500 --> 01:52:35.180]   these numbers on the other hand
[01:52:35.940 --> 01:52:42.660]   Activations they're calculated. They're calculated from the weights and the previous layers
[01:52:42.660 --> 01:52:45.780]   activations or imports
[01:52:45.780 --> 01:52:52.980]   I have a question. So can you lift that up higher and speak badly? So in your example of training the satellite image
[01:52:52.980 --> 01:52:57.340]   Example so you start with very small size exit support
[01:52:57.340 --> 01:53:03.300]   Yeah, so does it literally mean that you know the model takes a small area from the entire image?
[01:53:03.300 --> 01:53:05.300]   That is 64 by 64
[01:53:05.420 --> 01:53:09.700]   So how do we get that 64 by 64 depends on?
[01:53:09.700 --> 01:53:12.260]   the transforms
[01:53:12.260 --> 01:53:18.340]   by default our transform takes the smallest edge and
[01:53:18.340 --> 01:53:21.860]   Resize zooms the whole thing out
[01:53:21.860 --> 01:53:27.260]   Resamples it so the smallest edge is the size 64 and then it takes a center crop
[01:53:27.260 --> 01:53:30.340]   of that, okay, although
[01:53:32.020 --> 01:53:36.700]   When we're using data augmentation it actually takes a randomly chosen
[01:53:36.700 --> 01:53:39.460]   prop
[01:53:39.460 --> 01:53:43.580]   In the case where the image has multiple objects like in this case
[01:53:43.580 --> 01:53:49.740]   Like would it be possible like you would just lose the other things that they try to forget?
[01:53:49.740 --> 01:53:54.620]   Yeah, which is why data augmentation is important. So by and particularly their
[01:53:54.620 --> 01:54:00.620]   Test time augmentation is going to be particularly important because you would you wouldn't want to you know
[01:54:00.620 --> 01:54:07.220]   That there may be a artisanal mine out in the corner, which if you take a center crop you you don't see
[01:54:07.220 --> 01:54:10.740]   So data augmentation becomes very important. Yeah
[01:54:10.740 --> 01:54:14.820]   Sure
[01:54:14.820 --> 01:54:18.820]   So when we talk about metrics that users are here see that lower or up to
[01:54:18.820 --> 01:54:24.620]   That's not really what the model tries to that's a great point. That's not the loss function
[01:54:24.620 --> 01:54:28.420]   Yeah, right. The loss function is something we'll be learning about next week
[01:54:29.020 --> 01:54:34.500]   And it uses a cross entropy or otherwise known as like negative log likelihood
[01:54:34.500 --> 01:54:39.900]   The metric is just the thing that's printed so we can see what's going on
[01:54:39.900 --> 01:54:43.460]   Just next to that
[01:54:43.460 --> 01:54:45.940]   So in the context of multi-class
[01:54:45.940 --> 01:54:50.460]   Modeling cannot training data does a training data also have to be multi-class?
[01:54:50.460 --> 01:54:55.380]   So can I train on just like images of pure cats and pure dogs and expect it at prediction time to?
[01:54:56.260 --> 01:54:58.880]   Predict if I give it a picture of both having cat analog
[01:54:58.880 --> 01:55:08.140]   I've never tried that and I've never seen an example of something that needed it. I
[01:55:08.140 --> 01:55:12.300]   Guess conceptually there's no reason it wouldn't work
[01:55:12.300 --> 01:55:15.740]   But it's kind of out there
[01:55:15.740 --> 01:55:20.340]   And you still use a sigmoid activity you would have to make sure you're using a sigmoid loss function
[01:55:20.340 --> 01:55:25.700]   So in this case fast a eyes default would not work because by default fast a I would say your training data
[01:55:25.700 --> 01:55:29.260]   Never has both a cat and a dog, so you would have to override the loss function
[01:55:29.260 --> 01:55:38.080]   When you use the differential learning rates
[01:55:38.080 --> 01:55:43.420]   Those three learning rates do they just kind of spread evenly across the layers?
[01:55:43.420 --> 01:55:49.340]   Yeah, we'll talk more about this later in the course, but I'm in the fast AI library
[01:55:49.540 --> 01:55:54.580]   There's a concept of layer groups so in something like a resnet 50
[01:55:54.580 --> 01:56:00.940]   You know there's hundreds of layers, and I figured you don't want to write down hundreds of learning rates, so I've
[01:56:00.940 --> 01:56:04.420]   basically decided for you how to split them and
[01:56:04.420 --> 01:56:12.780]   The the last one always refers just to the fully connected layers that we've randomly initialized and add it to the end
[01:56:12.780 --> 01:56:17.140]   And then these ones are split generally about halfway through
[01:56:18.260 --> 01:56:20.260]   Basically, I've tried to make it so that
[01:56:20.260 --> 01:56:24.500]   These you know these ones are kind of the ones which you hardly want to change at all
[01:56:24.500 --> 01:56:29.420]   And these are the ones you might want to change a little bit, and I don't think we're covered in the course
[01:56:29.420 --> 01:56:31.260]   But if you're interested we can talk about in the forum
[01:56:31.260 --> 01:56:35.640]   There are ways you can override this behavior to define your own layer groups if you want to
[01:56:35.640 --> 01:56:41.820]   And is there any way to visualize the model easily or like dump dump the layers of the model?
[01:56:41.820 --> 01:56:43.900]   Yeah, absolutely
[01:56:43.900 --> 01:56:45.900]   You can
[01:56:45.900 --> 01:56:47.900]   Make sure we've got one here
[01:56:48.420 --> 01:56:50.420]   Okay
[01:56:50.420 --> 01:56:56.800]   So if you just type learn it doesn't tell you much at all, but what you can do is go
[01:56:56.800 --> 01:56:59.980]   learn summary and
[01:56:59.980 --> 01:57:03.900]   That spits out
[01:57:03.900 --> 01:57:05.580]   basically
[01:57:05.580 --> 01:57:07.020]   everything
[01:57:07.020 --> 01:57:09.980]   There's all the letters and so you can see in this case
[01:57:09.980 --> 01:57:17.260]   These are the names I mentioned how they all got names right so the first layer is called conv 2d - 1
[01:57:18.100 --> 01:57:20.100]   And it's going to take as input
[01:57:20.100 --> 01:57:27.060]   This is useful to actually look at it's taking 64 by 64 images. Which is what we told it
[01:57:27.060 --> 01:57:30.700]   We're going to transform things - this is three channels pie torch
[01:57:30.700 --> 01:57:38.700]   Like most things have channels at the end would say 64 by 64 by 3 pie torch moves it to the front
[01:57:38.700 --> 01:57:40.780]   So it's 3 by 64 by 64
[01:57:41.300 --> 01:57:47.260]   That's because it turns out that some of the GPU computations run faster when it's in that order
[01:57:47.260 --> 01:57:52.780]   Okay, but that happens all behind the scenes automatically so part of that transformation stuff
[01:57:52.780 --> 01:57:55.340]   That's kind of all done automatically is to do that
[01:57:55.340 --> 01:57:58.580]   - 1
[01:57:58.580 --> 01:58:01.540]   Means however however big the batch size is
[01:58:01.540 --> 01:58:06.500]   In Keras they use the number they use a special number none
[01:58:07.100 --> 01:58:11.860]   In pie torch they use - 1 so this is a four-dimensional mini batch
[01:58:11.860 --> 01:58:14.380]   the number of
[01:58:14.380 --> 01:58:20.660]   Elements in the number of images in the image mini batches dynamic you can change that the number of channels is 3
[01:58:20.660 --> 01:58:28.740]   Number of images is 64 by 64. Okay, and so then you can basically see that this particular convolutional kernel
[01:58:28.740 --> 01:58:31.740]   Apparently has 64 kernels in it
[01:58:32.220 --> 01:58:37.100]   And it's also halving we haven't talked about this but convolutions can have something called a stride
[01:58:37.100 --> 01:58:44.780]   That it's like max pooling for changes the size. So it's returning a 32 by 32 by 64 kernel
[01:58:44.780 --> 01:58:48.140]   Tensor and so on and so forth
[01:58:48.140 --> 01:58:56.020]   So that's summary and we'll learn all about what that's doing in detail in the second half of the course
[01:58:56.020 --> 01:58:59.100]   one more I
[01:58:59.100 --> 01:59:04.740]   Clicked in my own data set and I tried to use the and it's a really small data set these currencies from
[01:59:04.740 --> 01:59:07.780]   images and I tried to do a
[01:59:07.780 --> 01:59:14.980]   Learning rate find and then the plot and it just it gave me some numbers which I didn't understand on the learning rate font
[01:59:14.980 --> 01:59:19.900]   Yeah, and then the plot was empty. So yeah, I mean let's let's talk about that on the forum
[01:59:19.900 --> 01:59:21.020]   but basically
[01:59:21.020 --> 01:59:26.460]   The learning rate finder is going to go through a mini batch at a time if you've got a tiny data set
[01:59:26.460 --> 01:59:31.740]   There's just not enough mini batches. So the trick is to make your mini that make your batch size really small
[01:59:31.740 --> 01:59:34.460]   Like try making it like four or eight or something
[01:59:34.460 --> 01:59:41.900]   Okay, they were great questions nothing online to add in it
[01:59:41.900 --> 01:59:49.060]   They were great questions we've got a little bit past where I hope to but let's let's quickly talk about
[01:59:49.060 --> 01:59:52.800]   Structured data so we can start thinking about it for next week
[01:59:55.300 --> 01:59:57.300]   so
[01:59:57.300 --> 02:00:04.780]   This is really weird right to me. There's basically two types of data set we use in machine learning. There's a type of data
[02:00:04.780 --> 02:00:07.340]   like audio
[02:00:07.340 --> 02:00:09.740]   images
[02:00:09.740 --> 02:00:11.740]   natural language text
[02:00:11.740 --> 02:00:18.180]   where all of the all of the things inside an object like all of the pixels inside an image are
[02:00:18.180 --> 02:00:22.460]   All the same kind of thing. They're all pixels or they're all
[02:00:23.780 --> 02:00:25.780]   amplitudes of a waveform or
[02:00:25.780 --> 02:00:28.180]   They're all words
[02:00:28.180 --> 02:00:34.140]   I call this kind of data unstructured and then there's data sets like a
[02:00:34.140 --> 02:00:37.060]   profit-and-loss statement or
[02:00:37.060 --> 02:00:39.660]   the information about a Facebook user
[02:00:39.660 --> 02:00:42.460]   Where each column is like?
[02:00:42.460 --> 02:00:49.420]   Structurally quite different, you know one thing is representing like how many page views last month another one is their sex
[02:00:49.620 --> 02:00:53.860]   Another one is what zip code they're in and I call this structured data
[02:00:53.860 --> 02:00:57.180]   That particular terminology is not
[02:00:57.180 --> 02:01:02.980]   Unusual like lots of people use that terminology, but lots of people don't there's no
[02:01:02.980 --> 02:01:05.980]   Particularly agreed upon
[02:01:05.980 --> 02:01:09.020]   terminology so when I say structured data
[02:01:09.020 --> 02:01:16.180]   I'm referring to kind of columnar data as you might find in a database or a spreadsheet where different columns
[02:01:16.700 --> 02:01:21.740]   represent different kinds of things and each row represents an observation and
[02:01:21.740 --> 02:01:26.180]   So structured data is probably what most of you
[02:01:26.180 --> 02:01:30.180]   Analyzing most of the time
[02:01:30.180 --> 02:01:38.340]   Funnily enough you know academics in the deep learning world don't really give a shit about structured data
[02:01:38.340 --> 02:01:43.060]   Because it's pretty hard to get published in fancy conference proceed proceedings
[02:01:43.060 --> 02:01:48.620]   If you're like if you've got a better logistics model, you know, it's the thing that makes the world goes round
[02:01:48.620 --> 02:01:54.020]   It's a thing that makes everybody you know money and efficiency and make stuff work
[02:01:54.020 --> 02:01:57.600]   But it's largely ignored sadly
[02:01:57.600 --> 02:02:02.140]   So we're not going to ignore it because we're practical deep learning
[02:02:02.140 --> 02:02:08.880]   And Kaggle doesn't ignore it either because people put prize money up on Kaggle to solve real-world problems
[02:02:08.940 --> 02:02:13.400]   So there are some great Kaggle competitions we can look at there's one running right now
[02:02:13.400 --> 02:02:19.080]   Which is the grocery sales forecasting competition for Ecuador's largest chain?
[02:02:19.080 --> 02:02:28.660]   It's always a little I've got to be a little careful about how much I show you about currently running competitions because I don't want
[02:02:28.660 --> 02:02:33.980]   To you know help you cheat, but it so happens. There was a competition a year or two ago
[02:02:34.620 --> 02:02:40.640]   For one of Germany's largest grocery chains, which is almost identical. So I'm going to show you how to do that
[02:02:40.640 --> 02:02:46.780]   So that was called the Rossman stores data
[02:02:46.780 --> 02:02:48.740]   and
[02:02:48.740 --> 02:02:54.860]   So I would suggest you know, first of all try practicing what we're learning on Rossman, right?
[02:02:54.860 --> 02:02:59.260]   but then see if you can get it working on on grocery because currently
[02:03:00.340 --> 02:03:05.820]   On the leaderboard no one seems to basically know what they're doing in the groceries competition. If you look at the leaderboard
[02:03:05.820 --> 02:03:09.540]   The
[02:03:09.540 --> 02:03:11.220]   See here
[02:03:11.220 --> 02:03:17.940]   These ones around five to nine five three. Oh are people that are literally finding like group averages and submitting those
[02:03:17.940 --> 02:03:23.840]   I know because that the kernels that they're using so, you know the basically the people around 20th place
[02:03:23.840 --> 02:03:27.260]   I'm not actually doing any machine learning
[02:03:28.500 --> 02:03:30.500]   So yeah, let's see if we can improve things
[02:03:30.500 --> 02:03:35.300]   So you'll see there's a lesson three Rossman
[02:03:35.300 --> 02:03:41.220]   Notebook sure you get pool. Okay, in fact, you know just reminder, you know before you start working
[02:03:41.220 --> 02:03:45.500]   Get pool in your fast AI repo and from time to time
[02:03:45.500 --> 02:03:51.540]   Conda and update for you guys doing the in-person course the Conda and update
[02:03:51.540 --> 02:03:57.100]   You should do it more often because we're kind of changing things a little bit folks in the MOOC
[02:03:57.100 --> 02:03:59.820]   You know more like once a month should be fine
[02:03:59.820 --> 02:04:06.500]   So anyway, I just I just changed this a little bit so make sure you get pulled to get lesson three Rossman
[02:04:06.500 --> 02:04:12.500]   And there's a couple of new libraries here one is fast AI dot structured
[02:04:12.500 --> 02:04:18.940]   Fast AI dot structured contains stuff, which is actually not at all Pytorch specific
[02:04:18.940 --> 02:04:24.620]   And we actually use that in the machine learning course as well for doing random forests with no Pytorch at all
[02:04:24.620 --> 02:04:31.500]   I mentioned that because you can use that particular library without any of the other parts of fast AI
[02:04:31.500 --> 02:04:34.300]   So that can be handy
[02:04:34.300 --> 02:04:37.460]   And then we're also going to use fast AI dot column data
[02:04:37.460 --> 02:04:43.440]   Which is basically some stuff that allows us to do fast AI Pytorch stuff with
[02:04:43.440 --> 02:04:46.220]   columnar structured data
[02:04:46.220 --> 02:04:51.300]   For structured data we need to use pandas a lot
[02:04:52.060 --> 02:04:58.300]   Anybody who's used our data frames will be very familiar with pandas pandas is basically an attempt to kind of replicate
[02:04:58.300 --> 02:05:01.140]   data frames in Python
[02:05:01.140 --> 02:05:04.080]   You know and a bit more
[02:05:04.080 --> 02:05:09.100]   If you're not entirely familiar with pandas
[02:05:09.100 --> 02:05:12.340]   There's a great book
[02:05:12.340 --> 02:05:18.660]   Which I think I might have mentioned before
[02:05:20.580 --> 02:05:26.180]   Python for data analysis by Wes McKinney. There's a new edition that just came out a couple of weeks ago
[02:05:26.180 --> 02:05:33.340]   Obviously being by the pandas author its coverage of pandas is excellent, but it also covers
[02:05:33.340 --> 02:05:35.460]   numpy
[02:05:35.460 --> 02:05:36.660]   scipy
[02:05:36.660 --> 02:05:37.740]   plotlib
[02:05:37.740 --> 02:05:39.460]   scikit learn
[02:05:39.460 --> 02:05:45.260]   I python and jupyter really well, okay, and so I'm kind of going to assume
[02:05:46.500 --> 02:05:51.020]   That you know your way around these libraries to some extent
[02:05:51.020 --> 02:05:58.100]   Also, there was the workshop we did before this started and there's a video of that online where we kind of have a brief mention
[02:05:58.100 --> 02:06:00.340]   of all of those tools
[02:06:00.340 --> 02:06:07.460]   Structured data is generally shared as CSV files. It was no different in this competition
[02:06:07.460 --> 02:06:11.660]   As you'll see, there's a hyperlink to the Rossman data set here
[02:06:11.860 --> 02:06:17.060]   All right now if you look at the bottom of my screen you'll see this goes to files.fast.ai
[02:06:17.060 --> 02:06:22.740]   Because this doesn't require any login or anything to grab this data set. It's as simple as right clicking
[02:06:22.740 --> 02:06:25.540]   copy link address
[02:06:25.540 --> 02:06:29.680]   Head over to wherever you want it and just type
[02:06:29.680 --> 02:06:33.180]   Wget and
[02:06:33.180 --> 02:06:41.580]   The URL okay, so that's because you know, it's it's not behind a login or anything
[02:06:42.060 --> 02:06:46.100]   so you can grab the grab it from there and
[02:06:46.100 --> 02:06:53.460]   You can always read a CSV file with just pandas dot read CSV now in this particular case. There's a lot of
[02:06:53.460 --> 02:06:59.300]   Pre-processing that we do and what I've actually done here is I've
[02:06:59.300 --> 02:07:02.180]   I've actually
[02:07:02.180 --> 02:07:09.140]   Stolen the entire pipeline from the third-place winner of Rossman. Okay, so they made all their data
[02:07:09.980 --> 02:07:16.860]   They're really great. You know, they've had a github available with everything that we need and I've ported it all across and simplified it and
[02:07:16.860 --> 02:07:19.260]   Tried to make it pretty easy to understand
[02:07:19.260 --> 02:07:21.900]   this
[02:07:21.900 --> 02:07:26.800]   Course is about deep learning not about data processing. So I'm not going to go through it
[02:07:26.800 --> 02:07:33.820]   But we will be going through it in the machine learning course in some detail because feature engineering is really important
[02:07:33.820 --> 02:07:35.820]   So if you're interested
[02:07:35.820 --> 02:07:37.860]   You know check out the machine learning course
[02:07:38.980 --> 02:07:40.980]   for that I
[02:07:40.980 --> 02:07:42.980]   will however show you
[02:07:42.980 --> 02:07:46.580]   Kind of what it looks like. So once we read the CSVs in
[02:07:46.580 --> 02:07:51.500]   You can see basically what's there so the key one is
[02:07:51.500 --> 02:07:57.380]   For a particular store
[02:07:57.380 --> 02:08:02.900]   We have the
[02:08:02.900 --> 02:08:08.660]   We have the date and we have the sales
[02:08:09.620 --> 02:08:13.060]   For that particular store. We know whether that
[02:08:13.060 --> 02:08:16.100]   Thing is on promo or not
[02:08:16.100 --> 02:08:20.900]   We know the number of customers that that particular store had
[02:08:20.900 --> 02:08:24.540]   We know whether that date was a school holiday
[02:08:24.540 --> 02:08:32.380]   We also know
[02:08:34.260 --> 02:08:38.720]   What kind of store it is so like this is pretty common right you'll often get
[02:08:38.720 --> 02:08:44.460]   Data sets where there's some column with like just some kind of code. We don't really know what the code means
[02:08:44.460 --> 02:08:48.200]   Most of the time I find it doesn't matter what it means
[02:08:48.200 --> 02:08:54.540]   Like normally you get given a data dictionary when you start on a project and obviously if you're working on internal project
[02:08:54.540 --> 02:08:57.780]   You can ask the people at your company. What does this column mean? I?
[02:08:57.780 --> 02:09:03.740]   Kind of stay away from learning too much about it. I prefer to like see what the data says
[02:09:04.020 --> 02:09:06.020]   first
[02:09:06.020 --> 02:09:10.940]   There's something about what kind of product are we selling in this particular row?
[02:09:10.940 --> 02:09:21.140]   And then there's information about like how far away is the nearest competitor how long have they been open for
[02:09:21.140 --> 02:09:26.440]   How long is the promo being on for
[02:09:30.500 --> 02:09:35.980]   Each store we can find out what state it's in for each state we can find out the name of the state
[02:09:35.980 --> 02:09:37.980]   this is in Germany and
[02:09:37.980 --> 02:09:42.460]   Interestingly they were allowed to download any data external data
[02:09:42.460 --> 02:09:43.740]   They wanted in this competition
[02:09:43.740 --> 02:09:50.340]   It's very common as long as you share it with everybody else and so some folks tried downloading data from
[02:09:50.340 --> 02:09:53.180]   Google Trends
[02:09:53.180 --> 02:09:58.700]   I'm not sure exactly what it was that they were checking the trend of but we have this information from Google Trends
[02:09:59.940 --> 02:10:03.780]   Somebody downloaded the weather for every day in Germany for every state
[02:10:03.780 --> 02:10:12.580]   And yeah, that's about it right so
[02:10:12.580 --> 02:10:22.520]   You can get a data frame summary with pandas which kind of lets you see how many
[02:10:22.520 --> 02:10:25.180]   Observations and means and standard deviations
[02:10:25.180 --> 02:10:28.100]   Again, I don't do a hell of a lot with that early on
[02:10:29.260 --> 02:10:31.260]   But it's nice to know it there
[02:10:31.260 --> 02:10:38.300]   So what we do, you know, this is called a relational data set a relational data set is one where there's quite a few tables
[02:10:38.300 --> 02:10:41.960]   We have to join together. It's very easy to do that in pandas
[02:10:41.960 --> 02:10:45.020]   There's a thing called merge so I create a little function to do that
[02:10:45.020 --> 02:10:48.300]   And so I just started joining everything together join in the weather the Google Trends
[02:10:48.300 --> 02:10:51.500]   the stores
[02:10:51.500 --> 02:10:58.020]   Yeah, that's about everything I guess
[02:10:58.060 --> 02:11:03.740]   You'll see there's one thing that I'm using from the fast AI library, which is called add date part
[02:11:03.740 --> 02:11:06.340]   We talk about this a lot in the machine learning course
[02:11:06.340 --> 02:11:11.580]   But basically this is going to take a date and pull out of it a bunch of columns day of week
[02:11:11.580 --> 02:11:17.820]   Is at the start of a quarter month of year so on and so forth and add them all in for the data set
[02:11:17.820 --> 02:11:19.940]   Okay, so this is all standard pre-processing
[02:11:23.380 --> 02:11:28.700]   As we join everything together we fiddle around with some of the dates a little bit some of them are in month and year
[02:11:28.700 --> 02:11:30.700]   Format we turn it into date format
[02:11:30.700 --> 02:11:32.980]   We spend a lot of time
[02:11:32.980 --> 02:11:35.860]   Trying to
[02:11:35.860 --> 02:11:41.920]   Take information about for example holidays and add a column for like how long until the next holiday
[02:11:41.920 --> 02:11:44.100]   How long has it been since the last holiday?
[02:11:44.100 --> 02:11:46.580]   ditto for promos
[02:11:46.580 --> 02:11:51.900]   So on and so forth. Okay, so we do all that and at the very end
[02:11:51.900 --> 02:11:57.020]   We basically save a big structured data file that contains all that stuff
[02:11:57.020 --> 02:12:03.420]   Something that those of you that use pandas may not be aware of is that there's a very cool new format called feather
[02:12:03.420 --> 02:12:06.100]   Which you can save a pandas
[02:12:06.100 --> 02:12:08.380]   Data frame into this feather format
[02:12:08.380 --> 02:12:13.180]   It's kind of pretty much takes it as it sits in RAM and dumps it to the disk
[02:12:13.180 --> 02:12:18.740]   and so it's like really really really fast the reason that you need to know this is because the
[02:12:19.580 --> 02:12:24.120]   Ecuadorian grocery competition it's on now has 350 million records
[02:12:24.120 --> 02:12:30.820]   So you will care about how long things take it took I believe about six seconds for me to save
[02:12:30.820 --> 02:12:34.380]   350 million records to feather format, so it's pretty cool
[02:12:34.380 --> 02:12:39.740]   So at the end of all that I'd save it as feather format and for the rest of this discussion
[02:12:39.740 --> 02:12:43.020]   I'm just going to take it as given that we've got this nicely
[02:12:43.700 --> 02:12:49.780]   Processed feature-engineered file and I can just go read better. Okay, but for you to play along at home
[02:12:49.780 --> 02:12:53.020]   You will have to run those previous cells. Oh
[02:12:53.020 --> 02:12:55.660]   except the
[02:12:55.660 --> 02:12:57.940]   See these ones are commented out
[02:12:57.940 --> 02:13:04.700]   You don't have to run those because the file that you download from files.fast.ai has already done that for you, okay?
[02:13:04.700 --> 02:13:07.820]   All right
[02:13:07.820 --> 02:13:09.820]   So we basically have
[02:13:09.820 --> 02:13:12.220]   all these columns
[02:13:12.780 --> 02:13:15.460]   So it basically is going to tell us
[02:13:15.460 --> 02:13:20.980]   You know how many of this thing was sold on?
[02:13:20.980 --> 02:13:28.020]   This date at this store and so the goal of this competition is to find out
[02:13:28.020 --> 02:13:34.460]   How many things will be sold for each store for each type of thing in the future?
[02:13:34.460 --> 02:13:38.900]   Okay, and so that's basically what we're going to be trying to do
[02:13:39.860 --> 02:13:42.580]   And so here's an example of what some of the data looks like
[02:13:42.580 --> 02:13:46.420]   And so
[02:13:46.420 --> 02:13:50.380]   Next week we're going to see how to go through these steps
[02:13:50.380 --> 02:13:56.500]   But basically what we're going to learn is we're going to learn to split the columns into two types
[02:13:56.500 --> 02:13:59.340]   some columns we're going to treat as
[02:13:59.340 --> 02:14:01.900]   categorical, which is to say
[02:14:01.900 --> 02:14:09.460]   Store ID 1 and store ID 2 are not numerically related to each other the categories
[02:14:09.700 --> 02:14:16.160]   Right we're going to treat day of week like that to Monday and Tuesday day zero and day one not numerically
[02:14:16.160 --> 02:14:22.140]   Where else distance in kilometers to the nearest competitor?
[02:14:22.140 --> 02:14:25.020]   That's a number that we're going to treat numerically
[02:14:25.020 --> 02:14:30.580]   Right so in other words the categorical variables. We basically are going to one hot encode them
[02:14:30.580 --> 02:14:37.900]   You can think of it as one hot encoding them where else the continuous variables. We're going to be feeding into fully connected layers
[02:14:38.700 --> 02:14:40.460]   Just as is
[02:14:40.460 --> 02:14:42.460]   Okay
[02:14:42.460 --> 02:14:44.780]   So what we'll be doing is we'll be basically
[02:14:44.780 --> 02:14:47.820]   creating a
[02:14:47.820 --> 02:14:50.900]   Validation set and you'll see like a lot of these are start to look familiar
[02:14:50.900 --> 02:14:55.180]   This is the same function we used on planet and dog breeds to create a validation set
[02:14:55.180 --> 02:14:59.060]   There's some stuff that you haven't seen before
[02:14:59.060 --> 02:15:01.940]   where we're going to
[02:15:01.940 --> 02:15:08.320]   Basically rather than saying image data dot from CSV. We're going to say columnar data
[02:15:08.560 --> 02:15:15.680]   From data frame right so you can see like the basic API concepts will be the same, but they're a little different, right?
[02:15:15.680 --> 02:15:19.600]   but just like before we're going to get a learner and
[02:15:19.600 --> 02:15:22.880]   we're going to go lr find
[02:15:22.880 --> 02:15:25.120]   to find our best learning rate and
[02:15:25.120 --> 02:15:28.600]   Then we're going to go dot fit with a metric
[02:15:28.600 --> 02:15:31.240]   with a cycle length
[02:15:31.440 --> 02:15:39.480]   Okay, so the basic sequence who's going to end up looking hopefully very familiar. Okay, so we're out of time
[02:15:39.480 --> 02:15:42.720]   so what I suggest you do this week is like
[02:15:42.720 --> 02:15:45.360]   try to
[02:15:45.360 --> 02:15:51.640]   Enter as many Kaggle image competitions as possible like like try to really get this feel for like
[02:15:51.640 --> 02:15:54.560]   cycle lengths learning rates
[02:15:54.560 --> 02:15:57.760]   plotting things
[02:15:57.760 --> 02:16:00.360]   You know that
[02:16:01.360 --> 02:16:07.560]   That post I showed you at the start of class today that kind of took you through lesson one like
[02:16:07.560 --> 02:16:12.620]   Really go through that on as many image data sets as you can to just feel
[02:16:12.620 --> 02:16:15.360]   Really comfortable with it, right?
[02:16:15.360 --> 02:16:21.960]   because you want to get to the point where next week when we start talking about structured data that this idea of like how
[02:16:21.960 --> 02:16:29.840]   Learners kind of work and data works and data loaders and data sets and looking at pictures should be really you know intuitive
[02:16:30.320 --> 02:16:32.320]   Alright, good luck. See you next week
[02:16:32.320 --> 02:16:35.480]   (audience applauding)
[02:16:35.480 --> 02:16:37.060]   (audience applauding)

