
[00:00:00.000 --> 00:00:02.000]   quiet quitting.
[01:13:16.200 --> 01:13:18.100]   formed that all those centuries past all these
[01:13:18.100 --> 01:13:19.000]   other past hard times.
[01:13:19.000 --> 01:13:20.400]   We're glad that all existed and we're better
[01:13:20.400 --> 01:13:20.800]   for it.
[01:13:20.800 --> 01:13:23.900]   So so even as our client had to write something
[01:13:23.900 --> 01:13:27.500]   that says guys ease up a little bit right like
[01:13:27.500 --> 01:13:29.200]   we Humanity faces tough stuff.
[01:13:29.200 --> 01:13:30.300]   All right.
[01:13:30.300 --> 01:13:32.400]   So that's my generic answer to that question.
[01:13:32.400 --> 01:13:34.700]   The reason why I cited social media and online
[01:13:34.700 --> 01:13:36.700]   news was just to emphasize that both of those
[01:13:36.700 --> 01:13:40.400]   things can make this reaction worse.
[01:13:41.000 --> 01:13:42.800]   I think we're getting this question in part
[01:13:42.800 --> 01:13:45.200]   because there's the online culture for various
[01:13:45.200 --> 01:13:47.100]   reasons some intentional some unintentional
[01:13:47.100 --> 01:13:51.000]   can give you this sense of immediate existential
[01:13:51.000 --> 01:13:54.500]   threat that is paralyzing in a way that let's
[01:13:54.500 --> 01:13:58.900]   say in a pre-internet age wouldn't have and so
[01:13:58.900 --> 01:14:00.900]   I was being somewhat facetious when I said my
[01:14:00.900 --> 01:14:02.300]   answer to your question is how do I do this?
[01:14:02.300 --> 01:14:03.300]   I don't use social media.
[01:14:03.300 --> 01:14:05.200]   I was being sort of facetious, but I'm also
[01:14:05.200 --> 01:14:06.600]   being somewhat serious.
[01:14:06.600 --> 01:14:09.000]   There's a couple different effects going on
[01:14:09.000 --> 01:14:09.300]   here.
[01:14:09.600 --> 01:14:12.300]   Certainly there's the police blotter effect.
[01:14:12.300 --> 01:14:15.200]   Start reading the police bought water for your
[01:14:15.200 --> 01:14:18.500]   town and suddenly it will seem a lot more violent
[01:14:18.500 --> 01:14:19.800]   and crime-ridden than you thought about it
[01:14:19.800 --> 01:14:22.700]   before it's because you are seeing consolidated
[01:14:22.700 --> 01:14:24.600]   all the bad things that have happened over time
[01:14:24.600 --> 01:14:27.300]   in a relatively large area concentrated in our
[01:14:27.300 --> 01:14:28.600]   mind is not used to that.
[01:14:28.600 --> 01:14:31.800]   It's used to gathering aggregating observations
[01:14:31.800 --> 01:14:34.100]   from our actual immediate vicinity.
[01:14:34.100 --> 01:14:38.900]   I saw a crime happen the last three days in a
[01:14:38.900 --> 01:14:39.400]   row.
[01:14:39.400 --> 01:14:41.000]   This is dangerous, right?
[01:14:41.000 --> 01:14:42.700]   Like that's the way we're supposed to see things.
[01:14:42.700 --> 01:14:45.800]   It doesn't this warning system is not good at
[01:14:45.800 --> 01:14:48.300]   here's a list of all crimes from this million
[01:14:48.300 --> 01:14:50.100]   person City over the last six months.
[01:14:50.100 --> 01:14:53.700]   It can't put that in the statistical scale the
[01:14:53.700 --> 01:14:55.400]   internet makes that even worse.
[01:14:55.400 --> 01:14:59.300]   So now you have Twitter cybernetic curation
[01:14:59.300 --> 01:15:00.600]   distributed curation algorithm.
[01:15:00.600 --> 01:15:02.500]   So the effect of all these individuals making
[01:15:02.500 --> 01:15:04.500]   retweet non retweet decisions all pushing
[01:15:04.500 --> 01:15:06.400]   and pulsing through a power law graph topology
[01:15:06.400 --> 01:15:08.700]   graph does a really good job of centering
[01:15:08.700 --> 01:15:11.800]   surfacing things that are interesting or engaging
[01:15:11.800 --> 01:15:13.700]   or will catch our attention and all these bad
[01:15:13.700 --> 01:15:14.300]   things are happening.
[01:15:14.300 --> 01:15:16.300]   The world course to this network and all get
[01:15:16.300 --> 01:15:17.100]   brought to your attention.
[01:15:17.100 --> 01:15:19.700]   It's like the police blotter effect magnified
[01:15:19.700 --> 01:15:21.200]   like man, it's just crime everywhere.
[01:15:21.200 --> 01:15:22.800]   Everything's falling apart or if it's political
[01:15:22.800 --> 01:15:26.700]   news democracy is days away days away from
[01:15:26.700 --> 01:15:28.500]   from failing or first climate change news.
[01:15:28.500 --> 01:15:31.500]   It's like I'm surprised I even am alive today.
[01:15:31.500 --> 01:15:34.200]   Like how is anyone alive because it is essentially
[01:15:34.300 --> 01:15:39.500]   the day after tomorrow style vortexes of Arctic
[01:15:39.500 --> 01:15:41.700]   tornadoes destroying cities as far as I can tell
[01:15:41.700 --> 01:15:43.100]   because there's all these things I'm seeing
[01:15:43.100 --> 01:15:46.400]   because the volume I see so many things in such
[01:15:46.400 --> 01:15:47.600]   a large volume of these things.
[01:15:47.600 --> 01:15:48.800]   This must be a real problem.
[01:15:48.800 --> 01:15:52.500]   Our mind cannot do statistical modeling of like
[01:15:52.500 --> 01:15:55.500]   yeah, but this is over 350 million people in
[01:15:55.500 --> 01:15:56.000]   the country.
[01:15:56.000 --> 01:15:56.300]   I don't know.
[01:15:56.300 --> 01:15:57.300]   That's probably not that many.
[01:15:57.300 --> 01:16:00.200]   So social media can do that.
[01:16:00.200 --> 01:16:02.900]   You also have to be worried about sensationalism.
[01:16:03.700 --> 01:16:06.400]   There's this idea of like it if it bleeds it
[01:16:06.400 --> 01:16:08.400]   leads news sources are trying to get clicks.
[01:16:08.400 --> 01:16:10.600]   I think that's partially true, right?
[01:16:10.600 --> 01:16:12.100]   I mean, I mean, I think that is true.
[01:16:12.100 --> 01:16:15.000]   So like being sensationalist and talking about
[01:16:15.000 --> 01:16:18.000]   how bad things are maybe is good business.
[01:16:18.000 --> 01:16:20.600]   There's also something else that's happening
[01:16:20.600 --> 01:16:22.300]   now. I mean, I read this interesting analysis
[01:16:22.300 --> 01:16:27.200]   from the Niemann Center about sort of recent
[01:16:27.200 --> 01:16:30.800]   developments and a lot of sort of mainstream
[01:16:31.600 --> 01:16:34.800]   media publications where there's a few different
[01:16:34.800 --> 01:16:35.900]   things going on here.
[01:16:35.900 --> 01:16:37.100]   But like one of the things that's going on
[01:16:37.100 --> 01:16:40.100]   is there's definitely more specifically more
[01:16:40.100 --> 01:16:42.300]   of a sense and this kind of comes out of the
[01:16:42.300 --> 01:16:44.500]   linguistic background of criticality and critical
[01:16:44.500 --> 01:16:45.900]   theories, but there's definitely more the sense
[01:16:45.900 --> 01:16:49.600]   that the role of reporting is in part trying
[01:16:49.600 --> 01:16:51.300]   to actually shape the world.
[01:16:51.300 --> 01:16:54.100]   So part of your job as a reporter is to try
[01:16:54.100 --> 01:16:58.000]   to push the world towards what is just so I
[01:16:58.000 --> 01:17:00.700]   think that the dominant academic theories right
[01:17:00.700 --> 01:17:04.900]   now come out of French postmodernism, which
[01:17:04.900 --> 01:17:06.500]   has a real linguistic deconstructionist
[01:17:06.500 --> 01:17:08.300]   background. So it's very language focused and
[01:17:08.300 --> 01:17:10.000]   it's like you can't just be neutral as a writer
[01:17:10.000 --> 01:17:10.800]   according to these theories.
[01:17:10.800 --> 01:17:12.200]   You're going to affect the world one way or
[01:17:12.200 --> 01:17:14.100]   the other. So you need to aim yourself towards
[01:17:14.100 --> 01:17:16.400]   what is the good and so you might see this
[01:17:16.400 --> 01:17:18.400]   and there's like obvious applications like sort
[01:17:18.400 --> 01:17:20.700]   of post Donald Trump election.
[01:17:20.700 --> 01:17:23.000]   You're going to see coverage philosophy.
[01:17:23.000 --> 01:17:24.300]   That's like really what we're trying to do
[01:17:24.300 --> 01:17:26.300]   here is this is such an existential threat is
[01:17:26.300 --> 01:17:27.800]   like our reporting needs to help.
[01:17:28.900 --> 01:17:30.700]   Don't report something that could be positive
[01:17:30.700 --> 01:17:33.800]   for example, because the bigger issue of we
[01:17:33.800 --> 01:17:35.200]   need this person in office would not be
[01:17:35.200 --> 01:17:37.100]   certified that I think some of that is bled
[01:17:37.100 --> 01:17:38.900]   over into other types of issues.
[01:17:38.900 --> 01:17:40.400]   I think we're seeing a little bit of that with
[01:17:40.400 --> 01:17:41.200]   climate change.
[01:17:41.200 --> 01:17:44.200]   So a serious issue to be addressed, but there's
[01:17:44.200 --> 01:17:48.500]   also a sense in the reporting of trying to
[01:17:48.500 --> 01:17:52.800]   challenge the people who are not worried about
[01:17:52.800 --> 01:17:54.600]   it. So typically this would be on the other
[01:17:54.600 --> 01:17:57.500]   political tribe. Well, I dare you not to be
[01:17:57.500 --> 01:17:58.300]   worried about it now.
[01:17:58.300 --> 01:18:00.500]   Well, what if we ratchet up now?
[01:18:00.500 --> 01:18:01.300]   I dare you.
[01:18:01.300 --> 01:18:05.000]   Well here here you're going to be dead all your
[01:18:05.000 --> 01:18:05.700]   here's a headlight.
[01:18:05.700 --> 01:18:07.400]   All of your children will be dead by Sunday
[01:18:07.400 --> 01:18:08.100]   because of climate change.
[01:18:08.100 --> 01:18:09.500]   Now, I dare you to say you don't care.
[01:18:09.500 --> 01:18:11.700]   There's this sort of one up upsmanship that
[01:18:11.700 --> 01:18:13.600]   you've seen in the coverage of climate change
[01:18:13.600 --> 01:18:17.200]   even where the on the ground information hasn't
[01:18:17.200 --> 01:18:17.900]   changed much.
[01:18:17.900 --> 01:18:19.600]   There's still the same concerns and whatever
[01:18:19.600 --> 01:18:22.400]   is you see this one upsmanship of well, what
[01:18:22.400 --> 01:18:23.600]   about this thread or that thread?
[01:18:23.600 --> 01:18:24.800]   We're going to put on the page more and we're
[01:18:24.800 --> 01:18:25.900]   going to try to ratchet it up.
[01:18:25.900 --> 01:18:27.600]   And again that that comes out of this new
[01:18:27.600 --> 01:18:32.500]   philosophy perhaps of journalism is trying to
[01:18:32.500 --> 01:18:34.500]   advance towards the just and away from the
[01:18:34.500 --> 01:18:36.300]   non-just you get more of that to there some of
[01:18:36.300 --> 01:18:39.300]   that early in the pandemic as well where okay,
[01:18:39.300 --> 01:18:42.200]   what's the pandemic policy that we think is
[01:18:42.200 --> 01:18:43.400]   going to be the best?
[01:18:43.400 --> 01:18:45.700]   How do we then in a reporting be careful to
[01:18:45.700 --> 01:18:47.600]   support that don't talk about this this would
[01:18:47.600 --> 01:18:49.400]   see doubt really push this.
[01:18:49.400 --> 01:18:52.600]   Oh, look, there's a there's a some popularity
[01:18:52.600 --> 01:18:53.600]   going around this idea.
[01:18:53.600 --> 01:18:55.400]   This doesn't affect young people as quickly get
[01:18:55.400 --> 01:18:59.000]   on our front page a proper pro of nothing an
[01:18:59.000 --> 01:19:00.600]   article about a third-year-old who died because
[01:19:00.600 --> 01:19:01.800]   we need to push back on that.
[01:19:01.800 --> 01:19:06.200]   So once you see coverage trying to shape how
[01:19:06.200 --> 01:19:10.000]   people trying to shape how people understand
[01:19:10.000 --> 01:19:11.500]   things are trying to push things towards the
[01:19:11.500 --> 01:19:14.800]   just on alarming issues like climate change or
[01:19:14.800 --> 01:19:17.400]   the pandemic you're going to get also increasingly
[01:19:17.400 --> 01:19:20.400]   alarming coverage because that in theory would
[01:19:20.400 --> 01:19:21.700]   serve the purpose of getting people to care
[01:19:21.700 --> 01:19:24.200]   more but it has a side effect of getting people
[01:19:24.200 --> 01:19:25.600]   who say why should I even work?
[01:19:25.600 --> 01:19:30.100]   All right, that's a bunch of words, but honestly
[01:19:30.100 --> 01:19:34.100]   get more local serve your community serve your
[01:19:34.100 --> 01:19:37.200]   friends care about the people around you move
[01:19:37.200 --> 01:19:40.600]   more of your attention landscape to the to the
[01:19:40.600 --> 01:19:43.200]   locality that your brain evolved to expect which
[01:19:43.200 --> 01:19:45.800]   is these are people in my town and people my
[01:19:45.800 --> 01:19:48.900]   organizations spend more time immersed in that
[01:19:48.900 --> 01:19:53.000]   world. You're scaling the concerns concerns your
[01:19:53.000 --> 01:19:54.700]   brain can deal with and concerns where you can
[01:19:54.700 --> 01:19:56.200]   actually make a difference.
[01:19:56.200 --> 01:19:58.400]   I do not subscribe to this idea that you are
[01:19:58.400 --> 01:20:00.500]   somehow not being a good global citizen. If
[01:20:00.500 --> 01:20:04.000]   you're not marinating yourself and story after
[01:20:04.000 --> 01:20:06.100]   story about negative things that you can't do
[01:20:06.100 --> 01:20:08.600]   anything about I guarantee you you will still
[01:20:08.600 --> 01:20:10.500]   know about climate change. Even if you're not
[01:20:10.500 --> 01:20:14.500]   surfing every day 10 or 15 climate change damage
[01:20:14.500 --> 01:20:16.800]   porn type articles. You'll still know about it.
[01:20:16.800 --> 01:20:18.700]   But instead of surfing those 15 articles, how
[01:20:18.700 --> 01:20:23.100]   about we want to fix the playground that's down
[01:20:23.100 --> 01:20:25.100]   the road because it's a good place these kids
[01:20:25.100 --> 01:20:26.700]   after school. They need it. They don't have it
[01:20:26.700 --> 01:20:28.400]   here. How do we get that change? That's the scale
[01:20:28.400 --> 01:20:29.900]   at which our mind supposed to work. So let's
[01:20:29.900 --> 01:20:31.900]   spend more time more time there.
[01:20:31.900 --> 01:20:37.100]   All right, what time we got here? I think we
[01:20:37.100 --> 01:20:40.300]   got time for one more question Jesse. Okay, so
[01:20:40.300 --> 01:20:43.300]   we got a question from Michael. He's a 41 41
[01:20:43.300 --> 01:20:45.800]   year old engineer from the UK. This is what he
[01:20:45.800 --> 01:20:49.300]   has to say. I have worked hard to clarify ideas
[01:20:49.300 --> 01:20:51.300]   outside of my work that feel important to me.
[01:20:51.300 --> 01:20:54.900]   However, I still struggle. For example, creating
[01:20:54.900 --> 01:20:56.800]   a garden is something I've always envisioned my
[01:20:56.800 --> 01:20:59.400]   life for a long time. But now that I'm doing it
[01:20:59.400 --> 01:21:02.400]   it feels like endless drudgery, labor and effort.
[01:21:02.400 --> 01:21:04.700]   However, I've sunk so much effort and expense
[01:21:04.700 --> 01:21:07.300]   into getting here. I cannot just reset and walk
[01:21:07.300 --> 01:21:10.100]   away. Is it normal to find conflict between
[01:21:10.100 --> 01:21:12.700]   one's cultivation of a deep life on paper and
[01:21:12.700 --> 01:21:15.300]   how it actually happens in the real world?
[01:21:16.300 --> 01:21:19.100]   That's an interesting question. Let me give you
[01:21:19.100 --> 01:21:20.800]   a short answer and a long answer Michael. The
[01:21:20.800 --> 01:21:24.200]   short answer is stop gardening. I won't tell
[01:21:24.200 --> 01:21:27.100]   anyone Jesse won't tell anyone. You don't like
[01:21:27.100 --> 01:21:30.100]   it and I get it. Like here in DC. Here's what
[01:21:30.100 --> 01:21:32.900]   I've learned. It's often the season in which
[01:21:32.900 --> 01:21:34.800]   you would be maintaining a garden or a yard.
[01:21:34.800 --> 01:21:37.300]   It's often terrible outside and it's not that
[01:21:37.300 --> 01:21:44.300]   fun because the humidity is roughly whatever
[01:21:44.300 --> 01:21:45.400]   it is. I don't know how to measure humidity.
[01:21:45.400 --> 01:21:47.200]   I guess Dew point the humidity is terrible.
[01:21:47.200 --> 01:21:49.600]   You're in a swamp. It's hot. There's bugs and
[01:21:49.600 --> 01:21:51.500]   there's mosquitoes and you know, this is why
[01:21:51.500 --> 01:21:53.400]   God invented air conditioning. So I'm stop
[01:21:53.400 --> 01:21:57.200]   gardening. You don't like it long answer and
[01:21:57.200 --> 01:22:00.900]   we talked about this last week to be wary about
[01:22:00.900 --> 01:22:04.200]   a mental conception of the deep life that is
[01:22:04.200 --> 01:22:09.000]   too heavily focused on hobbies. That is not
[01:22:09.000 --> 01:22:10.700]   going to be a successful recipe. If all you
[01:22:10.700 --> 01:22:14.100]   think about is what do I do outside of work in
[01:22:14.100 --> 01:22:15.900]   terms of my leisure time? What's going to be
[01:22:15.900 --> 01:22:18.000]   like interesting and fulfilling to me. It's
[01:22:18.000 --> 01:22:21.300]   too self-focused that stuff matters, but it
[01:22:21.300 --> 01:22:23.600]   cannot be central to your conception of the
[01:22:23.600 --> 01:22:26.100]   deep life. If you go back and think about the
[01:22:26.100 --> 01:22:28.500]   deep life bucket. So we're talking about craft
[01:22:28.500 --> 01:22:31.600]   community Constitution contemplation and
[01:22:31.600 --> 01:22:34.600]   celebration. What you talk about as hobbies is
[01:22:34.600 --> 01:22:38.600]   maybe just in celebration. I mean, I don't know
[01:22:38.600 --> 01:22:41.400]   if you acted the Constitution maybe like there's
[01:22:41.400 --> 01:22:44.000]   some exercise you do that could be hobbyist
[01:22:44.000 --> 01:22:46.600]   sometimes in craft. There could be something
[01:22:46.600 --> 01:22:47.900]   like you're really into an instrument. You might
[01:22:47.900 --> 01:22:50.400]   put that in the craft, but most of the deep life
[01:22:50.400 --> 01:22:54.800]   is more about keeping your body in shape serving
[01:22:54.800 --> 01:22:58.000]   your community. Engage in your brain in the
[01:22:58.000 --> 01:23:00.000]   world of ideas and philosophy and theology so
[01:23:00.000 --> 01:23:03.200]   that you can be a moral intellectual being so
[01:23:03.200 --> 01:23:06.800]   that you can follow Aristotle's theory that it
[01:23:06.800 --> 01:23:08.900]   is in deep thought that humans reach their
[01:23:08.900 --> 01:23:12.500]   deepest potential. It's craft. Okay. I'm spending
[01:23:12.500 --> 01:23:15.700]   my 80,000 hours in my life in a job. Like what
[01:23:15.700 --> 01:23:18.100]   am I doing? Am I producing things of value? Am
[01:23:18.100 --> 01:23:21.000]   I am I a leader to other people? Am I a useful
[01:23:21.000 --> 01:23:23.500]   member of my community? A lot of that is not
[01:23:23.500 --> 01:23:26.700]   what's going to make me, you know, entertain me
[01:23:26.700 --> 01:23:29.000]   what's going to be something that's kind of fun
[01:23:29.000 --> 01:23:31.300]   to do. And so if you really go through those
[01:23:31.300 --> 01:23:33.300]   buckets one by one, the reason why this works
[01:23:33.300 --> 01:23:37.500]   is that the human brain is not so happy. If all
[01:23:37.500 --> 01:23:39.100]   it thinks about is how do I make myself happy?
[01:23:39.100 --> 01:23:41.800]   You know, how do I be happy in the moment? Like
[01:23:41.800 --> 01:23:45.600]   that's important in moderation, but basically
[01:23:45.600 --> 01:23:47.900]   the history of ideas tells us that just the
[01:23:47.900 --> 01:23:52.200]   hedonic pursuit of what's going to be fun doesn't
[01:23:52.200 --> 01:23:54.800]   work as an organizing principle for life. So
[01:23:54.800 --> 01:23:56.700]   when celebration is just this one part, like
[01:23:56.700 --> 01:23:58.700]   having things you really enjoy doing, then it's
[01:23:58.700 --> 01:24:01.900]   the stakes are lower. You know, you're doing
[01:24:01.900 --> 01:24:04.000]   other things that sacrifice and service and
[01:24:04.000 --> 01:24:05.800]   important and you're going to be a lot more
[01:24:05.800 --> 01:24:08.700]   confident and fulfilled. And then when it comes
[01:24:08.700 --> 01:24:10.400]   to that, let's say celebration bucket where it's
[01:24:10.400 --> 01:24:12.000]   like appreciating the things that makes life
[01:24:12.000 --> 01:24:14.100]   cool having gratitude. Then I'm just going to
[01:24:14.100 --> 01:24:16.700]   suggest have a more experimental approach. Don't
[01:24:16.700 --> 01:24:19.700]   dive in fully into something that you hope will
[01:24:19.700 --> 01:24:21.400]   be something you really like because you might
[01:24:21.400 --> 01:24:24.600]   not. So garden, I don't know. Let me get a
[01:24:24.600 --> 01:24:27.600]   garden box and see if I like that minimal impact.
[01:24:27.600 --> 01:24:30.700]   If I really like it expand out with that bucket
[01:24:30.700 --> 01:24:33.300]   larger and larger people who have these big
[01:24:33.300 --> 01:24:35.100]   all-consuming hobbies usually work their way
[01:24:35.100 --> 01:24:36.700]   incrementally. You have to discover what's the
[01:24:36.700 --> 01:24:40.200]   right fit for you. So just don't go into it.
[01:24:40.200 --> 01:24:42.700]   Don't just say like I want to be a cinephile. I
[01:24:42.700 --> 01:24:44.800]   think that'd be cool. I'm going to sign up for
[01:24:44.800 --> 01:24:46.300]   this film course and start watching all these
[01:24:46.300 --> 01:24:47.900]   movies. You might not actually like movies that
[01:24:47.900 --> 01:24:49.800]   much. You're right. But instead if you're like,
[01:24:49.800 --> 01:24:52.600]   I've always liked movies and I've started to
[01:24:52.600 --> 01:24:54.400]   study them a little more and I'm enjoying that.
[01:24:54.400 --> 01:24:56.800]   So now let me ratchet up to like go watch this
[01:24:56.800 --> 01:24:58.600]   series at the local theater. Now. I'm going to
[01:24:58.600 --> 01:25:00.700]   sign up for this film class when things ratchet
[01:25:00.700 --> 01:25:03.100]   up in terms of self-directed autonomous
[01:25:03.100 --> 01:25:05.600]   non-instrumental hobbies. That's how you figure
[01:25:05.600 --> 01:25:07.500]   out what you really like. Okay, so stop gardening.
[01:25:07.500 --> 01:25:09.600]   You don't like that experiment with other things,
[01:25:09.600 --> 01:25:12.200]   but remember that is just one small piece out
[01:25:12.200 --> 01:25:14.000]   of many on what goes into making a deep life
[01:25:14.000 --> 01:25:15.900]   and most of what makes a deep life deep is much
[01:25:15.900 --> 01:25:18.600]   less about what is going to make me happy tomorrow
[01:25:18.600 --> 01:25:20.300]   and more about what's going to make my life feel
[01:25:20.300 --> 01:25:22.900]   more grounded. What's going to make my life feel
[01:25:22.900 --> 01:25:26.000]   more centered and meaningful and important and
[01:25:26.000 --> 01:25:30.500]   that's very different than enjoying pruning your
[01:25:30.500 --> 01:25:35.400]   roses. Let's see here. We had a couple of the
[01:25:35.400 --> 01:25:37.100]   questions, but I think this is probably a good
[01:25:37.100 --> 01:25:39.300]   probably good place to wrap it up.
[01:25:40.100 --> 01:25:43.900]   Sounds good. All right, everyone. Thank you for
[01:25:43.900 --> 01:25:46.200]   submitting your questions. If you want to submit
[01:25:46.200 --> 01:25:48.500]   your own questions, look at the link in the show
[01:25:48.500 --> 01:25:50.600]   notes and I'll show you exactly how to do that.
[01:25:50.600 --> 01:25:53.700]   You can watch a video of this episode and clips
[01:25:53.700 --> 01:25:56.900]   at youtube.com/calnewportmedia. We'll be back
[01:25:56.900 --> 01:26:00.000]   next week with a new episode and until then as
[01:26:00.000 --> 01:26:01.600]   always stay deep.
[01:26:02.200 --> 01:26:14.100]   [Music]

