
[00:00:00.040 --> 00:00:10.460]   love
[01:46:25.980 --> 01:46:29.000]   I was to go to medical school. I was going to go into medical practice with him in Hackensack, New Jersey.
[01:46:29.000 --> 01:46:33.000]   I was to go to medical school. I was going to go into medical practice with him in Hackensack, New Jersey.
[01:46:33.000 --> 01:46:37.000]   We had moved from Brooklyn at the time.
[01:46:37.000 --> 01:46:41.000]   Long story why we had to move from Brooklyn had to do with my father's having a problem with the furries union and having his life threatened.
[01:46:41.000 --> 01:46:45.000]   Long story why we had to move from Brooklyn had to do with my father's having a problem with the furries union and having his life threatened.
[01:46:45.000 --> 01:46:47.000]   And we moved to Maywood, New Jersey because he got a job in a fur shop in Passaic, New Jersey.
[01:46:47.000 --> 01:46:49.000]   And we moved to Maywood, New Jersey because he got a job in a fur shop in Passaic, New Jersey.
[01:46:49.000 --> 01:46:52.000]   And we moved to Maywood, New Jersey because he got a job in a fur shop in Passaic, New Jersey.
[01:46:52.000 --> 01:47:21.040]  , and a family physician, they had three daughters, the oldest of whom was my age.
[01:47:21.040 --> 01:47:22.040]   She went to Hackensack High School.
[01:47:22.040 --> 01:47:22.040]   I went to Pagoda High School.
[01:47:22.040 --> 01:47:22.040]   They're both in North Bergen County.
[01:47:22.040 --> 01:47:22.040]   And the idea was that she and I were going to marry.
[01:47:22.040 --> 01:47:22.040]   I was going to become, I was going to go to medical school.
[01:47:22.040 --> 01:47:22.040]   I was going to take, become a partner of her father in his medical practice in Hackensack.
[01:47:22.040 --> 01:47:22.040]   I was going to take, become a partner of her father in his medical practice in Hackensack.
[01:47:22.040 --> 01:47:22.040]  , and I was going to take a partner of her father in his medical practice in Hackensack.
[01:47:22.040 --> 01:47:22.040]  , and I was going to take a partner of her father in his medical practice in Hackensack.
[01:47:22.060 --> 01:47:24.080]   When he retired, I was going to inherit the practice.
[01:47:24.080 --> 01:47:24.080]   When he retired, I was going to inherit the practice.
[01:47:24.080 --> 01:47:25.080]   When he retired, I was going to inherit the practice.
[01:47:25.080 --> 01:47:25.080]   This, this scenario was concocted by Carolyn's mother and my mother.
[01:47:25.080 --> 01:47:25.080]   This, this scenario was concocted by Carolyn's mother and my mother.
[01:47:25.080 --> 01:47:29.080]   This, this scenario was concocted by Carolyn's mother and my mother.
[01:47:29.080 --> 01:47:37.080]   In my sophomore year at Princeton, I won a fellowship to spend that summer between my sophomore and junior year in Paris.
[01:47:37.080 --> 01:47:39.080]   In my sophomore year at Princeton, I won a fellowship to spend that summer between my sophomore and junior year in Paris.
[01:47:39.080 --> 01:47:41.080]   In my sophomore year at Princeton, I won a fellowship to spend that summer between my sophomore and junior year in Paris.
[01:47:41.080 --> 01:47:42.080]   In my sophomore year at Princeton, I won a fellowship to spend that summer between my sophomore and junior year in Paris.
[01:47:42.080 --> 01:47:43.080]   I was fluent by then.
[01:47:43.120 --> 01:47:44.200]  였습니다
[01:47:44.200 --> 01:47:54.560]   MC C The vie
[01:48:38.640 --> 01:48:41.720]   measure
[01:48:41.720 --> 01:48:49.040]   overwhelmingly over has
[01:49:28.800 --> 01:49:28.800]   He says, "We'll always have Paris." And I think to myself, I always used to say to Elsa, we used to see Casablanca every Valentine's Day. Because it was such an important movie to me. Because Paris was transformative in my life. And we went to Paris every year during my vacation, we went to Paris. That was where she took some great pictures.
[01:49:28.840 --> 01:49:39.660]  nels,
[01:49:39.660 --> 01:49:40.160]   З Sch I I earn "
[01:49:40.160 --> 01:49:54.720]   he my category Il
[01:49:54.720 --> 01:49:56.660]   gi
[01:49:56.900 --> 01:50:06.760]   pieces
[01:50:06.760 --> 01:50:15.220]   on. system,,,,
[01:50:15.220 --> 01:50:26.560]   " I amount and I confirm theerm. .азыв. .S.S.C.C.C.�..."紅 Mill e Rah Din
[01:50:26.920 --> 01:50:56.940]   " Thank you. ",,,,, ,,,,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, ,, , ,, ,, ,, ,, ,, ,, ,, , ,, ,, ,, ,, ,, ,, ,, , , , , ,, " Once the government is committed to the principle of silencing the voice of the opposition, it has only one way to go. That is down the path of increasingly repressive measures until it becomes a source of terror to all its citizens and creates a country
[01:50:56.980 --> 01:51:04.800]  ,
[01:51:04.800 --> 01:51:08.260]   on,
[01:51:08.260 --> 01:51:24.120]  in le feed product

