
[00:00:00.000 --> 00:00:04.080]   Welcome to lesson 12.
[01:43:01.860 --> 01:43:10.340]   sampler approximately orders things by length. So every mini batch has things of similar
[01:43:10.340 --> 01:43:15.580]   lengths but with some randomness. And the way we do this, the details don't particularly
[01:43:15.580 --> 01:43:20.300]   matter but basically I've created this idea of a mega batch, which is something that's
[01:43:20.300 --> 01:43:25.860]   50 times bigger than a batch and basically I sort those, okay? And so you end up with
[01:43:25.860 --> 01:43:32.500]   these kind of like sorted mega batches and then I have random permutations within that.
[01:43:32.500 --> 01:43:36.020]   So you can see random permutations there and there. So you can look at the code if you
[01:43:36.020 --> 01:43:43.020]   care, the details don't matter. In the end, it's a random sort in which things of similar
[01:43:43.020 --> 01:43:47.960]   lengths tend to be next to each other and the biggest ones tend to be at the start.
[01:43:47.960 --> 01:43:54.060]   So now we've got a mini batch of numericalized, tokenized documents of similar lengths but
[01:43:54.060 --> 01:43:59.340]   they're not identical lengths, right? And so you might remember the other thing when
[01:43:59.340 --> 01:44:05.860]   we first created a data loader, we gave it two things, a sampler and a collate function.
[01:44:05.860 --> 01:44:11.180]   And the collate function that we wrote simply said torch.stack because all our images were
[01:44:11.180 --> 01:44:17.340]   the same size because all our images were the same size so we could just literally just
[01:44:17.340 --> 01:44:22.020]   stick them together. We can't do that for documents because they're different sizes.
[01:44:22.020 --> 01:44:28.100]   So we've written something called pad collate. And what Sylvan did here was he basically
[01:44:28.100 --> 01:44:31.980]   said let's create something that's big enough to handle the longest document in the mini
[01:44:31.980 --> 01:44:39.180]   batch and then go through every document and dump it into that big tensor either at the
[01:44:39.180 --> 01:44:48.660]   start or at the end depending on whether you said pad first. So now we can pass the sampler
[01:44:48.660 --> 01:44:55.940]   and the collate function to our data loader and that allows us to grab some mini batches
[01:44:55.940 --> 01:45:02.420]   which as you can see contain padding at the end. And so here's our normal convenience
[01:45:02.420 --> 01:45:10.020]   functions that do all those things for us and that's that, okay. So that's quite a bit
[01:45:10.020 --> 01:45:17.100]   of preprocessing and I guess the main tricky bit is this dealing with different lengths.
[01:45:17.100 --> 01:45:27.300]   And at that point we can create our AWD LSTM. So these are just the steps we just did to
[01:45:27.300 --> 01:45:37.620]   create our data loader. And now we're going to create an RNN. So an RNN remember is just
[01:45:37.620 --> 01:45:43.740]   a multi-layer network. But it's a multi-layer network that could be very, very, very many
[01:45:43.740 --> 01:45:49.140]   layers. There could be like if it's a 2000 word document this is going to be 2000 layers.
[01:45:49.140 --> 01:45:56.500]   So to avoid us having to write 2000 layers we used a for loop. And between every pair
[01:45:56.500 --> 01:46:01.060]   of hidden layers we use the same weight matrix. That's why they're the same color. And that's
[01:46:01.060 --> 01:46:08.860]   why we can use a for loop. Problem is as we've seen trying to handle 2000 layers of neural
[01:46:08.860 --> 01:46:13.180]   net we get vanishing gradients or exploding gradients it's really, really difficult to
[01:46:13.180 --> 01:46:17.460]   get it to work. So what are we going to do? Because it's even worse than that because
[01:46:17.460 --> 01:46:22.580]   often we have layers going into, RNNs going into other RNNs so we actually have stacked
[01:46:22.580 --> 01:46:29.820]   RNNs which when we unstack them it's going to be even more thousands of layers effectively.
[01:46:29.820 --> 01:46:34.980]   So the trick is we create something called an LSTM cell. Rather than just doing a matrix
[01:46:34.980 --> 01:46:42.620]   multiply as our layer we instead do this thing called an LSTM cell as our layer. This is
[01:46:42.620 --> 01:46:49.700]   it here. So this is a sigmoid function and this is a tanh function. So the sigmoid function
[01:46:49.700 --> 01:46:55.120]   remember goes from 0 to 1 and kind of nice and smooth between the two. And the tanh function
[01:46:55.120 --> 01:47:00.660]   is identical to a sigmoid except it goes from minus 1 to 1 rather than 0 to 1. So sigmoid
[01:47:00.660 --> 01:47:05.580]   is 0 to 1, tanh is minus 1 to 1. So here's what we're going to do. We're going to take
[01:47:05.580 --> 01:47:11.580]   our input and we're going to have some hidden state as we've already always had in our RNNs.
[01:47:11.580 --> 01:47:18.300]   This is just our usual hidden state. And we're going to multiply our input by some weight
[01:47:18.300 --> 01:47:21.820]   matrix in the usual way. Then we're going to multiply our hidden state by some weight
[01:47:21.820 --> 01:47:25.660]   matrix in the usual way and then we add the two together in the way we've done before
[01:47:25.660 --> 01:47:31.500]   for RNNs. And then we're going to do something interesting. We're going to split the result
[01:47:31.500 --> 01:47:38.060]   into four equal sized tensors. So the first one quarter of the activations will go through
[01:47:38.060 --> 01:47:41.780]   this path, the next will go through this path, the next will go through this path, the next
[01:47:41.780 --> 01:47:48.460]   will go through this path. So what this means is we kind of have like four little neural
[01:47:48.460 --> 01:47:57.200]   nets effectively, right? And so this path goes through a sigmoid and it hits this thing called
[01:47:57.200 --> 01:48:02.900]   the cell. Now this is the new thing. So the cell, just like hidden state, is just a rank
[01:48:02.900 --> 01:48:09.660]   one tensor or for a mini batch, a rank two tensor. It's just some activations. And what
[01:48:09.660 --> 01:48:15.760]   happens is we multiply it by the output of this sigmoid. So the sigmoid can go between
[01:48:15.760 --> 01:48:25.100]   zero and one. So this, this gate has the ability to basically zero out bits of the cell state.
[01:48:25.100 --> 01:48:28.900]   So we have the ability to basically take this state and say like delete some of it. So we
[01:48:28.900 --> 01:48:33.660]   could look at some of these words or whatever in this LSTM and say based on looking at that,
[01:48:33.660 --> 01:48:39.420]   we think we should zero out some of our cell state. And so now the cell state has been
[01:48:39.420 --> 01:48:46.640]   selectively forgotten. So that's the forget gate. We then add it to the second chunk,
[01:48:46.640 --> 01:48:53.660]   the second little mini neural net, which goes through sigmoid. So this is just our input
[01:48:53.660 --> 01:49:01.100]   and we multiply it by the third one, which goes through a tench. So this basically allows
[01:49:01.100 --> 01:49:06.740]   us to say, which bits of input do we care about? And then this gives us the numbers from
[01:49:06.740 --> 01:49:11.380]   minus one to one, multiply them together. And this adds, so this is, how do we update our
[01:49:11.380 --> 01:49:18.340]   cell state? So we add on some new state. And so now we take that cell state and we put
[01:49:18.340 --> 01:49:23.960]   it through another, well, one thing that happens is it goes through to the next time step.
[01:49:23.960 --> 01:49:28.800]   And the other thing that happens is it goes through one more tench to get multiplied by
[01:49:28.800 --> 01:49:34.580]   the fourth little mini neural net, which is the output. So this is the actual, this actually
[01:49:34.580 --> 01:49:43.100]   creates the output hidden state. So it looks like there's a lot going on, but actually
[01:49:43.100 --> 01:49:49.660]   it's just this, right? So you've got one neural net that goes from input to hidden. It's a
[01:49:49.660 --> 01:49:53.960]   linear layer. One that goes from hidden to hidden. Each one is going to be four times
[01:49:53.960 --> 01:49:59.580]   the number of hidden because after we compute it and add them together, chunk splits it
[01:49:59.580 --> 01:50:06.780]   up into four equal sized groups. Three of them go through a sigmoid. One of them goes through
[01:50:06.780 --> 01:50:12.940]   a tench and then this is just the multiply and add that you saw. So there's kind of like
[01:50:12.940 --> 01:50:18.220]   conceptually a lot going on in LSTM and it's certainly worth doing some more reading about
[01:50:18.220 --> 01:50:23.500]   why this particular architecture. But one thing I will say is there's lots of other ways
[01:50:23.500 --> 01:50:29.620]   you can set up a layer which has the ability to selectively update and selectively forget
[01:50:29.620 --> 01:50:35.060]   things. For example, there's something called a GIU, which has one less gate. The key thing
[01:50:35.060 --> 01:50:42.620]   seems to be giving it some way to make a decision to forget things. Cuz if you do that, then
[01:50:42.620 --> 01:50:48.820]   it has the ability to not push state through all thousand time steps or whatever. So that's
[01:50:48.820 --> 01:50:57.900]   our LSTM cell and so an LSTM layer, assuming we only have one layer, is just that for loop
[01:50:57.900 --> 01:51:02.300]   that we've seen before and we're just gonna call whatever cell we asked for. So we're
[01:51:02.300 --> 01:51:10.140]   gonna ask for an LSTM cell and it just loops through and see how the state, we can take
[01:51:10.140 --> 01:51:15.300]   the state and we update the state. So you can see this is the classic deep learning,
[01:51:15.300 --> 01:51:19.700]   it's like an NN.sequential, right? It's looping through a bunch of functions that are updating
[01:51:19.700 --> 01:51:30.780]   itself. That's what makes it a deep learning network. So that's an LSTM. So that takes
[01:51:30.780 --> 01:51:44.060]   105 milliseconds for a small net on the CPU. We could pop it onto CUDA, then it's 24 milliseconds
[01:51:44.060 --> 01:51:51.700]   on GPU. It's not that much faster, because this loop, every time step, it's having to
[01:51:51.700 --> 01:52:00.380]   push off another kernel launch off to the GPU and that's just slow, right? So that's
[01:52:00.380 --> 01:52:05.220]   why we use the built in version. And the built in version behind the scenes calls a library
[01:52:05.220 --> 01:52:12.300]   from Nvidia called cuDNN, which has created a C++ version of this. It's about the same
[01:52:12.300 --> 01:52:15.780]   on the CPU, right? Not surprisingly, it's really not doing anything different, but on
[01:52:15.780 --> 01:52:24.920]   the GPU goes from 24 milliseconds to 8 milliseconds. So it's dramatically faster. The good news
[01:52:24.920 --> 01:52:31.380]   is we can create a faster version by taking advantage of something in PyTorch called JIT.
[01:52:31.380 --> 01:52:38.140]   And what JIT does is it reads our Python and it converts it into C++ that does the same
[01:52:38.140 --> 01:52:45.860]   thing. It compiles it the first time you use it and then it uses that compiled code. And
[01:52:45.860 --> 01:52:53.880]   so that way it can create an on GPU loop. And so the result of that is, again, pretty similar
[01:52:53.880 --> 01:53:03.300]   on the CPU, but on the GPU, 12 milliseconds. So, you know, not as fast as the cuDNN version,
[01:53:03.300 --> 01:53:09.620]   but certainly a lot better than our non-JIT version. So this seems like some kind of magic
[01:53:09.620 --> 01:53:13.860]   thing that's going to save our lives and not require us to have to come to the Swift for
[01:53:13.860 --> 01:53:27.460]   TensorFlow lectures. But I've got bad news for you. Trying to get JIT working has been
[01:53:27.460 --> 01:53:33.100]   honestly a bit of a nightmare. This is the third time we've tried to introduce it in
[01:53:33.100 --> 01:53:43.580]   this course. And the other two times we've just not gotten it working or we've gotten
[01:53:43.580 --> 01:53:50.160]   worse results. It doesn't work very well that often. And it's got a lot of weird things
[01:53:50.160 --> 01:53:57.940]   going on. Like, for example, if you decide to comment out a line, right, and then run
[01:53:57.940 --> 01:54:07.180]   it and then run it, you'll get this error saying unexpected indent. Like, literally,
[01:54:07.180 --> 01:54:13.480]   it's not Python, right? So it doesn't even know how to comment out lines. It's this kind
[01:54:13.480 --> 01:54:18.440]   of weird thing where they try to -- it's heroic. It's amazing that it works at all. But the
[01:54:18.440 --> 01:54:24.580]   idea that you could try and turn Python, which is so not C++, into C++ is really pushing
[01:54:24.580 --> 01:54:30.220]   at what's possible. So it's astonishing this works at all. And occasionally it might be
[01:54:30.220 --> 01:54:36.500]   useful, but it's very, very hard to use. And when something isn't as fast as you want,
[01:54:36.500 --> 01:54:40.060]   it's very, very hard to -- you can't profile it, you can't debug it, not in the normal
[01:54:40.060 --> 01:54:49.540]   ways. But, you know, obviously, it will improve. It's pretty early days. It will improve. But
[01:54:49.540 --> 01:54:54.020]   the idea of trying to parse Python and turn it into C++, literally, they're doing like
[01:54:54.020 --> 01:55:00.420]   string interpolation behind the scenes, is kind of trying to reinvent all the stuff that
[01:55:00.420 --> 01:55:06.540]   compilers already do, converting a language that was very explicitly not designed to do
[01:55:06.540 --> 01:55:12.540]   this kind of thing into one that does. And I just -- I don't think this is the future.
[01:55:12.540 --> 01:55:18.820]   So I say for now, be aware that JIT exists. Be very careful in the short term. I found
[01:55:18.820 --> 01:55:22.900]   places where it literally gives the wrong gradients. So it goes down a totally different
[01:55:22.900 --> 01:55:29.380]   auto grad path. And I've had models that trained incorrectly without any warnings. Because it
[01:55:29.380 --> 01:55:35.860]   was just wrong. So be very careful. But sometimes, like, for a researcher, if you want to play
[01:55:35.860 --> 01:55:43.820]   with different types of RNNs, this is your only option. Unless you, you know, write your
[01:55:43.820 --> 01:55:53.780]   own C++. Or unless you try out Julia or Swift, I guess. Is there a question?
[01:55:53.780 --> 01:56:02.100]   >> Yeah. Why do we need -- why do we need torch.cuda.synchronize? Is it kind of a lock to synchronize
[01:56:02.100 --> 01:56:04.220]   CUDA threads or something?
[01:56:04.220 --> 01:56:08.660]   >> Yeah, this is something that, thanks to Tom on the forum for pointing this out, it's
[01:56:08.660 --> 01:56:20.900]   just when we're timing, without the synchronize, it's -- let's find it. So I just created a
[01:56:20.900 --> 01:56:26.700]   little timing function here. Without the synchronize, the CUDA thing will just keep on running things
[01:56:26.700 --> 01:56:33.540]   in the background, but will return -- it will let your CPU thread keep going. So it could
[01:56:33.540 --> 01:56:39.140]   end up looking much faster than it actually is. So synchronize says, don't keep going in
[01:56:39.140 --> 01:56:47.380]   my Python world until my CUDA world is finished. Okay. So now we need dropout. And this is the
[01:56:47.380 --> 01:56:54.900]   bit that really is fantastic about AWDLSTM, is that Stephen Meredy thought about all the
[01:56:54.900 --> 01:57:01.420]   ways in which we can regularize a model. So basically, dropout is just Bernoulli random
[01:57:01.420 --> 01:57:08.340]   noise. So Bernoulli random noise simply means create 1s and 0s, and it's 1 with this probability.
[01:57:08.340 --> 01:57:14.620]   Right? So create a bunch of random 1s and 0s. And then divide by 1 minus P. So that makes
[01:57:14.620 --> 01:57:20.180]   them, in this case, to 0.5, it's randomly 0s and 2s. And the reason they're 0s and 2s is
[01:57:20.180 --> 01:57:24.540]   because that way the standard deviation doesn't change. So we can remove dropout for inference
[01:57:24.540 --> 01:57:30.020]   time and the activations will be still scaled correctly. And we talked about that a little
[01:57:30.020 --> 01:57:38.220]   bit in part 1. And so now we can create our RNN dropout. And one of the nifty things here
[01:57:38.220 --> 01:57:44.140]   is the way that Sylvain wrote this is you don't just pass in the thing to dropout, but
[01:57:44.140 --> 01:57:49.060]   you also pass in a size. Now, normally, you would just pass in the size of the thing to
[01:57:49.060 --> 01:57:59.500]   dropout like this. But what he did here was he passed in, for the size, size 0, 1, size
[01:57:59.500 --> 01:58:04.980]   2. And so if you remember back to broadcasting, this means that this is going to create something
[01:58:04.980 --> 01:58:10.500]   with a unit axis in the middle. And so when we multiply that, so here's our matrix, when
[01:58:10.500 --> 01:58:18.340]   we multiply the dropout by that, our 0s get broadcast. This is really important, right?
[01:58:18.340 --> 01:58:23.060]   Because this is the sequence dimension. So every time step, if you drop out time step
[01:58:23.060 --> 01:58:30.500]   number 3, but not time step 2 or 4, you've basically broken that whole sequence's ability
[01:58:30.500 --> 01:58:36.060]   to calculate anything because you just killed it, right? So this is called RNN dropout or
[01:58:36.060 --> 01:58:39.380]   also called variational dropout. There's a couple of different papers that introduce
[01:58:39.380 --> 01:58:46.460]   the same idea. And it's simply this that you do dropout on the entire sequence at a time.
[01:58:46.460 --> 01:58:54.780]   So there's RNN dropout. The second one that Stephen Meridy showed was something he called
[01:58:54.780 --> 01:59:00.380]   weightdrop. It actually turns out that this already existed in the computer vision world
[01:59:00.380 --> 01:59:06.780]   where it was called dropconnect. So there's now two things with different names but are
[01:59:06.780 --> 01:59:13.580]   the same, weightdrop and dropconnect. And this is dropout not on the activations but
[01:59:13.580 --> 01:59:17.900]   out on the weights themselves. So you can see here when we do the forward pass, we go
[01:59:17.900 --> 01:59:28.380]   set weights that applies dropout to the actual weights. So that's our second type of dropout.
[01:59:28.380 --> 01:59:37.660]   The next one is embedding dropout. And this one, as you can see, it drops out an entire
[01:59:37.660 --> 01:59:41.540]   row. This is actually a coincidence that all these rows are in order, but it drops out
[01:59:41.540 --> 01:59:47.340]   an entire row. So by dropping it-- so what it does is it says, OK, you've got an embedding.
[01:59:47.340 --> 01:59:52.900]   And what I'm going to do is I'm going to drop out all of the embedding-- the entire embedding
[01:59:52.900 --> 02:00:02.060]   vector for whatever word this is. So it's dropping out entire words at a time. So that's
[02:00:02.060 --> 02:00:10.520]   embedding dropout. So with all that in place, we can create an LSTM model. It can be a number
[02:00:10.520 --> 02:00:15.340]   of layers. So we can create lots of LSTMs for however many layers you want. And we can loop
[02:00:15.340 --> 02:00:21.020]   through them. And we can basically call each layer. And we've got all our different dropouts.
[02:00:21.020 --> 02:00:27.700]   And so basically this code is just calling all the different dropouts. So that is an
[02:00:27.700 --> 02:00:41.660]   AWDLSTM. So then we can put on top of that a simple linear model with dropout. And so
[02:00:41.660 --> 02:00:47.820]   this simple linear model-- so it's literally just a linear model where we go dropout and
[02:00:47.820 --> 02:00:53.900]   then call our linear model is-- we're going to create a sequential model which takes the
[02:00:53.900 --> 02:01:02.340]   RNN, so the AWDLSTM, and passes the result to a single linear layer with dropout. And
[02:01:02.340 --> 02:01:07.060]   that is our language model. Because that final linear layer is a thing which will figure
[02:01:07.060 --> 02:01:15.860]   out what is the next word. So the size of that is the size of the vocab. It's good to
[02:01:15.860 --> 02:01:19.260]   look at these little tests that we do along the way. These are the things we use to help
[02:01:19.260 --> 02:01:26.020]   pass check that everything looks sensible. And we found, yep, everything does look sensible.
[02:01:26.020 --> 02:01:30.620]   And then we added something that AWDLSTM did which is called gradient clipping, which is
[02:01:30.620 --> 02:01:37.540]   a callback that just checks after the backward pass what are the gradients. And if the total
[02:01:37.540 --> 02:01:43.380]   norm of the gradients-- so the root sum of squares of gradients is bigger than some number,
[02:01:43.380 --> 02:01:47.060]   then we'll divide them all so that they're not bigger than that number anymore. So it's
[02:01:47.060 --> 02:01:52.300]   just clipping those gradients. So that's how easy it is to add gradient clipping. This is
[02:01:52.300 --> 02:01:57.220]   a super good idea, not as used as much as it should be because it really lets you train
[02:01:57.220 --> 02:02:06.660]   things at higher learning rates and avoid kind of gradients blowing out. Then there's
[02:02:06.660 --> 02:02:14.740]   two other kinds of regularization. This one here is called activation regularization.
[02:02:14.740 --> 02:02:24.540]   And it's actually just an L2 loss, an L2 penalty, just like weight decay. Except the L2 penalty
[02:02:24.540 --> 02:02:31.820]   is not on the weights, it's on the activations. So this is going to make sure that our activations
[02:02:31.820 --> 02:02:36.540]   are never too high. And then this one's really interesting. This is called temporal activation
[02:02:36.540 --> 02:02:46.020]   regularization. This checks how much does each activation change by from sequence step
[02:02:46.020 --> 02:02:56.300]   to sequence step, and then take the square of that. So this is regularizing the RNN to
[02:02:56.300 --> 02:03:02.900]   say try not to have things that massively change from time step to time step. Because
[02:03:02.900 --> 02:03:10.740]   if it's doing that, that's probably not a good sign. So that's our RNN trainer callback.
[02:03:10.740 --> 02:03:14.340]   We set up our loss functions, which are just normal cross-entropy loss, and also a metric
[02:03:14.340 --> 02:03:19.140]   which is normal accuracy. But we just make sure that our batch and sequence length is
[02:03:19.140 --> 02:03:27.620]   all flattened. So we can create our language model, add our callbacks, and fit. So once
[02:03:27.620 --> 02:03:33.260]   we've got all that, we can use it to train that language model on Wikitex 103. So I'm
[02:03:33.260 --> 02:03:37.260]   not going to go through this, because it literally just uses what's in the previous notebook.
[02:03:37.260 --> 02:03:43.900]   But this shows you here's how you can download Wikitex 103, split it into articles, create
[02:03:43.900 --> 02:03:52.980]   the text lists, split into train and valid, tokenize, numericalize, data bunchify, create
[02:03:52.980 --> 02:04:02.900]   the model that we just saw and train it for, in this case, about five hours. Because it's
[02:04:02.900 --> 02:04:12.260]   quite a big model. So because we don't want you to have to train for five hours this RNN,
[02:04:12.260 --> 02:04:20.180]   you will find that you can download that small pre-trained model from this link. So you can
[02:04:20.180 --> 02:04:27.300]   now use that on IMDB. So you can, again, grab your IMDB data set, download that pre-trained
[02:04:27.300 --> 02:04:37.940]   model, load it in. And then we need to do one more step, which is that the embedding
[02:04:37.940 --> 02:04:46.460]   matrix for the pre-trained Wikitex 103 model is for a different bunch of words to the IMDB
[02:04:46.460 --> 02:04:52.180]   version. So they've got different vocabs with some overlap. So I won't go through the code,
[02:04:52.180 --> 02:05:00.180]   but what we just do is we just go through each vocab item in the IMDB vocab, and we
[02:05:00.180 --> 02:05:06.860]   find out if it's in the Wikitex 103 vocab, and if it is, we copy Wikitex 103's vocab
[02:05:06.860 --> 02:05:14.220]   over. It's embedding over. So that way we'll end up with an embedding matrix for IMDB that
[02:05:14.220 --> 02:05:21.260]   is the same as the Wikitex 103 embedding matrix. Any time there's a word that's the same, and
[02:05:21.260 --> 02:05:26.140]   any time there's a word that's missing, we're just going to use the mean bias and the mean
[02:05:26.140 --> 02:05:35.780]   weights. So that's all that is. Okay, so once we've done that, we can then define a splitter
[02:05:35.780 --> 02:05:41.500]   just like before to create our layer groups. We can set up our callbacks, our learner,
[02:05:41.500 --> 02:05:49.780]   we can fit, and so then we'll train that for an hour or so, and at the end of that we have
[02:05:49.780 --> 02:06:01.300]   a fine-tuned IMDB language model. So now we can load up our classifier data bunch, which
[02:06:01.300 --> 02:06:08.420]   we created earlier. That's exactly the same lines of code we had before. I'm going to
[02:06:08.420 --> 02:06:14.780]   ignore this pack-padded-sequence stuff, but basically there's a neat little trick in PyTorch
[02:06:14.780 --> 02:06:21.420]   where you can take data that's of different lengths and call pack-padded-sequence, pass
[02:06:21.420 --> 02:06:28.700]   that to an RNN, and then call pad-sequence, and it basically takes things of different
[02:06:28.700 --> 02:06:35.460]   lengths and kind of optimally handles them in an RNN.
[02:06:35.460 --> 02:06:52.460]   So we basically update our AWD LSTM to use that. You might remember that for ULM fit,
[02:06:52.460 --> 02:06:57.420]   we kind of create our hidden state in the LSTM for lots of time steps, and we want to
[02:06:57.420 --> 02:07:02.780]   say, "Oh, which bit of state do we actually want to use for classification?" People used
[02:07:02.780 --> 02:07:07.900]   to basically use the final state. Something that I tried, and it turned out to work really
[02:07:07.900 --> 02:07:16.380]   well, so it ended up in the paper, was that we actually do an average pool and a max pool
[02:07:16.380 --> 02:07:22.940]   and use the final state, and we concatenate them all together. So this is like the concat
[02:07:22.940 --> 02:07:30.140]   pooling we do for images. We do the same kind of thing for text.
[02:07:30.140 --> 02:07:36.540]   So we put all that together. This is just checking that everything looks sensible, and
[02:07:36.540 --> 02:07:43.100]   that gives us something that we call the pooling linear classifier, which is just a list of
[02:07:43.100 --> 02:07:53.660]   batch norm dropout linear layers and our concat pooling, and that's about it. So we just go
[02:07:53.660 --> 02:08:01.020]   through our sentence, one BPTT at a time, and keep calling that thing and keep appending
[02:08:01.020 --> 02:08:02.020]   the results.
[02:08:02.020 --> 02:08:07.300]   So once we've done all that, we can train it. So here's our normal set of callbacks.
[02:08:07.300 --> 02:08:19.660]   We can load our fine-tuned encoder, and we can train, and 92% accuracy, which is pretty
[02:08:19.660 --> 02:08:25.100]   close to where the state-of-the-art was a very small number of years ago, and this is
[02:08:25.100 --> 02:08:30.460]   not the same as we got about 94.5% or something like that, or 95% for the paper, because that
[02:08:30.460 --> 02:08:36.740]   used a bigger model that we trained for longer.
[02:08:36.740 --> 02:08:49.700]   So that was a super-fast zip-through ULM fit, and plenty of stuff which is probably worth
[02:08:49.700 --> 02:08:54.380]   reading in more detail, and we can answer questions on the forum as well. So let's spend
[02:08:54.380 --> 02:08:57.860]   the last 10 minutes talking about Swift, because the next two classes are going to be about
[02:08:57.860 --> 02:09:07.660]   Swift. So I think anybody who's got to lesson 12 in this course should be learning Swift
[02:09:07.660 --> 02:09:13.500]   for TensorFlow. The reason why is I think basically that Python stays a-numbered. That stuff I
[02:09:13.500 --> 02:09:18.580]   showed you about JIT. The more I use JIT, the more I think about it, the more it looks like
[02:09:18.580 --> 02:09:23.220]   failed examples of software development processes I've seen in the last 25 years. Whenever people
[02:09:23.220 --> 02:09:26.740]   try to convert one language into a different language, and then you're kind of using the
[02:09:26.740 --> 02:09:33.420]   language that you're not really using, it requires brilliant, brilliant people like the PyTorch
[02:09:33.420 --> 02:09:43.300]   team years to make it almost kind of work. So I think Julia or Swift will eventually
[02:09:43.300 --> 02:09:48.420]   in the coming years take over. I just don't think Python can survive, because we can't
[02:09:48.420 --> 02:09:54.420]   write CUDA kernels in Python. We can't write RNN cells in Python and have them work reliably
[02:09:54.420 --> 02:09:59.220]   and fast. DL libraries change all the time anyway, so if you're spending all your time
[02:09:59.220 --> 02:10:03.060]   just studying one library and one language, then you're not going to be ready for that
[02:10:03.060 --> 02:10:11.940]   change. So you'll need to learn something new anyway. It'll probably be Swift or Julia,
[02:10:11.940 --> 02:10:18.780]   and I think they're both perfectly good things to look at. Regardless, I've spent time using
[02:10:18.780 --> 02:10:23.980]   in real-world scenarios at least a couple of dozen languages, and every time I learn
[02:10:23.980 --> 02:10:31.340]   a new language, I become a better developer. So it's just a good idea to learn a new language.
[02:10:31.340 --> 02:10:34.780]   And like the for TensorFlow bit might put you off a bit, because I've complained a lot
[02:10:34.780 --> 02:10:41.220]   about TensorFlow, but there's a flow in the future that's going to look almost totally
[02:10:41.220 --> 02:10:44.740]   different to TensorFlow in the past. The things that are happening with Swift for TensorFlow
[02:10:44.740 --> 02:10:53.260]   are so exciting. So there's basically almost no data science ecosystem for Swift, which
[02:10:53.260 --> 02:10:58.740]   means the whole thing is open for you to contribute to. So you can make serious contributions,
[02:10:58.740 --> 02:11:04.980]   look at any Python little library or just one function that doesn't exist in Swift and
[02:11:04.980 --> 02:11:14.220]   write it. The Swift community doesn't have people like us. They have people that understand
[02:11:14.220 --> 02:11:17.300]   deep learning. They're just not people who are generally in the Swift community right
[02:11:17.300 --> 02:11:26.500]   now with some exceptions. So we are valued. And you'll be working on stuff that will look
[02:11:26.500 --> 02:11:32.660]   pretty familiar, because we're building something a lot like fast AI, but hopefully much better.
[02:11:32.660 --> 02:11:40.540]   So with that, I have here Chris Latner, who come on over, who started the Swift project
[02:11:40.540 --> 02:11:46.200]   and is now running Swift for TensorFlow team at Google. And we have time for I think three
[02:11:46.200 --> 02:11:49.020]   questions from the community for Chris and I.
[02:11:49.020 --> 02:11:53.260]   >> Sure. Assuming someone has zero knowledge of Swift, what would be the most efficient
[02:11:53.260 --> 02:11:57.220]   way to learn it and get up to speed with using Swift for TensorFlow?
[02:11:57.220 --> 02:12:03.220]   >> Sure. So the courses we're teaching will assume they don't have prior Swift experience,
[02:12:03.220 --> 02:12:07.200]   but if you're interested, you can go to Swift.org. In the documentation tab, there's a whole book
[02:12:07.200 --> 02:12:13.060]   online. The thing I recommend is there's a thing called A-Swift Tour. You can just Google
[02:12:13.060 --> 02:12:18.180]   for that. It gives you a really quick sense of what it looks like. And it explains the
[02:12:18.180 --> 02:12:21.420]   basic concepts. It's super accessible. That's where I want to start.
[02:12:21.420 --> 02:12:26.260]   >> The best version of the Swift book is on the iPad. It uses something called Swift Playgrounds,
[02:12:26.260 --> 02:12:29.380]   which is one of these amazing things that Chris built, which basically lets you go through
[02:12:29.380 --> 02:12:33.900]   the book in a very interactive way. It will feel a lot like the experience of using a
[02:12:33.900 --> 02:12:38.660]   Jupyter notebook, but it's even more fancy in some ways. So you can read the book as
[02:12:38.660 --> 02:12:39.660]   you experiment.
[02:12:39.660 --> 02:12:45.100]   >> As Swift for TensorFlow evolves, what do you think will be the first kind of machine
[02:12:45.100 --> 02:12:50.300]   learning work accessible to people who don't have access to big corporate data centers where
[02:12:50.300 --> 02:12:53.740]   Swift for TensorFlow's particular strengths will make it a better choice than the more
[02:12:53.740 --> 02:12:56.180]   traditional Python frameworks?
[02:12:56.180 --> 02:13:02.100]   >> Sure. I don't know what that first thing will be. But I think you have to look at the
[02:13:02.100 --> 02:13:06.220]   goals of the project. And I think there's two goals for this project overall. One is to
[02:13:06.220 --> 02:13:12.220]   be very subtractive. And subtractive of complexity. And I think that one of the things that Jeremy's
[02:13:12.220 --> 02:13:17.080]   highlighting is that in practice, being effective in the machine learning field means you end
[02:13:17.080 --> 02:13:21.020]   up doing a lot of weird things at different levels. And so you may be dropping down to
[02:13:21.020 --> 02:13:26.900]   C++ or writing CUDA code, depending on what you're doing. Or playing with these other
[02:13:26.900 --> 02:13:32.420]   systems or these other C libraries that get wrapped up with Python. But these become leaky
[02:13:32.420 --> 02:13:35.300]   abstractions you have to deal with. So we're trying to make it so you don't have to deal
[02:13:35.300 --> 02:13:40.020]   with a lot of that complexity. So you can stay in one language. It works top to bottom.
[02:13:40.020 --> 02:13:44.020]   It's fast, has lots of other good things to go with it. So that's one aspect of it. The
[02:13:44.020 --> 02:13:48.580]   other pieces, we're thinking about it from the bottom up, including the compiler bits,
[02:13:48.580 --> 02:13:53.900]   all the systems integration pieces, the application integration pieces. And I have a theory that
