
[00:00:00.000 --> 00:00:00.760]   You know who drank?
[00:21:55.940 --> 00:21:59.740]   what and he was like and he just and he was shaking yeah he goes i just underestimated you i
[00:21:59.740 --> 00:22:04.780]   didn't know i didn't know you i didn't know you were this i didn't whatever it was really hard to
[00:22:04.780 --> 00:22:06.500]   understand him to be honest with you
[00:22:06.500 --> 00:22:09.100]   i don't know totally what he said he might have just not liked the movie
[00:22:09.100 --> 00:22:18.360]   i think you uh were hearing what you wanted to hear uh what'd you learn about life from your
[00:22:18.360 --> 00:22:25.320]   father uh it's not gonna make sense i want to feel like sometimes i'm like a professional
[00:22:25.320 --> 00:22:29.700]   fucking wrestler because all i care about you come and see me do stand up so i whatever i
[00:22:29.700 --> 00:22:35.340]   gotta do to get you there but the number one thing my one takeaway from that man's humility and
[00:22:36.380 --> 00:22:41.540]   i applied i've applied it in different ways throughout my career on my 26th birthday he
[00:22:41.540 --> 00:22:50.200]   gave me a really uh aggressive speech he i was hung over and i just thought he was gonna say
[00:22:50.200 --> 00:22:56.220]   happy birthday so i picked up the phone and i was like hey and he was like you are a tremendous piece
[00:22:56.220 --> 00:23:01.320]   of shit and he broke me off you have no humility you have no this you've never succeeded anything
[00:23:01.320 --> 00:23:05.440]   you you're you're lying to yourself you're lying to everyone around you you're not doing what you're
[00:23:05.440 --> 00:23:06.260]   going after your dream
[00:23:06.260 --> 00:23:09.640]   i broke you i failed you as a father this and that i was like i thought you're gonna wish me
[00:23:09.640 --> 00:23:18.100]   happy birthday and so in that speech he told me if i wanted something i had to go at it and i had
[00:23:18.100 --> 00:23:24.020]   to go after it as as hard as i could and i had to do whatever it could i i could do to achieve that
[00:23:24.020 --> 00:23:27.980]   in this case it was working offering to do anything at the comedy club to get on stage
[00:23:27.980 --> 00:23:33.780]   he told me i told him that's not how it works and he said no that's how it works for some poor kid
[00:23:33.780 --> 00:23:36.140]   from harlem because that kid was a poor kid and he said no that's how it works for some poor kid
[00:23:36.140 --> 00:23:36.160]   he said no that's how it works for some poor kid and he said no that's how it works for some poor kid
[00:23:36.160 --> 00:23:36.160]   he said no that's how it works for some poor kid and he said no that's how it works for some poor kid
[00:23:36.160 --> 00:23:39.480]   kid needs it he goes you've grown up with privilege your whole life you don't need it
[00:23:39.480 --> 00:23:45.780]   you think you're gonna be fine and so i went and i ended up getting a job at the door but i
[00:23:45.780 --> 00:23:51.100]   it was it was it's humbling it's it's really like uh it's it makes me feel it made me feel
[00:23:51.100 --> 00:23:58.240]   uncomfortable and so that humility uh is it's the first time i really understood humility and i've
[00:23:58.240 --> 00:24:04.600]   applied that in many respects in like in like getting to be a paid regular at the comedy store
[00:24:04.600 --> 00:24:06.020]   that happened late in life for me and i'm like i'm not gonna do that i'm not gonna do that i'm not
[00:24:06.020 --> 00:24:06.080]   gonna do that i'm not gonna do that i'm not gonna do that i'm not gonna do that i'm not gonna do that
[00:24:06.080 --> 00:24:10.160]   and which i think most people would give up and be like fuck that i'm already a touring comic i'm
[00:24:10.160 --> 00:24:15.580]   on tv i don't need that but it's something i wanted and i knew i wanted so i i just humbly
[00:24:15.580 --> 00:24:23.780]   went after it and then i think i i still apply it when it comes to selling tickets or or selling a
[00:24:23.780 --> 00:24:30.920]   project to the fans or even to doing podcasts i try to be as honest as i can about whatever i'm
[00:24:30.920 --> 00:24:34.540]   going through or whatever i'm dealing with but when it comes to like selling things i don't have
[00:24:34.540 --> 00:24:35.400]   i don't have a problem
[00:24:35.400 --> 00:24:35.900]   i don't have a problem
[00:24:35.900 --> 00:24:43.940]   trying to make fun of myself or or get in front of people so that they know that that i have a show
[00:24:43.940 --> 00:24:49.840]   because the thing i'm good at the the one thing i know i'm good at stand up and and i i say that
[00:24:49.840 --> 00:24:54.780]   humbly but like i want them to come there so like i've heard people make fun of me like before
[00:24:54.780 --> 00:24:59.540]   they're like yeah i'm not some i'm not some clown and a speedo who's one is gonna i'm a real comic
[00:24:59.540 --> 00:25:05.380]   and i go okay but i'm i want it i want them at my shows and you can be that guy and i'll be this guy
[00:25:05.780 --> 00:25:11.300]   yeah the clown the speedo yeah it's like what are you gonna do funny people make fun of me for taking
[00:25:11.300 --> 00:25:17.540]   my shirt off like i guess behind my back no one ever does it to me like no one would ever comics
[00:25:17.540 --> 00:25:24.980]   aren't comics aren't comics aren't that manly yeah yeah but i always go like i always go like
[00:25:24.980 --> 00:25:31.760]   what do you care what am i what do you care and you love taking shirt off more than anything
[00:25:31.760 --> 00:25:35.660]   you know when something becomes meme and becomes super popular
[00:25:35.660 --> 00:25:42.500]   it um it becomes easy to not love the thing anymore to get tired of it you still love it
[00:25:42.500 --> 00:25:49.780]   well more than anything i like being shirtless more than having a shirt i'm very uncomfortable
[00:25:49.780 --> 00:25:55.200]   in a shirt yeah like right now and i have tactile issues like i have legit tactile issues
[00:25:55.200 --> 00:26:03.040]   i'm most comfortable in stretchy jeans with a loose fitting belt and then these shirts exactly
[00:26:03.040 --> 00:26:05.540]   but i don't i'm i like more like a v-neck i feel i'm more comfortable in a shirt than a shirt
[00:26:05.540 --> 00:26:11.320]   i can feel this on my neck right now and i can feel it on my arms and so i'm i'll sit a certain
[00:26:11.320 --> 00:26:17.480]   way because it it just rubs me wrong but yeah i'm more comfortable shirtless i can never wear
[00:26:17.480 --> 00:26:24.220]   what you're wearing uh yeah well this is my shirtless we each of us have to find our place
[00:26:24.220 --> 00:26:28.320]   in this world in terms of fashion i would love to be able to wear what you wear yeah
[00:26:28.320 --> 00:26:32.640]   because it looks good it feels like an escape from convention
[00:26:32.640 --> 00:26:34.740]   well you or me
[00:26:35.420 --> 00:26:41.160]   both of us yeah because this nobody wears this unless you work security for somebody
[00:26:41.160 --> 00:26:46.880]   yeah but it looks good on you does it i don't know you know i think people think
[00:26:46.880 --> 00:26:52.640]   i don't like they would say like what what if you lose weight you can't take your shirt off
[00:26:52.640 --> 00:26:56.340]   anymore go no i'm gonna fucking take my shirt off yeah fucking out of your mind i take my
[00:26:56.340 --> 00:27:01.800]   shirt off all the time uh you mentioned uh early on heartbreak after the russia trip
[00:27:01.800 --> 00:27:05.300]   with a girl who slept with your friend um
[00:27:05.300 --> 00:27:11.120]   let's go back to hemingway quotes the best way to find out if you can trust somebody is to trust
[00:27:11.120 --> 00:27:19.800]   them so to go all in with the trust i love hemingway so much um have you been betrayed
[00:27:19.800 --> 00:27:28.540]   in your life yeah what do you think about trust it's an interesting question um
[00:27:28.540 --> 00:27:35.180]   i've been betrayed in my professional life a couple times by really close friends and uh
[00:27:35.180 --> 00:27:44.340]   i'm not someone who can like i have a mantra that i mean i'm i don't know if people have heard it or
[00:27:44.340 --> 00:27:50.200]   not and i hate i hate sharing it but it's but it's true the mantra is so you think i'm weak
[00:27:50.200 --> 00:27:55.200]   like do you think it's like that's my thing because i i feel like people take advantage
[00:27:55.200 --> 00:28:01.680]   of me and i go so you think i'm weak you forget everyone that like the and i'm named the the
[00:28:01.680 --> 00:28:05.060]   people that have betrayed me i'm a larger man than all of them
[00:28:05.060 --> 00:28:09.940]   and and but i and so that's what really fucks with me is i go so you think i'm weak like where
[00:28:09.940 --> 00:28:15.060]   i grew up when you do stuff there was physical consequences i grew up in florida like i've been
[00:28:15.060 --> 00:28:19.760]   beaten up a bunch i'm not saying i can fight but like i'm not scared of getting beaten up
[00:28:19.760 --> 00:28:26.720]   and the the times that i've been betrayed and and and even i know even like by ari whichever
[00:28:26.720 --> 00:28:31.840]   people see that drugging as a betrayal and i did for a period but it was it was only because it was
[00:28:31.840 --> 00:28:34.940]   ari and he was my one of my best friends and me and him had to
[00:28:34.940 --> 00:28:40.140]   work through that because i i couldn't not love him like i couldn't not have him in my life he
[00:28:40.140 --> 00:28:47.000]   means a lot to me he really does he's a great friend to have but he's also i don't know what
[00:28:47.000 --> 00:28:50.000]   was going on with him at that time but he made a bad decision and i had to forgive him for that
[00:28:50.000 --> 00:28:57.600]   because i knew he he knew my mantra i think i'm harder to trust people now i'm not as apt to trust
[00:28:57.600 --> 00:29:03.060]   people at all but there was a moment i don't know if i've ever shared this and i don't know how this
[00:29:03.060 --> 00:29:04.820]   will sound but there was a moment
[00:29:04.820 --> 00:29:08.960]   that information got leaked about a thing and all my managers and agents
[00:29:08.960 --> 00:29:17.020]   both both tom and my tom and our managers and agents would like to uh separate either separate
[00:29:17.020 --> 00:29:23.700]   us or one of us one of them get both of us it's just more lucrative for them sure so they have
[00:29:23.700 --> 00:29:30.160]   always kind of pitted us against each other a little bit and they do it subtly um they'll do
[00:29:30.160 --> 00:29:34.700]   it to me and my team and then his team will do it to me and then my team will do it to him and
[00:29:34.700 --> 00:29:38.940]   his team will do it to him and there was a moment where information got leaked about this thing i
[00:29:38.940 --> 00:29:47.500]   was doing and my team was like just so you know your your boy tommy is is the rat and i had to
[00:29:47.500 --> 00:29:52.140]   it was the one time and leanne said do you think tom would do that
[00:29:52.140 --> 00:29:59.580]   i said i don't know how faith works like i'm not a super religious person but i
[00:29:59.580 --> 00:30:04.580]   will tell you that i believe in tom and i don't think he did it and i will stand by
[00:30:04.580 --> 00:30:10.840]   that ignorantly and and i will and i will ride or die with him because i cannot live in a world
[00:30:10.840 --> 00:30:17.620]   where i don't trust him yeah if i don't trust him then i am so fucked and uh and it wasn't him
[00:30:17.620 --> 00:30:23.600]   it wasn't him and it was it's a cool feeling to know that you could like that you could blindly
