
[00:00:00.000 --> 00:00:08.480]   [VIDEO PLAYBACK]
[00:15:22.800 --> 00:15:24.000]   you can keep doing that.
[00:15:24.000 --> 00:15:25.840]   And in this case,
[00:15:25.840 --> 00:15:27.840]   if there's a quadratic penalty for attention,
[00:15:27.840 --> 00:15:29.520]   but you're doing long context anyways,
[00:15:29.520 --> 00:15:31.520]   then you're still dumping in more compute
[00:15:31.520 --> 00:15:32.920]   during, not during training,
[00:15:32.920 --> 00:15:34.400]   or not during having bigger models,
[00:15:34.400 --> 00:15:35.960]   but just like, yeah.
[00:15:35.960 --> 00:15:37.920]   - Yeah, it's interesting,
[00:15:37.920 --> 00:15:39.280]   'cause you do get more forward passes
[00:15:39.280 --> 00:15:40.640]   by having more tokens.
[00:15:40.640 --> 00:15:41.480]   - Right.
[00:15:41.480 --> 00:15:43.520]   - My one gripe,
[00:15:43.520 --> 00:15:45.600]   I guess I have two gripes with this, though.
[00:15:45.600 --> 00:15:46.440]   Maybe three.
[00:15:46.440 --> 00:15:47.520]   So one, like, in the output.
[00:15:48.520 --> 00:15:50.680]   - In the AlphaMold paper,
[00:15:50.680 --> 00:15:52.200]   one of the transformer modules,
[00:15:52.200 --> 00:15:53.040]   they have a few,
[00:15:53.040 --> 00:15:55.080]   and the architecture is very intricate.
[00:15:55.080 --> 00:15:55.920]   But they do, I think,
[00:15:55.920 --> 00:15:58.040]   five forward passes through it,
[00:15:58.040 --> 00:16:01.400]   and will gradually refine their solution as a result.
[00:16:01.400 --> 00:16:03.120]   You can also kind of think of the residual stream,
[00:16:03.120 --> 00:16:04.280]   I mean, Sholto alluded to kind of
[00:16:04.280 --> 00:16:05.400]   the read-write operations,
[00:16:05.400 --> 00:16:08.120]   as like a poor man's adaptive compute,
[00:16:08.120 --> 00:16:08.960]   where it's like,
[00:16:08.960 --> 00:16:09.960]   I'm just gonna give you all these layers,
[00:16:09.960 --> 00:16:11.160]   and if you wanna use them, great.
[00:16:11.160 --> 00:16:13.520]   If you don't, then that's also fine.
[00:16:13.520 --> 00:16:14.880]   And then people will be like,
[00:16:14.880 --> 00:16:16.800]   oh, well, the brain is recurrent,
[00:16:16.800 --> 00:16:19.440]   and you can do however many loops through it you want.
[00:16:19.440 --> 00:16:21.040]   And I think, to a certain extent, that's right.
[00:16:21.040 --> 00:16:21.960]   If I ask you a hard question,
[00:16:21.960 --> 00:16:23.520]   you'll spend more time thinking about it,
[00:16:23.520 --> 00:16:25.520]   and that would correspond to more forward passes.
[00:16:25.520 --> 00:16:28.600]   But I think there's a finite number of forward passes
[00:16:28.600 --> 00:16:30.000]   that you can do.
[00:16:30.000 --> 00:16:31.400]   It's kind of with language, as well.
[00:16:31.400 --> 00:16:32.880]   People are like, oh, well, human language
[00:16:32.880 --> 00:16:34.720]   can have infinite recursion in it,
[00:16:34.720 --> 00:16:37.160]   infinite nested statements of like,
[00:16:37.160 --> 00:16:40.160]   the boy jumped over the bear that was doing this,
[00:16:40.160 --> 00:16:41.800]   that had done this, that had done that.
[00:16:41.800 --> 00:16:44.360]   But empirically, you'll only see
[00:16:44.360 --> 00:16:48.080]   five to seven levels of recursion,
[00:16:48.080 --> 00:16:50.800]   which kind of relates to whatever that magic number
[00:16:50.800 --> 00:16:52.760]   of how many things you can hold in working memory
[00:16:52.760 --> 00:16:53.920]   at any given time is.
[00:16:53.920 --> 00:16:58.360]   And so, yeah, it's not infinitely recursive,
[00:16:58.360 --> 00:17:01.320]   but does that matter in the regime of human intelligence?
[00:17:01.320 --> 00:17:03.520]   And can you not just add more layers?
[00:17:03.520 --> 00:17:06.000]   - Breakdown, for me, you're referring to this
[00:17:06.000 --> 00:17:07.840]   in some of your previous answers of,
[00:17:07.840 --> 00:17:09.960]   listen, you have these long contexts,
[00:17:09.960 --> 00:17:12.520]   and you can hold more things in memory,
[00:17:12.520 --> 00:17:14.280]   but ultimately, it comes down to your ability
[00:17:14.280 --> 00:17:17.920]   to mix concepts together to do some kind of reasoning.
[00:17:17.920 --> 00:17:21.280]   And these models aren't necessarily human level at that,
[00:17:21.280 --> 00:17:22.720]   even in context.
[00:17:22.720 --> 00:17:26.040]   Breakdown, for me, how you see storing
[00:17:26.040 --> 00:17:28.320]   just raw information versus reasoning
[00:17:28.320 --> 00:17:29.160]   and what's in between.
[00:17:29.160 --> 00:17:30.640]   Like, where is the reasoning happening?
[00:17:30.640 --> 00:17:32.520]   Is that, where is it just like,
[00:17:32.520 --> 00:17:33.720]   storing raw information happening?
[00:17:33.720 --> 00:17:37.000]   What's different between them in these models?
[00:17:37.000 --> 00:17:41.000]   - Yeah, I don't have a super crisp answer for you here.
[00:17:42.200 --> 00:17:44.760]   I mean, obviously, with the input and output of the model,
[00:17:44.760 --> 00:17:47.080]   you're mapping back to actual tokens, right?
[00:17:47.080 --> 00:17:48.560]   And then, in between that,
[00:17:48.560 --> 00:17:51.200]   you're doing higher level processing.
[00:17:51.200 --> 00:17:54.200]   - Before we get deeper into this,
[00:17:54.200 --> 00:17:56.120]   we should explain to the audience,
[00:17:56.120 --> 00:17:58.520]   you referred earlier to Anthropic's way
[00:17:58.520 --> 00:17:59.800]   of thinking about transformers
[00:17:59.800 --> 00:18:02.640]   as these read-write operations that layers do.
[00:18:02.640 --> 00:18:04.680]   One of you should just kind of explain at a high level
[00:18:04.680 --> 00:18:06.000]   what you mean by that.
[00:18:06.000 --> 00:18:07.440]   - So the residual stream,
[00:18:07.440 --> 00:18:10.440]   imagine you're in a boat going down a river,
[00:18:10.440 --> 00:18:14.400]   and the boat is kind of the current query
[00:18:14.400 --> 00:18:16.080]   where you're trying to predict the next token.
[00:18:16.080 --> 00:18:17.960]   So it's the cat sat on the blank.
[00:18:17.960 --> 00:18:18.800]   - Right.
[00:18:18.800 --> 00:18:21.680]   - And then you have these little streams
[00:18:21.680 --> 00:18:23.240]   that are coming off the river
[00:18:23.240 --> 00:18:25.480]   where you can get extra passengers
[00:18:25.480 --> 00:18:27.400]   or collect extra information if you want.
[00:18:27.400 --> 00:18:30.040]   And those correspond to the attention heads and MLPs
[00:18:30.040 --> 00:18:31.760]   that are part of the model.
[00:18:31.760 --> 00:18:32.600]   - Right.
[00:18:32.600 --> 00:18:36.920]   I almost think of it like the working memory of the model,
[00:18:36.920 --> 00:18:38.800]   like the RAM of the computer,
[00:18:38.800 --> 00:18:41.080]   where you're choosing what information to read in,
[00:18:41.080 --> 00:18:42.640]   so you can do something with it,
[00:18:42.640 --> 00:18:45.680]   and then maybe you'd read something else in later on.
[00:18:45.680 --> 00:18:47.160]   - And you can operate on subspaces
[00:18:47.160 --> 00:18:49.400]   of that high dimensional vector.
[00:18:49.400 --> 00:18:51.600]   A ton of things are, I mean, at this point,
[00:18:51.600 --> 00:18:52.880]   I think it's almost given
[00:18:52.880 --> 00:18:55.200]   that are encoded in superposition, right?
[00:18:55.200 --> 00:18:56.520]   So it's like, yeah, the residual stream
[00:18:56.520 --> 00:18:58.880]   is just one high dimensional vector,
[00:18:58.880 --> 00:19:01.840]   but actually there's a ton of different vectors
[00:19:01.840 --> 00:19:03.040]   that are packed into it.
[00:19:03.040 --> 00:19:05.480]   - Yeah, I might just dumb it down
[00:19:05.480 --> 00:19:08.360]   as a way that would have made sense to me a few months ago.
[00:19:08.360 --> 00:19:10.400]   Okay, so you have, you know,
[00:19:10.400 --> 00:19:14.080]   whatever words are in the input you put into the model,
[00:19:14.080 --> 00:19:17.760]   all those words get converted into these tokens,
[00:19:17.760 --> 00:19:20.200]   and those tokens get converted into these vectors.
[00:19:20.200 --> 00:19:23.200]   And basically it's just like this small amount
[00:19:23.200 --> 00:19:25.720]   of information that's moving through the model.
[00:19:25.720 --> 00:19:28.360]   And the way you explained it to me, Sholta,
[00:19:28.360 --> 00:19:30.600]   this paper talks about is early on in the model,
[00:19:30.600 --> 00:19:32.320]   maybe it's just doing some very basic things
[00:19:32.320 --> 00:19:34.320]   about like, what do these tokens mean?
[00:19:34.320 --> 00:19:36.040]   Like if it says like 10 plus five,
[00:19:36.040 --> 00:19:39.480]   just like moving information about to have the,
[00:19:39.480 --> 00:19:40.320]   have that--
[00:19:40.320 --> 00:19:41.160]   - Good representation.
[00:19:41.160 --> 00:19:42.000]   - Exactly, just represent.
[00:19:42.000 --> 00:19:43.720]   And in the middle, maybe like the deeper thinking
[00:19:43.720 --> 00:19:45.120]   is happening about like how to think,
[00:19:45.120 --> 00:19:46.720]   yeah, how to solve this.
[00:19:46.720 --> 00:19:50.080]   At the end, you're converting it back into the output token
[00:19:50.080 --> 00:19:51.960]   'cause the end product is,
[00:19:51.960 --> 00:19:54.920]   you're trying to predict the probability of the next token
[00:19:54.920 --> 00:19:58.520]   from the last of those residual streams.
[00:19:58.520 --> 00:20:00.040]   And so, yeah, it's interesting to think about like,
[00:20:00.040 --> 00:20:02.400]   just like the small compressed amount of information
[00:20:02.400 --> 00:20:03.320]   moving through the model,
[00:20:03.360 --> 00:20:06.160]   and it's like getting modified in different ways.
[00:20:06.160 --> 00:20:08.760]   Trenton, so you're, it's interesting.
[00:20:08.760 --> 00:20:09.600]   You're one of the few people
[00:20:09.600 --> 00:20:12.600]   who have like background from neuroscience.
[00:20:12.600 --> 00:20:16.680]   So you can think about the analogies here to the brain.
[00:20:16.680 --> 00:20:18.560]   And in fact, I have one of our friends,
[00:20:18.560 --> 00:20:20.880]   the way he, he had a paper in grad school
[00:20:20.880 --> 00:20:22.560]   about thinking about attention in the brain.
[00:20:22.560 --> 00:20:25.500]   And he said, this is the only or first,
[00:20:25.500 --> 00:20:30.720]   what, like neural explanation of why attention works.
[00:20:30.720 --> 00:20:34.760]   Whereas we have evidence from why the CNNs work,
[00:20:34.760 --> 00:20:36.780]   convolutional neural networks work
[00:20:36.780 --> 00:20:39.040]   based on the visual cortex or something.
[00:20:39.040 --> 00:20:42.660]   Yeah, I'm curious, do you think in the brain,
[00:20:42.660 --> 00:20:44.360]   there's something like a residual stream
[00:20:44.360 --> 00:20:46.600]   of this compressed amount of information
[00:20:46.600 --> 00:20:49.800]   that's moving through and it's getting modified
[00:20:49.800 --> 00:20:51.140]   as you're thinking about something?
[00:20:51.140 --> 00:20:53.120]   Even if that's not what's literally happening,
[00:20:53.120 --> 00:20:54.560]   do you think that's a good metaphor
[00:20:54.560 --> 00:20:55.760]   for what's happening in the brain?
[00:20:55.760 --> 00:20:56.600]   - Yeah, yeah.
[00:20:56.600 --> 00:20:57.920]   So at least in the cerebellum,
[00:20:57.920 --> 00:21:00.160]   you basically do have a residual stream
[00:21:00.160 --> 00:21:03.240]   where the whole, what we'll call the attention module
[00:21:03.240 --> 00:21:05.120]   for now, and I can go into whatever amount of detail
[00:21:05.120 --> 00:21:06.020]   you want for that.
[00:21:06.020 --> 00:21:09.000]   You have inputs that route through it,
[00:21:09.000 --> 00:21:13.800]   but they'll also just go directly to the like end point
[00:21:13.800 --> 00:21:16.440]   that that module will contribute to.
[00:21:16.440 --> 00:21:19.160]   So there's a direct path and an indirect path.
[00:21:19.160 --> 00:21:21.920]   And so the model can like pick up
[00:21:21.920 --> 00:21:24.720]   whatever information it wants and then add that back in.
[00:21:24.720 --> 00:21:28.320]   - Well, what happens to the cerebellum?
[00:21:28.320 --> 00:21:33.320]   - So the cerebellum nominally just does fine motor control,
[00:21:33.320 --> 00:21:38.440]   but I analogize this to the person who's lost their keys
[00:21:38.440 --> 00:21:39.880]   and is just looking under the streetlight
[00:21:39.880 --> 00:21:43.160]   where it's very easily to observe this behavior.
[00:21:43.160 --> 00:21:45.840]   One leading cognitive neuroscientist said to me
[00:21:45.840 --> 00:21:48.640]   that a dirty little secret of any fMRI study
[00:21:48.640 --> 00:21:50.860]   where you're looking at brain activity for a given task
[00:21:50.860 --> 00:21:53.240]   is that the cerebellum is almost always active
[00:21:53.240 --> 00:21:54.760]   and lighting up for it.
[00:21:54.760 --> 00:21:56.000]   If you have a damaged cerebellum,
[00:21:56.000 --> 00:21:58.920]   you also are much more likely to have autism.
[00:21:58.920 --> 00:22:01.800]   So it's associated with like social skills.
[00:22:01.800 --> 00:22:03.640]   And one of these particular studies
[00:22:03.640 --> 00:22:05.800]   where I think they use PET instead of fMRI,
[00:22:05.800 --> 00:22:08.680]   but when you're doing next token prediction,
[00:22:08.680 --> 00:22:10.240]   the cerebellum lights up a lot.
[00:22:10.240 --> 00:22:14.400]   Also 70% of your neurons in the brain are in the cerebellum.
[00:22:14.400 --> 00:22:17.480]   They're small, but they're there
[00:22:17.480 --> 00:22:21.000]   and they're taking up real metabolic cost.
[00:22:21.000 --> 00:22:22.520]   - This is one of Guerin's points
[00:22:22.520 --> 00:22:24.680]   that like what changed with humans
[00:22:24.680 --> 00:22:26.240]   was not just that we have more neurons
[00:22:26.240 --> 00:22:28.960]   or he says he shared this article,
[00:22:28.960 --> 00:22:31.360]   but specifically there's more neurons
[00:22:31.360 --> 00:22:33.160]   in the cerebral cortex in the cerebellum
[00:22:33.160 --> 00:22:35.240]   and you should say more about this,
[00:22:35.240 --> 00:22:37.680]   but like they're more metabolically expensive
[00:22:37.680 --> 00:22:39.160]   and they're more involved in signaling
[00:22:39.160 --> 00:22:41.440]   and sending information back and forth.
[00:22:41.440 --> 00:22:42.280]   - Yeah.
[00:22:42.280 --> 00:22:43.520]   - Is that attention what's going on?
[00:22:43.520 --> 00:22:44.360]   - Yeah, yeah.
[00:22:44.360 --> 00:22:47.520]   So I guess the main thing I wanna communicate here.
[00:22:47.520 --> 00:22:50.640]   So back in the 1980s, Pente Canerva
[00:22:51.560 --> 00:22:54.520]   came up with a associative memory algorithm
