
[00:00:00.040 --> 00:00:10.800]   cost
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.300 --> 01:06:30.300]   I'm not putting myself in a situation where you're using that financing,
[01:06:30.340 --> 01:07:00.320]  ,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.320 --> 01:07:00.320]   I'm not putting myself in a situation where you're using that financing,
[01:07:00.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.340 --> 01:07:30.340]   I'm not putting myself in a situation where you're using that financing,
[01:07:30.380 --> 01:08:00.360]  ,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.360 --> 01:08:00.360]   I'm not putting myself in a situation where you're using that financing,
[01:08:00.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:08:30.380 --> 01:08:30.380]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:00.400 --> 01:09:00.400]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]   I'm not putting myself in a situation where you're using that financing,
[01:09:30.420 --> 01:09:30.420]  , I'm not putting myself in a situation where you're using that financing, I'm not putting myself in a situation where I'm not putting myself in a situation where I'm not being a person.
[01:09:30.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:00.440]   I'm not putting myself in a situation where I'm not being a person.
[01:10:00.440 --> 01:10:30.460]  , but I'm putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.460 --> 01:10:30.460]   I'm not putting myself in a situation where I'm not being a person.
[01:10:30.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.480 --> 01:11:00.480]   I'm not putting myself in a situation where I'm not being a person.
[01:11:00.520 --> 01:11:30.500]  ,
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.500 --> 01:11:30.500]   I'm not putting myself in a situation where I'm not being a person.
[01:11:30.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.520 --> 01:12:00.520]   I'm not putting myself in a situation where I'm not being a person.
[01:12:00.560 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.540 --> 01:12:30.540]   I'm not putting myself in a situation where I'm not being a person.
[01:12:30.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.560 --> 01:13:00.560]   I'm not putting myself in a situation where I'm not being a person.
[01:13:00.600 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.580 --> 01:13:30.580]   I'm not putting myself in a situation where I'm not being a person.
[01:13:30.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.600 --> 01:14:00.600]   I'm not putting myself in a situation where I'm not being a person.
[01:14:00.640 --> 01:14:30.620]  ,
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.620 --> 01:14:30.620]   I'm not putting myself in a situation where I'm not being a person.
[01:14:30.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.640 --> 01:15:00.640]   I'm not putting myself in a situation where I'm not being a person.
[01:15:00.680 --> 01:15:30.660]  ,
[01:15:30.660 --> 01:15:30.660]   I'm not putting myself in a situation where I'm not being a person.
[01:15:30.660 --> 01:15:30.660]   I'm not putting myself in a situation where I'm not being a person.
[01:15:30.660 --> 01:15:30.660]   I'm not putting myself in a situation where I'm not being a person.
[01:15:30.660 --> 01:15:30.660]   I'm not putting myself in a situation where I'm not being a person.
[01:15:30.660 --> 01:15:30.660]   I'm not putting myself in a situation where I'm not being a person.
[01:15:30.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.680 --> 01:16:00.680]   I'm not putting myself in a situation where I'm not being a person.
[01:16:00.720 --> 01:16:30.700]  ,
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.700 --> 01:16:30.700]   I'm not putting myself in a situation where I'm not being a person.
[01:16:30.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.720 --> 01:17:00.720]   I'm not putting myself in a situation where I'm not being a person.
[01:17:00.760 --> 01:17:30.740]  ,
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.740 --> 01:17:30.740]   I'm not putting myself in a situation where I'm not being a person.
[01:17:30.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.760 --> 01:18:00.760]   I'm not putting myself in a situation where I'm not being a person.
[01:18:00.800 --> 01:18:30.780]  ,
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.780 --> 01:18:30.780]   I'm not putting myself in a situation where I'm not being a person.
[01:18:30.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.800 --> 01:19:00.800]   I'm not putting myself in a situation where I'm not being a person.
[01:19:00.840 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.820 --> 01:19:30.820]   I'm not putting myself in a situation where I'm not being a person.
[01:19:30.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.840 --> 01:20:00.840]   I'm not putting myself in a situation where I'm not being a person.
[01:20:00.880 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.860 --> 01:20:30.860]   I'm not putting myself in a situation where I'm not being a person.
[01:20:30.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.880 --> 01:21:00.880]   I'm not putting myself in a situation where I'm not being a person.
[01:21:00.920 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.900 --> 01:21:30.900]   I'm not putting myself in a situation where I'm not being a person.
[01:21:30.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
[01:22:00.920 --> 01:22:00.920]   I'm not putting myself in a situation where I'm not being a person.
