
[00:00:00.040 --> 00:00:09.600]   пять
[00:26:10.460 --> 00:26:10.460]   I'm going to be the president of the United States,
[00:26:10.460 --> 00:26:10.460]   I'm going to be the president of the United States,
[00:26:10.460 --> 00:26:10.460]   I'm going to be the president of the United States,
[00:26:10.460 --> 00:26:10.460]   I'm going to be the president of the United States,
[00:26:10.460 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.480 --> 00:26:40.480]   I'm going to be the president of the United States,
[00:26:40.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.500 --> 00:27:10.500]   I'm going to be the president of the United States,
[00:27:10.540 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.520 --> 00:27:40.520]   I'm going to be the president of the United States,
[00:27:40.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:10.540]   I'm going to be the president of the United States,
[00:28:10.540 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.560 --> 00:28:40.560]   I'm going to be the president of the United States,
[00:28:40.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:10.580]   We're going to be the president of the United States,
[00:29:10.580 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.600 --> 00:29:40.600]   We're going to be the president of the United States,
[00:29:40.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:10.620]   We're going to be the president of the United States,
[00:30:10.620 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
[00:30:40.640 --> 00:30:40.640]   We're going to be the president of the United States,
