
[00:00:00.040 --> 00:00:09.360]   additionally
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.500 --> 00:16:00.500]   I was here at Austin, wanted dinner with a group
[00:16:00.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:16:30.520]   I was here at Austin, wanted dinner with a group
[00:16:30.520 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.540 --> 00:17:00.540]   I was here at Austin, wanted dinner with a group
[00:17:00.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:17:30.560]   I was here at Austin, wanted dinner with a group
[00:17:30.560 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.580 --> 00:18:00.580]   I was here at Austin, wanted dinner with a group
[00:18:00.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:18:30.600]   I was here at Austin, wanted dinner with a group
[00:18:30.600 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.620 --> 00:19:00.620]   I was here at Austin, wanted dinner with a group
[00:19:00.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:19:30.640]   I was here at Austin, wanted dinner with a group
[00:19:30.640 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.660 --> 00:20:00.660]   I was here at Austin, wanted dinner with a group
[00:20:00.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:20:30.680]   I was here at Austin, wanted dinner with a group
[00:20:30.680 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.700 --> 00:21:00.700]   I was here at Austin, wanted dinner with a group
[00:21:00.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:21:30.720]   I was here at Austin, wanted dinner with a group
[00:21:30.720 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
[00:22:00.740 --> 00:22:00.740]   I was here at Austin, wanted dinner with a group
