
[00:00:00.000 --> 00:00:01.000]   Guys, my dog.
[01:23:26.000 --> 01:23:26.240]   right?
[01:23:26.240 --> 01:23:28.480]   No, but it is like explicit. Listen, whatever.
[01:23:28.480 --> 01:23:34.880]   I mean, like, you know, Pearl Jam. And you know, all the way back to the Beach Boys.
[01:23:34.880 --> 01:23:36.720]   They said it about Elvis and shaking his hips.
[01:23:36.720 --> 01:23:37.760]   Yeah, exactly.
[01:23:37.760 --> 01:23:41.600]   Yeah. But I mean, no, this when I say it's explicit. It is literally explicit.
[01:23:41.600 --> 01:23:44.560]   You just don't get the youth J Cal. You don't understand them.
[01:23:44.560 --> 01:23:51.760]   I think I understand it a little bit too well. Anyway, do not you see you? Listen, I Oh, hey,
[01:23:51.760 --> 01:23:56.000]   guys, are we going to do the all in summit or not? I went to the code conference. And I was like,
[01:23:56.000 --> 01:23:57.760]   this was amazing to get back to.
[01:23:57.760 --> 01:23:58.240]   Yeah. You got to say something.
[01:23:58.240 --> 01:24:01.040]   You got to stop talking about ideas and actually just doing them.
[01:24:01.040 --> 01:24:04.240]   What are you talking about? We created this. I'm just trying to get by in Jason.
[01:24:04.240 --> 01:24:05.680]   Take a day to do it. Go.
[01:24:05.680 --> 01:24:09.040]   Let's do it. Okay. All right. I need your buy in. We have a voting system.
[01:24:09.040 --> 01:24:09.840]   You're rolling.
[01:24:09.840 --> 01:24:13.280]   Take a Miami. Miami. Miami. Okay. First year,
[01:24:13.280 --> 01:24:18.880]   Miami second year, Italy. Not Rome. All right, we'll do first year, Miami. Second year, Italy.
[01:24:18.880 --> 01:24:22.000]   Make it somewhat accessible.
[01:24:22.000 --> 01:24:22.880]   I think we do domestic.
[01:24:22.880 --> 01:24:27.440]   You have a cane so you can't get there. You old fucking bastard. So here's how it's gonna work.
[01:24:27.440 --> 01:24:32.720]   250 tickets, 200 for purchase, 50 for scholarship, all in summit,
[01:24:32.720 --> 01:24:35.360]   three days, Miami, Sax and I are off to the races.
[01:24:35.360 --> 01:24:39.280]   Why don't you make it more people, bro? Why do you have to keep it so exclusive? You're just so
[01:24:39.280 --> 01:24:46.400]   exclusive. I want to, what is it? I want to invert the top down hierarchy to what? I want to be a
[01:24:46.400 --> 01:24:49.120]   left wing authoritarian. What is it that I have to believe in?
[01:24:49.120 --> 01:24:51.600]   That is what you are, a left wing authoritarian.
[01:24:51.600 --> 01:24:57.200]   I'm like, listen, I just want to be rich and powerful. I don't care what party I am. I just want money and wealth.
[01:24:57.200 --> 01:24:58.560]   Money, status and power.
[01:24:58.560 --> 01:25:02.640]   Let me tell you, let me tell you why I like this idea is because to the points we're talking about
[01:25:02.640 --> 01:25:08.080]   with Coinbase earlier, we, you know, we have these conferences in the tech industry and they're
[01:25:08.080 --> 01:25:14.560]   frankly run by people who hate tech and the tech industry and people who are successful.
[01:25:14.560 --> 01:25:16.000]   They love the 7500 tickets.
[01:25:16.000 --> 01:25:21.120]   Right, exactly. And so the, I see these tech founders going up on these stages and subjecting
[01:25:21.120 --> 01:25:25.920]   themselves to these interrogations by people who hate them. And I'm like, what are they doing? Like,
[01:25:25.920 --> 01:25:26.800]   it makes no sense.
[01:25:26.800 --> 01:25:26.960]   Yeah.
[01:25:26.960 --> 01:25:30.800]   I'm putting up a form. I'm going to let people take deposits. I'm going to pick a month
[01:25:30.800 --> 01:25:33.920]   and we're going to go. How many people went to the conference guys you went to this week?
[01:25:33.920 --> 01:25:37.920]   Uh, I, the, uh, code conference, I think was probably three or 400 by design.
[01:25:37.920 --> 01:25:40.080]   Um, it was a third or half.
[01:25:40.080 --> 01:25:41.360]   How much, how much were the tickets?
[01:25:41.360 --> 01:25:45.840]   I didn't actually buy a ticket cause I didn't want to be in the conference itself
[01:25:45.840 --> 01:25:49.600]   because I was concerned about a breakthrough virus, but I did host the poker game with Sky and Brooke
[01:25:49.600 --> 01:25:54.320]   tickets, I think are 8,000 for code. And I think Ted is up to 10 or 15.
[01:25:54.320 --> 01:25:55.760]   So maybe, so how much are we charging?
[01:25:55.760 --> 01:25:56.720]   Maybe like 25 million.
[01:25:56.720 --> 01:25:58.240]   $7,500.
[01:25:58.240 --> 01:26:00.720]   We're charging 7,500. So 200 tickets.
[01:26:00.720 --> 01:26:03.760]   And then 50 scholarships for people who wouldn't be able to afford it.
[01:26:03.760 --> 01:26:07.200]   So the gross revenue here is 1.5 million.
[01:26:07.200 --> 01:26:08.960]   And what's our cost going to be?
[01:26:08.960 --> 01:26:10.400]   Cost will be a million.
[01:26:10.400 --> 01:26:13.760]   So wait, so we're, so we're making profit on this deal?
[01:26:13.760 --> 01:26:14.800]   No, I'm making a profit.
[01:26:14.800 --> 01:26:15.600]   Cause I'm going to run it.
[01:26:15.600 --> 01:26:18.560]   I'm not, I'm not, I'm not.
[01:26:18.560 --> 01:26:21.920]   We spend, we spend what we make.
[01:26:21.920 --> 01:26:26.240]   I am buying the wine and you will shut the fuck up.
[01:26:26.240 --> 01:26:26.480]   I'm buying the wine and you will shut the fuck up.
[01:26:26.480 --> 01:26:29.520]   Okay. So then it's going to be, it's going to cost 2 million.
[01:26:29.520 --> 01:26:31.040]   So it's going to make 1.5.
[01:26:31.040 --> 01:26:31.360]   No, no, no, no.
[01:26:31.360 --> 01:26:34.080]   And if he's doing the wine, it's going to cost 2 million.
[01:26:34.080 --> 01:26:36.640]   I want, I want a wine budget so that everybody that comes
[01:26:36.640 --> 01:26:40.800]   is, it feels like they've had an exceptional food and beverage experience.
[01:26:40.800 --> 01:26:43.760]   Jamant is going to spend half a million dollars on wine. No joke.
[01:26:43.760 --> 01:26:46.080]   So then it has to be 10K a ticket, but you know what?
[01:26:46.080 --> 01:26:47.840]   The people who are coming can afford it. They don't care.
[01:26:47.840 --> 01:26:50.880]   We're not privileging you with some profiteering.
[01:26:50.880 --> 01:26:52.000]   I'm not profiteering off of it.
[01:26:52.000 --> 01:26:56.240]   Honestly, the reason I want to do it most is I want to play poker for three days and I want
[01:26:56.240 --> 01:27:01.680]   to have us, the four of us interview the most iconoclastic, interesting people.
[01:27:01.680 --> 01:27:05.600]   And I want to do it for the fans so that some number of fans get to come who wouldn't normally
[01:27:05.600 --> 01:27:09.520]   be able to come to a conference at this level. And I just think it would be a blast. It'd be
[01:27:09.520 --> 01:27:10.320]   fun to get together.
[01:27:10.320 --> 01:27:13.200]   Okay. Stop talking about it and do it. We're all okay. I'll do it. All right. I just want
[01:27:13.200 --> 01:27:17.920]   to make sure everybody's bought in. I mean, I'll set a date. Okay.
[01:27:17.920 --> 01:27:21.360]   Not, not the first week of February. Cause I think I have a,
[01:27:21.360 --> 01:27:26.000]   I'm thinking March, April, March, April, also not the third week of February. Cause I think I'm
[01:27:26.000 --> 01:27:32.400]   skiing in Europe. Can you just give us the dates you're not
[01:27:32.400 --> 01:27:35.440]   gallivanting around Europe and other places.
[01:27:35.440 --> 01:27:38.480]   Bro, I'm grinding every day here. You see what I'm doing? It's like,
[01:27:38.480 --> 01:27:42.320]   I know I'm working hard too. I mean, it's crazy right now. It's like the,
[01:27:42.320 --> 01:27:45.040]   I've never seen the market like this. I mean, it is bonkers.
[01:27:45.040 --> 01:27:47.440]   What's that?
[01:27:47.440 --> 01:27:53.840]   Exactly. All right, everybody. We'll see you next time for the dictator Chamath Palihapitiya
[01:27:53.840 --> 01:27:55.760]   for the Rain Man, David Sachs and the queen
[01:27:55.760 --> 01:28:01.520]   of quinoa, David Freedberg. I'm J Cal and we'll see you on episode 50. Bye-bye.
[01:28:01.520 --> 01:28:04.480]   We'll let your winners ride.
[01:28:04.480 --> 01:28:07.360]   Rain Man, David Sachs.
[01:28:07.360 --> 01:28:10.320]   I'm going all in.
[01:28:10.320 --> 01:28:14.080]   And instead we open source it to the fans and they've just gone crazy with it.
[01:28:14.080 --> 01:28:14.960]   Love you, ESQ.
[01:28:14.960 --> 01:28:16.800]   I'm the queen of quinoa. I'm going all in.
[01:28:16.800 --> 01:28:25.520]   Let your winners ride. Let your winners ride. I'm going all in. Besties are gone. Gold 13.
[01:28:25.520 --> 01:28:27.520]   That's my dog taking a
[01:28:27.520 --> 01:28:28.080]   drive away.
[01:28:28.080 --> 01:28:29.280]   Wait, no, no.
[01:28:29.280 --> 01:28:31.680]   Oh, man.
[01:28:31.680 --> 01:28:33.120]   My avatars will meet me at
[01:28:33.120 --> 01:28:37.040]   We should all just get a room and just have one big huge orgy because they're all just
[01:28:37.040 --> 01:28:40.560]   useless. It's like this like sexual tension, but they just need to release them out.
[01:28:40.560 --> 01:28:43.280]   Wet your feet.
[01:28:43.280 --> 01:28:44.720]   Wet your feet.
[01:28:44.720 --> 01:28:45.280]   Your feet.
[01:28:45.280 --> 01:28:48.080]   We need to get merch.
[01:28:48.080 --> 01:28:48.560]   Besties are back.
[01:28:48.560 --> 01:28:50.320]   I'm going all in.
[01:28:50.320 --> 01:28:51.360]   What?
[01:28:51.360 --> 01:28:53.360]   What?
[01:28:53.360 --> 01:28:55.280]   What?
[01:28:55.280 --> 01:28:58.360]   I'm going all in
[01:28:58.360 --> 01:29:00.420]   you

