
[00:00:00.040 --> 00:00:09.760]   candies...
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:26.960]   The Law and in its wake all the collective forces of the nation
[00:16:26.960 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:56.980 --> 00:16:56.980]   The Law and in its wake all the collective forces of the nation
[00:16:57.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:27.000]   The Law and in its wake all the collective forces of the nation
[00:17:27.000 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.020 --> 00:17:57.020]   The Law and in its wake all the collective forces of the nation
[00:17:57.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:27.040]   The Law and in its wake all the collective forces of the nation
[00:18:27.040 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.060 --> 00:18:57.060]   The Law and in its wake all the collective forces of the nation
[00:18:57.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:27.080]   The Law and in its wake all the collective forces of the nation
[00:19:27.080 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.100 --> 00:19:57.100]   The Law and in its wake all the collective forces of the nation
[00:19:57.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:27.120]   The Law and in its wake all the collective forces of the nation
[00:20:27.120 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.140 --> 00:20:57.140]   The Law and in its wake all the collective forces of the nation
[00:20:57.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
[00:21:27.160 --> 00:21:27.160]   The Law and in its wake all the collective forces of the nation
