
[00:00:00.040 --> 00:00:10.680]   share
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:16:40.300]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:16:40.300 --> 01:17:10.320]  ,
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.320 --> 01:17:10.320]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:10.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:17:40.340]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:17:40.340 --> 01:18:10.360]  , you know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:18:10.360 --> 01:18:10.360]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:18:10.360 --> 01:18:10.360]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:18:10.360 --> 01:18:10.360]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:18:10.360 --> 01:18:10.360]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.
[01:18:10.360 --> 01:18:10.360]   You know, maybe there's a global flu pandemic and you got to stay quarantined for a year or two years.

