
[00:00:00.000 --> 00:00:04.060]   This is Sax's big day. There he is. Oh, there's Tucker. Oh, look
[00:29:57.360 --> 00:30:04.360]   I think that's – we've set ourselves up for something really, really scary, again for violent conflict.
[00:30:04.360 --> 00:30:07.360]   Because I don't see how that resolves itself.
[00:30:07.360 --> 00:30:13.360]   I mean why is people understand this in a diverse society, pluralist society, whatever you call it,
[00:30:13.360 --> 00:30:17.360]   a society where you've got a lot of different people, a lot of different backgrounds and shades and religions and all this stuff.
[00:30:17.360 --> 00:30:25.360]   You need to de-emphasize the things that divide us inherently and emphasize the things that unite us.
[00:30:25.360 --> 00:30:26.360]   That's not hard.
[00:30:26.360 --> 00:30:31.360]   And it's also so obvious that if you're not doing it, my first question is why are you not doing that?
[00:30:31.360 --> 00:30:33.360]   I mean why are you not?
[00:30:33.360 --> 00:30:39.360]   And that kind of explains the true loathing that I have for the people in charge on both sides.
[00:30:39.360 --> 00:30:47.360]   Because like if you did that in your household with your children, your kids would be in rehab or jail or dead.
[00:30:47.360 --> 00:30:48.360]   It's that obvious.
[00:30:48.360 --> 00:30:50.360]   Like you would never do that to your kids.
[00:30:50.360 --> 00:30:52.360]   So why would you do that to your population?
[00:30:52.360 --> 00:30:53.360]   Seriously.
[00:30:53.360 --> 00:30:54.360]   Freeberg, you had a question?
[00:30:54.360 --> 00:30:56.360]   Well, where does responsibility lie there, Tucker?
[00:30:56.360 --> 00:30:58.360]   What's the mechanism for doing that?
[00:30:58.360 --> 00:31:04.360]   We often, and I find in conversations, everyone says the government should.
[00:31:04.360 --> 00:31:17.360]   And I often question why the government should anything in my life, in my social settings, in how I live, how I do business.
[00:31:17.360 --> 00:31:26.360]   Does the government, the federal government in the United States, have a role and responsibility to do what you're suggesting we need to do in the United States?
[00:31:26.360 --> 00:31:35.360]   Or is it the media, or is it social leaders, or is it business leaders, or is it local governments?
[00:31:35.360 --> 00:31:42.360]   Who is responsible ultimately for creating the social cohesion necessary for the U.S. to enter a new era of prosperity?
[00:31:42.360 --> 00:31:46.360]   And why is that the right group to be responsible?
[00:31:46.360 --> 00:31:51.360]   Well, look, I would say, well, it's a great question.
[00:31:51.360 --> 00:31:53.360]   And I would say a new era of prosperity.
[00:31:53.360 --> 00:31:55.360]   I don't think that's really the goal.
[00:31:55.360 --> 00:31:56.360]   We have prosperity.
[00:31:56.360 --> 00:31:59.360]   And I think it's a real question as to whether people want prosperity.
[00:31:59.360 --> 00:32:00.360]   Social cohesion.
[00:32:00.360 --> 00:32:01.360]   Right.
[00:32:01.360 --> 00:32:05.360]   Do people want, I mean, I think there's actually a lot of evidence that human beings sort of hate prosperity, actually.
[00:32:05.360 --> 00:32:08.360]   We're not designed to be prosperous.
[00:32:08.360 --> 00:32:13.360]   And the second we are, we invent climate crises to make us less prosperous.
[00:32:13.360 --> 00:32:14.360]   I mean, that's really what that is, right?
[00:32:14.360 --> 00:32:22.360]   But anyway, leaving that aside, it's incumbent on all of us, anyone with authority, anyone with a voice, anyone with money.
[00:32:22.360 --> 00:32:24.360]   And it's really kind of as simple.
[00:32:24.360 --> 00:32:28.360]   And I do think, you know, government is kind of the last to fall in line.
[00:32:28.360 --> 00:32:31.360]   It's really as simple as making things socially unacceptable.
[00:32:31.360 --> 00:32:34.360]   We certainly see. I grew up in a world where people smoked on airplanes.
[00:32:34.360 --> 00:32:41.360]   OK, now that was banned by the FAA, but it was also made totally socially unacceptable.
[00:32:41.360 --> 00:32:43.360]   You couldn't light a cigarette in someone's kitchen.
[00:32:43.360 --> 00:32:49.360]   You just wouldn't think to do that in the same way that you wouldn't think to give the middle finger to an old lady, which is not actually illegal.
[00:32:49.360 --> 00:32:55.360]   But nobody would do that because it's so appalling in the minds of everybody and everyone's happy to say, what the hell are you doing?
[00:32:55.360 --> 00:33:04.360]   And I feel the same way about the race stuff. It's like, oh, you know, race this race that someone should say, whoa, whoa, whoa, whoa, whoa. Stop that.
[00:33:04.360 --> 00:33:07.360]   There's part of what you're saying, which I think is.
[00:33:07.360 --> 00:33:30.360]   Which I really agree with, which is this idea that we have gone as the human race, OK, from having to make major adaptations over the arc of our evolution as a species to now what you're kind of saying is we're now dealing with all these minor adaptations and it kind of breaks the entire circuitry of the brain, which is like before we had to fight to evade the animals to feed ourselves.
[00:33:30.360 --> 00:33:37.360]   To build the machine to all of a sudden go from an agrarian to an industrial. These were huge adaptations.
[00:33:37.360 --> 00:33:41.360]   And now we have all of this almost surplus and excess.
[00:33:41.360 --> 00:33:55.360]   And it's a little bit of a head scratcher for a lot of people because now all the adaptations that are left are very minor in shape because all of these other things that would other occupy your time, sustenance, survival, resiliency are taken off the table.
[00:33:55.360 --> 00:34:04.360]   I get that the other part of what you say, which is very Rene Girard, which is like, hey, there's all this copying of people and desire.
[00:34:04.360 --> 00:34:09.360]   There's going to be violence if we don't figure out how to.
[00:34:09.360 --> 00:34:12.360]   Decharge it.
[00:34:12.360 --> 00:34:17.360]   What do you think we need to do in order to do that discharge?
[00:34:17.360 --> 00:34:22.360]   How do you get these people to stop focusing on the small order bits?
[00:34:22.360 --> 00:34:29.360]   And how do we reorganize people to focus on the big order bits so that we minimize this risk of violence?
[00:34:29.360 --> 00:34:35.360]   We minimize the one group of immutable traits fighting another group of immutable traits.
[00:34:35.360 --> 00:34:36.360]   How does that happen?
[00:34:36.360 --> 00:34:42.360]   I'm pretty pessimistic about a country this big.
[00:34:42.360 --> 00:34:43.360]   We say the country.
[00:34:43.360 --> 00:34:48.360]   I mean, when I talk about the country, I'm talking about people I know or grew up with or people who speak my language.
[00:34:48.360 --> 00:34:54.360]   I mean, the country is so big that something can happen in New Mexico, something big can happen in New Mexico or San Francisco for that matter.
