
[00:00:00.000 --> 00:00:02.000]   Struggling with your electric bill?
[00:27:34.000 --> 00:27:42.000]   Now from here on out, we're going to be talking about how to avoid getting arrested because that's the major thing that I want to convey to you.
[00:27:42.000 --> 00:27:47.000]   I want to read next a scenario, another scenario that the author wrote.
[00:27:47.000 --> 00:27:56.000]   And notice the importance of being proactive and how being proactive can make a big difference.
[00:27:56.000 --> 00:28:00.000]   Now obviously – well, let me just read the scenario and then we'll talk about it.
[00:28:00.000 --> 00:28:15.000]   Our hero is a 35-year-old construction crane operator who, thanks to an ability to swim long distances underwater, ran into the surf in Santiago de Cuba and swam under a barrage of machine gun bullets from Cuba's Guardia de la Costa.
[00:28:15.000 --> 00:28:20.000]   He arrived freezing but unharmed in the Guantanamo Naval Base, considered US territory.
[00:28:20.000 --> 00:28:26.000]   Thanks to special immigration laws, he quickly became an American citizen and moved to a large southern city.
[00:28:26.000 --> 00:28:30.000]   Here he was happy for steady work with good pay as a construction crane operator.
[00:28:30.000 --> 00:28:36.000]   Every day it was up the high crane with a lunchbox and a jar to pee in, then eight hours lifting loads, then home.
[00:28:36.000 --> 00:28:41.000]   He was proud of his safety record of never having dropped a load or caused an injury.
[00:28:41.000 --> 00:28:47.000]   He had married a real American, blonde and blue-eyed, and had helped put her through college and law school.
[00:28:47.000 --> 00:28:55.000]   She made partner in a large law firm and now they lived in a style that allowed him to drive a luxury car that astounded his truck-driving co-workers.
[00:28:55.000 --> 00:28:58.000]   He had twin daughters of whom he was foolishly fond.
[00:28:58.000 --> 00:29:05.000]   At first, his wife liked the fact that he was big, strong, Latin, and a real working guy unlike her other boyfriends.
[00:29:05.000 --> 00:29:08.000]   After ten years of marriage, however, her attitude changed.
[00:29:08.000 --> 00:29:18.000]   At the last Christmas office party, he had, as usual, nothing to say to the suits who drank scotch, gossiped about judges, and speculated about who juiced who in the last election.
[00:29:18.000 --> 00:29:22.000]   They couldn't understand his accent and, anyway, they were uninterested in construction.
[00:29:22.000 --> 00:29:28.000]   His wife said that he had embarrassed her, that he was a nobody, and that he was hurting her career.
[00:29:28.000 --> 00:29:30.000]   The next day, she served him with divorce papers.
[00:29:30.000 --> 00:29:36.000]   He moved out of their magnificent house and into a studio apartment with a chair, a bed, and a TV on cinder blocks.
[00:29:36.000 --> 00:29:42.000]   To console him, his construction buddies took him out to a gentleman's club, really just a glorified strip joint.
[00:29:42.000 --> 00:29:45.000]   He had some drinks, ogled the dancers, and had a so-so night.
[00:29:45.000 --> 00:29:50.000]   His buddies assured him that the divorce wouldn't be too bad since this was a "no fault" divorce state.
[00:29:50.000 --> 00:29:53.000]   They were right. The divorce was simple.
[00:29:53.000 --> 00:29:56.000]   But the child custody proceedings were not.
[00:29:56.000 --> 00:30:02.000]   His wife's attorney subpoenaed the GPS tracking information from his car and discovered his visit to the strip joint.
[00:30:02.000 --> 00:30:06.000]   They also ran a background check and uncovered an earlier arrest.
[00:30:06.000 --> 00:30:11.000]   Years earlier, when he first arrived in America, he had had a passionate romance with an American girl.
[00:30:11.000 --> 00:30:14.000]   He had been 22 and she 16.
[00:30:14.000 --> 00:30:18.000]   The girl's mother, however, had been outraged and had had him arrested.
[00:30:18.000 --> 00:30:21.000]   The charge was lewd and lascivious conduct with a minor.
[00:30:21.000 --> 00:30:23.000]   He was puzzled.
[00:30:23.000 --> 00:30:26.000]   In Cuba, sex is the only activity not regulated by government.
[00:30:26.000 --> 00:30:31.000]   In many states, however, it is illegal to have sex with anyone under the age of 18.
[00:30:31.000 --> 00:30:35.000]   Fortunately, the girl had loved him and refused to testify, so the charges were dropped.
[00:30:35.000 --> 00:30:43.000]   At trial, his wife's attorney described this arrest in detail and kept repeating the words "lewd" and "lassivious."
[00:30:43.000 --> 00:30:48.000]   The lawyer always referred to his former girlfriend as a "minor child."
[00:30:48.000 --> 00:30:54.000]   At trial, no one mentioned that the girl had refused to testify against him and that the charge had been dropped.
[00:30:54.000 --> 00:31:01.000]   His having been to a strip joint, said the attorney, was evidence of sexual maladjustment and a love of pornography and perversion.
[00:31:01.000 --> 00:31:06.000]   The club had a magazine and video rack and sold sex toys, which the attorney described in detail.
[00:31:06.000 --> 00:31:14.000]   As a violator of children and a pornography addict, the attorney concluded our man was an unfit father and should not share custody of the children.
[00:31:14.000 --> 00:31:17.000]   The judge ruled in the wife's favor.
[00:31:17.000 --> 00:31:26.000]   Our man was denied access to his daughters except under strict supervision and ordered to pay child support even though his wife's income was many times larger than his.
[00:31:26.000 --> 00:31:29.000]   He went into a deep depression and spent weeks on sick leave.
[00:31:29.000 --> 00:31:34.000]   His union protected him from being fired, however, and he was able to return to work.
[00:31:34.000 --> 00:31:42.000]   The point of this scenario, the reason I read it, is I think there are some important lessons that are important to point out.
[00:31:42.000 --> 00:31:47.000]   By all accounts, this man was an upstanding man and was doing a good job.
[00:31:47.000 --> 00:31:51.000]   Again, these scenarios are fictional, but the author is trying to make a point.
[00:31:51.000 --> 00:31:55.000]   Although fictional, the scenario is reasonable.
[00:31:55.000 --> 00:32:00.000]   This pattern of events has probably happened to many people, many men.
[00:32:00.000 --> 00:32:07.000]   And yet, notice how the deeds of the past come back to haunt.
[00:32:07.000 --> 00:32:16.000]   That GPS tracking information is a big, big deal because this is the situation that more and more of us face in the future.
[00:32:16.000 --> 00:32:25.000]   Every single one of you has a GPS tracking device on your hip or possibly in your center car console as you listen to my voice.
[00:32:25.000 --> 00:32:32.000]   That tracking device is a big deal, and it could come back to haunt you.
[00:32:32.000 --> 00:32:35.000]   You should be very careful and proactive.
[00:32:35.000 --> 00:32:41.000]   Now, obviously, the best thing to do is to avoid the misbehavior in the first place.
[00:32:41.000 --> 00:32:45.000]   I don't condone the use of strip clubs to fix your depression.
[00:32:45.000 --> 00:32:47.000]   It's not going to help.
[00:32:47.000 --> 00:32:52.000]   But I know a lot of guys in construction, and this is a very normal event.
[00:32:52.000 --> 00:32:57.000]   It would take a big man to stand up to it and to say no.
[00:32:57.000 --> 00:33:02.000]   And yet, that scenario is very ordinary.
[00:33:02.000 --> 00:33:06.000]   So pay attention and pay attention.
[00:33:06.000 --> 00:33:20.000]   Now, you have to recognize the fact that the most important thing is to never give a police officer a reason or excuse to arrest you.
[00:33:20.000 --> 00:33:29.000]   The author does an excellent job of pointing out how the police officer loves and lives to hunt and arrest people.
[00:33:29.000 --> 00:33:37.000]   That is the type of person who becomes a police officer, and that's what they're paid for is to arrest people.
[00:33:37.000 --> 00:33:51.000]   I have a family member who is the perfect police officer type, the type of person who – upstanding guy, complete – but has a love for justice and wants to see the bad guys put behind bars.
[00:33:51.000 --> 00:33:56.000]   He would make a brilliant police officer if he were to go into law enforcement.
[00:33:56.000 --> 00:33:59.000]   And the author goes through and talks about his own arrest record.
[00:33:59.000 --> 00:34:06.000]   He was a leading arresting officer and talks about, "No, there's no quotas, but yet everything is based upon the number of arrests that you give."
[00:34:06.000 --> 00:34:16.000]   And you've got to – in facing an interaction with a police officer, you've got to have as your number one goal not getting arrested, which means you will have to swallow your pride.
