
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[01:17:42.000 --> 01:17:44.000]   But I thought about this a lot
[01:17:44.000 --> 01:17:49.000]   in the context of inheritance
[01:17:49.000 --> 01:17:51.000]   on two dimensions.
[01:17:51.000 --> 01:17:53.000]   And dimension number one
[01:17:53.000 --> 01:17:55.000]   is that of family inheritance.
[01:17:55.000 --> 01:17:56.000]   Years ago, I read Bill Bonner's book
[01:17:56.000 --> 01:17:57.000]   called Family Fortunes.
[01:17:57.000 --> 01:17:58.000]   I really love the book.
[01:17:58.000 --> 01:17:59.000]   And one of the points
[01:17:59.000 --> 01:18:00.000]   that he made in that book
[01:18:00.000 --> 01:18:02.000]   was the worst possible thing
[01:18:02.000 --> 01:18:05.000]   to give your children is money.
[01:18:05.000 --> 01:18:07.000]   If you just give your children money
[01:18:07.000 --> 01:18:08.000]   and you pass them along
[01:18:08.000 --> 01:18:10.000]   an inheritance that's money,
[01:18:10.000 --> 01:18:11.000]   you're almost assured
[01:18:11.000 --> 01:18:13.000]   that your family
[01:18:13.000 --> 01:18:16.000]   is going to be broke very soon
[01:18:16.000 --> 01:18:17.000]   because the people
[01:18:17.000 --> 01:18:18.000]   are going to spend the money
[01:18:18.000 --> 01:18:19.000]   because that's what you do with money.
[01:18:19.000 --> 01:18:21.000]   And so his comment was
[01:18:21.000 --> 01:18:22.000]   certainly money
[01:18:22.000 --> 01:18:23.000]   is going to be part of it,
[01:18:23.000 --> 01:18:24.000]   but the goal should be
[01:18:24.000 --> 01:18:25.000]   to provide an inheritance
[01:18:25.000 --> 01:18:27.000]   that will endure.
[01:18:27.000 --> 01:18:28.000]   And that inheritance
[01:18:28.000 --> 01:18:31.000]   is probably going to involve lands
[01:18:31.000 --> 01:18:32.000]   or business.
[01:18:32.000 --> 01:18:33.000]   And lands
[01:18:33.000 --> 01:18:35.000]   are famously difficult to sell.
[01:18:35.000 --> 01:18:36.000]   They're difficult to divide.
[01:18:36.000 --> 01:18:37.000]   They're difficult to sell.
[01:18:37.000 --> 01:18:39.000]   And so if you pass along
[01:18:39.000 --> 01:18:40.000]   physical property
[01:18:40.000 --> 01:18:42.000]   to your beneficiaries,
[01:18:42.000 --> 01:18:43.000]   that physical property
[01:18:43.000 --> 01:18:44.000]   is not something
[01:18:44.000 --> 01:18:45.000]   that they can sell.
[01:18:45.000 --> 01:18:46.000]   They can spend the income from it,
[01:18:46.000 --> 01:18:47.000]   but you can make it
[01:18:47.000 --> 01:18:48.000]   so they can't sell it.
[01:18:48.000 --> 01:18:50.000]   So thus, it's more likely to endure.
[01:18:50.000 --> 01:18:51.000]   And then he talked a lot
[01:18:51.000 --> 01:18:52.000]   about a business
[01:18:52.000 --> 01:18:53.000]   and a business culture
[01:18:53.000 --> 01:18:55.000]   and how if there's a family identity
[01:18:55.000 --> 01:18:57.000]   that's associated with a business,
[01:18:57.000 --> 01:18:58.000]   then this business now
[01:18:58.000 --> 01:19:00.000]   is not likely to just be
[01:19:00.000 --> 01:19:03.000]   pawned off to the next bidder.
[01:19:03.000 --> 01:19:05.000]   And ever since I read that book,
[01:19:05.000 --> 01:19:06.000]   probably a decade ago,
[01:19:06.000 --> 01:19:07.000]   I've just thought about
[01:19:07.000 --> 01:19:08.000]   the cheapness of money,
[01:19:08.000 --> 01:19:09.000]   that we spend all of our time
[01:19:09.000 --> 01:19:11.000]   chasing money,
[01:19:11.000 --> 01:19:12.000]   which is the cheapest,
[01:19:12.000 --> 01:19:14.000]   most ephemeral thing that exists,
[01:19:14.000 --> 01:19:16.000]   and we often ignore true wealth
[01:19:16.000 --> 01:19:18.000]   and those things that create money.
[01:19:18.000 --> 01:19:19.000]   And Aesop wrote the fable
[01:19:19.000 --> 01:19:20.000]   of the goose and the golden egg
[01:19:20.000 --> 01:19:21.000]   for a reason.
[01:19:21.000 --> 01:19:22.000]   And yet I feel like
[01:19:22.000 --> 01:19:25.000]   most of our modern American mentality
[01:19:25.000 --> 01:19:26.000]   related to money
[01:19:26.000 --> 01:19:28.000]   is all about cutting the goose open
[01:19:28.000 --> 01:19:29.000]   to get the egg
[01:19:29.000 --> 01:19:31.000]   so we can show it off online
[01:19:31.000 --> 01:19:32.000]   rather than cultivating
[01:19:32.000 --> 01:19:33.000]   a farm of geese
[01:19:33.000 --> 01:19:34.000]   and taking that one goose
[01:19:34.000 --> 01:19:35.000]   that was producing
[01:19:35.000 --> 01:19:37.000]   kind of yellowish-looking eggs
[01:19:37.000 --> 01:19:38.000]   and carefully breeding it
[01:19:38.000 --> 01:19:39.000]   and carefully breeding it
[01:19:39.000 --> 01:19:40.000]   and carefully breeding it
[01:19:40.000 --> 01:19:42.000]   until three generations from now
[01:19:42.000 --> 01:19:45.000]   we can have a goose sire
[01:19:45.000 --> 01:19:48.000]   that can fill our children's goose houses
[01:19:48.000 --> 01:19:51.000]   with progeny forever.
[01:19:51.000 --> 01:19:55.000]   And so how do we get more of that
[01:19:55.000 --> 01:19:56.000]   in our thinking?
[01:19:56.000 --> 01:19:58.000]   How do we build that long-term thinking?
[01:19:58.000 --> 01:19:59.000]   And my entree into this
[01:19:59.000 --> 01:20:02.000]   is this is why I think it's important
[01:20:02.000 --> 01:20:04.000]   that we think and talk about our family.
[01:20:04.000 --> 01:20:05.000]   We're living in a culture
[01:20:05.000 --> 01:20:07.000]   that is so ephemeral
[01:20:07.000 --> 01:20:09.000]   that all we think about is ourselves.
[01:20:09.000 --> 01:20:11.000]   And so if we're going to go build a business
[01:20:11.000 --> 01:20:12.000]   we're just thinking about
[01:20:12.000 --> 01:20:13.000]   how we can get rich
[01:20:13.000 --> 01:20:14.000]   so we can retire
[01:20:14.000 --> 01:20:15.000]   and be done as quickly as possible.
[01:20:15.000 --> 01:20:17.000]   But more and more as I get older
[01:20:17.000 --> 01:20:18.000]   and I watch my children get older
[01:20:18.000 --> 01:20:20.000]   now I'm thinking
[01:20:20.000 --> 01:20:22.000]   how can I build a business
[01:20:22.000 --> 01:20:23.000]   that my great-grandchildren
[01:20:23.000 --> 01:20:25.000]   will be able to triple?
[01:20:25.000 --> 01:20:27.000]   That's a totally different mindset.
[01:20:27.000 --> 01:20:28.000]   And I don't know if it's possible.
[01:20:28.000 --> 01:20:30.000]   We can look to some of the businesses
[01:20:30.000 --> 01:20:31.000]   in Japan and in Europe
[01:20:31.000 --> 01:20:32.000]   and the Middle East and whatnot
[01:20:32.000 --> 01:20:35.000]   where there's 600-year-old businesses.
[01:20:35.000 --> 01:20:38.000]   And the business major in me
[01:20:38.000 --> 01:20:39.000]   just says, "Oh, that's ridiculous.
[01:20:39.000 --> 01:20:41.000]   Our modern engineering is so better."
[01:20:41.000 --> 01:20:42.000]   But is it?
[01:20:42.000 --> 01:20:44.000]   Don't we have some lessons to learn?
[01:20:44.000 --> 01:20:46.000]   So I don't have much to teach on it
[01:20:46.000 --> 01:20:47.000]   but I am thinking about it
[01:20:47.000 --> 01:20:48.000]   and trying to find some solutions
[01:20:48.000 --> 01:20:50.000]   to solve these desires
[01:20:50.000 --> 01:20:53.000]   that you and I share.
[01:20:53.000 --> 01:20:55.000]   Yeah, I think that's...
[01:20:55.000 --> 01:20:57.000]   I mean, that's been a lot of what
[01:20:57.000 --> 01:20:59.000]   I think has kept me from...
[01:20:59.000 --> 01:21:01.000]   which is not necessarily a good thing
[01:21:01.000 --> 01:21:03.000]   but what's kept me from taking action
[01:21:03.000 --> 01:21:06.000]   at times is I want to build a business
[01:21:06.000 --> 01:21:09.000]   that not only my children can inherit
[01:21:09.000 --> 01:21:11.000]   but can do so much more
[01:21:11.000 --> 01:21:14.000]   than I was able to do with it.
[01:21:14.000 --> 01:21:16.000]   I love the Thousand Year House guy.
[01:21:16.000 --> 01:21:17.000]   Those guys are super awesome
[01:21:17.000 --> 01:21:18.000]   and especially with my background
[01:21:18.000 --> 01:21:21.000]   in construction, I love that stuff.
[01:21:21.000 --> 01:21:22.000]   And I think there's obviously
[01:21:22.000 --> 01:21:24.000]   a lot to be said in UC, right?
[01:21:24.000 --> 01:21:26.000]   As wealthy people spend money
[01:21:26.000 --> 01:21:27.000]   and if they start to value something
[01:21:27.000 --> 01:21:29.000]   you start seeing that transition
[01:21:29.000 --> 01:21:31.000]   over to lower classes
[01:21:31.000 --> 01:21:33.000]   and that can happen.
[01:21:33.000 --> 01:21:38.000]   It's also just hard where it's like,
[01:21:38.000 --> 01:21:40.000]   gosh, it's like a million-dollar home
[01:21:40.000 --> 01:21:41.000]   and it's not even that big
[01:21:41.000 --> 01:21:44.000]   and what about the people
[01:21:44.000 --> 01:21:47.000]   who need this to some degree?
[01:21:47.000 --> 01:21:48.000]   Some of those people just need
[01:21:48.000 --> 01:21:49.000]   to go figure out a way
[01:21:49.000 --> 01:21:51.000]   to make more money, right?
[01:21:51.000 --> 01:21:52.000]   I couldn't afford
[01:21:52.000 --> 01:21:53.000]   an all-brick home right now.
[01:21:53.000 --> 01:21:57.000]   So, you know, and so I think there's...
[01:21:57.000 --> 01:21:59.000]   It's like I see a lot of this stuff
[01:21:59.000 --> 01:22:00.000]   that I want to move to
[01:22:00.000 --> 01:22:02.000]   and I don't see a lot of people doing it.
[01:22:02.000 --> 01:22:04.000]   Other than there's a few people
[01:22:04.000 --> 01:22:06.000]   doing like that kind of thing
[01:22:06.000 --> 01:22:08.000]   but then I even see like I struggle
[01:22:08.000 --> 01:22:10.000]   with kind of the economic side of it.
[01:22:10.000 --> 01:22:11.000]   I don't mind.
[01:22:11.000 --> 01:22:14.000]   I have no problem selling expensive things
[01:22:14.000 --> 01:22:15.000]   to wealthy people.
[01:22:15.000 --> 01:22:17.000]   Also, to some degree, it's like
[01:22:17.000 --> 01:22:19.000]   how can we scale that down
[01:22:19.000 --> 01:22:20.000]   in a reasonable way
[01:22:20.000 --> 01:22:22.000]   so that a reasonable family
[01:22:22.000 --> 01:22:24.000]   when they're trying to buy a home,
[01:22:24.000 --> 01:22:26.000]   they're not wasting their first home payment
[01:22:26.000 --> 01:22:29.000]   on some trashy new build
[01:22:29.000 --> 01:22:31.000]   that literally falls apart in six months
[01:22:31.000 --> 01:22:34.000]   and is built literally falling apart, right?
[01:22:34.000 --> 01:22:40.000]   I like your example of the golden egg
[01:22:40.000 --> 01:22:42.000]   where yeah, that's totally what we're doing.
[01:22:42.000 --> 01:22:45.000]   You're totally like not only killing the goose
[01:22:45.000 --> 01:22:46.000]   but cutting open the egg
[01:22:46.000 --> 01:22:48.000]   and it's like all of this stuff.
[01:22:48.000 --> 01:22:51.000]   We destroy the actual valuable thing
[01:22:51.000 --> 01:22:53.000]   and we have no thought for the future
[01:22:53.000 --> 01:22:55.000]   because ooh, I can post this on Instagram.
[01:22:55.000 --> 01:22:59.000]   I don't know.
[01:22:59.000 --> 01:23:00.000]   I'm glad to hear you're thinking that.
[01:23:00.000 --> 01:23:02.000]   I would love for you to do that episode
[01:23:02.000 --> 01:23:04.000]   on the five industries
[01:23:04.000 --> 01:23:06.000]   that financial services should take over.
[01:23:06.000 --> 01:23:08.000]   I think that's totally within your wheelhouse.
[01:23:08.000 --> 01:23:09.000]   - All right.
[01:23:09.000 --> 01:23:12.000]   I always question
[01:23:12.000 --> 01:23:15.000]   how do I keep my podcast name
[01:23:15.000 --> 01:23:16.000]   Radical Personal Finance
[01:23:16.000 --> 01:23:18.000]   instead of The Joshua Sheets Show
[01:23:18.000 --> 01:23:21.000]   if I go too far off script
[01:23:21.000 --> 01:23:23.000]   but I probably should.
[01:23:23.000 --> 01:23:24.000]   - That ship has sailed.
[01:23:24.000 --> 01:23:25.000]   It's fine.
[01:23:25.000 --> 01:23:28.000]   - There you go.
[01:23:28.000 --> 01:23:29.000]   That was the accurate comment.
[01:23:29.000 --> 01:23:31.000]   The ship sailed with episode 33, Joshua.
[01:23:31.000 --> 01:23:32.000]   Come on.
[01:23:32.000 --> 01:23:34.000]   And we're all still here.
[01:23:34.000 --> 01:23:35.000]   Great.
[01:23:35.000 --> 01:23:36.000]   All right, good stuff, Daniel.
[01:23:36.000 --> 01:23:37.000]   Thank you.
[01:23:37.000 --> 01:23:39.000]   Let's keep talking and let's keep thinking.
[01:23:39.000 --> 01:23:40.000]   I think obviously with most things
[01:23:40.000 --> 01:23:42.000]   everything begins with desire
[01:23:42.000 --> 01:23:43.000]   so we begin with a desire
[01:23:43.000 --> 01:23:45.000]   and there's not a solution.
[01:23:45.000 --> 01:23:46.000]   On the housing thing,
[01:23:46.000 --> 01:23:48.000]   I've been following the guys
[01:23:48.000 --> 01:23:50.000]   who are 3D printing houses
[01:23:50.000 --> 01:23:52.000]   and I don't think it's not--
[01:23:52.000 --> 01:23:54.000]   They're not thousand-year houses.
[01:23:54.000 --> 01:23:55.000]   They still use wooden trusses
[01:23:55.000 --> 01:23:57.000]   and asphalt shingle roofs
[01:23:57.000 --> 01:23:58.000]   and things like that
[01:23:58.000 --> 01:24:01.000]   so it's not nearly as great
[01:24:01.000 --> 01:24:03.000]   as a brick house with a slate roof
[01:24:03.000 --> 01:24:04.000]   or something like that
[01:24:04.000 --> 01:24:08.000]   but still there are probably some ways to do it
[01:24:08.000 --> 01:24:11.000]   and if I were involved in home building
[01:24:11.000 --> 01:24:12.000]   and I could use a--
[01:24:12.000 --> 01:24:14.000]   If I could build 3D printed houses
[01:24:14.000 --> 01:24:16.000]   with the construction printers that they have,
[01:24:16.000 --> 01:24:18.000]   the concrete printers that they're using now,
[01:24:18.000 --> 01:24:20.000]   that stuff's pretty cool
[01:24:20.000 --> 01:24:23.000]   and so it's probably not an extremism.
[01:24:23.000 --> 01:24:24.000]   Probably what we need
[01:24:24.000 --> 01:24:27.000]   is some builders building modest houses
[01:24:27.000 --> 01:24:28.000]   that cost a million dollars
[01:24:28.000 --> 01:24:30.000]   because they're all made out of brick
[01:24:30.000 --> 01:24:31.000]   and then we need a lot of other people
[01:24:31.000 --> 01:24:34.000]   that are still producing homes for the masses
[01:24:34.000 --> 01:24:35.000]   because we forget
[01:24:35.000 --> 01:24:39.000]   how minuscule the wealthy has always been.
[01:24:39.000 --> 01:24:41.000]   The counterargument to everything
[01:24:41.000 --> 01:24:42.000]   that we've said so far
[01:24:42.000 --> 01:24:43.000]   is just to appreciate
[01:24:43.000 --> 01:24:45.000]   that a lot of our ancestors
[01:24:45.000 --> 01:24:47.000]   lived in a sod house
[01:24:47.000 --> 01:24:49.000]   that they dug out of the ground
[01:24:49.000 --> 01:24:50.000]   and piled up grass around
[01:24:50.000 --> 01:24:53.000]   and that was where they birthed nine children
[01:24:53.000 --> 01:24:57.000]   and so we're doing a lot better than that
[01:24:57.000 --> 01:24:58.000]   but that doesn't mean
[01:24:58.000 --> 01:25:00.000]   that we've reached the zenith of civilization.
[01:25:00.000 --> 01:25:02.000]   We've got a lot yet to do.
[01:25:02.000 --> 01:25:03.000]   Thank you all for listening to today's show.
[01:25:03.000 --> 01:25:05.000]   That concludes our Friday Q&A show for today,
[01:25:05.000 --> 01:25:07.000]   June 7, 2024.
[01:25:07.000 --> 01:25:08.000]   As you can see,
[01:25:08.000 --> 01:25:09.000]   that's open mic Friday.
[01:25:09.000 --> 01:25:10.000]   You can call anything.
[01:25:10.000 --> 01:25:11.000]   You can talk about anything
[01:25:11.000 --> 01:25:12.000]   and I can't censor you
[01:25:12.000 --> 01:25:14.000]   and you can trigger me any way you like.
[01:25:14.000 --> 01:25:16.000]   So if you'd like to join me on next week's show,
[01:25:16.000 --> 01:25:17.000]   I hope you'll do that.
[01:25:17.000 --> 01:25:24.000]   Go to Patreon.com/RadicalPersonalFinance
[01:25:24.000 --> 01:25:25.000]   and sign up there
[01:25:25.000 --> 01:25:26.000]   and you'll be able to join me next week
[01:25:26.000 --> 01:25:28.000]   on the Friday Q&A show.
[01:25:28.000 --> 01:25:29.000]   Hey, you.
[01:25:29.000 --> 01:25:30.000]   Yes, you.
[01:25:30.000 --> 01:25:31.000]   Ever wonder if your shoes could talk?
[01:25:31.000 --> 01:25:33.000]   What stories they'd tell?
[01:25:33.000 --> 01:25:34.000]   Over at Tom's,
[01:25:34.000 --> 01:25:36.000]   they're changing the narrative with every pair.
[01:25:36.000 --> 01:25:37.000]   And guess what?
[01:25:37.000 --> 01:25:39.000]   It's all about wearing good.
[01:25:39.000 --> 01:25:41.000]   See, each pair of Tom's you slip into
[01:25:41.000 --> 01:25:43.000]   is a step towards something bigger.
[01:25:43.000 --> 01:25:44.000]   When you buy Tom's,
[01:25:44.000 --> 01:25:46.000]   you help fund mental health resources
[01:25:46.000 --> 01:25:47.000]   for folks who need them.
[01:25:47.000 --> 01:25:49.000]   How's that for stepping out with purpose?
[01:25:49.000 --> 01:25:51.000]   Wear good isn't just a tagline.
[01:25:51.000 --> 01:25:54.000]   It's a philosophy rooted deeply in Tom's mission
[01:25:54.000 --> 01:25:56.000]   of using business to improve lives
[01:25:56.000 --> 01:25:58.000]   and it's not just a one-time thing.
[01:25:58.000 --> 01:25:59.000]   It's a movement.
[01:25:59.000 --> 01:26:00.000]   Head to Tom's.com
[01:26:00.000 --> 01:26:02.000]   to learn more about fellow changemakers
[01:26:02.000 --> 01:26:04.000]   who have teamed up with Tom's
[01:26:04.000 --> 01:26:05.000]   to bring this campaign to life
[01:26:05.000 --> 01:26:07.000]   with their own unique stories.
[01:26:07.000 --> 01:26:09.000]   Tom's believes that when you look good,
[01:26:09.000 --> 01:26:10.000]   you feel good.
[01:26:10.000 --> 01:26:11.000]   And when you feel good,
[01:26:11.000 --> 01:26:12.000]   you're primed to do good.
[01:26:12.000 --> 01:26:14.000]   And with Tom's timeless style
[01:26:14.000 --> 01:26:15.000]   and cloud-like comfort,
[01:26:15.000 --> 01:26:16.000]   you'll feel great.
[01:26:16.000 --> 01:26:18.000]   Are you ready to walk the walk?
[01:26:18.000 --> 01:26:19.000]   Lace up,
[01:26:19.000 --> 01:26:20.000]   step into your story,
[01:26:20.000 --> 01:26:21.000]   and wear good.
[01:26:21.000 --> 01:26:24.000]   Pick up a pair of Tom's now at Tom's.com.
[01:26:24.000 --> 01:26:29.340]   Step toward a brighter world, one pair of TOMS at a time.

