
[00:00:00.000 --> 00:00:19.000]   [ Music ]
[01:44:59.200 --> 01:45:01.200]   even among leading scientists.
[01:45:01.200 --> 01:45:04.200]   Many believe a combination of several factors are at work,
[01:45:04.200 --> 01:45:08.200]   including family history, relationship to parents and siblings,
[01:45:08.200 --> 01:45:13.200]   health, early morals, learned attitudes and behaviors.
[01:45:13.200 --> 01:45:17.200]   Dr. Paul Cameron, who is an expert on genetic causality, says,
[01:45:17.200 --> 01:45:22.200]   "A correlation for specific genetic markers does not imply a gene or genes
[01:45:22.200 --> 01:45:27.200]   caused the brother's homosexuality that is in the Hammer study.
[01:45:27.200 --> 01:45:36.200]   The results could be pointing to another tacit or another trait shared by these subjects
[01:45:36.200 --> 01:45:42.200]   and disproportionately common in gays, such as promiscuity or exhibitionism
[01:45:42.200 --> 01:45:50.200]   or other personality characteristics known to be associated with male homosexuality."
[01:45:50.200 --> 01:45:54.200]   Now, the fact that many ministers and psychologists have successfully counseled
[01:45:54.200 --> 01:46:01.200]   homosexuals to abandon this lifestyle and now have a satisfying heterosexual relationship
[01:46:01.200 --> 01:46:05.200]   makes that genetic theory suspect.
[01:46:05.200 --> 01:46:15.200]   So, Dr. Charles Sokardes, who is the president of the National Association of Research and Therapy
[01:46:15.200 --> 01:46:21.200]   of Homosexuality, agrees and questions the legitimacy of genetic causality.
[01:46:21.200 --> 01:46:25.200]   It's interesting that the 1993 study is under investigation for alleged fraud
[01:46:25.200 --> 01:46:29.200]   by the Office of Research Integrity.
[01:46:29.200 --> 01:46:33.200]   It's also interesting that part of the study, a colleague of Hammer
[01:46:33.200 --> 01:46:39.200]   accused him of selectively reporting the evidence, the data that was involved,
[01:46:39.200 --> 01:46:42.200]   in order to advance his thesis.
[01:46:42.200 --> 01:46:45.200]   Hammer himself is a homosexual activist.
[01:46:45.200 --> 01:46:49.200]   He was reassigned to other research areas, smoking and cancer,
[01:46:49.200 --> 01:46:52.200]   after ethical questions arose about his work.
[01:46:52.200 --> 01:46:58.200]   And a second study released in October of 1995, published in Nature Genetics,
[01:46:58.200 --> 01:47:03.200]   not as well researched as the first, still had the supposed gay gene markers
[01:47:03.200 --> 01:47:06.200]   in 22% of the heterosexuals.
[01:47:06.200 --> 01:47:10.200]   That should have been homosexual, but they weren't.
[01:47:10.200 --> 01:47:13.200]   Then there's problems with the hypothalamus study.
[01:47:13.200 --> 01:47:17.200]   One of the main problems of this study is the science of the study itself.
[01:47:17.200 --> 01:47:20.200]   George Grant and Mark Horn conclude,
[01:47:20.200 --> 01:47:25.200]   "To say that this experiment is exceedingly dubious is a gross understatement.
[01:47:25.200 --> 01:47:28.200]   LeVay is attempting to tell us that he has found a difference
[01:47:28.200 --> 01:47:31.200]   between the brains of homosexuals and heterosexuals
[01:47:31.200 --> 01:47:37.200]   when he actually has no idea if there are really any heterosexuals in his group."
[01:47:37.200 --> 01:47:41.200]   Even homosexuals were critical of the hypothalamus study by LeVay.
[01:47:41.200 --> 01:47:47.200]   The Bay Area Reporter, that is a pro-homosexual paper in San Francisco,
[01:47:47.200 --> 01:47:52.200]   accused LeVay of having a sloppy control group and engaging in circular reasoning.
[01:47:52.200 --> 01:47:56.200]   Other scientists were critical of his research of the study.
[01:47:56.200 --> 01:48:03.200]   Dr. Cameron wrote, "Three out of the 19 homosexuals have larger INAH3
[01:48:03.200 --> 01:48:07.200]   than the mean size for heterosexuals.
[01:48:07.200 --> 01:48:12.200]   The second largest INAH3 group belong to a gay,
[01:48:12.200 --> 01:48:19.200]   and three of the 16 heterosexuals had smaller INAH3
[01:48:19.200 --> 01:48:22.200]   than the mean size for homosexuals."
[01:48:22.200 --> 01:48:26.200]   According to LeVay's theory, three of the heterosexuals should have been homosexual,
[01:48:26.200 --> 01:48:29.200]   and three of the homosexuals should have been heterosexual.
[01:48:29.200 --> 01:48:33.200]   When you completely misclassify six out of 35,
[01:48:33.200 --> 01:48:36.200]   you don't have much of a theory.
[01:48:36.200 --> 01:48:40.200]   Furthermore, there's no science that has ever proven
[01:48:40.200 --> 01:48:44.200]   that that particular region of the brain, or the hypothalamus,
[01:48:44.200 --> 01:48:47.200]   causes sexual orientation.
[01:48:47.200 --> 01:48:56.200]   LeVay even admits in his study that AIDS may have confounded the results of his study.
[01:48:56.200 --> 01:48:59.200]   Now, what about the identical twins study?
[01:48:59.200 --> 01:49:03.200]   It's interesting here that half of the identical twins were not homosexual,
[01:49:03.200 --> 01:49:08.200]   which clearly illustrates there are several factors at work in the genetics.
[01:49:08.200 --> 01:49:14.200]   Richard Cohen, in the book "Perpetuating Homosexual Myths," writes,
[01:49:14.200 --> 01:49:17.200]   "If a homosexual orientation is genetic,
[01:49:17.200 --> 01:49:21.200]   then 100% of all identical twins should have been homosexual.
[01:49:21.200 --> 01:49:24.200]   But, only half were, 52%.
[01:49:24.200 --> 01:49:27.200]   Therefore, it's easy to conclude that environmental factors,
[01:49:27.200 --> 01:49:31.200]   not genes, cause homosexuality."
[01:49:31.200 --> 01:49:33.200]   There was considerable research bias here.
[01:49:33.200 --> 01:49:36.200]   Pillard and Bailey have a cause to defend.
[01:49:36.200 --> 01:49:40.200]   Pillard, a homosexual, Bailey, a gay rights activist.
[01:49:40.200 --> 01:49:44.200]   The prestigious British Medical Journal, in 1993,
[01:49:44.200 --> 01:49:47.200]   criticized their study as having a small sample,
[01:49:47.200 --> 01:49:53.200]   unresolved questions resulting in uninterpretable data.
[01:49:53.200 --> 01:49:57.200]   So, there's problems with all three of the studies.
[01:49:57.200 --> 01:49:59.200]   So, we have to throw in a caution.
[01:49:59.200 --> 01:50:02.200]   Even if a homosexual accepts,
[01:50:02.200 --> 01:50:05.200]   the probability that his homosexuality is not genetic,
[01:50:05.200 --> 01:50:08.200]   based upon a lack of scientific support,
[01:50:08.200 --> 01:50:12.200]   it does not mean he is ready to acknowledge his sinfulness
[01:50:12.200 --> 01:50:15.200]   and trust Jesus Christ as Lord and Savior.
[01:50:15.200 --> 01:50:17.200]   Accepting Jesus as the only alternative left,
[01:50:17.200 --> 01:50:21.200]   is not the same thing as trusting him as Lord and Savior.
[01:50:21.200 --> 01:50:24.200]   Never was.
[01:50:24.200 --> 01:50:27.200]   When you rebuttal their studies,
[01:50:27.200 --> 01:50:31.200]   with other scientific stuff,
[01:50:31.200 --> 01:50:33.200]   usually they'll make statements like this,
[01:50:33.200 --> 01:50:38.200]   "Well, even animals are homosexual."
[01:50:38.200 --> 01:50:40.200]   Well, that is true.
[01:50:40.200 --> 01:50:42.200]   We could demonstrate that there are some kind of animals
[01:50:42.200 --> 01:50:45.200]   that practice homosexuality,
[01:50:45.200 --> 01:50:47.200]   but animals also eat their young.
[01:50:47.200 --> 01:50:51.200]   Does that mean we need to start practicing that as well?
[01:50:51.200 --> 01:50:53.200]   I don't think so.
[01:50:53.200 --> 01:51:02.200]   So, animal behavior is an extremely poor gauge for human behavior.
[01:51:02.200 --> 01:51:08.200]   Well then, secondly, then we want to say this,
[01:51:08.200 --> 01:51:12.200]   that the myth that homosexuality is a mental illness.
[01:51:12.200 --> 01:51:15.200]   This is the second barrier that's there.
[01:51:15.200 --> 01:51:19.200]   Being a homosexual is not a sin, but it's a sickness, they say.
[01:51:19.200 --> 01:51:21.200]   I need to be inwardly healed.
[01:51:21.200 --> 01:51:24.200]   It's a result of my past and how others have so poorly treated me.
[01:51:24.200 --> 01:51:30.200]   I may be able to stop the practice, but I cannot help the condition.
[01:51:30.200 --> 01:51:34.200]   Now, this is an interesting statement,
[01:51:34.200 --> 01:51:42.200]   because advocates of this particular view
[01:51:42.200 --> 01:51:44.200]   have a psychological view of homosexuality
[01:51:44.200 --> 01:51:49.200]   in contrast to the earlier physiological view.
[01:51:49.200 --> 01:51:56.200]   The American Psychiatric Association, the APA,
[01:51:56.200 --> 01:52:02.200]   early editions of the Diagnostic and Statistical Manual of Psychiatric Disorders
[01:52:02.200 --> 01:52:07.200]   listed homosexuality as, listen to this, I'm quoting them,
[01:52:07.200 --> 01:52:12.200]   as a psychopathic personality disturbance.
[01:52:12.200 --> 01:52:15.200]   That's unbelievable.
[01:52:15.200 --> 01:52:20.200]   In the DSM-II, that was written in 1952,
[01:52:20.200 --> 01:52:25.200]   the first DSM, the first volume of the Diagnostic and Statistical Manual, 1952,
[01:52:25.200 --> 01:52:29.200]   called it a psychopathic personality disturbance.
[01:52:29.200 --> 01:52:35.200]   In 1968, the DSM-II described it as a sexual deviation,
[01:52:35.200 --> 01:52:42.200]   personality disorder, and certain other non-psychotic mental disorders.
[01:52:42.200 --> 01:52:49.200]   So between 1952 and 1968, they started equivocating on the terminology.
[01:52:49.200 --> 01:52:54.200]   That's between volume one and volume two.
[01:52:54.200 --> 01:53:03.200]   However, in 1973, now this is five years later after the DSM-II came out,
[01:53:03.200 --> 01:53:07.200]   the American Psychiatric Association removed homosexuality
[01:53:07.200 --> 01:53:09.200]   from the category of mental illness.
[01:53:09.200 --> 01:53:12.200]   Up to that time, it was considered an abnormal psychological condition
[01:53:12.200 --> 01:53:19.200]   that required special psychiatric treatment in order to achieve a cure.
[01:53:19.200 --> 01:53:22.200]   This sudden change was not a result of any findings,
[01:53:22.200 --> 01:53:26.200]   but was a direct result of the pressure tactics of the homosexual lobby.
[01:53:26.200 --> 01:53:29.200]   The change only occurred when tactics of the homosexual lobby
[01:53:29.200 --> 01:53:34.200]   switched from demonstration to confrontation and disruption.
[01:53:34.200 --> 01:53:40.200]   Only one quarter of the proposed members of the APA voted on the proposed change.
[01:53:40.200 --> 01:53:44.200]   In 1973, a landmark decision of the APA to remove homosexuality
[01:53:44.200 --> 01:53:47.200]   from its list of mental disorders was, in large part,
[01:53:47.200 --> 01:53:50.200]   the product of militant intimidation by homosexuals,
[01:53:50.200 --> 01:53:55.200]   not to mention spurious and pseudoscientific reasoning.
[01:53:55.200 --> 01:54:03.200]   That's according to the Journal of Psychohistory, Winter, 1992, pages 308 to 329.
[01:54:03.200 --> 01:54:05.200]   That's huge.
[01:54:05.200 --> 01:54:09.200]   Many psychiatrists and psychotherapists still believe it's a mental illness.
[01:54:09.200 --> 01:54:12.200]   Robert Isay, medical doctor and clinical professor of psychiatry
[01:54:12.200 --> 01:54:17.200]   at Cornell Medical College and chair of the APA's Committee on Gay, Lesbian,
[01:54:17.200 --> 01:54:22.200]   and Bisexual Issues says that there is a continuing conviction among most,
[01:54:22.200 --> 01:54:27.200]   although not all, dynamically oriented psychiatrists in general
[01:54:27.200 --> 01:54:30.200]   and psychotherapists in particular that homosexuality can
[01:54:30.200 --> 01:54:34.200]   and should be changed to heterosexuality.
[01:54:34.200 --> 01:54:38.200]   Wow. We don't often hear that.
[01:54:38.200 --> 01:54:41.200]   It's interesting that as recently as 1961,
[01:54:41.200 --> 01:54:44.200]   every state in the nation outlawed homosexuality.
[01:54:44.200 --> 01:54:47.200]   By 1980, 21 states had decriminalized sodomy.
[01:54:47.200 --> 01:54:54.200]   By 1994, 27 states had done so.
[01:54:54.200 --> 01:54:58.200]   Now, it's interesting.
[01:54:58.200 --> 01:55:02.200]   In an expression of public anger and frustration,
[01:55:02.200 --> 01:55:06.200]   Dr. Perloff condemned the APA's one-sided political activism
[01:55:06.200 --> 01:55:10.200]   of reorientation therapy with homosexuals.
[01:55:10.200 --> 01:55:12.200]   He said, "It is considered unethical."
[01:55:12.200 --> 01:55:14.200]   That's all wrong.
[01:55:14.200 --> 01:55:17.200]   First, the data are not fully in yet.
[01:55:17.200 --> 01:55:20.200]   And second, if the client wants to change, listen to the client.
[01:55:20.200 --> 01:55:23.200]   Third, you're barring research.
[01:55:23.200 --> 01:55:28.200]   In other words, he's siding with the fact that
[01:55:28.200 --> 01:55:34.200]   it's okay for a psychiatrist to be able to therapeutically
[01:55:34.200 --> 01:55:43.200]   help a person change from being a homosexual to a heterosexual.
[01:55:43.200 --> 01:55:46.200]   Well, Christian ministries and support groups to gays,
[01:55:46.200 --> 01:55:48.200]   like Exodus International,
[01:55:48.200 --> 01:55:51.200]   most of these ministries to gays, lesbians, and bisexuals
[01:55:51.200 --> 01:55:56.200]   still hold to a fundamental idea that homosexuality is a psychological illness
[01:55:56.200 --> 01:56:01.200]   that oftentimes is environmentally determined.
[01:56:01.200 --> 01:56:06.200]   They say stress reparative therapy to "cure" the homosexual
[01:56:06.200 --> 01:56:11.200]   of this abnormality, a learned abnormal behavior.
[01:56:11.200 --> 01:56:13.200]   Those are their words.
[01:56:13.200 --> 01:56:18.200]   Hal Schell, an ex-gay who had a ministry to homosexuals,
[01:56:18.200 --> 01:56:27.200]   says homosexuality, or sees it, as a complicated compulsive behavioral disorder
[01:56:27.200 --> 01:56:33.200]   binding individuals to a sinful lifestyle.
[01:56:33.200 --> 01:56:38.200]   Al Mettinger, president of Exodus International,
[01:56:38.200 --> 01:56:41.200]   former president, I should say, made this statement,
[01:56:41.200 --> 01:56:44.200]   "The practice is sinful, the condition is not."
[01:56:44.200 --> 01:56:45.200]   Interesting.
[01:56:45.200 --> 01:56:49.200]   The practice is sinful, but the condition is not.
[01:56:49.200 --> 01:56:52.200]   The practice requires repentance and change, he says.
[01:56:52.200 --> 01:57:02.200]   The condition requires healing.
[01:57:02.200 --> 01:57:12.200]   And it's interesting that the same thing is said by James Dobson.
[01:57:12.200 --> 01:57:15.200]   The Christian psychologists still hold to the beliefs
[01:57:15.200 --> 01:57:18.200]   in terms of their secular counterparts.
[01:57:18.200 --> 01:57:20.200]   The denominational groups do the same.
[01:57:20.200 --> 01:57:22.200]   Individual church ministries do the same.
[01:57:22.200 --> 01:57:26.200]   Christian counselors and psychologists still do the same thing.
[01:57:26.200 --> 01:57:36.200]   They still hold to the same view that it's a mental illness.
[01:57:36.200 --> 01:57:42.200]   How do you respond to that from a Christian apologetical point of view?
[01:57:42.200 --> 01:57:44.200]   Well, there's problems with the APA.
[01:57:44.200 --> 01:57:48.200]   You may see strange, but Bible-believing Christians should be in agreement
[01:57:48.200 --> 01:57:53.200]   with the homosexual agenda to no longer list it as a mental illness,
[01:57:53.200 --> 01:57:55.200]   because it's not.
[01:57:55.200 --> 01:57:57.200]   We ought to agree with them.
[01:57:57.200 --> 01:58:01.200]   All the protesters, it's not a mental illness.
[01:58:01.200 --> 01:58:04.200]   The original reason for listing homosexuality as a mental illness
[01:58:04.200 --> 01:58:09.200]   was not because of research, and it didn't change because of any research.
[01:58:09.200 --> 01:58:12.200]   It didn't stem from biblical convictions,
[01:58:12.200 --> 01:58:15.200]   but because society considered it to be unacceptable.
[01:58:15.200 --> 01:58:18.200]   So the APA pretends to be scientific when in reality,
[01:58:18.200 --> 01:58:21.200]   their beliefs and conviction are constantly changing
[01:58:21.200 --> 01:58:29.200]   based upon the political climate.
[01:58:29.200 --> 01:58:32.200]   That's interesting.
[01:58:32.200 --> 01:58:36.200]   Homosexuality is no longer a psychological disorder,
[01:58:36.200 --> 01:58:38.200]   but those who now consider homosexuality as sinful
[01:58:38.200 --> 01:58:41.200]   are now the ones who have a psychological disorder.
[01:58:41.200 --> 01:58:45.200]   They have homophobia.
[01:58:45.200 --> 01:58:52.200]   That's a 180-degree turn in less than 25 years.
[01:58:52.200 --> 01:58:54.200]   I like what Adam says.
[01:58:54.200 --> 01:58:55.200]   I think I put it in your notes.
[01:58:55.200 --> 01:58:58.200]   Every book on psychology or counseling that seriously struggles
[01:58:58.200 --> 01:59:00.200]   with the question of normality or abnormality
[01:59:00.200 --> 01:59:03.200]   ultimately concludes that it is impossible
[01:59:03.200 --> 01:59:06.200]   to set any absolute norms by which to make a judgment
[01:59:06.200 --> 01:59:11.200]   that any given belief or behavior is normal or abnormal.
[01:59:11.200 --> 01:59:15.200]   Yet the authors of these books persist on using these terms anyhow,
[01:59:15.200 --> 01:59:19.200]   and they go so far as to declare various behaviors normal or abnormal.
[01:59:19.200 --> 01:59:22.200]   Usually this is done on the basis of sociological theories
[01:59:22.200 --> 01:59:26.200]   in which norms are set according to averages obtained
[01:59:26.200 --> 01:59:30.200]   in various, often highly biased ways by survey and tests.
[01:59:30.200 --> 01:59:35.200]   Thus, if enough persons at a given period in a particular place
[01:59:35.200 --> 01:59:42.200]   declare their homosexuality preferences,
[01:59:42.200 --> 01:59:46.200]   homosexuality presumably must be declared normal.
[01:59:46.200 --> 01:59:49.200]   In Sodom, it is possible that the sociologists
[01:59:49.200 --> 01:59:52.200]   would have declared heterosexuality abnormal
[01:59:52.200 --> 01:59:54.200]   if they would have had a whack at it.
[01:59:54.200 --> 01:59:58.200]   We must not set norms by counting noses on sinful men.
[01:59:58.200 --> 02:00:00.200]   That's a great statement.
[02:00:00.200 --> 02:00:03.200]   We must not set norms by counting noses on sinful men.
[02:00:03.200 --> 02:00:10.200]   If nose counting were valid, then lying would be acceptable.
[02:00:10.200 --> 02:00:11.200]   That's true.
[02:00:11.200 --> 02:00:12.200]   Lying would be normal.
[02:00:12.200 --> 02:00:14.200]   Telling the truth would not.
[02:00:14.200 --> 02:00:16.200]   Who lies?
[02:00:16.200 --> 02:00:18.200]   We'd all have to raise our hands.
[02:00:18.200 --> 02:00:21.200]   Then that's normal.
[02:00:21.200 --> 02:00:23.200]   On the other hand, Bible-believing Christians
[02:00:23.200 --> 02:00:26.200]   are in agreement with most psychiatrists
[02:00:26.200 --> 02:00:30.200]   who believe that homosexuals can and should be changed to heterosexuals.
[02:00:30.200 --> 02:00:33.200]   Homosexuality is a sinful disorientation
[02:00:33.200 --> 02:00:36.200]   of what God intended to be norm for human sexuality.
[02:00:36.200 --> 02:00:39.200]   God intended monogamous heterosexual relationship
[02:00:39.200 --> 02:00:44.200]   for the purpose of companionship and procreation.
[02:00:44.200 --> 02:00:47.200]   So homosexuality is no longer a psychological behavior.
[02:00:47.200 --> 02:00:49.200]   Now it has turned 180 degrees.
[02:00:49.200 --> 02:00:51.200]   Now homophobia is.
[02:00:51.200 --> 02:00:54.200]   Politics runs the psychological establishment.
[02:00:54.200 --> 02:00:57.200]   Yeah, psychological establishment.
[02:00:57.200 --> 02:01:03.200]   It's not science that ultimately runs it.
[02:01:03.200 --> 02:01:06.200]   So there's problems with support groups to gays as well.
[02:01:06.200 --> 02:01:08.200]   They send out a mixed message that the behavior is wrong,
[02:01:08.200 --> 02:01:10.200]   but the condition is not.
[02:01:10.200 --> 02:01:14.200]   It's a gender identity abnormality.
[02:01:14.200 --> 02:01:18.200]   A psychological disorder binds the homosexual to a sinful condition,
[02:01:18.200 --> 02:01:21.200]   and often the answer is some form of regression therapy
[02:01:21.200 --> 02:01:26.200]   called inner healing in order to try to get that person out of homosexuality.
[02:01:26.200 --> 02:01:31.200]   I have never met a person that's come out of homosexuality as a result of that therapy.
[02:01:31.200 --> 02:01:38.200]   Doesn't mean they don't exist, but I have never met them.
[02:01:38.200 --> 02:01:43.200]   In fact, I think this leaves, when you have Christian groups saying
[02:01:43.200 --> 02:01:46.200]   the practice is sinful, but the condition is not,
[02:01:46.200 --> 02:01:50.200]   that really leaves an extraordinary dilemma in the mind of a homosexual.
[02:01:50.200 --> 02:01:54.200]   It's a compulsive behavioral disorder
[02:01:54.200 --> 02:01:59.200]   that implies a mental illness, yet the disorder binds the homosexual to sin,
[02:01:59.200 --> 02:02:01.200]   suggesting he doesn't have control over his own actions
[02:02:01.200 --> 02:02:03.200]   because he's bound by the disorder.
[02:02:03.200 --> 02:02:06.200]   On the one hand, the homosexual is told he's responsible.
[02:02:06.200 --> 02:02:09.200]   On the other hand, he's told he can't help himself.
[02:02:09.200 --> 02:02:11.200]   It's a condition.
[02:02:11.200 --> 02:02:16.200]   That's a mixed message.
[02:02:16.200 --> 02:02:17.200]   All right.
[02:02:17.200 --> 02:02:20.200]   How do you communicate the gospel to them?
[02:02:20.200 --> 02:02:23.200]   Of course, your attitude towards homosexuality.
[02:02:23.200 --> 02:02:30.200]   A homosexual is created in the image of God just like you.
[02:02:30.200 --> 02:02:32.200]   Many Christians have to remind themselves that except for God's grace,
[02:02:32.200 --> 02:02:36.200]   they stand under the same judgment of God as a homosexual.
[02:02:36.200 --> 02:02:38.200]   The fact that they're not or never were a homosexual,
[02:02:38.200 --> 02:02:41.200]   it doesn't make them any better than a homosexual.
[02:02:41.200 --> 02:02:45.200]   Both are created in the image of God and possess a fallen nature.
[02:02:45.200 --> 02:02:47.200]   Furthermore, we're all sexual creatures.
[02:02:47.200 --> 02:02:50.200]   That's basic to our creatureliness and humanness.
[02:02:50.200 --> 02:02:54.200]   Each of us have a particular sexual orientation.
[02:02:54.200 --> 02:02:56.200]   The desire for sex is not wrong.
[02:02:56.200 --> 02:03:00.200]   It's the orientation and the context that becomes a moral issue.
[02:03:00.200 --> 02:03:03.200]   For God has designed sex for a particular orientation.
[02:03:03.200 --> 02:03:05.200]   That's heterosexuality.
[02:03:05.200 --> 02:03:09.200]   And a particular context, that's monogamous marriage.
[02:03:09.200 --> 02:03:11.200]   That's the way God designed it.
[02:03:11.200 --> 02:03:19.200]   For a particular orientation, heterosexuality, context, monogamous marriage.
[02:03:19.200 --> 02:03:24.200]   Secondly, the homosexual is a sinner just like you.
[02:03:24.200 --> 02:03:27.200]   We're all totally depraved, whether heterosexual or homosexual.
[02:03:27.200 --> 02:03:31.200]   That means that every part of our being has been infected with sin.
[02:03:31.200 --> 02:03:35.200]   That includes our sexuality.
[02:03:35.200 --> 02:03:37.200]   One professor made this statement.
[02:03:37.200 --> 02:03:41.200]   He said, "In God's view, I suspect we are all sexual deviants.
[02:03:41.200 --> 02:03:44.200]   I doubt if there is anyone who has not had a lustful thought
[02:03:44.200 --> 02:03:47.200]   that deviated from God's perfect ideal of sexuality."
[02:03:47.200 --> 02:03:50.200]   That's true.
[02:03:50.200 --> 02:03:54.200]   However, there are some sins that become so life-dominating
[02:03:54.200 --> 02:03:58.200]   that a person who practices the sin becomes labeled by it.
[02:03:58.200 --> 02:04:02.200]   Homosexuality, according to 1 Corinthians 6, 9 through 11,
[02:04:02.200 --> 02:04:05.200]   is one of those kinds of sins.
[02:04:05.200 --> 02:04:10.200]   Like sexual immorality, or idolatry, or adultery, or prostitution,
[02:04:10.200 --> 02:04:14.200]   or stealing, or greed, or drunkenness, or slandering, or robbing.
[02:04:14.200 --> 02:04:17.200]   All those are part of the list.
[02:04:17.200 --> 02:04:21.200]   And when we say life-dominating, we mean that one particular sin
[02:04:21.200 --> 02:04:25.200]   has fashioned every aspect of their life across the board.
[02:04:25.200 --> 02:04:28.200]   Every attitude, every relationship, every thought, every motive,
[02:04:28.200 --> 02:04:31.200]   every deed, even the way they talk, even the way they walk,
[02:04:31.200 --> 02:04:35.200]   even the way they dress is different.
[02:04:35.200 --> 02:04:40.200]   That's why homosexual needs cleansing across the board.
[02:04:40.200 --> 02:04:43.200]   I think it's important for the counselor to collect good data about their life
[02:04:43.200 --> 02:04:46.200]   because not only does our sinfulness cause us to act sinfully,
[02:04:46.200 --> 02:04:50.200]   but also to react sinfully when sinned against.
[02:04:50.200 --> 02:04:55.200]   For example, many homosexuals have considerable parental irresponsibility
[02:04:55.200 --> 02:05:01.200]   in their background, and molestation, and either a lack of religious upbringing
[02:05:01.200 --> 02:05:04.200]   or a very harsh legalistic upbringing.
[02:05:04.200 --> 02:05:10.200]   That's a part of their past that comes out.
[02:05:10.200 --> 02:05:15.200]   Thirdly, the homosexual needs hope just like you.
[02:05:15.200 --> 02:05:20.200]   The change that is needed has to be radical and comprehensive.
[02:05:20.200 --> 02:05:24.200]   Jesus Christ does not offer to change our behavior.
[02:05:24.200 --> 02:05:30.200]   He wants to also change our heart condition.
[02:05:30.200 --> 02:05:33.200]   Dr. Adams comments on the hope that is seen in 1 Corinthians 6.
[02:05:33.200 --> 02:05:36.200]   He says, "Often homosexuals, drunkards, and others will ask counselors
[02:05:36.200 --> 02:05:39.200]   if there's any hope of changing."
[02:05:39.200 --> 02:05:41.200]   Reading this passage is a powerful response.
[02:05:41.200 --> 02:05:45.200]   Paul makes it clear such things as drunkenness and homosexuality
[02:05:45.200 --> 02:05:50.200]   are not genetic problems or psychological problems, as some aver,
[02:05:50.200 --> 02:05:52.200]   but rather are sinful lifestyles.
[02:05:52.200 --> 02:05:56.200]   Lifestyles due to genetics do not require forgiveness, but it's also true
[02:05:56.200 --> 02:05:59.200]   they cannot be changed by it either.
[02:05:59.200 --> 02:06:02.200]   All lifestyles mentioned here are sin engendered.
[02:06:02.200 --> 02:06:08.200]   The hope lies in this--Jesus died for sins, not for genetic problems.
[02:06:08.200 --> 02:06:12.200]   Call it what the Bible labels it--sin.
[02:06:12.200 --> 02:06:16.200]   And you'll restore hope to many who have been led astray by modern propaganda,
[02:06:16.200 --> 02:06:21.200]   often disseminated by avant-garde elements in the church itself.
[02:06:21.200 --> 02:06:29.200]   Fourthly, the homosexual needs life-transforming power of God's Spirit just like you.
[02:06:29.200 --> 02:06:32.200]   A homosexual will never believe that Jesus can really transform them into a new person
[02:06:32.200 --> 02:06:36.200]   unless you, the evangelist, believes it.
[02:06:36.200 --> 02:06:40.200]   1 Corinthians 6:11, Paul says, "They were washed, they were sanctified,"
[02:06:40.200 --> 02:06:44.200]   meaning they had a total across-the-board change in their life.
[02:06:44.200 --> 02:06:46.200]   Once they were homosexuals, now they're Christians.
[02:06:46.200 --> 02:06:51.200]   Those who teach homosexuals that at salvation the behavior changes
[02:06:51.200 --> 02:06:55.200]   but the condition persists don't understand salvation.
[02:06:55.200 --> 02:06:58.200]   First and foremost, the condition of the heart must change.
[02:06:58.200 --> 02:07:04.200]   God instills new desires and new motives for life, and then the behaviors change.
[02:07:04.200 --> 02:07:08.200]   Old thinking may require put-off over a period of time,
[02:07:08.200 --> 02:07:11.200]   but the person is no longer a homosexuality.
[02:07:11.200 --> 02:07:18.200]   There's no such thing as a homosexual Christian. That's an oxymoron.
[02:07:18.200 --> 02:07:22.200]   Paul Trips makes the statement, "God's call to sexual purity
[02:07:22.200 --> 02:07:28.200]   is as absolute for me to achieve without His help, or is as,"
[02:07:28.200 --> 02:07:31.200]   I should say, "is as impossible for me to achieve without His help
[02:07:31.200 --> 02:07:36.200]   as it would have been for me to save myself."
[02:07:36.200 --> 02:07:41.200]   So, the Apostle Paul clearly states they won't inherit the Kingdom of God.
[02:07:41.200 --> 02:07:44.200]   So, what do you do?
[02:07:44.200 --> 02:07:54.200]   Your counsel in the Gospel plea, Colossians 4:6, there confess
[02:07:54.200 --> 02:07:57.200]   it's not just their behavior but that their condition is sin.
[02:07:57.200 --> 02:08:02.200]   Repentance, then, that involves a change of mind so complete
[02:08:02.200 --> 02:08:04.200]   that there is a change of life.
[02:08:04.200 --> 02:08:10.200]   There must be a renunciation of their sinful lifestyle.
[02:08:10.200 --> 02:08:12.200]   That's important.
[02:08:12.200 --> 02:08:17.200]   There must be a renunciation of their sinful lifestyle.
[02:08:17.200 --> 02:08:22.200]   Has to be there.
[02:08:22.200 --> 02:08:26.200]   For God to change not just their practice but their condition.
[02:08:26.200 --> 02:08:29.200]   That's important.
[02:08:29.200 --> 02:08:34.200]   Thirdly, a total transfer of trust from oneself to Jesus Christ
[02:08:34.200 --> 02:08:39.200]   as Savior who died for all sins, not just homosexuality.
[02:08:39.200 --> 02:08:44.200]   And fourth, an acknowledgement that it is by the sovereign grace of God
[02:08:44.200 --> 02:08:50.200]   that they're saved, not because they intend to make changes in their life.
[02:08:50.200 --> 02:08:51.200]   That's an interesting statement.
[02:08:51.200 --> 02:08:58.200]   Not because they intend to make changes.
[02:08:58.200 --> 02:09:01.200]   That's the Gospel plea with the homosexual.
[02:09:01.200 --> 02:09:08.200]   But how do you deal with the Christian who is struggling with homosexual tendencies?
[02:09:08.200 --> 02:09:14.200]   How do you deal with that kind of an individual?
[02:09:14.200 --> 02:09:17.200]   This is the sanctification part.
[02:09:17.200 --> 02:09:20.200]   Number one, salvation of a homosexual brings the change of heart
