
[00:00:00.040 --> 00:00:09.540]   awaiting
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:23:37.520]   The CRT's property is not included in the CRT's taxable estate.
[01:23:37.520 --> 01:24:07.540]   the CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.540 --> 01:24:07.540]   The CRT's property is not included in the CRT's taxable estate.
[01:24:07.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:24:37.560]   The CRT's property is not included in the CRT's taxable estate.
[01:24:37.560 --> 01:25:07.580]   The CRT's property is not included in the CRT's taxable estate.
[01:25:07.580 --> 01:25:07.580]   The CRT's property is not included in the CRT's taxable estate.
[01:25:07.580 --> 01:25:07.580]   The CRT's property is not included in the CRT's taxable estate.
[01:25:07.580 --> 01:25:07.580]   The CRT's property is not included in the CRT's taxable estate.
[01:25:07.580 --> 01:25:07.580]   The CRT's property is not included in the CRT's taxable estate.
[01:25:07.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:25:37.600]   The CRT's property is not included in the CRT's taxable estate.
[01:25:37.600 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.620 --> 01:26:07.620]   The CRT's property is not included in the CRT's taxable estate.
[01:26:07.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:26:37.640]   The CRT's property is not included in the CRT's taxable estate.
[01:26:37.640 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.660 --> 01:27:07.660]   The CRT's property is not included in the CRT's taxable estate.
[01:27:07.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:27:37.680]   The CRT's property is not included in the CRT's taxable estate.
[01:27:37.680 --> 01:28:07.700]   the CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.700 --> 01:28:07.700]   The CRT's property is not included in the CRT's taxable estate.
[01:28:07.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:28:37.720]   The CRT's property is not included in the CRT's taxable estate.
[01:28:37.720 --> 01:29:07.740]   the CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.740 --> 01:29:07.740]   The CRT's property is not included in the CRT's taxable estate.
[01:29:07.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:29:37.760]   The CRT's property is not included in the CRT's taxable estate.
[01:29:37.760 --> 01:30:07.780]   the CRT's property is not included in the CRT's taxable estate.
[01:30:07.780 --> 01:30:07.780]   The CRT's property is not included in the CRT's taxable estate.
[01:30:07.780 --> 01:30:07.780]   The CRT's property is not included in the CRT's taxable estate.
[01:30:07.780 --> 01:30:07.780]   The CRT's property is not included in the CRT's taxable estate.
[01:30:07.780 --> 01:30:07.780]   The CRT's property is not included in the CRT's taxable estate.
[01:30:07.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:30:37.800]   The CRT's property is not included in the CRT's taxable estate.
[01:30:37.800 --> 01:31:07.820]   the CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.820 --> 01:31:07.820]   The CRT's property is not included in the CRT's taxable estate.
[01:31:07.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:31:37.840]   The CRT's property is not included in the CRT's taxable estate.
[01:31:37.840 --> 01:32:07.860]   the CRT's property is not included in the CRT's taxable estate.
[01:32:07.860 --> 01:32:07.860]   The CRT's property is not included in the CRT's taxable estate.
[01:32:07.860 --> 01:32:07.860]   The CRT's property is not included in the CRT's taxable estate.
[01:32:07.860 --> 01:32:07.860]   The CRT's property is not included in the CRT's taxable estate.
[01:32:07.860 --> 01:32:07.860]   The CRT's property is not included in the CRT's taxable estate.
[01:32:07.860 --> 01:32:07.860]   The CRT's property is not included in the CRT's taxable estate.
[01:32:07.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:37.880 --> 01:32:37.880]   The CRT's property is not included in the CRT's taxable estate.
[01:32:38.700 --> 01:33:07.900]   The CRT's property is not included in the CRT's taxable estate.

