
[00:00:00.880 --> 00:00:01.720]   - Hey, everyone.
[01:01:53.680 --> 01:01:57.180]   I think that'll be short-lived
[01:01:57.180 --> 01:01:58.540]   because I think the complexity of these things
[01:01:58.540 --> 01:01:59.780]   is going to get higher,
[01:01:59.780 --> 01:02:03.800]   but that's more about why we have that feed
[01:02:03.800 --> 01:02:05.840]   is to help each other, help teach users
[01:02:05.840 --> 01:02:08.600]   and then also just celebrate people's art.
[01:02:08.600 --> 01:02:09.960]   - You run your own infra.
[01:02:09.960 --> 01:02:10.800]   - We do.
[01:02:10.800 --> 01:02:12.360]   - Yeah, that's unusual.
[01:02:12.360 --> 01:02:14.560]   (laughs)
[01:02:14.560 --> 01:02:15.480]   - It's necessary.
[01:02:15.480 --> 01:02:16.480]   - It's necessary.
[01:02:16.480 --> 01:02:19.360]   What have you learned running DevOps for GPUs?
[01:02:19.360 --> 01:02:22.680]   You had a tweet about like how many A100s you have,
[01:02:22.680 --> 01:02:24.780]   but I feel like it's out of date probably.
[01:02:28.020 --> 01:02:29.200]   - I mean, it just comes down to cost.
[01:02:29.200 --> 01:02:30.400]   These things are very expensive.
[01:02:30.400 --> 01:02:33.160]   So we just want to make it as affordable
[01:02:33.160 --> 01:02:34.960]   for everybody as possible.
[01:02:34.960 --> 01:02:40.320]   I find the DevOps for inference to be relatively easy.
[01:02:40.320 --> 01:02:42.360]   It doesn't feel that different than,
[01:02:42.360 --> 01:02:44.840]   I think we had thousands and thousands of servers
[01:02:44.840 --> 01:02:47.720]   at Mixpanel just for dealing with the API
[01:02:47.720 --> 01:02:50.200]   had such huge quantities of volume that I didn't find it.
[01:02:50.200 --> 01:02:52.400]   I don't find it particularly very different.
[01:02:53.680 --> 01:02:57.700]   I do find model optimization performance
[01:02:57.700 --> 01:02:58.660]   is very new to me.
[01:02:58.660 --> 01:03:01.140]   So I think that I find that very difficult at the moment.
[01:03:01.140 --> 01:03:02.620]   So that's very interesting.
[01:03:02.620 --> 01:03:05.820]   But scaling inference is not terrible.
[01:03:05.820 --> 01:03:08.860]   Scaling a training cluster is much, much harder
[01:03:08.860 --> 01:03:11.840]   than I perhaps anticipated.
[01:03:11.840 --> 01:03:12.980]   - Why is that?
[01:03:12.980 --> 01:03:16.660]   - Well, it's just like a very large distributed system
[01:03:16.660 --> 01:03:20.100]   with if you have like a node that goes down
[01:03:20.100 --> 01:03:21.820]   then your training run crashes
[01:03:21.820 --> 01:03:23.560]   and then you have to somehow be resilient to that.
[01:03:23.560 --> 01:03:28.260]   And I would say training in for a software is very early.
[01:03:28.260 --> 01:03:29.820]   It feels very broken.
[01:03:29.820 --> 01:03:32.260]   I can tell in 10 years, it would be a lot better.
[01:03:32.260 --> 01:03:34.340]   - Like a mosaic or whatever.
[01:03:34.340 --> 01:03:35.180]   - Yeah, we don't even know.
[01:03:35.180 --> 01:03:39.020]   I think we use very basic tools like Slurm for scheduling
[01:03:39.020 --> 01:03:41.340]   and just normal PyTorch, PyTorch Lightning,
[01:03:41.340 --> 01:03:42.160]   that kind of thing.
[01:03:42.160 --> 01:03:43.780]   I think our tooling is an ascent.
[01:03:43.780 --> 01:03:45.740]   I think I talked to a friend that's over at XAI.
[01:03:45.740 --> 01:03:48.540]   They just, they like built their own scheduler
[01:03:48.540 --> 01:03:50.140]   and doing things with Kubernetes.
[01:03:50.140 --> 01:03:51.900]   When people are building out tools
[01:03:51.900 --> 01:03:54.000]   because the existing open source stuff doesn't work
[01:03:54.000 --> 01:03:55.600]   and everyone's doing their own bespoke thing,
[01:03:55.600 --> 01:03:58.040]   you know there's a valuable company to be formed.
[01:03:58.040 --> 01:03:59.840]   - Yeah, I think it's Mosaic.
[01:03:59.840 --> 01:04:01.360]   I don't know.
[01:04:01.360 --> 01:04:03.680]   - Well, with Mosaic, yeah, it's tough with Mosaic
[01:04:03.680 --> 01:04:06.240]   'cause anyway, I won't go into the details why,
[01:04:06.240 --> 01:04:09.200]   but yeah, we found it difficult to do it.
[01:04:09.200 --> 01:04:10.640]   It might be worth like wondering
[01:04:10.640 --> 01:04:13.160]   like why not everyone is going to Mosaic.
[01:04:13.160 --> 01:04:15.720]   Perhaps it's still, I just think it's nascent
[01:04:15.720 --> 01:04:17.520]   and perhaps Mosaic will come through.
[01:04:17.520 --> 01:04:18.920]   - Cool, anything for you?
[01:04:18.920 --> 01:04:20.880]   - No, no, this was great.
[01:04:20.880 --> 01:04:22.940]   And just to wrap, we talked about
[01:04:22.940 --> 01:04:25.040]   some of the pivotal moments in your mind
[01:04:25.040 --> 01:04:27.140]   with like DALI and whatnot.
[01:04:27.140 --> 01:04:30.120]   If you were not doing this,
[01:04:30.120 --> 01:04:33.360]   what's the most interesting unsolved question in AI
[01:04:33.360 --> 01:04:34.960]   that you would try and build in?
[01:04:34.960 --> 01:04:38.160]   - Oh man, coming up with startup ideas
[01:04:38.160 --> 01:04:39.900]   is very hard on the spot.
[01:04:39.900 --> 01:04:42.580]   - You shoot, you have to have them.
[01:04:42.580 --> 01:04:45.440]   I mean, you're a founder, you're a repeat founder.
[01:04:45.440 --> 01:04:48.040]   - I'm very picky about my startup ideas.
[01:04:49.140 --> 01:04:51.620]   So I don't have any great ones.
[01:04:51.620 --> 01:04:54.900]   The only thing that I, I don't have an idea per se
[01:04:54.900 --> 01:04:57.300]   as much as a curiosity.
[01:04:57.300 --> 01:05:00.820]   And I suppose I'll pose it to you guys.
[01:05:00.820 --> 01:05:04.600]   Right now, we sort of think that a lot of the modalities
[01:05:04.600 --> 01:05:09.600]   just kind of feel like they're vision, language, audio,
[01:05:09.600 --> 01:05:11.880]   that's roughly it.
[01:05:11.880 --> 01:05:14.420]   And somehow all this will like turn into something,
[01:05:14.420 --> 01:05:18.740]   it'll be multimodal and then we'll end up with AGI perhaps.
[01:05:18.740 --> 01:05:22.580]   And I just think that there are probably far more modalities
[01:05:22.580 --> 01:05:25.540]   than maybe we, than meets the eye.
[01:05:25.540 --> 01:05:28.760]   And it just seems hard for us to see it right now
[01:05:28.760 --> 01:05:31.260]   because it's sort of like we have tunnel vision
[01:05:31.260 --> 01:05:32.100]   on the moment.
[01:05:32.100 --> 01:05:34.700]   - We're just like code, image, audio, video.
[01:05:34.700 --> 01:05:35.540]   - Yeah, I think--
[01:05:35.540 --> 01:05:36.660]   - Very, very broad categories.
[01:05:36.660 --> 01:05:39.840]   - I think we are lacking imagination as a species
[01:05:39.840 --> 01:05:40.680]   in this regard.
[01:05:40.680 --> 01:05:43.580]   And I think like, you know, just like, you know,
[01:05:43.580 --> 01:05:45.300]   it's not, I don't know what company would form
[01:05:45.300 --> 01:05:47.220]   as a result of this, but you know,
[01:05:47.220 --> 01:05:49.420]   like there's some very difficult problems,
[01:05:49.420 --> 01:05:52.940]   like just like a true actual, like not a meta world model,
[01:05:52.940 --> 01:05:56.860]   but an actual world model that truly maps everything
[01:05:56.860 --> 01:06:00.140]   that's going in terms of like physics and fluids
[01:06:00.140 --> 01:06:02.700]   and all these various kinds of interactions.
[01:06:02.700 --> 01:06:04.660]   And what does that kind of model,
[01:06:04.660 --> 01:06:07.340]   like a true physics foundation model of sorts
[01:06:07.340 --> 01:06:09.040]   that represents earth.
[01:06:09.040 --> 01:06:13.060]   And that in of itself seems very difficult, you know,
[01:06:13.060 --> 01:06:15.460]   but we just think of, but we're kind of stuck on like
[01:06:15.460 --> 01:06:17.020]   thinking that we can approximate everything
[01:06:17.020 --> 01:06:20.820]   with like, you know, a word or a token, if you will.
[01:06:20.820 --> 01:06:22.300]   And I went, you know, I had a dinner last night
[01:06:22.300 --> 01:06:24.580]   where we were kind of debating this philosophically.
[01:06:24.580 --> 01:06:26.380]   And I think someone, you know, said something
[01:06:26.380 --> 01:06:27.780]   that I also believe in, which is like,
[01:06:27.780 --> 01:06:29.260]   at the end of the day, it doesn't really matter
[01:06:29.260 --> 01:06:31.180]   that it's like a token or a byte.
[01:06:31.180 --> 01:06:33.620]   At the end of the day, it's just like some, you know,
[01:06:33.620 --> 01:06:36.100]   unit of information that it emits.
[01:06:36.100 --> 01:06:38.780]   But, you know, I do wonder if there are more,
[01:06:38.780 --> 01:06:42.520]   far more modalities than meets the eye.
[01:06:42.520 --> 01:06:45.300]   And if you could create that, then what would that,
[01:06:45.300 --> 01:06:47.220]   what would that company become?
[01:06:47.220 --> 01:06:48.940]   What problems could you solve?
[01:06:48.940 --> 01:06:52.700]   So I don't know yet, so I don't have a great company for it.
[01:06:52.700 --> 01:06:53.540]   - I don't know.
[01:06:53.540 --> 01:06:56.180]   Maybe you would just inspire somebody to try.
[01:06:56.180 --> 01:06:57.720]   - Yeah, hopefully.
[01:06:57.720 --> 01:06:59.860]   - My personal response to that is I'm less interested
[01:06:59.860 --> 01:07:01.780]   in physics and more interested in people.
[01:07:01.780 --> 01:07:04.220]   Like how do I mind upload?
[01:07:04.220 --> 01:07:07.940]   Because that is teleportation, that is immortality,
[01:07:07.940 --> 01:07:08.980]   that is everything.
[01:07:08.980 --> 01:07:11.660]   - Yeah, yeah, can we model our own,
[01:07:11.660 --> 01:07:13.300]   rather than trying to create consciousness,
[01:07:13.300 --> 01:07:15.040]   could we model our own?
[01:07:15.040 --> 01:07:18.500]   Even if it was lossy to some extent, yeah.
[01:07:18.500 --> 01:07:19.780]   - Yeah.
[01:07:19.780 --> 01:07:22.180]   Well, we won't solve that here.
[01:07:22.180 --> 01:07:27.180]   If I were to take a Bill Gates book trip and had a week,
[01:07:27.180 --> 01:07:29.820]   what should I take with me to learn AI?
[01:07:29.820 --> 01:07:32.700]   - Oh man, oh gosh.
[01:07:32.700 --> 01:07:35.540]   You shouldn't take a book, you should just go to YouTube
[01:07:35.540 --> 01:07:40.540]   and visit Karpathy's class and just do it, do it,
[01:07:40.540 --> 01:07:41.820]   grind through it.
[01:07:41.820 --> 01:07:43.300]   That's actually the most useful thing for you?
[01:07:43.300 --> 01:07:46.220]   - I wish it came out when I started back last year.
[01:07:46.220 --> 01:07:49.460]   I'm as bummed that I didn't get to take it
[01:07:49.460 --> 01:07:53.140]   at the beginning, but I did do a few of his classes
[01:07:53.140 --> 01:07:53.980]   regardless.
[01:07:53.980 --> 01:07:57.300]   I don't think books, every time I buy a programming book,
[01:07:57.300 --> 01:07:58.220]   I never read it.
[01:07:58.220 --> 01:08:00.500]   I always find that just writing code
[01:08:00.500 --> 01:08:02.300]   helps cement my internal understanding.
[01:08:02.300 --> 01:08:04.820]   - Yeah, so more generally, advice for founders
[01:08:04.820 --> 01:08:07.420]   who are not PhDs and are effectively self-taught
[01:08:07.420 --> 01:08:11.000]   like you are, what should they do, what should they avoid?
[01:08:11.000 --> 01:08:14.100]   - Same thing that I would advise if you're programming.
[01:08:14.100 --> 01:08:16.700]   Pick a project that seems very exciting to you,
[01:08:16.700 --> 01:08:19.060]   but doesn't have to be too serious,
[01:08:19.060 --> 01:08:22.420]   and build it and learn every detail of it while you do it.
[01:08:22.420 --> 01:08:24.740]   - And it must be, should you train?
[01:08:24.740 --> 01:08:29.180]   Or can you go far enough not training, just fine-tuning?
[01:08:29.180 --> 01:08:31.500]   - It depends, I would just follow your curiosity.
[01:08:31.500 --> 01:08:33.660]   If what you want to do is something
[01:08:33.660 --> 01:08:35.980]   that requires fundamental understanding of training models,
[01:08:35.980 --> 01:08:37.820]   then you should learn it.
[01:08:37.820 --> 01:08:39.300]   You don't have to be a PhD, you don't have to get
[01:08:39.300 --> 01:08:41.940]   to become a five-year, whatever, PhD,
[01:08:41.940 --> 01:08:44.700]   but if that's necessary, I would do it.
[01:08:44.700 --> 01:08:46.860]   If it's not necessary, then go as far as you need to go,
[01:08:46.860 --> 01:08:48.940]   but I would learn, pick something that motivates.
[01:08:48.940 --> 01:08:51.420]   I think most people tap out on motivation,
[01:08:51.420 --> 01:08:52.780]   but they're deeply curious.
[01:08:52.780 --> 01:08:55.180]   - Cool. - Cool.
[01:08:55.180 --> 01:08:56.380]   - Thank you so much for coming out, man.
[01:08:56.380 --> 01:08:58.980]   - Thank you for having me, appreciate it.
[01:08:58.980 --> 01:09:01.560]   (upbeat music)
[01:09:01.560 --> 01:09:04.140]   (upbeat music)
[01:09:04.140 --> 01:09:06.720]   (upbeat music)
[01:09:06.720 --> 01:09:09.300]   (upbeat music)
[01:09:09.300 --> 01:09:11.880]   (upbeat music)
[01:09:11.880 --> 01:09:14.460]   (upbeat music)
[01:09:14.460 --> 01:09:17.040]   (upbeat music)
[01:09:17.400 --> 01:09:19.980]   (upbeat music)
[01:09:19.980 --> 01:09:21.940]   (gentle music)

