
[00:00:00.040 --> 00:00:09.540]   granddaughter
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:15.200]   We have no concept of how to deal with the government.
[01:18:15.200 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.220 --> 01:18:45.220]   We have no concept of how to deal with the government.
[01:18:45.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:15.240]   We have no concept of how to deal with the government.
[01:19:15.240 --> 01:19:45.260]   We have no concept of how to deal with the government.
[01:19:45.260 --> 01:19:45.260]   We have no concept of how to deal with the government.
[01:19:45.260 --> 01:19:45.260]   We have no concept of how to deal with the government.
[01:19:45.260 --> 01:19:45.260]   We have no concept of how to deal with the government.
[01:19:45.260 --> 01:19:45.260]   We have no concept of how to deal with the government.
[01:19:45.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:15.280]   We have no concept of how to deal with the government.
[01:20:15.280 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.300 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.300 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.300 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.300 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.300 --> 01:20:45.300]   We have no concept of how to deal with the government.
[01:20:45.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:15.320]   We have no concept of how to deal with the government.
[01:21:15.320 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.340 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.340 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.340 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.340 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.340 --> 01:21:45.340]   We have no concept of how to deal with the government.
[01:21:45.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:15.360]   I have no concept of how to deal with the government.
[01:22:15.360 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.380 --> 01:22:45.380]   I have no concept of how to deal with the government.
[01:22:45.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:15.400]   I have no concept of how to deal with the government.
[01:23:15.400 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.420 --> 01:23:45.420]   I have no concept of how to deal with the government.
[01:23:45.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:15.440]   I have no concept of how to deal with the government.
[01:24:15.440 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.460 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.460 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.460 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.460 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.460 --> 01:24:45.460]   I have no concept of how to deal with the government.
[01:24:45.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:15.480]   I have no concept of how to deal with the government.
[01:25:15.480 --> 01:25:45.500]   I have no concept of how to deal with the government.
[01:25:45.500 --> 01:25:45.500]   I have no concept of how to deal with the government.
[01:25:45.500 --> 01:25:45.500]   I have no concept of how to deal with the government.
[01:25:45.500 --> 01:25:45.500]   I have no concept of how to deal with the government.
[01:25:45.500 --> 01:25:45.500]   I have no concept of how to deal with the government.
[01:25:45.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:15.520]   I have no concept of how to deal with the government.
[01:26:15.520 --> 01:26:45.540]   I have no concept of how to deal with the government.
[01:26:45.540 --> 01:26:45.540]   I have no concept of how to deal with the government.
[01:26:45.540 --> 01:26:45.540]   I have no concept of how to deal with the government.
[01:26:45.540 --> 01:26:45.540]   I have no concept of how to deal with the government.
[01:26:45.540 --> 01:26:45.540]   I have no concept of how to deal with the government.
[01:26:45.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:15.560 --> 01:27:15.560]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.580 --> 01:27:45.580]   I have no concept of how to deal with the government.
[01:27:45.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:15.600]   I have no concept of how to deal with the government.
[01:28:15.600 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.620 --> 01:28:45.620]   I have no concept of how to deal with the government.
[01:28:45.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:15.640]   I have no concept of how to deal with the government.
[01:29:15.640 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.660 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.660 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.660 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.660 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.660 --> 01:29:45.660]   I have no concept of how to deal with the government.
[01:29:45.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:15.680]   I have no concept of how to deal with the government.
[01:30:15.680 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.700 --> 01:30:45.700]   I have no concept of how to deal with the government.
[01:30:45.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:15.720]   I have no concept of how to deal with the government.
[01:31:15.720 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.740 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.740 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.740 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.740 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.740 --> 01:31:45.740]   I have no concept of how to deal with the government.
[01:31:45.760 --> 01:32:15.760]   It's a major moral hazard.
[01:32:15.760 --> 01:32:15.760]   It's a major moral hazard.
[01:32:15.760 --> 01:32:15.760]   It's a major moral hazard.
[01:32:15.760 --> 01:32:15.760]   So that's my idea.
[01:32:15.760 --> 01:32:15.760]   It's kind of what I think would be an ideal system of government, a judicial system that settles disputes and seeks to protect victims.
[01:32:15.760 --> 01:32:15.760]   You feel free to consider these ideas. I don't ask you to agree with me. I'm not lobbying for you to join me in anything. Just consider the ideas. And then if you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:15.760]   If you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:15.760]   Then if you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:15.760]   Then if you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:15.760]   Then if you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:15.760]   Then if you like any of these ideas, start imposing them in your own life.
[01:32:15.760 --> 01:32:45.780]  ,
[01:32:45.780 --> 01:32:45.780]   and stop participating in all the rest of that stuff.
[01:32:45.780 --> 01:32:45.780]   When you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:32:45.780 --> 01:32:45.780]   then you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:32:45.780 --> 01:32:45.780]   then you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:32:45.780 --> 01:32:45.780]   then you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:32:45.800 --> 01:33:15.800]   You can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel coerced, don't feel trapped in a situation where you're not being able to do anything,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel coerced, don't feel intimidated by you,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel intimidated by you,
[01:33:15.800 --> 01:33:15.800]   and you can win converts to your ideas where people don't feel intimidated by you,
[01:33:15.800 --> 01:33:15.800]   you can build a powerful neighborhood.
[01:33:15.820 --> 01:33:45.820]   I wish I weren't so loud-mouthed in some of my opinions.
[01:33:45.820 --> 01:33:45.820]   I wish I weren't so loud-mouthed in some of my opinions.
[01:33:45.820 --> 01:33:45.820]   I have moderated. I have become much more relaxed.
[01:33:45.820 --> 01:33:45.820]   For me, once I found the escape clauses, I spent 10 years studying tax. I remember when I was a new financial advisor, and I remember the first time, here I am licensed, selling insurance, selling investments and whatnot. I remember the first tax time I sat down with an accountant to do my taxes.
[01:33:45.820 --> 01:33:45.820]   I wish I weren't so loud-mouthed in some of my opinions. I have moderated. I have become much more relaxed. For me, once I found the escape clauses, I spent 10 years studying tax. I remember the first tax time I sat down with an accountant to do my taxes.
[01:33:45.820 --> 01:33:45.820]   I remember the first tax time I sat down with an accountant to do my taxes.
[01:33:45.820 --> 01:34:15.840]   I have moderated. I have become much more relaxed. For me, once I found the escape clauses, I spent 10 years studying tax. I remember the first tax time I sat down with an accountant to do my taxes.
[01:34:15.840 --> 01:34:15.840]   I have moderated. I have moderated. I have become much more relaxed. For me, once I sat down with an accountant to do my taxes.
[01:34:15.840 --> 01:34:15.840]   I have moderated. I have moderated. I have become much more relaxed. For me, once I sat down with an accountant to do my taxes.
[01:34:15.880 --> 01:34:17.880]   on
[01:34:17.880 --> 01:34:45.860]   S A, from, and,新聞
[01:34:45.900 --> 01:34:47.900]  �
[01:34:47.900 --> 01:35:00.160]   hai encourage,,,, continue
[01:35:00.160 --> 01:35:14.660]   Thunder I'm a heavy i one and I do a more and I'm en de weekends diffuse З parcel David De Ho lil� Helili Doncastsh sell include worsh parties Jo implementing
[01:35:15.900 --> 01:35:45.900]   i am concerned it's just another expression of bullying. I hate bullying, I hate bullies and I hate it when you have a majority of people that say we're going to vote ourselves somebody else's money because we think that they should have it. And it it it causes me to be I feel so angry when I look at these bullies and I watch political candidates who are bullying me.
[01:35:45.900 --> 01:35:45.900]   and I look at these bullies and I watch political candidates who are bullying me.
[01:35:45.900 --> 01:35:45.900]   I look at these bullies and I watch political candidates who are bullying me.
[01:35:45.900 --> 01:35:45.900]   I look at these bullies and I watch political candidates who are bullying me.
[01:35:45.940 --> 01:36:15.920]  -and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.920 --> 01:36:15.920]   and I look at these bullies and I watch political candidates who are bullying me.
[01:36:15.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:36:45.940]   I look at these bullies and I watch political candidates who are bullying me.
[01:36:45.940 --> 01:37:15.960]   I look at these bullies and I watch political candidates who are bullying me.
[01:37:15.960 --> 01:37:15.960]   I look at these bullies and I watch political candidates who are bullying me.
[01:37:15.960 --> 01:37:15.960]   I look at these bullies and I watch political candidates who are bullying me.
[01:37:15.960 --> 01:37:15.960]   I look at these bullies and I watch political candidates who are bullying me.

