
[00:00:00.040 --> 00:00:10.620]   question
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:23:41.360]   I'm going to go ahead and start the recording.
[00:23:41.360 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.380 --> 00:24:11.380]   I'm going to go ahead and start the recording.
[00:24:11.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:24:41.400]   I'm going to go ahead and start the recording.
[00:24:41.400 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.420 --> 00:25:11.420]   I'm going to go ahead and start the recording.
[00:25:11.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.440 --> 00:25:41.440]   I'm going to go ahead and start the recording.
[00:25:41.480 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.460 --> 00:26:11.460]   I'm going to go ahead and start the recording.
[00:26:11.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:26:41.480]   I'm going to go ahead and start the recording.
[00:26:41.480 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.500 --> 00:27:11.500]   I'm going to go ahead and start the recording.
[00:27:11.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:27:41.520]   I'm going to go ahead and start the recording.
[00:27:41.520 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.540 --> 00:28:11.540]   I'm going to go ahead and start the recording.
[00:28:11.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:28:41.560]   I'm going to go ahead and start the recording.
[00:28:41.560 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.580 --> 00:29:11.580]   I'm going to go ahead and start the recording.
[00:29:11.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.600 --> 00:29:41.600]   I'm going to go ahead and start the recording.
[00:29:41.640 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
[00:30:11.620 --> 00:30:11.620]   I'm going to go ahead and start the recording.
