
[00:00:00.000 --> 00:00:29.980]   Thank you.
[00:11:35.020 --> 00:11:35.700]   create prompts,
[00:11:35.700 --> 00:11:35.940]   right,
[00:11:35.940 --> 00:11:36.540]   so you basically,
[00:11:36.540 --> 00:11:39.840]   you put your thoughts
[00:11:39.840 --> 00:11:40.400]   underneath
[00:11:40.400 --> 00:11:42.200]   and from my experience,
[00:11:42.200 --> 00:11:43.380]   I always,
[00:11:43.380 --> 00:11:43.780]   always,
[00:11:43.780 --> 00:11:44.860]   always just to
[00:11:44.860 --> 00:11:46.620]   speech to text,
[00:11:46.620 --> 00:11:47.180]   right,
[00:11:47.180 --> 00:11:48.300]   because bandwidth
[00:11:48.300 --> 00:11:49.040]   that you have
[00:11:49.040 --> 00:11:50.140]   when you're typing,
[00:11:50.140 --> 00:11:51.760]   you'll always,
[00:11:51.760 --> 00:11:52.440]   you're always going
[00:11:52.440 --> 00:11:53.140]   to take shortcuts
[00:11:53.140 --> 00:11:53.780]   whereas
[00:11:53.780 --> 00:11:55.080]   when you can just
[00:11:55.080 --> 00:11:56.040]   talk to these models,
[00:11:56.040 --> 00:11:58.580]   you will just
[00:11:58.580 --> 00:11:59.620]   use a lot more
[00:11:59.620 --> 00:12:00.100]   like,
[00:12:00.100 --> 00:12:00.860]   you know,
[00:12:00.860 --> 00:12:01.900]   of your own tokens,
[00:12:01.900 --> 00:12:02.900]   your bandwidth
[00:12:02.900 --> 00:12:03.800]   is much larger
[00:12:03.800 --> 00:12:04.920]   and you'll,
[00:12:04.920 --> 00:12:06.040]   like from my experience
[00:12:06.040 --> 00:12:06.920]   at least,
[00:12:06.920 --> 00:12:08.240]   obviously anecdotally,
[00:12:08.240 --> 00:12:09.920]   a lot of the times
[00:12:09.920 --> 00:12:10.880]   when you're like talking
[00:12:10.880 --> 00:12:13.120]   to these models
[00:12:13.120 --> 00:12:13.860]   or like recording
[00:12:13.860 --> 00:12:14.760]   this first message,
[00:12:14.760 --> 00:12:16.060]   halfway through
[00:12:16.060 --> 00:12:16.920]   you're going to realize
[00:12:16.920 --> 00:12:18.000]   that something
[00:12:18.000 --> 00:12:18.920]   you said actually
[00:12:18.920 --> 00:12:19.660]   doesn't make sense
[00:12:19.660 --> 00:12:20.600]   and then you just cancel
[00:12:20.600 --> 00:12:21.320]   and you go again.
[00:12:21.320 --> 00:12:22.200]   So you're kind of,
[00:12:22.200 --> 00:12:22.960]   you're kind of iterating
[00:12:22.960 --> 00:12:23.680]   with yourself
[00:12:23.680 --> 00:12:25.280]   and then when you're happy.
[00:12:25.520 --> 00:12:26.720]   talking makes you think
[00:12:26.720 --> 00:12:27.360]   in a different way
[00:12:27.360 --> 00:12:28.100]   than writing does.
[00:12:28.100 --> 00:12:29.220]   Yeah, exactly.
[00:12:29.220 --> 00:12:31.860]   And then you put
[00:12:31.860 --> 00:12:33.120]   your idea underneath
[00:12:33.120 --> 00:12:34.220]   and then you get a prompt,
[00:12:34.220 --> 00:12:34.660]   right?
[00:12:34.660 --> 00:12:36.160]   And then
[00:12:36.160 --> 00:12:38.320]   for actually improving
[00:12:38.320 --> 00:12:38.960]   your prompts,
[00:12:38.960 --> 00:12:41.160]   that's kind of
[00:12:41.160 --> 00:12:42.240]   this nice thing
[00:12:42.240 --> 00:12:42.940]   with these models.
[00:12:42.940 --> 00:12:44.380]   So usually
[00:12:44.380 --> 00:12:45.340]   what I do
[00:12:45.340 --> 00:12:46.240]   is I just find
[00:12:46.240 --> 00:12:47.400]   like all the papers
[00:12:47.400 --> 00:12:48.840]   and like best practices
[00:12:48.840 --> 00:12:50.580]   that the labs release.
[00:12:50.580 --> 00:12:51.980]   So OpenAI,
[00:12:51.980 --> 00:12:52.520]   Entropic,
[00:12:53.060 --> 00:12:54.140]   I always have this,
[00:12:54.140 --> 00:12:55.720]   they're like best practices
[00:12:55.720 --> 00:12:57.440]   for prompting your models.
[00:12:57.440 --> 00:12:59.040]   So I will scrape that
[00:12:59.040 --> 00:13:00.840]   and then based on
[00:13:00.840 --> 00:13:02.480]   the documents
[00:13:02.480 --> 00:13:03.200]   that I've scraped,
[00:13:03.200 --> 00:13:04.060]   I will basically
[00:13:04.060 --> 00:13:05.060]   improve
[00:13:05.060 --> 00:13:07.260]   my prompt improver,
[00:13:07.260 --> 00:13:07.700]   right?
[00:13:07.700 --> 00:13:08.520]   And then
[00:13:08.520 --> 00:13:09.980]   you use that
[00:13:09.980 --> 00:13:10.800]   scrape documentation,
[00:13:10.800 --> 00:13:11.840]   you use the most
[00:13:11.840 --> 00:13:12.600]   intelligent model
[00:13:12.600 --> 00:13:13.560]   that's available to you
[00:13:13.560 --> 00:13:14.620]   and you just like
[00:13:14.620 --> 00:13:15.500]   iterate on
[00:13:15.500 --> 00:13:17.140]   your prompt improver.
[00:13:17.340 --> 00:13:18.460]   So it's kind of funny
[00:13:18.460 --> 00:13:19.280]   because it scales
[00:13:19.280 --> 00:13:19.700]   pretty well
[00:13:19.700 --> 00:13:20.640]   with model intelligence.
[00:13:20.640 --> 00:13:23.020]   And we also have
[00:13:23.020 --> 00:13:24.640]   these like best practices,
[00:13:24.640 --> 00:13:25.080]   right?
[00:13:25.080 --> 00:13:25.900]   So we have like this
[00:13:25.900 --> 00:13:28.040]   best practices
[00:13:28.040 --> 00:13:29.300]   prompting playbook.
[00:13:29.300 --> 00:13:30.880]   You know,
[00:13:30.880 --> 00:13:31.480]   you see you have
[00:13:31.480 --> 00:13:32.540]   some XML stuff here
[00:13:32.540 --> 00:13:33.200]   that's, you know,
[00:13:33.200 --> 00:13:34.320]   specifically for
[00:13:34.320 --> 00:13:36.200]   the cloud model series
[00:13:36.200 --> 00:13:37.020]   and then we have
[00:13:37.020 --> 00:13:38.260]   some best practices
[00:13:38.260 --> 00:13:38.700]   for
[00:13:38.700 --> 00:13:41.540]   the GPT-5 models.
[00:13:41.540 --> 00:13:43.680]   But yeah,
[00:13:43.680 --> 00:13:44.600]   that's a long story short,
[00:13:44.600 --> 00:13:45.340]   that's kind of
[00:13:45.340 --> 00:13:46.060]   how we go about it.
[00:13:46.180 --> 00:13:47.580]   so you just
[00:13:47.580 --> 00:13:48.700]   scrape what's out there
[00:13:48.700 --> 00:13:49.860]   and then you put
[00:13:49.860 --> 00:13:50.160]   the,
[00:13:50.160 --> 00:13:51.060]   take that context
[00:13:51.060 --> 00:13:53.580]   and you ask
[00:13:53.580 --> 00:13:54.820]   the smartest model
[00:13:54.820 --> 00:13:56.140]   that's available to you
[00:13:56.140 --> 00:13:58.120]   to, you know,
[00:13:58.120 --> 00:13:58.980]   make it make sense
[00:13:58.980 --> 00:13:59.880]   and help you
[00:13:59.880 --> 00:14:00.960]   with prompt engineering.
[00:14:00.960 --> 00:14:01.720]   But it's always,
[00:14:01.720 --> 00:14:02.500]   it's very important
[00:14:02.500 --> 00:14:03.000]   that you,
[00:14:03.000 --> 00:14:05.140]   like this whole phase
[00:14:05.140 --> 00:14:05.780]   of planning
[00:14:05.780 --> 00:14:06.940]   and prompt engineering,
[00:14:06.940 --> 00:14:08.500]   it's not a hands-off thing.
[00:14:08.500 --> 00:14:09.920]   You actually have to monitor it
[00:14:09.920 --> 00:14:12.440]   and put in your own time,
[00:14:12.440 --> 00:14:13.180]   your own thoughts,
[00:14:13.180 --> 00:14:14.820]   else it's not going to work.
[00:14:15.820 --> 00:14:18.200]   OK,
[00:14:18.200 --> 00:14:21.440]   so moving on.
[00:14:21.440 --> 00:14:25.160]   Right now,
[00:14:25.160 --> 00:14:28.740]   the flow that we have
[00:14:28.740 --> 00:14:30.100]   in Cloud Code
[00:14:30.100 --> 00:14:32.340]   is basically
[00:14:32.340 --> 00:14:34.900]   you start with your plan,
[00:14:34.900 --> 00:14:35.320]   right?
[00:14:35.320 --> 00:14:37.200]   So you use your architect prompts
[00:14:37.200 --> 00:14:38.400]   and the moment you actually
[00:14:38.400 --> 00:14:39.460]   start in Cloud Code,
[00:14:40.040 --> 00:14:41.240]   and maybe I can show you
[00:14:41.240 --> 00:14:41.900]   an example.
[00:14:41.900 --> 00:14:43.240]   Let me see if I have one here.
[00:14:43.240 --> 00:14:44.340]   Is this?
[00:14:44.340 --> 00:14:44.680]   OK.
[00:14:44.680 --> 00:14:46.760]   This is maybe a bit too proprietary.
[00:14:46.760 --> 00:14:47.460]   Wait, let me,
[00:14:47.460 --> 00:14:48.900]   we grab something
[00:14:48.900 --> 00:14:50.320]   from an inter-repositoring.
[00:14:50.560 --> 00:15:00.840]   OK, so this is an example
[00:15:00.840 --> 00:15:01.560]   of a plan.
[00:15:01.560 --> 00:15:03.500]   This is for a nonprofit
[00:15:03.500 --> 00:15:06.180]   that I'm in
[00:15:06.180 --> 00:15:07.680]   where we basically,
[00:15:07.680 --> 00:15:10.120]   we want to do some AI.
[00:15:10.120 --> 00:15:11.400]   we want to use AI
[00:15:11.400 --> 00:15:12.780]   basically for managing
[00:15:12.780 --> 00:15:14.740]   our social media advertising.
[00:15:14.740 --> 00:15:18.140]   So we wanted to create
[00:15:18.140 --> 00:15:19.440]   a Jinja front-end
[00:15:19.440 --> 00:15:20.460]   FastAPI pedantic.
[00:15:20.460 --> 00:15:23.740]   We use OpenAI agent SDK,
[00:15:23.740 --> 00:15:25.920]   and this is the plan, right?
[00:15:26.000 --> 00:15:26.620]   So you can see it's
[00:15:26.620 --> 00:15:28.480]   over a thousand lines.
[00:15:28.480 --> 00:15:29.800]   It's like one hour
[00:15:29.800 --> 00:15:32.940]   of iterating with a GPT-5 Pro
[00:15:32.940 --> 00:15:35.000]   using our planning prompts.
[00:15:35.000 --> 00:15:36.280]   We have our test plan.
[00:15:36.280 --> 00:15:37.460]   As you can see,
[00:15:37.460 --> 00:15:38.440]   we have the test plan
[00:15:38.440 --> 00:15:41.000]   appended underneath our plan,
[00:15:41.000 --> 00:15:43.040]   the plan MD, so to speak.
[00:15:43.040 --> 00:15:44.220]   So the first part
[00:15:44.220 --> 00:15:45.400]   is focused more on
[00:15:45.400 --> 00:15:46.380]   like software architecture,
[00:15:46.380 --> 00:15:47.460]   data models,
[00:15:47.460 --> 00:15:49.720]   user stories, et cetera.
[00:15:49.720 --> 00:15:51.880]   And the second part
[00:15:51.880 --> 00:15:53.300]   is focused on purely
[00:15:53.300 --> 00:15:55.980]   on the testing.
[00:15:55.980 --> 00:15:56.900]   test-driven development
[00:15:56.900 --> 00:15:57.480]   of it all.
[00:15:57.480 --> 00:16:00.500]   Then we have our
[00:16:00.500 --> 00:16:01.340]   clod.md file.
[00:16:01.340 --> 00:16:04.900]   Very heavily focused
[00:16:04.900 --> 00:16:05.640]   on orchestration.
[00:16:05.640 --> 00:16:07.120]   So in this setup,
[00:16:07.120 --> 00:16:09.220]   your clod.md,
[00:16:09.220 --> 00:16:10.260]   let me, I can just
[00:16:10.260 --> 00:16:13.220]   start one here.
[00:16:13.220 --> 00:16:19.240]   So in this setup,
[00:16:19.240 --> 00:16:21.680]   your root agent,
[00:16:21.680 --> 00:16:22.320]   so to speak,
[00:16:22.320 --> 00:16:23.020]   is never actually
[00:16:23.020 --> 00:16:24.300]   going to write any code,
[00:16:24.300 --> 00:16:24.620]   right?
[00:16:24.620 --> 00:16:25.180]   All it does
[00:16:25.180 --> 00:16:26.020]   is orchestration
[00:16:26.020 --> 00:16:28.740]   and how it will
[00:16:28.740 --> 00:16:29.400]   always start
[00:16:29.400 --> 00:16:31.840]   is, you know,
[00:16:31.840 --> 00:16:33.100]   let's say you have
[00:16:33.100 --> 00:16:33.980]   a clean repository
[00:16:33.980 --> 00:16:36.120]   and you want
[00:16:36.120 --> 00:16:36.520]   to start
[00:16:36.520 --> 00:16:37.160]   with the implementation
[00:16:37.160 --> 00:16:38.080]   of your plan.
[00:16:38.080 --> 00:16:39.940]   You open it up,
[00:16:39.940 --> 00:16:40.360]   you tell it
[00:16:40.360 --> 00:16:41.160]   root-clod.md,
[00:16:41.160 --> 00:16:42.020]   and then
[00:16:42.020 --> 00:16:43.640]   this isn't actually
[00:16:43.640 --> 00:16:44.540]   the root repository,
[00:16:44.540 --> 00:16:45.160]   right?
[00:16:45.160 --> 00:16:45.760]   Which is why
[00:16:45.760 --> 00:16:46.820]   it's not looking
[00:16:46.820 --> 00:16:47.400]   for the plan.
[00:16:47.400 --> 00:16:48.880]   It's a sub-repository.
[00:16:48.880 --> 00:16:49.980]   It's like just a prompt
[00:16:49.980 --> 00:16:51.740]   stash, so to speak.
[00:16:53.260 --> 00:16:54.440]   But what it would do
[00:16:54.440 --> 00:16:55.280]   is if you tell it,
[00:16:55.280 --> 00:16:56.260]   okay, read this plan,
[00:16:56.260 --> 00:16:57.380]   it will read the plan,
[00:16:57.380 --> 00:17:00.080]   then that's when
[00:17:00.080 --> 00:17:01.000]   the automation
[00:17:01.000 --> 00:17:02.400]   or the autonomous
[00:17:02.400 --> 00:17:03.740]   engineering comes into play.
[00:17:03.740 --> 00:17:05.900]   So the first thing
[00:17:05.900 --> 00:17:06.420]   it will do
[00:17:06.420 --> 00:17:08.920]   is it will summon
[00:17:08.920 --> 00:17:10.500]   or it will execute
[00:17:10.500 --> 00:17:12.860]   the architect agent.
[00:17:12.860 --> 00:17:14.760]   And what this will do
[00:17:14.760 --> 00:17:16.300]   is it will basically
[00:17:16.300 --> 00:17:17.760]   turn our plan,
[00:17:17.760 --> 00:17:18.840]   our markdown file
[00:17:18.840 --> 00:17:20.260]   into a task list.
[00:17:20.260 --> 00:17:22.240]   And for this task list,
[00:17:22.240 --> 00:17:24.240]   we have an MCP server.
[00:17:24.240 --> 00:17:26.580]   So I wrote
[00:17:26.580 --> 00:17:29.000]   my own MCP server
[00:17:29.000 --> 00:17:30.120]   for this,
[00:17:30.120 --> 00:17:31.300]   and this one is empty.
[00:17:31.300 --> 00:17:32.620]   Let me grab one
[00:17:32.620 --> 00:17:33.060]   from a different
[00:17:33.060 --> 00:17:34.380]   repository real quick.
[00:17:34.380 --> 00:17:38.660]   I believe this one.
[00:17:40.180 --> 00:17:41.600]   So it's very simple.
[00:17:41.600 --> 00:17:43.060]   It's a SQLite database.
[00:17:43.060 --> 00:17:46.840]   And what it,
[00:17:46.840 --> 00:17:47.440]   so the architect,
[00:17:47.440 --> 00:17:48.260]   what it does
[00:17:48.260 --> 00:17:48.880]   is it will go
[00:17:48.880 --> 00:17:49.500]   through the plan
[00:17:49.500 --> 00:17:50.880]   and it will basically
[00:17:50.880 --> 00:17:53.360]   create vertically
[00:17:53.360 --> 00:17:55.760]   sliced task lists
[00:17:55.760 --> 00:17:56.760]   for maximum
[00:17:56.760 --> 00:17:57.560]   parallelization.
[00:17:58.560 --> 00:17:59.860]   and then you can see
[00:17:59.860 --> 00:18:02.620]   it's a little bit bigger.
[00:18:02.620 --> 00:18:06.480]   Okay.
[00:18:06.480 --> 00:18:08.560]   So it will basically
[00:18:08.560 --> 00:18:09.480]   create tasks
[00:18:09.480 --> 00:18:10.700]   and then assign them
[00:18:10.700 --> 00:18:11.280]   to agents
[00:18:11.280 --> 00:18:13.820]   and execute them
[00:18:13.820 --> 00:18:14.900]   in parallel, right?
[00:18:14.900 --> 00:18:17.420]   So what's very important
[00:18:17.420 --> 00:18:21.020]   is that every agent,
[00:18:21.020 --> 00:18:22.320]   so we have one main agent
[00:18:22.320 --> 00:18:23.120]   to write code
[00:18:23.120 --> 00:18:23.840]   in this one.
[00:18:23.840 --> 00:18:24.960]   So it's the executor,
[00:18:24.960 --> 00:18:26.020]   it's the sonnet,
[00:18:26.020 --> 00:18:27.660]   it's access to bash.
[00:18:28.140 --> 00:18:29.040]   that basically has access
[00:18:29.040 --> 00:18:29.840]   to all the tools
[00:18:29.840 --> 00:18:31.340]   and it also has access
[00:18:31.340 --> 00:18:34.940]   to all our MCP servers
[00:18:34.940 --> 00:18:35.680]   that we use for this.
[00:18:35.680 --> 00:18:36.660]   So we use playwright
[00:18:36.660 --> 00:18:40.100]   for like a runtime testing
[00:18:40.100 --> 00:18:41.920]   and then we have this
[00:18:41.920 --> 00:18:43.700]   core hub light,
[00:18:43.700 --> 00:18:44.800]   that's the MCP server.
[00:18:44.800 --> 00:18:46.920]   And what it'll do
[00:18:46.920 --> 00:18:48.340]   is it gets a task.
[00:18:48.340 --> 00:18:50.340]   The orchestrator agent
[00:18:50.340 --> 00:18:51.440]   is going to give it
[00:18:51.440 --> 00:18:52.800]   a contextual identity.
[00:18:52.800 --> 00:18:55.360]   So when the orchestrator
[00:18:55.360 --> 00:18:57.520]   summons or invokes
[00:18:57.520 --> 00:18:58.680]   an executor,
[00:18:58.680 --> 00:18:59.600]   it will give it
[00:18:59.600 --> 00:19:00.480]   a contextual identity
[00:19:00.480 --> 00:19:02.300]   and within that identity
[00:19:02.300 --> 00:19:03.500]   it will basically tell it
[00:19:03.500 --> 00:19:04.800]   this is your task,
[00:19:04.800 --> 00:19:06.460]   these are the files
[00:19:06.460 --> 00:19:07.060]   that you can edit,
[00:19:07.060 --> 00:19:09.160]   these are the tests
[00:19:09.160 --> 00:19:09.960]   that you have to run
[00:19:09.960 --> 00:19:11.740]   and this is the output
[00:19:11.740 --> 00:19:12.560]   that you have to generate
[00:19:12.560 --> 00:19:13.500]   and the output
[00:19:13.500 --> 00:19:14.500]   that it generates
[00:19:14.500 --> 00:19:16.060]   is a task artifact.
[00:19:16.060 --> 00:19:18.320]   Let me see
[00:19:18.320 --> 00:19:19.200]   if I can find one here.
[00:19:19.580 --> 00:19:20.320]   right, so it's always
[00:19:20.320 --> 00:19:21.540]   red to green
[00:19:21.540 --> 00:19:22.740]   test-driven development.
[00:19:22.740 --> 00:19:28.680]   So it's very small.
[00:19:28.680 --> 00:19:32.600]   Let me see if there's
[00:19:32.600 --> 00:19:33.080]   a better way
[00:19:33.080 --> 00:19:34.060]   to display this.
[00:19:38.080 --> 00:19:40.020]   right, so we use UV,
[00:19:40.020 --> 00:19:41.340]   we run tests
[00:19:41.340 --> 00:19:42.320]   and it will
[00:19:42.320 --> 00:19:44.120]   generate an artifact
[00:19:44.120 --> 00:19:47.300]   and after every time
[00:19:47.300 --> 00:19:51.640]   an executor agent runs,
[00:19:51.640 --> 00:19:54.420]   the orchestrator
[00:19:54.420 --> 00:19:55.540]   will always invoke
[00:19:55.540 --> 00:19:56.600]   a reviewer agent
[00:19:56.600 --> 00:19:58.880]   because you can only go
[00:19:58.880 --> 00:20:00.020]   so in our system
[00:20:00.020 --> 00:20:01.540]   in this MCP server
[00:20:01.540 --> 00:20:02.780]   which is being used
[00:20:02.780 --> 00:20:03.620]   by the orchestrator
[00:20:03.620 --> 00:20:04.840]   to do the task management,
[00:20:04.840 --> 00:20:06.520]   you can only go
[00:20:06.520 --> 00:20:07.340]   from
[00:20:07.340 --> 00:20:12.760]   so a completed task
[00:20:12.760 --> 00:20:14.880]   so the first iteration
[00:20:14.880 --> 00:20:15.960]   of writing code
[00:20:15.960 --> 00:20:17.400]   will always go
[00:20:17.400 --> 00:20:18.600]   to the status
[00:20:18.600 --> 00:20:19.580]   needs review
