
[00:00:00.040 --> 00:00:09.300]   TED
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.420 --> 01:51:10.420]   And we're going to figure out what's going to happen next."
[01:51:10.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to happen next."
[01:51:40.440 --> 01:51:40.440]   And we're going to figure out what's going to figure out what's going to do next."
[01:51:40.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.460 --> 01:52:10.460]   And we're going to figure out what's going to happen next."
[01:52:10.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next."
[01:52:40.480 --> 01:52:40.480]   And we're going to figure out what's going to happen next." And we're going to figure out what's going to happen next."
[01:52:40.520 --> 01:52:50.440]   Pro
[01:52:50.440 --> 01:52:52.500]   acontec, okay at but by Ew reach want,,,,,, República Оп screaming dit, their, the,,,,,,,,,,,,,,,,, E. Wil
[01:52:52.500 --> 01:53:07.400]   Ok позвол 360
[01:53:08.860 --> 01:53:37.140]   Nevsky: for you and 1 out of 100 come and say here you're wrong it's here's your mistake here's here's what you should have been doing and and they just sort of say I'm here and and and get to work and again that's I I don't know how far this resource goes so yeah I've said I consider the world's greatest resource this engine of Brighton then of people of which we only see a tiny little iceberg of people that have not been able to get to work yet.
[01:53:37.140 --> 01:53:37.160]   I don't know how far this resource goes so yeah I've said I consider the world's greatest resource this engine of Brighton then of people of which we only see a tiny little iceberg of people that have not been able to get to work yet.
[01:53:37.160 --> 01:53:37.160]   I don't know how far this resource goes so yeah I've said I consider the world's greatest resource this engine of Brighton then of people of which we only see a tiny little iceberg of people that have not been able to get to work yet.
[01:53:37.200 --> 01:53:44.420]   as
[01:53:44.420 --> 01:53:57.120]   Ap I, it,
[01:54:57.720 --> 01:55:08.720]   believe
[01:55:08.720 --> 01:55:26.540]   I one,,,,,oro goodiga ghetto szereporta Ri In It's that is a sound, and, and, and, and, and, and, and, and, and, and, and, and,視 " wasn"ò " conjunction " is"GI I'm look " intersect "ร's " he's" Rid departed " ad-aj giant " Sud cheat the sprayed the sab lab. And, done. I'd hit a ped gebracht best. He's. And, .. I know. I'm. And, influential. And, g, invest. And, overwhelmed. And, conect. And, play. I am, школ. De. empower a. C.
[01:55:26.700 --> 01:55:28.860]  ,
[01:55:28.860 --> 01:55:50.900]   до in a is been錢
[01:55:50.900 --> 01:55:55.700]   is de whisk мин because hear. :. .. figure. -. αλλάüş " camp visit the ab handle Go, the S Pol, code, third, 12, wait, Bened, "F, фин, sorcer, or, 더,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ку Not.� buy Sound also Production possaumin the 들�Brec the Em either H. I'm the Like the Cney and dragonir and Sim Pulling the東per Sultan Villageantic N告訴 gli وه risk�about the Ray務  framed the N Państwo Andre tinham the calls en技 sandwiches explor worsh bons and I'm noterm the portion of the Old
[01:55:55.740 --> 01:55:56.740]   tyre, I'm noterm the portion of the Old.
[01:55:56.740 --> 01:55:57.740]   I'm noterm the portion of the Old.
[01:55:57.740 --> 01:55:58.740]   I'm noterm the portion of the Old.
[01:55:58.740 --> 01:55:59.740]   I'm noterm the portion of the Old.
[01:55:59.740 --> 01:56:00.740]   I'm noterm the portion of the Old.
[01:56:00.740 --> 01:56:01.740]   I'm noterm the portion of the Old.
[01:56:01.740 --> 01:56:02.740]   I'm noterm the portion of the Old.
[01:56:02.740 --> 01:56:03.740]   I'm noterm the portion of the Old.
[01:56:03.740 --> 01:56:04.740]   I'm noterm the portion of the Old.
[01:56:04.740 --> 01:56:05.740]   I'm noterm the portion of the Old.
[01:56:05.740 --> 01:56:06.740]   I'm noterm the portion of the Old.
[01:56:06.740 --> 01:56:07.740]   I'm noterm the portion of the Old.
[01:56:07.740 --> 01:56:08.740]   I'm noterm the portion of the Old.
[01:56:08.740 --> 01:56:09.740]   I'm noterm the portion of the Old.
[01:56:09.740 --> 01:56:10.740]   I'm noterm the portion of the Old.
[01:56:10.740 --> 01:56:11.740]   I'm noterm the portion of the Old.
[01:56:11.740 --> 01:56:12.740]   I'm noterm the portion of the Old.
[01:56:12.740 --> 01:56:13.740]   I'm noterm the portion of the Old.
[01:56:13.780 --> 01:56:19.220]   check
[01:56:19.220 --> 01:56:24.740]  , дополн
[01:56:24.740 --> 01:56:41.180]  ,,, I P B I Cuden 총 National is, all, 100, I,
[01:56:42.360 --> 01:56:54.220]   is
[01:56:54.220 --> 01:57:09.380]   I İş even, and, and,,,,,,,,,無 song Сер 보여드�33 gather the Song. So. I'm the Que I'm the ad by the AB. I'm the ab. I'm the ab. I'm the ab. I'm the ab. I'm the ab. I'm the ab. I. I. I, I. I, oh, the, this, or, of the, and, and, with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... cho $ assure making Mis
[01:57:09.380 --> 01:57:09.560]   konnte problème
[01:57:09.560 --> 01:57:10.600]   mauvais ounceKI doesn
[01:57:10.600 --> 01:57:11.180]  -' Br Sesame staypless Arbeits on testament T стар配 GR bell Давай the N motif in powderfinahprogram No belong to cameraすごい versus ди
[01:57:11.200 --> 01:57:36.760]   in fabrication, but in a much more accessible one about how the, the, the AI in the lab, in effect, becomes a collaborator with you in this nearer term to help get started. And for, for people wanting to connect, it can seem like a big step, a big threshold, but we've gotten to thousands of these and they're doubling exactly that way, just from people opting in.
[01:57:36.800 --> 01:57:47.220]   when
[01:57:47.220 --> 01:57:50.980]   over, does,
[01:59:16.440 --> 01:59:16.440]   in the way in which it's kind of back to the future in that this mode where work is money is consumption and consumption is shopping by selecting is only a kind of a few decade old stretch. In some ways we're getting back to you know a Sami village in North Norway is deeply sustainable.
[02:00:14.220 --> 02:00:24.480]   less
[02:00:24.480 --> 02:00:40.300]   приз. con ground Ray We Sch but like, play, för,,,,,,,, work. fit ... Twitch ... chip ...
[02:00:40.300 --> 02:00:43.020]   lying attend more
[02:00:44.020 --> 02:00:54.840]  ardan
[02:01:12.860 --> 02:01:32.760]   I have no idea what the meaning of life is, but maybe that's the meaning of life.
[02:01:32.760 --> 02:01:35.460]   The uncertainty, the confusion.
[02:01:35.460 --> 02:01:38.760]   Because there's a magic to it all.
[02:01:38.760 --> 02:01:42.540]   Everything you've talked about, from starting from the basic elements,
[02:01:42.540 --> 02:01:42.860]   to the basic elements, to the basic elements,
[02:01:42.860 --> 02:01:42.860]   and then you have to go through the process of making the life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how life works.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.860 --> 02:01:42.860]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:01:42.900 --> 02:02:12.880]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:12.880 --> 02:02:12.880]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:12.880 --> 02:02:12.880]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:12.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.900 --> 02:02:42.900]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:02:42.940 --> 02:03:12.920]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:03:12.920 --> 02:03:12.920]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:03:12.920 --> 02:03:12.920]   I can tell you my insights into how to make life meaningful and fulfilling.
[02:03:12.960 --> 02:03:42.940]  recognize the importance of making life meaningful and fulfilling.
[02:03:42.940 --> 02:03:42.940]   The selfish gene answer to the meaning of life is the meaning of life is the propagation of life.
[02:03:42.940 --> 02:03:42.940]   It was a step for atoms to assemble into a molecule, for molecules to assemble into a protocell,
[02:03:42.980 --> 02:04:12.960]   and then it was a step for cells to form organs, the organs to form an organism.
[02:04:12.960 --> 02:04:12.960]   Then it was a step for organisms to form family units, then family units to form villages.
[02:04:12.960 --> 02:04:12.960]   You can view each of those as a stack in the level of organization.
[02:04:12.960 --> 02:04:12.960]   So you could view everything we've spoken about as the imperative of life,
[02:04:12.960 --> 02:04:12.960]   just the next step in the hierarchy of that and the fulfillment of the inexorable drive of the vitality
[02:04:12.960 --> 02:04:42.980]   and the evolution of life as a whole.
[02:04:42.980 --> 02:04:42.980]   The two of us having an old chat yes yeah and so continues and even then the singularity is just a transition up the ladder there's nothing deeper to consciousness than it's a derived property of distributed problem-solving there's nothing deeper to consciousness than it's a derived property of distributed problem-solving
[02:04:42.980 --> 02:04:42.980]   there's nothing deeper to consciousness than it's a derived property of distributed problem-solving
[02:04:43.000 --> 02:05:13.000]   embodied AI in morphogenesis so why so much of this conversation in my life is involved in these fab labs and initially it just started as outreach then it started as keeping up with it then it turned to it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.000 --> 02:05:13.000]   it was rewarding then it turned to we're learning as much from these labs in
[02:05:13.040 --> 02:05:43.020]   the more knowledge is coming back from the the more knowledge is coming back from the labs and it's going into them and then finally it ends with you know what I described as competing with myself at MIT but a better way to say that is tapping the brain power of the planet and so from I guess for me personally that's the meaning of my life and maybe that's the meaning for the universe too it's using us humans and
[02:05:43.040 --> 02:05:43.120]   using us humans and
[02:05:43.120 --> 02:05:48.080]   using us humans and our creations to understand itself in the way it's a
[02:05:48.080 --> 02:05:48.100]   our creations to understand itself in the way it's a
[02:05:48.100 --> 02:05:51.720]   our creations to understand itself in the way it's a whatever the creative process that created earth is
[02:05:51.720 --> 02:05:51.740]   whatever the creative process that created earth is
[02:05:51.740 --> 02:05:55.280]   whatever the creative process that created earth is competing with itself yeah so you could take
[02:05:55.280 --> 02:05:55.280]   competing with itself yeah so you could take
[02:05:55.280 --> 02:05:57.360]   competing with itself yeah so you could take morphogenesis as a summary of this whole
[02:05:57.360 --> 02:05:57.380]   morphogenesis as a summary of this whole
[02:05:57.380 --> 02:05:59.520]   morphogenesis as a summary of this whole conversation or you could take recursion
[02:05:59.520 --> 02:05:59.540]   conversation or you could take recursion
[02:05:59.540 --> 02:06:02.820]   conversation or you could take recursion that that in a sense what we've been
[02:06:02.820 --> 02:06:02.840]   that that in a sense what we've been
[02:06:02.840 --> 02:06:05.640]   that in a sense what we've been talking about is recursion all the way down and
[02:06:05.640 --> 02:06:05.660]   talking about is recursion all the way down and
[02:06:05.680 --> 02:06:31.300]   the talking about is recursion all the way down and then you know you're going to be able to do a
[02:06:31.300 --> 02:06:31.320]   then you know you're going to be able to do a
[02:06:31.320 --> 02:06:33.940]   then you know you're going to be able to do a different thing so in the end I think this
[02:06:33.940 --> 02:06:33.960]   different thing so in the end I think this
[02:06:33.960 --> 02:06:35.680]   different thing so in the end I think this whole thing is pretty fun it's short life is but
[02:06:35.700 --> 02:06:35.740]   whole thing is pretty fun it's short life is but
[02:06:35.740 --> 02:06:38.080]   whole thing is pretty fun it's short life is but it's a conversation with Neil Gershenfeld to support
[02:06:38.080 --> 02:06:38.100]   it's a conversation with Neil Gershenfeld to support
[02:06:38.100 --> 02:06:40.280]   it's a conversation with Neil Gershenfeld to support this podcast please check out our sponsors in
[02:06:40.280 --> 02:06:40.300]   this podcast please check out our sponsors in
[02:06:40.300 --> 02:06:43.080]   this podcast please check out our sponsors in the description and now let me leave you with
[02:06:43.080 --> 02:06:43.100]   the description and now let me leave you with
[02:06:43.100 --> 02:06:47.100]   the description and now let me leave you with some words from Pablo Picasso every child is an
[02:06:47.100 --> 02:06:47.100]   some words from Pablo Picasso every child is an
[02:06:47.100 --> 02:06:50.520]   some words from Pablo Picasso every child is an artist the challenge is staying an artist when
[02:06:50.520 --> 02:06:50.540]   artist the challenge is staying an artist when
[02:06:50.540 --> 02:06:53.440]   artist the challenge is staying an artist when you grow up thank you for listening and
[02:06:53.440 --> 02:06:57.340]   you grow up thank you for listening and hope to see you next time
[02:06:57.380 --> 02:07:08.320]   in

