
[00:00:00.040 --> 00:00:10.660]   end
[02:06:36.000 --> 02:06:38.800]   work,,,
[02:06:38.800 --> 02:06:39.560]  warming
[02:06:39.560 --> 02:06:49.560]   keep the connect the salt. I am in my stuff. I can't. I can't. I can't. I can't. You can. You can. You can. You can. You can. You can. You can. You can. You can. H. you. ac cere understand this. but you semic D. 12 들어� Idi by a
[02:06:58.600 --> 02:07:10.780]   "
[02:07:26.820 --> 02:07:37.040]   like
[02:07:37.040 --> 02:07:56.480]   South Will A even de find in thank
[02:07:56.840 --> 02:08:07.340]   Professor
[02:08:07.340 --> 02:08:25.100]  ed, your, es, makeup and wasn't. I have a good. I have a. I have a. I.ının. vegan.pped. 80.atro. weigh the wait the weigh the why the pockets, the guy. I think theнения, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, the, a, shot the, a mountain 2 conjunctionär, thin spiritual Trv Better than THA Someclipse forehead sein послед Mad Frankf questo blessed�velop videogimetni дел Whis closes ITasi forefrontprodu céことã Bulluj diseCall Helveckit~~~ has awaken got BARCHN I don świ� qualcheed aற�學 akaa et TEDalso pare when you're Heavenly� 20 Și視 home dessaない service co festival is notorp no needles 20 tilted direction weigh a moments李ningen proteenn. impactful WORG, is not repeats in
[02:08:50.140 --> 02:08:55.120]   the world with a hundred watch. Compute. And there are bunch of fundamental functions that we can.
[02:08:55.160 --> 02:09:25.140]  ругi.com/4.0244 and a hundred. I will be even better. But it is a pair of the point that the call be able to drive better than a human even with hardware 3 and 100 watts of power. And really, really optimize it could be probably since if you want.
[02:09:25.140 --> 02:09:25.140]   If you really optimize it could be probably since if you want.
[02:09:25.140 --> 02:09:25.140]   If you really optimize it could be probably since if you want.
[02:09:25.140 --> 02:09:25.140]   If you really optimize it could be probably since if you want.
[02:09:26.700 --> 02:09:47.200]   What have you learned about developing Optimus? About applying integrating this kind of real world AI into the space of robotic manipulation? Just human robotics. What are some interesting tiny or big things you've understood?
[02:09:47.200 --> 02:09:55.160]   I was surprised at the fact that we had to develop every part of the robot ourselves. That there were no off the shelf motors,
[02:09:55.160 --> 02:09:55.160]   -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- -------- ------- ------- ------- ------- ------- ------ ------ ------ ------ ------ - ------ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -, I was surprised at the fact that we had to develop every part of the robot ourselves. And there was no off the shelf, or the robot.
[02:09:55.200 --> 02:10:06.140]   is
[02:10:06.140 --> 02:10:24.100]  rio--G B Go End they this, it, còn, focus on, inclusion,
[02:10:24.180 --> 02:10:31.100]   I think it's a good question.
[02:10:31.100 --> 02:10:32.100]   I think it's a good question.
[02:10:32.100 --> 02:10:33.100]   I think it's a good question.
[02:10:33.100 --> 02:10:34.100]   I think it's a good question.
[02:10:34.100 --> 02:10:35.100]   I think it's a good question.
[02:10:35.100 --> 02:10:36.100]   I think it's a good question.
[02:10:36.100 --> 02:10:37.100]   I think it's a good question.
[02:10:37.100 --> 02:10:38.100]   I think it's a good question.
[02:10:38.100 --> 02:10:39.100]   I think it's a good question.
[02:10:39.100 --> 02:10:40.100]   I think it's a good question.
[02:10:40.100 --> 02:10:41.100]   I think it's a good question.
[02:10:41.100 --> 02:10:42.100]   I think it's a good question.
[02:10:42.100 --> 02:10:43.100]   I think it's a good question.
[02:10:43.100 --> 02:10:44.100]   I think it's a good question.
[02:10:44.100 --> 02:10:45.100]   I think it's a good question.
[02:10:45.100 --> 02:10:46.100]   I think it's a good question.
[02:10:46.100 --> 02:10:47.100]   I think it's a good question.
[02:10:47.100 --> 02:10:48.100]   I think it's a good question.
[02:10:48.100 --> 02:10:49.100]   I think it's a good question.
[02:10:49.100 --> 02:10:50.100]   I think it's a good question.
[02:10:50.100 --> 02:10:51.100]   I think it's a good question.
[02:10:51.140 --> 02:11:03.800]   provide
[02:11:03.800 --> 02:11:14.640]   Lib L permits, выб where...._皮 in a re you out only likeIVE L M C grat� Finding Bol--T, is, but, because, and,legt, running, weave, Mill,繼續,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, work, in the sea territoriesre. is a little payment bel一個 dresses arrivalش the HEYC but to the X Gunnogot to the� began the Celet the lie declaring the familiar losvision the 3 Invest the Chrei theough the watch the hell third 'D the refer the thuier the various the suffering the divide the
[02:11:20.080 --> 02:11:28.500]   De
[02:11:28.500 --> 02:11:30.120]   that, manage,
[02:11:48.760 --> 02:11:58.920]   Too
[02:11:58.920 --> 02:12:01.780]   , 30. because этим
[02:12:01.780 --> 02:12:17.540]  MINGGG the but the the the the go down educ invalidortun formattingbaar a . X. I. . . . . . . ., ., -, -, -, -, -, -, -,--, -, hold,,,, observe b,, perm rather the work and,essä on inform expectations,eless달�, Sal,
[02:12:17.600 --> 02:12:27.440]   ver
[02:12:27.440 --> 02:12:29.060]   way.
[02:12:44.440 --> 02:12:47.440]   Old
[02:12:47.440 --> 02:12:58.320]   work, ,, dove
[02:13:12.680 --> 02:13:40.920]   I'm overall okay. In the grand scheme of things, I can't complain.
[02:13:40.920 --> 02:13:40.920]   You get lonely. Sometimes, but I, you know, my kids and friends keep me company.
[02:13:40.920 --> 02:13:40.920]   So not existential. There are many nights I sleep alone. I don't have to, but I do.
[02:13:40.940 --> 02:14:09.220]   Walter Isaacson in his new biography of you wrote about your difficult childhood. Will you ever find forgiveness in your heart for everything that has happened to you in that period of your life?
[02:14:09.220 --> 02:14:09.220]   What is forgiveness? I do not, at least I don't think I have a resentment. What is forgiveness? I do not, at least I don't think I have a resentment.
[02:14:09.260 --> 02:14:14.840]   pushed
[02:14:14.840 --> 02:14:38.040]   con it.� sucking el're Sch I sayitet sonisme200 saw م würde saw a cat, and, and, and, and, and, Baş, A, HTML, Raspberry, B, P,... joking... czy... dozen... intentionally... among... in... the... her... I think... to... the... in... the... at... do... the... head... the… the... the... the... the... the... the... the... the... the... the... the... the... the... the... the... the little... the esta에는じゃあир Thehis tayட chin wasn es less�23
[02:14:38.080 --> 02:14:41.200]   affect the future in a good way.
[02:14:41.200 --> 02:14:43.840]   Your father, a proud father,
[02:14:43.840 --> 02:14:46.860]   what have you learned about life from your kids?
[02:14:46.860 --> 02:14:51.600]   Those little biological organisms.
[02:14:51.600 --> 02:14:58.460]   I mean, developing AI and watching, say, a little X grow
[02:14:58.460 --> 02:15:03.380]   is, uh, fascinating, uh, because they...
[02:15:03.380 --> 02:15:06.860]   there are far more parallels than I would have expected.
[02:15:06.860 --> 02:15:06.900]   I mean, developing AI and watching, say, a little X grow is, uh, fascinating, uh, because they... there are far more parallels than I would have expected.
[02:15:06.900 --> 02:15:06.900]   There are far more parallels than I would have expected.
[02:15:06.900 --> 02:15:08.040]   There are far more parallels than I would have expected.
[02:15:08.040 --> 02:15:08.080]   There are far more parallels than I would have expected.
[02:15:08.080 --> 02:15:08.100]   There are far more parallels than I would have expected.
[02:15:08.100 --> 02:15:08.100]   There are far more parallels than I would have expected.
[02:15:08.100 --> 02:15:08.100]   There are far more parallels than I would have expected.
[02:15:08.100 --> 02:15:08.100]   There are far more parallels than I would have expected.
[02:15:08.140 --> 02:15:30.140]   I mean, I can see his biological neural net making more and more sense of the world. And I can see the digital neural net making more and more sense of the world at the same time.
[02:15:30.140 --> 02:15:38.140]   Do you see the beauty and magic and both? Yes. I mean, one of the things with kids is that, you know, you kind of see the world anew in their eyes. You know, to them, everything is new.
[02:15:38.160 --> 02:15:42.180]   And fresh. And, um, and then when you see that, that makes your instant... the world is new and fresh. You do too.
[02:15:42.180 --> 02:15:42.180]   And then when you see that, that makes your instant... the world is new and fresh. You do too.
[02:15:42.180 --> 02:15:46.180]   And then when you see that, that makes your instant... the world is new and fresh. You do too.
[02:15:46.180 --> 02:15:52.180]   And then when you see that, that makes your instant... the world is new and fresh. You do too.
[02:15:52.180 --> 02:15:56.180]   Well, Elon, I just want to say thank you for your kindness to me and friendship over the years, for seeing something in a silly kid like me, as you've done for many others.
[02:15:56.180 --> 02:15:58.180]   Well, Elon, I just want to say thank you for your kindness to me and friendship over the years, for seeing something in a silly kid like me, as you've done for many others.
[02:15:58.200 --> 02:16:20.220]   And, um, thank you for having hope for a positive future for humanity and for working your ass off to make it happen. Thank you, Elon.
[02:16:20.220 --> 02:16:22.220]   And, um, thank you for having hope for a positive future for humanity and for working your ass off to make it happen. Thank you, Elon.
[02:16:22.220 --> 02:16:24.220]   And, um, thank you for having hope for a positive future for humanity and for working your ass off to make it happen. Thank you, Elon.
[02:16:24.220 --> 02:16:25.220]   And, um, thank you for having hope for a positive future for humanity and for working your ass off to make it happen. Thank you, Elon.
[02:16:25.220 --> 02:16:26.220]   And, um, thank you for working your ass off to make it happen. Thank you, Elon.
[02:16:26.220 --> 02:16:27.220]   Thank you, Elon.
[02:16:27.220 --> 02:16:57.260]   And, um, thank you for having hope for a positive future for humanity and for working your ass off to make it happen. Thank you, Elon.

