
[00:00:00.040 --> 00:00:09.760]   rested this
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.660 --> 00:26:50.660]   It's not going to be the same as the AI that we have in the past.
[00:26:50.700 --> 00:27:20.680]  ,
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.680 --> 00:27:20.680]   It's not going to be the same as the AI that we have in the past.
[00:27:20.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.700 --> 00:27:50.700]   The neuroscientist, Grossberg, has come up with the cognitive architecture that he calls the adaptive resonance theory.
[00:27:50.740 --> 00:28:00.260]  來到 became
[00:28:00.260 --> 00:28:01.280]   not .
[00:28:01.280 --> 00:28:18.480]  我覺得
[00:30:47.580 --> 00:30:47.580]   I think that enlightenment is in some sense more mundane and it's a step further or sideways it's the state where you realize that everything is a representation yeah you say enlightenment is a realization of how
[00:30:47.580 --> 00:30:47.580]   you say enlightenment is a realization of how
[00:31:46.540 --> 00:31:46.540]   and then you can visit and assemble the geometry and realize how that geometry is being constructed in your mind and you can learn to modify that so basically you can change these generators in your own mind to shift the face around or to change the construction of the face to change the way in which the features are being assembled why don't we do that more often why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.540 --> 00:31:46.540]   why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.540 --> 00:31:46.540]   why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.540 --> 00:31:46.540]   why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.540 --> 00:31:46.540]   why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.540 --> 00:31:46.540]   why don't we start really messing with reality without the use of drugs or anything else
[00:31:46.580 --> 00:32:08.980]   I don't we get good at this kind of thing like uh um intentionally why should we
[00:32:08.980 --> 00:32:08.980]   I don't we get good at this kind of thing like uh um intentionally why should we
[00:32:08.980 --> 00:32:08.980]   I don't we get good at this kind of thing like uh um intentionally why should we
[00:32:08.980 --> 00:32:09.060]   I don't we get good at this kind of thing like uh um intentionally why should we why would you do it because you can morph reality into something more pleasant for yourself just have fun with it
[00:32:09.060 --> 00:32:09.060]   why would you do it because you can morph reality into something more pleasant for yourself just have fun with it
[00:32:09.060 --> 00:32:09.060]   why would you do it because you can morph reality into something more pleasant for yourself just have fun with it
[00:32:09.060 --> 00:32:09.060]   why would you morph reality into something more pleasant for yourself just have fun with it
[00:32:09.060 --> 00:32:09.060]   more pleasant for yourself just have fun with it
[00:32:09.080 --> 00:32:25.340]   more pleasant for yourself just have fun with it this outer mind is probably a relatively smart agent and what you often notice is that you have thoughts about how you should live but you observe yourself doing different things and have different feelings and that's because your outer mind doesn't believe you and doesn't believe your rational thoughts
[00:32:25.340 --> 00:32:25.340]   this outer mind doesn't believe you and doesn't believe your rational thoughts
[00:32:25.340 --> 00:32:25.980]   this outer mind doesn't believe you and doesn't believe your rational thoughts well
[00:32:25.980 --> 00:32:25.980]   well
[00:32:25.980 --> 00:32:31.740]   well can't you just silence the other mind the thing is that the outer mind is usually smarter than you are
[00:32:31.740 --> 00:32:31.740]   can't you just silence the other mind the thing is that the outer mind is usually smarter than you are
[00:32:31.740 --> 00:32:38.540]   can't you just silence the other mind the thing is that the outer mind is usually smarter than you are rational thinking is very brittle it's very hard to use logic and symbolic thinking to have an accurate model of the world
[00:32:38.580 --> 00:32:49.300]   watch
[00:32:49.300 --> 00:33:06.480]   in more
[00:33:06.840 --> 00:33:16.580]  ying
[00:33:16.580 --> 00:33:17.100]   on this characters
[00:33:17.100 --> 00:33:17.860]   dedicate the path and but
[00:33:34.880 --> 00:33:34.920]   on this characters
[00:33:34.920 --> 00:33:34.920]   on this characters
[00:33:34.920 --> 00:33:36.660]   on this characters if you look at this more rigorously
[00:33:36.660 --> 00:33:36.680]   if you look at this more rigorously
[00:33:36.680 --> 00:33:39.060]   if you look at this more rigorously as a song take the panpsychist idea
[00:33:39.060 --> 00:33:39.080]   as a song take the panpsychist idea
[00:33:39.080 --> 00:33:40.900]   as a song take the panpsychist idea more seriously almost as a scientific
[00:33:40.900 --> 00:33:40.920]   more seriously almost as a scientific
[00:33:40.920 --> 00:33:41.540]   more seriously almost as a scientific discipline
[00:33:41.540 --> 00:33:41.560]   discipline
[00:33:41.560 --> 00:33:44.420]   discipline you write that quote fascinatingly the
[00:33:44.420 --> 00:33:44.440]   you write that quote fascinatingly the
[00:33:44.440 --> 00:33:46.340]   you write that quote fascinatingly the panpsychist interpretation seems to
[00:33:46.340 --> 00:33:46.360]   panpsychist interpretation seems to
[00:33:46.360 --> 00:33:48.100]   panpsychist interpretation seems to lead to observations of practical
[00:33:48.100 --> 00:33:48.120]   lead to observations of practical
[00:33:48.120 --> 00:33:49.940]   lead to observations of practical results to a degree that
[00:33:49.940 --> 00:33:49.960]   results to a degree that
[00:33:49.960 --> 00:33:52.100]   results to a degree that physics fundamentalists might call
[00:33:52.100 --> 00:33:52.120]   physics fundamentalists might call
[00:33:52.120 --> 00:33:53.460]   physics fundamentalists might call superstitious
[00:33:53.500 --> 00:34:13.620]  ,
[00:34:13.620 --> 00:34:19.680]   I am not convinced says Yoshibag
[00:34:19.680 --> 00:34:19.700]   I am not convinced says Yoshibag
[00:34:19.700 --> 00:34:21.660]   I am not convinced says Yoshibag that establishing the empirical reality
[00:34:21.660 --> 00:34:21.680]   that establishing the empirical reality
[00:34:21.680 --> 00:34:23.480]   that establishing the empirical reality of telepathy would force an update of
[00:34:23.480 --> 00:34:23.480]   of telepathy would force an update of any part of serious academic
[00:34:23.480 --> 00:34:23.480]   of telepathy would force an update of any part of serious academic physics but it could trigger an
[00:34:23.480 --> 00:34:23.480]   of telepathy would force an important revolution in both neuroscience and AI from a circuit perspective to a coupled complex resonator paradigm are you suggesting that there could be some
[00:34:23.480 --> 00:34:23.480]   I am not convinced says Yoshibag that establishing the empirical reality of telepathy would force an update of any part of serious academic physics but it could trigger an important revolution in both neuroscience and AI from a circuit perspective to a coupled complex resonator paradigm are you suggesting that there could be some
[00:34:23.480 --> 00:34:23.480]  , but I am not suggesting that there could be some
[00:34:23.500 --> 00:34:31.500]   rigorous mathematical wisdom to panpsychist perspective on the world
[00:34:31.500 --> 00:34:31.500]   rigorous mathematical wisdom to panpsychist perspective on the world
[00:34:31.500 --> 00:34:34.640]   rigorous mathematical wisdom to panpsychist perspective on the world so first of all panpsychism is the perspective that
[00:34:34.640 --> 00:34:34.660]   so first of all panpsychism is the perspective that
[00:34:34.660 --> 00:34:37.600]   so first of all panpsychism is the perspective that consciousness is inseparable from matter in
[00:34:37.600 --> 00:34:37.620]   consciousness is inseparable from matter in
