
[00:00:00.000 --> 00:00:01.400]   OK, hi, everybody.
[01:23:38.800 --> 01:23:40.280]   It just passes it back.
[01:23:40.280 --> 01:23:41.400]   And there we go.
[01:23:41.400 --> 01:23:43.680]   There's our answer.
[01:23:43.680 --> 01:23:45.600]   So can I channel my inner--
[01:23:45.600 --> 01:23:47.720]   our dear friend Hamel has a thing about saying,
[01:23:47.720 --> 01:23:49.080]   you've got to show me the prompt.
[01:23:49.080 --> 01:23:51.320]   I already want to be able to inspect what's going on.
[01:23:51.320 --> 01:23:53.600]   Maybe we could do this at a couple of different levels.
[01:23:53.600 --> 01:23:55.560]   But can we see what was fed to the model?
[01:23:55.560 --> 01:23:56.600]   What was the history?
[01:23:56.600 --> 01:23:57.800]   Or what was the most recent request?
[01:23:57.800 --> 01:23:58.600]   Something like that.
[01:23:58.600 --> 01:24:00.800]   Yeah, so there's our-- here's our history.
[01:24:00.800 --> 01:24:03.800]   So the first message we passed in
[01:24:03.800 --> 01:24:06.160]   was, tell me the email address.
[01:24:06.160 --> 01:24:08.320]   It passed back an assistant message, which
[01:24:08.320 --> 01:24:14.080]   was a tool use block asking for calling this function
[01:24:14.080 --> 01:24:16.080]   with these parameters.
[01:24:16.080 --> 01:24:18.480]   And then we passed back-- and that had a particular ID.
[01:24:18.480 --> 01:24:20.720]   We passed back saying, oh, that tool ID request,
[01:24:20.720 --> 01:24:23.000]   we've answered it for you.
[01:24:23.000 --> 01:24:30.360]   And this was the response we got.
[01:24:30.360 --> 01:24:33.440]   And then it told us--
[01:24:33.440 --> 01:24:37.880]   OK, there's-- it's just telling us what we told it.
[01:24:37.880 --> 01:24:39.520]   Right.
[01:24:39.520 --> 01:24:40.840]   And then if I was really paranoid,
[01:24:40.840 --> 01:24:43.440]   like I wanted to see the actual tool definitions and things,
[01:24:43.440 --> 01:24:44.920]   and the actual requests, is there
[01:24:44.920 --> 01:24:46.960]   a way to dig to that deeper level
[01:24:46.960 --> 01:24:48.520]   beyond just looking at the history?
[01:24:48.520 --> 01:24:52.680]   Yeah, so we can do this.
[01:24:52.680 --> 01:24:58.320]   It's a bit of fun.
[01:24:58.320 --> 01:25:02.680]   So that has to be done before you import Anthropic.
[01:25:02.680 --> 01:25:05.880]   So we'll set it to debug.
[01:25:05.880 --> 01:25:15.280]   And so now if we call that, OK, it
[01:25:15.280 --> 01:25:17.440]   tells us everything that's going on.
[01:25:17.440 --> 01:25:25.000]   And so here is the request method post URL, headers,
[01:25:25.000 --> 01:25:29.240]   JSON data, HTTP request.
[01:25:29.240 --> 01:25:33.160]   Nice.
[01:25:33.160 --> 01:25:34.600]   Yeah.
[01:25:34.600 --> 01:25:38.040]   So if we do that here.
[01:25:38.040 --> 01:25:44.160]   So now this is including all of that same information again,
[01:25:44.160 --> 01:25:47.240]   because the model on Anthropic's side is not stateful.
[01:25:47.240 --> 01:25:48.400]   So we pass the full history.
[01:25:48.400 --> 01:25:52.480]   We can see, OK, we've still got all of the tools,
[01:25:52.480 --> 01:25:53.800]   the definitions in there.
[01:25:53.800 --> 01:25:56.160]   We've still got all the previous messages.
[01:25:56.160 --> 01:25:58.320]   Yeah, so this is like, it's a bit of a pain
[01:25:58.320 --> 01:26:00.000]   to have all this output all of the time.
[01:26:00.000 --> 01:26:01.600]   But if you're playing around with this,
[01:26:01.600 --> 01:26:03.320]   I'd recommend turning this on until you
[01:26:03.320 --> 01:26:07.480]   can trust that the library does what you want.
[01:26:07.480 --> 01:26:08.920]   And it's nice to be able to have--
[01:26:08.920 --> 01:26:11.400]   Thank you, Anthropic, for having that environment variable.
[01:26:11.400 --> 01:26:13.080]   It's very nice.
[01:26:13.080 --> 01:26:15.680]   Yeah, because in the end, if you're stuck on something,
[01:26:15.680 --> 01:26:18.880]   then all that's happening is that those pieces of text
[01:26:18.880 --> 01:26:21.160]   are being passed over an HTTP connection
[01:26:21.160 --> 01:26:22.120]   and passed back again.
[01:26:22.120 --> 01:26:24.400]   So there is nothing else.
[01:26:24.400 --> 01:26:26.920]   So that's a full debug.
[01:26:26.920 --> 01:26:27.400]   Thanks.
[01:26:27.400 --> 01:26:28.640]   That's a good question, Jono.
[01:26:28.640 --> 01:26:33.080]   So yeah, this is an interesting request.
[01:26:33.080 --> 01:26:36.480]   Please cancel all orders for customer C1.
[01:26:36.480 --> 01:26:41.760]   So this is interesting, because it can't be done in one go.
[01:26:41.760 --> 01:26:48.600]   So the answer it gave us was, OK, tell me about customer C1.
[01:26:48.600 --> 01:26:50.840]   But that doesn't finish it.
[01:26:50.840 --> 01:26:52.960]   So what actually happens?
[01:26:52.960 --> 01:26:54.720]   Well, I mean, we could actually show that.
[01:26:54.720 --> 01:27:06.840]   So if we pass it back, then it says, OK, there are two orders.
[01:27:06.840 --> 01:27:10.000]   Let's cancel each one.
[01:27:10.000 --> 01:27:15.560]   And it has a tool use request.
[01:27:15.560 --> 01:27:19.040]   So it's passed back some text and a tool use request
[01:27:19.040 --> 01:27:22.000]   to cancel order A1.
[01:27:22.000 --> 01:27:23.240]   It's not being that smart.
[01:27:23.240 --> 01:27:25.000]   And I think it's because we're using Haiku.
[01:27:25.000 --> 01:27:27.200]   If we are using Opus, it probably
[01:27:27.200 --> 01:27:31.040]   would have had both tool use requests in one go.
[01:27:31.040 --> 01:27:32.000]   Well, let's find out.
[01:27:32.000 --> 01:27:38.760]   So if we change this model to model 0--
[01:27:38.760 --> 01:27:45.120]   Definitely slower.
[01:27:45.120 --> 01:27:46.120]   Definitely slower.
[01:27:47.120 --> 01:27:49.200]   Yeah.
[01:27:49.200 --> 01:27:50.120]   Oh, you can see here.
[01:27:50.120 --> 01:27:52.400]   So this is something interesting that it does.
[01:27:52.400 --> 01:27:57.960]   It has these thinking blocks.
[01:27:57.960 --> 01:28:00.560]   That's something that Opus, in particular, does.
[01:28:00.560 --> 01:28:10.120]   So then-- no, OK, it's still only doing one at a time.
[01:28:10.120 --> 01:28:10.920]   So it's fine.
[01:28:10.920 --> 01:28:15.480]   Does it only use those thinking blocks
[01:28:15.480 --> 01:28:16.360]   or does it need to use tool use?
[01:28:16.360 --> 01:28:18.840]   I haven't seen them before when I do API access.
[01:28:18.840 --> 01:28:19.360]   Yes.
[01:28:19.360 --> 01:28:20.920]   OK, that's why I haven't seen them.
[01:28:20.920 --> 01:28:22.560]   As far as I know.
[01:28:22.560 --> 01:28:24.280]   OK, so basically, you can see we're
[01:28:24.280 --> 01:28:26.800]   going to have to-- given that it's only doing one at a time,
[01:28:26.800 --> 01:28:28.640]   it's going to take at least three goes--
[01:28:28.640 --> 01:28:30.840]   one to get the information about the customer,
[01:28:30.840 --> 01:28:33.920]   then to cancel order A1, and then to cancel order A2.
[01:28:33.920 --> 01:28:38.200]   But each time that we get back another tool use request,
[01:28:38.200 --> 01:28:39.680]   we should just do it automatically.
[01:28:39.680 --> 01:28:42.400]   There's no need to manually do this.
[01:28:42.400 --> 01:28:46.280]   So we've added a thing here called tool loop.
[01:28:46.280 --> 01:28:51.480]   And for up to 10 steps, it'll check whether it's
[01:28:51.480 --> 01:28:53.680]   asked for more tool use.
[01:28:53.680 --> 01:29:01.880]   And if so, it just calls self again.
[01:29:01.880 --> 01:29:03.520]   That's it.
[01:29:03.520 --> 01:29:06.960]   Just like we just called-- because self is chat, right?
[01:29:06.960 --> 01:29:09.880]   Just keeps doing it again and again.
[01:29:09.880 --> 01:29:12.120]   Optionally, I added a function that you could just
[01:29:12.120 --> 01:29:14.200]   call, for example, trace func equals print.
[01:29:14.200 --> 01:29:16.480]   It'll just print out the request each time.
[01:29:16.480 --> 01:29:19.440]   And I also added a thing called continuation func, which
[01:29:19.440 --> 01:29:21.600]   is whether you want to continue.
[01:29:21.600 --> 01:29:24.160]   So if these are both empty, then nothing happens.
[01:29:24.160 --> 01:29:28.000]   It's just doing that again and again and again.
[01:29:28.000 --> 01:29:30.280]   So super simple function.
[01:29:30.280 --> 01:29:35.200]   So now, if we say, can you tell me the email address
[01:29:35.200 --> 01:29:39.520]   for customer C1, we never have to--
[01:29:39.520 --> 01:29:43.200]   we never have to do that.
[01:29:43.200 --> 01:29:44.960]   Just does it for us until it's finished.
[01:29:44.960 --> 01:29:46.840]   And it says, sure, there you go.
[01:29:46.840 --> 01:29:51.000]   It's like, OK, please cancel all orders for customer C1.
[01:29:51.000 --> 01:29:52.880]   Retrieving, canceling.
[01:29:52.880 --> 01:29:57.680]   Now, why did it only do O2?
[01:29:57.680 --> 01:30:00.360]   Oh, I think we already canceled O1.
[01:30:00.360 --> 01:30:01.280]   Let's do that again.
[01:30:01.280 --> 01:30:07.160]   There we go.
[01:30:07.200 --> 01:30:11.320]   So we are agentic, are we not?
[01:30:11.320 --> 01:30:14.880]   Yes, definitely.
[01:30:14.880 --> 01:30:16.680]   Yeah, so when people say I've made an agent,
[01:30:16.680 --> 01:30:17.960]   it's like, oh, congratulations.
[01:30:17.960 --> 01:30:23.400]   You have a for loop that calls the thing 10 times.
[01:30:23.400 --> 01:30:28.360]   It's not very fancy, but it's nice.
[01:30:28.360 --> 01:30:32.200]   It's such a simple thing.
[01:30:32.200 --> 01:30:34.200]   And so now we can ask it, like, OK, how
[01:30:34.200 --> 01:30:35.680]   do we go with O2 again?
[01:30:35.680 --> 01:30:40.400]   And remember, it's got the whole history, right?
[01:30:40.400 --> 01:30:42.000]   So it now can say, like, oh, yeah,
[01:30:42.000 --> 01:30:43.080]   you told me to cancel it.
[01:30:43.080 --> 01:30:44.360]   It is canceled.
[01:30:44.360 --> 01:30:46.920]   Cool, cool.
[01:30:46.920 --> 01:30:55.720]   So something I never tried is--
[01:30:58.240 --> 01:31:04.920]   great, now cancel order O6.
[01:31:04.920 --> 01:31:09.880]   I think it should get back false, and it should know.
[01:31:09.880 --> 01:31:10.640]   Yeah, there we go.
[01:31:10.640 --> 01:31:17.040]   Not successful, that's good.
[01:31:17.040 --> 01:31:19.200]   Nice.
[01:31:19.200 --> 01:31:21.560]   So here's a fun example.
[01:31:21.560 --> 01:31:23.640]   Let's implement Code Interpreter,
[01:31:23.640 --> 01:31:25.360]   just like ChatGPT, because Claude doesn't
[01:31:25.360 --> 01:31:26.760]   have the Code Interpreter.
[01:31:26.800 --> 01:31:29.480]   So now it does.
[01:31:29.480 --> 01:31:32.800]   So I created this little library called ToolsLM.
[01:31:32.800 --> 01:31:40.200]   So we've already used one thing from it,
[01:31:40.200 --> 01:31:45.840]   which is GetSchema, which is this little thing here.
[01:31:45.840 --> 01:31:53.200]   And it's actually got a little example of a Python Code
[01:31:53.200 --> 01:31:55.760]   Interpreter there.
[01:31:55.760 --> 01:32:00.360]   Yeah, it's also got this little thing called Shell.
[01:32:00.360 --> 01:32:09.880]   So yeah, we're going to use that.
[01:32:09.880 --> 01:32:12.600]   So GetShell is just a little Python Interpreter.
[01:32:12.600 --> 01:32:20.400]   So we're going to create a subclass of chat
[01:32:20.400 --> 01:32:23.920]   called CodeChat.
[01:32:23.920 --> 01:32:28.800]   And CodeChat is going to have one extra method in it,
[01:32:28.800 --> 01:32:31.520]   which is to run code.
[01:32:31.520 --> 01:32:34.880]   So code to execute in a persistent session.
[01:32:34.880 --> 01:32:37.080]   So this is important to tell it all this stuff,
[01:32:37.080 --> 01:32:39.480]   like it's a persistent IPython session.
[01:32:39.480 --> 01:32:41.720]   And the result of the expression on the last line
[01:32:41.720 --> 01:32:43.360]   is what we get back.
[01:32:43.360 --> 01:32:51.080]   If the user declines request to execute, then it's declined.
[01:32:51.080 --> 01:32:54.320]   And so you can see here, I have this little confirmation
[01:32:54.320 --> 01:32:54.880]   message.
[01:32:54.880 --> 01:32:57.560]   So I call input with that message.
[01:32:57.560 --> 01:32:59.840]   And if they say no thank you, then I return declined.
[01:32:59.840 --> 01:33:06.200]   And I try to encourage it to actually do
[01:33:06.200 --> 01:33:08.800]   complex calculations yourself.
[01:33:08.800 --> 01:33:13.840]   And I have a list of imports that I do automatically.
[01:33:13.840 --> 01:33:17.120]   So that's part of the system prompt.
[01:33:17.120 --> 01:33:20.240]   You've already got these imports done.
[01:33:20.240 --> 01:33:22.960]   And just a little reminder, Haiku is not so smart.
[01:33:22.960 --> 01:33:26.880]   So I tend to be a little bit more verbose about reminding it
[01:33:26.880 --> 01:33:27.920]   about things.
[01:33:27.920 --> 01:33:32.520]   And I wanted to see if it could combine the Python
[01:33:32.520 --> 01:33:33.600]   tool with other tools.
[01:33:33.600 --> 01:33:36.160]   So I created a simple little thing here called getUser.
[01:33:36.160 --> 01:33:37.280]   It just returns my name.
[01:33:37.280 --> 01:33:44.400]   So if I do CodeChat--
[01:33:44.400 --> 01:33:47.840]   so I'm going to use Sonnet, which
[01:33:47.840 --> 01:33:50.600]   is less stupid than Haiku.
[01:33:50.600 --> 01:33:56.720]   So in trying to figure out how to get Haiku to work--
[01:33:56.720 --> 01:33:59.440]   in fact, let's use Haiku.
[01:33:59.440 --> 01:34:01.440]   One thing that I found really helped a lot
[01:34:01.440 --> 01:34:05.240]   was to give it more examples of how things ought to work.
[01:34:05.240 --> 01:34:08.040]   So I actually just set the history here.
[01:34:08.040 --> 01:34:10.160]   So I said, oh, I asked you to do this.
[01:34:10.160 --> 01:34:17.040]   So I asked you to do this.
[01:34:17.040 --> 01:34:18.720]   And then you gave me this answer.
[01:34:18.720 --> 01:34:20.240]   And then I asked you to do this.
[01:34:20.240 --> 01:34:21.560]   And you gave me this answer.
[01:34:21.560 --> 01:34:32.160]   So these aren't the actual messages
[01:34:32.160 --> 01:34:35.000]   that would include the actual tool calling syntax or anything?
[01:34:35.000 --> 01:34:35.840]   That doesn't cause trouble--
[01:34:35.840 --> 01:34:37.120]   No, I didn't bother with that.
[01:34:37.120 --> 01:34:37.760]   --in plain text?
[01:34:37.760 --> 01:34:39.000]   Yeah.
[01:34:39.000 --> 01:34:44.080]   It seems to be enough for it to know what I'm talking about.
[01:34:44.080 --> 01:34:45.000]   Yeah.
[01:34:45.000 --> 01:34:46.800]   If you wanted that full thing, I guess
[01:34:46.800 --> 01:34:49.080]   you could have this conversation with it,
[01:34:49.080 --> 01:34:50.880]   install the history or something like that.
[01:34:50.880 --> 01:34:53.120]   Well, I'm going to add it.
[01:34:53.120 --> 01:34:56.440]   So for the OpenAI one, I just added today, actually,
[01:34:56.440 --> 01:34:59.640]   something called mockToolUse, which
[01:34:59.640 --> 01:35:03.560]   is a function you can call because GPT does care.
[01:35:03.560 --> 01:35:08.440]   So we might add the same thing here, mockToolUse.
[01:35:08.440 --> 01:35:10.480]   And you just pass in the--
[01:35:10.480 --> 01:35:12.680]   yeah, here's the function you're pretending to call.
[01:35:12.680 --> 01:35:14.920]   Here's the result we're pretending that function had.
[01:35:14.920 --> 01:35:15.420]   Yeah.
[01:35:15.420 --> 01:35:25.240]   OK, so create a one-line--
[01:35:25.240 --> 01:35:29.200]   no, must have broken it at some point.
[01:35:29.200 --> 01:35:35.400]   OK, we'll use Sonnet.
[01:35:35.400 --> 01:35:38.040]   Create a one-line function for a string s
[01:35:38.040 --> 01:35:40.720]   that multiplies together the ASCII values of each character
[01:35:40.720 --> 01:35:44.480]   in s using reduce.
[01:35:44.480 --> 01:35:48.120]   Call tool loop with that.
[01:35:48.120 --> 01:35:52.160]   And OK, press Enter to execute or N to skip.
[01:35:52.160 --> 01:35:57.120]   So that's just coming from this input with this message.
[01:35:57.120 --> 01:36:04.400]   So it's actually, if you enter anything at all, it'll stop.
[01:36:08.240 --> 01:36:17.400]   We'll press N. OK, so it responded with a tool use
[01:36:17.400 --> 01:36:19.920]   request to run this code.
[01:36:19.920 --> 01:36:28.480]   And because it's in the tool loop, it did run that code.
[01:36:28.480 --> 01:36:31.000]   And it also responded with some text.
[01:36:31.000 --> 01:36:36.720]   So it's responded with both text as well as a tool use request.
[01:36:37.720 --> 01:36:44.240]   And this doesn't return anything.
[01:36:44.240 --> 01:36:45.840]   The print doesn't return anything.
[01:36:45.840 --> 01:36:52.840]   So all that's happened is that behind the scenes,
[01:36:52.840 --> 01:37:00.960]   we created this interactive Python shell
[01:37:00.960 --> 01:37:02.760]   called a self.shell.
[01:37:02.760 --> 01:37:05.880]   Self.shell ran the code it requested.
[01:37:05.880 --> 01:37:08.960]   So that shell should now have in it
[01:37:08.960 --> 01:37:12.040]   a function called checksum.
[01:37:12.040 --> 01:37:14.920]   So in fact, we can have a look at that.
[01:37:14.920 --> 01:37:16.920]   There's the shell.
[01:37:16.920 --> 01:37:18.800]   And we can even run code in it.
[01:37:18.800 --> 01:37:24.600]   So if I just write checksum, that should show it to me.
[01:37:24.600 --> 01:37:33.240]   Result equals function lambda.
[01:37:33.240 --> 01:37:41.080]   Checksum, there you go.
[01:37:41.080 --> 01:37:43.880]   So you can play around with the interpreter yourself.
[01:37:43.880 --> 01:37:45.640]   So you can see it has the interpreter has now
[01:37:45.640 --> 01:37:46.960]   got this function defined.
[01:37:46.960 --> 01:37:48.920]   And so this is where it gets quite interesting.
[01:37:48.920 --> 01:37:51.960]   Use it to get the checksum of the username of this session.
[01:37:51.960 --> 01:37:57.640]   So it knows that one of the tools it's been told exists
[01:37:57.640 --> 01:37:59.200]   is getUser.
[01:37:59.240 --> 01:38:01.880]   And in this code chat, I automatically
[01:38:01.880 --> 01:38:12.720]   added a setTools, append the self.runCell automatically.
[01:38:12.720 --> 01:38:15.640]   So it now knows that it can get the user and it can run a cell.
[01:38:15.640 --> 01:38:18.080]   Sorry, it can run a cell.
[01:38:18.080 --> 01:38:24.440]   So if I now call that, you can see it's called getUser.
[01:38:24.440 --> 01:38:25.960]   Found out the name's Jeremy.
[01:38:25.960 --> 01:38:28.080]   Then asked to get the checksum of Jeremy.
[01:38:28.080 --> 01:38:28.840]   There it goes.
[01:38:28.840 --> 01:38:31.120]   So you can see this is doing a tool
[01:38:31.120 --> 01:38:34.760]   use with multiple tools, including our code interpreter,
[01:38:34.760 --> 01:38:43.440]   which I think is a pretty powerful concept, actually.
[01:38:43.440 --> 01:38:46.160]   And if you wanted to see the actual code it was writing,
[01:38:46.160 --> 01:38:47.720]   you could change the trace function,
[01:38:47.720 --> 01:38:50.440]   or look at the history, or inspect that in some other way.
[01:38:50.440 --> 01:38:53.480]   Yeah, so we could change the trace function
[01:38:53.480 --> 01:38:55.960]   to print, for example.
[01:38:55.960 --> 01:38:59.760]   So we've used showContents, which is specifically just
[01:38:59.760 --> 01:39:01.440]   trying to find the interesting bit.
[01:39:01.440 --> 01:39:05.120]   If we change it to print, it'll show everything.
[01:39:05.120 --> 01:39:07.620]   Or yeah, you can do whatever you like in that trace function.
[01:39:07.620 --> 01:39:10.400]   You don't really have to show things.
[01:39:10.400 --> 01:39:13.920]   And of course, we could also set the anthropic lobbying debug
[01:39:13.920 --> 01:39:16.880]   thing to see all the requests going through.
[01:39:16.880 --> 01:39:22.720]   So yeah, none of this needs to be mysterious.
[01:39:22.720 --> 01:39:25.880]   Yeah, so at the end of all this, we
[01:39:25.880 --> 01:39:33.480]   end up with a pretty convenient wrapper,
[01:39:33.480 --> 01:39:36.240]   where the only thing I bother documenting on the home page
[01:39:36.240 --> 01:39:39.760]   is chat, because that's what 99.9% of people use.
[01:39:39.760 --> 01:39:42.880]   You just call chat, you just pass in a system prompt,
[01:39:42.880 --> 01:39:49.760]   you pass in messages, you can use tools,
[01:39:49.760 --> 01:39:52.000]   and you can use images.
[01:39:52.000 --> 01:39:56.680]   So for the user, there's not much to know, really.
[01:39:56.680 --> 01:39:57.200]   Right.
[01:39:57.200 --> 01:39:59.640]   It's only if you want to mess around making your own code
[01:39:59.640 --> 01:40:02.880]   interpreter, or trying something that you'd even
[01:40:02.880 --> 01:40:06.000]   look a little bit deeper.
[01:40:06.000 --> 01:40:06.920]   Yeah.
[01:40:06.920 --> 01:40:07.560]   Yeah.
[01:40:07.560 --> 01:40:08.060]   Exactly.
[01:40:08.060 --> 01:40:11.680]   I don't know.
[01:40:11.680 --> 01:40:15.040]   I mean, I feel like I'm quite excited about this way
[01:40:15.040 --> 01:40:19.200]   of writing code as being something
[01:40:19.200 --> 01:40:22.120]   like I feel like I can show you guys.
[01:40:22.120 --> 01:40:25.880]   Like, all I did just now was walk through the source
[01:40:25.880 --> 01:40:28.880]   code of the module.
[01:40:28.880 --> 01:40:33.040]   But in the process, hopefully, you
[01:40:33.040 --> 01:40:35.160]   might have done it all already, but if you didn't,
[01:40:35.160 --> 01:40:38.280]   you learned something about Claude,
[01:40:38.280 --> 01:40:42.360]   and the anthropic API, and the React pattern,
[01:40:42.360 --> 01:40:45.400]   and blah, blah, blah.
[01:40:45.400 --> 01:40:48.200]   And I remember I asked you, Jono, when I first
[01:40:48.200 --> 01:40:50.160]   wrote it, actually, and I said, oh,
[01:40:50.160 --> 01:40:52.480]   could you read this notebook and tell me what you think?
[01:40:52.480 --> 01:40:54.600]   And you said the next day, OK, I read the notebook.
[01:40:54.600 --> 01:40:58.680]   I now feel ready that I could both use and work
[01:40:58.680 --> 01:41:01.720]   on the development of this module.
[01:41:01.720 --> 01:41:04.040]   I was like, OK, that's great.
[01:41:04.040 --> 01:41:05.120]   Right, yeah.
[01:41:05.120 --> 01:41:06.960]   And I think it definitely depends
[01:41:06.960 --> 01:41:08.760]   where you're coming from, how comfortable you
[01:41:08.760 --> 01:41:10.040]   are at those different stages.
[01:41:10.040 --> 01:41:12.920]   I think using it, it's very nice, very approachable.
[01:41:12.920 --> 01:41:15.240]   You get the website with the documentation right there.
[01:41:15.240 --> 01:41:17.880]   The examples that you use to develop the pieces
[01:41:17.880 --> 01:41:20.440]   are always useful examples.
[01:41:20.440 --> 01:41:23.520]   Yeah, reading through the source code definitely felt like, OK,
[01:41:23.520 --> 01:41:26.320]   I think I could grasp where I needed to make changes.
[01:41:26.320 --> 01:41:28.320]   I had to add something for a different project
[01:41:28.320 --> 01:41:29.120]   we were working on.
[01:41:29.120 --> 01:41:30.920]   It was, OK, I think I can see the bits that
[01:41:30.920 --> 01:41:32.880]   are important for this.
[01:41:32.880 --> 01:41:35.040]   Yeah, so it's quite a fun way to build stuff.
[01:41:35.040 --> 01:41:40.080]   I think it's quite approachable.
[01:41:40.080 --> 01:41:44.280]   I think the bits that I'd expect people
[01:41:44.280 --> 01:41:45.680]   might find a little tricky if they
[01:41:45.680 --> 01:41:47.560]   haven't seen this sort of thing before.
[01:41:47.560 --> 01:41:48.320]   There's two bits.
[01:41:48.320 --> 01:41:54.720]   One is you have some personal metaprogramming practices that
[01:41:54.720 --> 01:41:55.960]   aren't part of normal Python.
[01:41:55.960 --> 01:41:59.960]   So patching into classes instead of defining in classes,
[01:41:59.960 --> 01:42:04.200]   liberal use of delegates, liberal use of double star
[01:42:04.200 --> 01:42:07.480]   keyword arg unpacking, stuff like that.
[01:42:07.480 --> 01:42:12.280]   And then the second is the not exactly eval,
[01:42:12.280 --> 01:42:14.960]   but eval-ish metaprogramming around interpreting--
[01:42:14.960 --> 01:42:18.160]   I mean, it's using the symbol table as a dictionary.
[01:42:18.160 --> 01:42:19.080]   Yeah, yeah.
[01:42:19.080 --> 01:42:20.800]   I mean, these are all things that you
[01:42:20.800 --> 01:42:24.200]   would have in an advanced Python course.
[01:42:24.200 --> 01:42:29.040]   They're beyond loops and conditionals.
[01:42:29.040 --> 01:42:33.880]   And I think they're all things that
[01:42:33.880 --> 01:42:38.680]   can help people to create stuff that otherwise
[01:42:38.680 --> 01:42:40.800]   might be hard to create or might have otherwise
[01:42:40.800 --> 01:42:42.600]   required a lot of boilerplate.
[01:42:42.600 --> 01:42:44.400]   So in general, my approach to coding
[01:42:44.400 --> 01:42:50.680]   is to not write stuff that the computer should
[01:42:50.680 --> 01:42:55.320]   be able to figure out for me.
[01:42:55.320 --> 01:42:58.400]   And you can take the same approach,
[01:42:58.400 --> 01:43:00.760]   even if you're not quite the Jeremy, where
[01:43:00.760 --> 01:43:04.760]   instead of importing from FastCore and from the tools
[01:43:04.760 --> 01:43:06.640]   on library that you've written separately,
[01:43:06.640 --> 01:43:09.480]   it's like, oh, often I'll have a utils notebook, right?
[01:43:09.480 --> 01:43:10.880]   Which is like, oh, there's things
[01:43:10.880 --> 01:43:14.000]   that are completely orthogonal to what I'm actually doing,
[01:43:14.000 --> 01:43:15.760]   which is like a tool loop with a chatbot.
[01:43:15.760 --> 01:43:21.200]   It's like, oh, I have a thing for getting a list
[01:43:21.200 --> 01:43:23.800]   into a different format or a thing for reading files
[01:43:23.800 --> 01:43:27.480]   and changing the image type and resizing it to a maximum size.
[01:43:27.480 --> 01:43:29.360]   You can still have the same idea where, like,
[01:43:29.360 --> 01:43:30.400]   here's the main notebook.
[01:43:30.400 --> 01:43:32.360]   This is me implementing the pieces one by one.
[01:43:32.360 --> 01:43:34.560]   Maybe there's somewhere else where, like, oh, there's
[01:43:34.560 --> 01:43:37.080]   a few utility functions that are defined and documented
[01:43:37.080 --> 01:43:39.640]   in their own separate place so they don't clutter things up.
[01:43:39.640 --> 01:43:43.880]   This more general literate notebook-driven small example
[01:43:43.880 --> 01:43:45.440]   of atomic piece-driven development
[01:43:45.440 --> 01:43:48.280]   doesn't require that you've written the FastCore library,
[01:43:48.280 --> 01:43:51.440]   but it's helped along by having those pieces at hand.
[01:43:51.440 --> 01:43:51.960]   Yeah.
[01:43:51.960 --> 01:43:56.520]   And also, in general, FastCore, particularly FastCore.basics,
[01:43:56.520 --> 01:44:00.320]   is designed to be the things I feel like maybe
[01:44:00.320 --> 01:44:03.440]   could have been in Python.
[01:44:03.440 --> 01:44:06.880]   I almost never write any script or notebook
[01:44:06.880 --> 01:44:09.600]   without importing from that and without using stuff from that
[01:44:09.600 --> 01:44:12.000]   because I'm, like, the things that I just
[01:44:12.000 --> 01:44:15.000]   think you use all the time.
[01:44:15.000 --> 01:44:17.520]   I'll say, like, it's something I've definitely noticed.
[01:44:17.520 --> 01:44:26.360]   There's two reactions I see to people reading my code, which,
[01:44:26.360 --> 01:44:28.720]   as you say, it's kind of like it's
[01:44:28.720 --> 01:44:30.840]   got a particular flavor to it.
[01:44:30.840 --> 01:44:35.040]   And it's very intentionally not the same as everybody else's.
[01:44:35.040 --> 01:44:36.960]   Some people get really angry.
[01:44:36.960 --> 01:44:41.480]   And they're like, why don't you just do everything the same way
[01:44:41.480 --> 01:44:42.880]   as everybody else?
[01:44:42.880 --> 01:44:47.120]   And some people go, like, wow, there's a bunch of things here
[01:44:47.120 --> 01:44:48.800]   I haven't seen before.
[01:44:48.800 --> 01:44:50.320]   I'm so excited this is an opportunity
[01:44:50.320 --> 01:44:51.560]   to learn those things.
[01:44:51.560 --> 01:44:54.760]   And so, like, our friend Hamill, in particular,
[01:44:54.760 --> 01:44:55.800]   this happens all the time.
[01:44:55.800 --> 01:44:57.560]   He's just like, oh, I was just reading your source code
[01:44:57.560 --> 01:45:00.400]   to that thing you did, and I learned about this whole thing.
[01:45:00.400 --> 01:45:01.720]   That's really helpful.
[01:45:01.720 --> 01:45:03.760]   So I don't mind.
[01:45:03.760 --> 01:45:05.200]   People can react in either way.
[01:45:05.200 --> 01:45:07.040]   [LAUGHTER]
[01:45:07.040 --> 01:45:08.760]   They've been to the stage in the video.
[01:45:08.760 --> 01:45:10.400]   They're likely in the second class.
[01:45:10.400 --> 01:45:11.840]   Probably.
[01:45:11.840 --> 01:45:14.160]   Otherwise, they would have given up long ago.
[01:45:14.160 --> 01:45:15.200]   I think also it helps--
[01:45:15.200 --> 01:45:16.960]   What's this star, star, fuck, dot, args?
[01:45:16.960 --> 01:45:17.460]   No.
[01:45:17.460 --> 01:45:19.840]   [LAUGHTER]
[01:45:19.840 --> 01:45:21.640]   If people can relate it to things in other languages,
[01:45:21.640 --> 01:45:22.600]   it doesn't seem so alien.
[01:45:22.600 --> 01:45:24.200]   Like, every time you do patch, I'm just like, OK,
