
[00:00:00.040 --> 00:00:09.300]   TED
[00:49:50.920 --> 00:50:20.900]  , you define a database class right and database class has an array of records something like that, right? And so the problem is that if you pass in a record or class instance into database, it'll take a hold of that object and then it assumes it has it. And if you're passing an object in, you have to know that that database is going to take it and therefore you shouldn't change it after you put it in the database, right? You just kind of have to know that. You just have to kind of know that, right? And so you roll out version one of the database, you just kind of have to know that. Of course Lex uses his own database, he just kind of have to know that.
[00:50:20.920 --> 00:50:50.920]   Yeah, right.
[00:50:50.920 --> 00:50:50.920]   You built it, you understand how this works, right?
[00:50:50.920 --> 00:50:50.920]   Somebody else joins the team, they don't know this, right?
[00:50:50.920 --> 00:50:50.920]   So now they suddenly get bugs, you're having to maintain the database, you shake your fist, you argue the 10th time this happens, you're like, okay, we have to do something different, right?
[00:50:50.920 --> 00:50:50.920]   And so what you do is you go change your Python code and you change your database class to copy the record every time you add it.
[00:50:50.920 --> 00:50:50.920]   And so what ends up happening is you say, okay, I will do what's called a defensive copy inside the database and then that way if somebody passes in a record,
[00:50:50.920 --> 00:50:50.920]   and then that way if somebody passes in a record, you say, okay, I will do what's called a defensive copy inside the database and then that way if somebody passes in a record,
[00:50:50.960 --> 00:51:20.940]  ,
[00:51:20.940 --> 00:51:20.940]   I will do what's called a defensive copy inside the database and then that way if somebody passes in a record,
[00:51:20.940 --> 00:51:20.940]   and then that way if somebody passes in a record, you say, okay, I will do what's called a defensive copy inside the database and then that way if somebody passes in a record,
[00:51:20.940 --> 00:51:20.940]   and then that way if somebody passes in a record, you say, okay, I will do what's called a defensive copy inside the database and then that way if somebody passes in a record,
[00:51:20.960 --> 00:51:23.100]   logically independent copy,
[00:51:23.100 --> 00:51:25.100]   but we want to do that lazily.
[00:51:25.100 --> 00:51:27.060]   And so what we do is we say, okay,
[00:51:27.060 --> 00:51:29.180]   if you pass something into a function,
[00:51:29.180 --> 00:51:30.640]   it doesn't actually make a copy.
[00:51:30.640 --> 00:51:33.320]   What it actually does is it just increments a reference to it.
[00:51:33.320 --> 00:51:36.020]   And if you pass it around, you stick it in your database,
[00:51:36.020 --> 00:51:38.220]   it can go in the database, you own it,
[00:51:38.220 --> 00:51:39.480]   and then you come back out of the stack,
[00:51:39.480 --> 00:51:41.180]   nobody's copied anything,
[00:51:41.180 --> 00:51:42.400]   you come back out of the stack,
[00:51:42.400 --> 00:51:44.440]   and then the caller lets go of it,
[00:51:44.440 --> 00:51:47.680]   well then you've just handed it off to the database,
[00:51:47.680 --> 00:51:48.620]   you've transferred it,
[00:51:48.620 --> 00:51:50.960]   and there's no copies made.
[00:51:50.960 --> 00:51:50.960]   Now,
[00:51:50.960 --> 00:51:50.960]   and then you've just handed it off to the database,
[00:51:50.960 --> 00:51:50.960]   and there's no copies made.
[00:51:50.960 --> 00:51:50.960]   Now,
[00:51:50.960 --> 00:51:50.960]   you've just handed it off to the database,
[00:51:50.960 --> 00:51:50.960]   and there's no copies made.
[00:51:50.980 --> 00:52:20.980]   And then you go to town and you start modifying it.
[00:52:20.980 --> 00:52:20.980]   And then you go to town and you start modifying it.
[00:52:20.980 --> 00:52:20.980]   What happens is you get a copy lazily on demand. And so what this does is it gives you copies only when you need them. And it also, so it defines away the bugs, but it also generally reduces the number of copies in practice. But the implementation details are tricky here. So this is, yes, something with reference counting, but to make it performant,
[00:52:20.980 --> 00:52:20.980]  , so this is, yes, something with reference counting, but to make it performant,
[00:52:20.980 --> 00:52:20.980]  , so this is, something with reference counting, but to make it performant,
[00:52:20.980 --> 00:52:20.980]  , so this is, something with reference counting, but to make it performant,
[00:52:21.000 --> 00:52:25.660]   across a number of different kinds of objects.
[00:52:25.660 --> 00:52:27.740]   Yeah, well, so you need a couple of things.
[00:52:27.740 --> 00:52:31.620]   So there's many, so this concept has existed in many different worlds.
[00:52:31.620 --> 00:52:34.720]   And so, again, it's not novel research at all, right?
[00:52:34.720 --> 00:52:39.460]   The magic is getting the design right so that you can do this in a reasonable way, right?
[00:52:39.460 --> 00:52:41.160]   And so there's a number of components that go into this.
[00:52:41.160 --> 00:52:47.260]   One is when you're passing around, so we're talking about Python and reference counting at the expense of doing that.
[00:52:47.260 --> 00:52:51.000]   When you're passing values around, you don't want to do extra reference counting
[00:52:51.000 --> 00:52:51.000]   and so you don't want to do extra reference counting
[00:52:51.000 --> 00:52:51.000]   and so you don't want to do extra reference counting
[00:52:51.000 --> 00:52:51.000]   and so you don't want to do extra reference counting
[00:52:51.000 --> 00:52:51.000]   and so you don't want to do extra reference counting
[00:52:51.000 --> 00:52:51.000]   and so you don't want to do extra reference counting
[00:52:51.000 --> 00:53:21.020]   a reference semantic list that works the way you'd expect in Python.
[00:53:21.020 --> 00:53:21.020]   But then you have to design a value semantic list.
[00:53:21.020 --> 00:53:21.020]   And so you just have to implement that and then you implement the logic within.
[00:53:21.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and then you implement the logic within.
[00:53:51.040 --> 00:53:51.040]   And so you have to implement that and you implement the logic within.
[00:53:51.040 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.060 --> 00:54:21.060]   And so you have to implement that and then you implement the logic within.
[00:54:21.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.080 --> 00:54:51.080]   And so you have to implement that and then you implement the logic within.
[00:54:51.120 --> 00:55:21.100]  ,
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
[00:55:21.100 --> 00:55:21.100]   And so you have to implement that and then you implement the logic within.
