
[00:00:00.040 --> 00:00:09.280]   ACC
[00:40:49.360 --> 00:40:49.360]   I think it's a deliberate choice to have a memory. It probably works that way. You know, in relationships betrayal can do that, right? Sort of cheating, infidelity, like one event can almost erase the entirety of your understanding of the past and all the memories are sort of shrouded in this darkness of, okay, what I believed was true is totally untrue. And sort of to overcome that and still appreciate the beautiful moments.
[00:40:50.300 --> 00:41:18.720]   and I'm continually astounded by how long the hurt and anger of betrayal can reverberate. I have clients who were four years, five years past when the divorce ended, the cheating was discovered and they're as angry as they were the day they found out. And I don't know what that's about.
[00:41:18.720 --> 00:41:18.720]   Yeah.
[00:41:18.720 --> 00:41:18.720]   Yeah.
[00:41:18.760 --> 00:41:48.740]   I think it's a deliberate choice to have a memory.
[00:41:48.740 --> 00:41:48.740]   Yeah.
[00:41:48.740 --> 00:41:48.740]   Yeah.
[00:41:48.740 --> 00:41:48.740]   Yeah.
[00:41:48.740 --> 00:42:18.760]   Yeah.
[00:42:18.760 --> 00:42:18.760]   Yeah.
[00:42:18.760 --> 00:42:18.760]   Yeah.
[00:42:18.760 --> 00:42:48.780]   Yeah.
[00:42:48.780 --> 00:42:48.780]   Yeah.
[00:42:48.780 --> 00:43:18.800]   Yeah.
[00:43:18.800 --> 00:43:18.800]   Yeah.
[00:43:18.840 --> 00:43:30.080]   look
[00:43:30.080 --> 00:43:48.620]   long. they say.� as you eat calculate
[00:43:48.720 --> 00:43:55.660]   say
[00:43:55.660 --> 00:43:59.760]   the don out in't
[00:43:59.760 --> 00:44:18.000]  ,,,,,, just pour I I I and IBoy equation
[00:45:17.020 --> 00:45:21.540]  obedive.
[00:45:21.540 --> 00:45:46.440]   The sex and the like, you know, like it's just so ridiculous because people have to go through like all kinds of gymnastics to be able to meet and have sex in weird places and, you know, and you're reading this and you're reading these texts and you kind of go like, oh, my God. And by the way, like I've represented some very powerful people. And you read their texts with their lover or even their spouse, like even their spouse, you know. And they're just pathetic.
[00:45:46.440 --> 00:45:46.440]   And you read their texts with their lover or even their spouse, like even their spouse, you know. And they're just pathetic.
[00:45:46.440 --> 00:45:46.440]   And you read their texts with their lover or even their spouse, like even their spouse, you know. And they're just pathetic.
[00:45:46.440 --> 00:45:46.440]   And you read their texts with their lover or even their spouse, like even their spouse, you know. And they're just pathetic.
[00:45:46.480 --> 00:46:15.880]   And you read their texts with their lover or even their spouse, you know. And they're just pathetic. I mean, they're just like so not powerful. They're so like, hey, babe. You know, I have a I have a will remain totally nameless. I have a very powerful, wealthy, famous former client where there's a whole series of texts about is my dick weird.
[00:46:15.920 --> 00:46:24.640]   dels
[00:46:24.640 --> 00:46:26.800]   Или that was,,,,
[00:46:45.760 --> 00:46:49.420]   - I think what we don't often do with ourselves
[00:46:49.420 --> 00:46:52.260]   is look back at texts or look back at emails
[00:46:52.260 --> 00:46:53.860]   or look back at Google search.
[00:46:53.860 --> 00:46:55.080]   I did that recently.
[00:46:55.080 --> 00:46:57.560]   Just looking at what I searched for,
[00:46:57.560 --> 00:46:59.220]   like 10 years ago, 15.
[00:46:59.220 --> 00:47:02.080]   It's like, forget last week,
[00:47:02.080 --> 00:47:05.120]   just look at your Google searches last week.
[00:47:05.120 --> 00:47:07.300]   And you're like, wait a minute.
[00:47:07.300 --> 00:47:12.300]   What, why did you just search for this 50 times?
[00:47:12.300 --> 00:47:13.360]   - Right.
[00:47:13.360 --> 00:47:15.600]   Why did the Karate Kid 3 pop in?
[00:47:15.600 --> 00:47:15.600]   - Yeah, exactly.
[00:47:15.600 --> 00:47:15.600]   - Why did the Karate Kid 3 pop in?
[00:47:15.600 --> 00:47:15.600]   - Yeah, exactly.
[00:47:15.600 --> 00:47:15.600]   - Why did the Karate Kid 3 pop in?
[00:47:15.600 --> 00:47:15.600]   - Yeah, exactly.
[00:47:15.600 --> 00:47:15.600]   - Why did the Karate Kid 3 pop in?
[00:47:15.600 --> 00:47:15.640]   - Yeah, exactly.
[00:47:15.640 --> 00:47:15.700]   - Why did the Karate Kid 3 pop in?
[00:47:15.700 --> 00:47:15.760]   - Yeah, exactly.
[00:47:15.760 --> 00:47:45.780]   - Yeah, exactly.
[00:47:45.780 --> 00:47:45.780]   - Yeah, exactly. - Yeah, exactly.
[00:47:45.780 --> 00:47:45.780]   - Yeah, exactly. - Yeah, exactly.
[00:47:45.820 --> 00:47:56.440]   went
[00:47:56.440 --> 00:48:14.440]   started cic see. Y,,,, " de gather dig blessed back� per
[00:48:14.640 --> 00:48:22.600]   actually
[00:48:22.600 --> 00:48:43.500]   look in the terrible bad I I Icin über connect, he, wrong,antic,,,,,,,,, all be in the affect the vis in the everybody in theРИ C G Still wardrobe και threadkie Mad Serie rester視 Bhar Appleablέρ But Кар select a 막
[00:48:44.660 --> 00:48:53.920]   use
[00:48:53.920 --> 00:48:55.380]   die in a
[00:49:39.380 --> 00:49:39.380]   and
[00:50:36.020 --> 00:50:46.720]   cell
[00:50:46.720 --> 00:51:03.500]   in,,, personally
[00:51:05.600 --> 00:51:08.500]   of
[00:51:08.500 --> 00:51:33.620]   I am at. I, I, 100, end,德.
[00:51:34.180 --> 00:52:02.760]  cart. What does it say? Well, it's the profanity. So you say it. Say it. Uh, you piece of shit. I hope that she died. Yeah. You sent that to her. Yeah. Why? I was really mad. Do you think that was good? No. Do you think it was helpful with your co-parenting relationship with her? No. Why did you send it then? You know, she sent me like 50 texts exactly like that and I never responded and I pushed it down every time. And then finally I just blew up at her.
[00:52:02.760 --> 00:52:02.760]   It's a good thing.
[00:52:02.780 --> 00:52:31.360]  ,
[00:52:31.360 --> 00:52:31.360]   You know, I wish I could say I would, but the truth is I'm human and I was at my limit and I'm watching opposing counsel cross out entire sheets of their cross-examination because it's gone now. They thought that they had their like Perry Mason moments. They had their like, did you order the code red moments and it's gone now because if you just own and accept your fault or your issues in the relationship, you can take a lot of the power out of that and you can just go back and do it again.
[00:52:31.400 --> 00:52:44.380]   as
[00:52:44.380 --> 00:53:00.380]   care like have 각 good em money, you, they, the, the, the, the, the, the,. I got it. I have to do. I have to do. которой. Lord, bo. build. controversy. undo. З.end.tal. starting bone. разработ pur. treats theuman.illed. grandchildren. shoot. disproportionately ECG grateful. wouldn't the tail Bud可愛 on the mind in the dez the group and represent the ent� definite like a ancora day and I think that tell the rec work the why a干 the attend the weak and I'm all the vitamin de因 ز better in home the china's in the!!!!!!!!
[00:53:00.380 --> 00:53:00.500]   overarching 발 and I gras hit the mixing the Strength and I was est Bey's a
[00:53:00.580 --> 00:53:02.580]   el
[00:53:02.580 --> 00:53:07.220]   the as
[00:53:54.800 --> 00:54:00.580]   Корrector:
[00:54:00.580 --> 00:54:00.580]   The next day, Maddie got a, you know, a good grade on her science thing. "Oh, that's great. She's doing so well. It makes me so happy."
[00:54:00.580 --> 00:54:00.580]   Yeah, her teacher said she's doing really well. Yeah, that's really great to see. I'll be there about 15 minutes late. No problem, see you then.
[00:54:00.580 --> 00:54:00.580]   Wait, like, it was a day ago. Was there some, I want to know, was there a phone conversation in between where one of you went, "Hey man, listen, I'm really sorry about that. Ah, no, look, we were both pissed, whatever." Or is it just like you did that and then we're supposed to pretend that didn't happen?
[00:54:00.580 --> 00:54:00.580]   Or is it just like you did that and then we're supposed to pretend that didn't happen?
[00:54:00.580 --> 00:54:00.580]   Or is it just like you did that and then we're supposed to pretend that didn't happen?
[00:54:00.620 --> 00:54:30.600]  ,
[00:54:30.600 --> 00:54:30.600]   Yeah, well, sometimes a good nap or a good night's sleep can solve a lot of emotional issues.
[00:54:30.600 --> 00:54:30.600]   I totally get it, but is there some, if you're looking just at the text, like it begs the question, wouldn't you take the nap and then go, "Hey, listen, I just woke up from the nap. It turns out I was really tired." Is that not happened by text?
[00:54:30.600 --> 00:54:30.600]   No, that's important, because sometimes it's hard to probably apologize for being an asshole, right? So I think we use just text, we humans use
[00:54:30.620 --> 00:54:38.660]   all kinds of forms of communication to kind of vent. I think it's the wrong thing to do, but people do do that.
[00:54:38.660 --> 00:54:43.500]   Text has a permanence, though, it's writing. I mean, it's writing. You just think like a lawyer. I like it.
[00:54:43.500 --> 00:55:00.620]   You do think like a lawyer, but lawyers think like detail, you know? And why would you write that down? Like, you know, writing it down? Like, would you write it down and would you put it on a billboard in Times Square? Because like that's explain- everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   You know, everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   You know, everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   You know, everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   You know, everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   You know, everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:00.620]   Because like that's explain- everything you say on Facebook or Instagram
[00:55:00.620 --> 00:55:30.640]  , you know, everything you say on Facebook or Instagram can and will be used against you in a court of law. Like every photo you post. I mean, that's going on with a what's his name? Jake Paul or whatever Paul and Dylan Danis right now that guy's girlfriend every picture has ever been put on the internet of her by her is being weaponized right now to reference an earlier part of our discussion that's love you take a big risk big risk putting it out there putting out there on text putting out there on social media
[00:55:30.640 --> 00:55:30.640]   You take a big risk putting it out there putting out there on text putting out there on social media
[00:55:30.660 --> 00:56:00.660]   You take a big risk putting it out there on text putting out there on social media
[00:56:00.660 --> 00:56:00.660]   You take a big risk putting it out there on social media
[00:56:00.660 --> 00:56:00.660]   You take a big risk putting it out there on social media
[00:56:00.660 --> 00:56:00.660]   You take a big risk putting it out there on social media
