
[00:00:00.000 --> 00:00:05.840]   Struggling with your electric bill? Get an energy assist from SDG&E and SAFE.
[01:25:19.840 --> 01:25:26.840]   I wanted to remind a lot of cynics and skeptics who are critical of me and my work and my message and my life's project.
[01:25:26.840 --> 01:25:31.840]   That I know that I'm not going to be able to get to the bottom of this.
[01:25:31.840 --> 01:25:34.840]   I'm not going to get to the bottom of this.
[01:25:34.840 --> 01:25:36.840]   I'm not going to get to the bottom of this.
[01:25:36.840 --> 01:25:38.840]   I'm not going to get to the bottom of this.
[01:25:38.840 --> 01:25:40.840]   I'm not going to get to the bottom of this.
[01:25:40.840 --> 01:25:42.840]   I'm not going to get to the bottom of this.
[01:25:42.840 --> 01:25:44.840]   I'm not going to get to the bottom of this.
[01:25:44.840 --> 01:25:46.840]   I'm not going to get to the bottom of this.
[01:25:46.840 --> 01:25:49.840]   I'm not going to get to the bottom of this.
[01:25:49.840 --> 01:25:52.840]   I'm not going to get to the bottom of this.
[01:25:52.840 --> 01:25:54.840]   I'm not going to get to the bottom of this.
[01:25:54.840 --> 01:25:56.840]   I'm not going to get to the bottom of this.
[01:25:56.840 --> 01:25:58.840]   I'm not going to get to the bottom of this.
[01:25:58.840 --> 01:26:00.840]   I'm not going to get to the bottom of this.
[01:26:00.840 --> 01:26:02.840]   I'm not going to get to the bottom of this.
[01:26:02.840 --> 01:26:04.840]   I'm not going to get to the bottom of this.
[01:26:04.840 --> 01:26:06.840]   I'm not going to get to the bottom of this.
[01:26:06.840 --> 01:26:08.840]   I'm not going to get to the bottom of this.
[01:26:08.840 --> 01:26:10.840]   I'm not going to get to the bottom of this.
[01:26:10.840 --> 01:26:12.840]   I'm not going to get to the bottom of this.
[01:26:12.840 --> 01:26:14.840]   I'm not going to get to the bottom of this.
[01:26:14.840 --> 01:26:16.840]   I'm not going to get to the bottom of this.
[01:26:16.840 --> 01:26:18.840]   >> That's a great point to end on.
[01:26:18.840 --> 01:26:21.840]   We've run out of time, but Professor Duane is going to be available to sign books,
[01:26:21.840 --> 01:26:23.840]   if you are interested in that.
[01:26:23.840 --> 01:26:26.840]   Everybody here is invited to the luncheon that we're going to be having on the second floor.
[01:26:26.840 --> 01:26:30.840]   Just go down the hallway to the spiral staircase, and the luncheon will be upstairs.
[01:26:30.840 --> 01:26:33.840]   Please thank both of our speakers for a great program.
[01:26:33.840 --> 01:26:36.840]   [Applause]
[01:26:36.840 --> 01:26:37.840]   [Music]
[01:26:37.840 --> 01:26:39.840]   >> Struggling with your electric bill?
[01:26:39.840 --> 01:26:42.840]   Get an energy assist from SDG&E and SAFE.
[01:26:42.840 --> 01:26:45.840]   You may qualify for an 18% discount.
[01:26:45.840 --> 01:26:51.840]   Visit sdge.com/fera to find out more.

