
[00:00:00.000 --> 00:00:04.880]   Well, good morning.
[00:09:38.740 --> 00:09:41.820]   some of the nastiest totalitarian regimes.
[00:09:41.820 --> 00:09:48.440]   The world has ever seen slaughtering masses of people numbering in the multiple millions
[00:09:48.440 --> 00:09:52.560]   and nothing like that had ever occurred in the history of the world.
[00:09:52.560 --> 00:09:55.280]   Similar things but always on a smaller scale.
[00:09:55.280 --> 00:10:02.080]   And social Darwinism spawned these large-scale social experiments and virtually all of them
[00:10:02.080 --> 00:10:10.680]   require centralized governments with a totalitarian control over people so that it was the job
[00:10:10.680 --> 00:10:11.800]   of dictators.
[00:10:11.800 --> 00:10:14.620]   And the idea of a socialist government was to make sure that people were not forced to
[00:10:14.620 --> 00:10:15.620]   do what they were told to do.
[00:10:15.620 --> 00:10:16.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:16.620 --> 00:10:17.620]   to do what they were told to do.
[00:10:17.620 --> 00:10:18.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:18.620 --> 00:10:19.620]   to do what they were told to do.
[00:10:19.620 --> 00:10:20.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:20.620 --> 00:10:21.620]   to do what they were told to do.
[00:10:21.620 --> 00:10:22.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:22.620 --> 00:10:23.620]   to do what they were told to do.
[00:10:23.620 --> 00:10:24.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:24.620 --> 00:10:25.620]   to do what they were told to do.
[00:10:25.620 --> 00:10:26.620]   And so, the idea of a socialist government was to make sure that people were not forced
[00:10:26.620 --> 00:10:27.620]   to do what they were told to do.
[00:10:27.620 --> 00:10:35.240]   all were predictable fruits of the modernist idea that truth is established by science.
[00:10:35.240 --> 00:10:38.060]   And all those systems failed, of course.
[00:10:38.060 --> 00:10:43.900]   The fall of the Berlin Wall in 1989 marked actually a major turning point in the way
[00:10:43.900 --> 00:10:45.640]   people think.
[00:10:45.640 --> 00:10:50.040]   Because when that happened, when the Berlin Wall was torn down, it was witnessed live
[00:10:50.040 --> 00:10:58.000]   on TV everywhere in the world, and it became clear to most people that modernist ideals
[00:10:58.000 --> 00:11:01.420]   don't actually work in the real world.
[00:11:01.420 --> 00:11:06.900]   And furthermore, after more than two centuries of enlightenment, people finally realized
[00:11:06.900 --> 00:11:11.100]   that scientific opinions are constantly in flux.
[00:11:11.100 --> 00:11:13.020]   They change all the time.
[00:11:13.020 --> 00:11:19.580]   So science can't possibly offer any kind of settled certainty after all.
[00:11:19.580 --> 00:11:19.580]   And therefore, a new world.
[00:11:19.580 --> 00:11:24.400]   And therefore, a new way of thinking began to dominate post-modernism.
[00:11:24.400 --> 00:11:27.920]   You've heard us use that term several times this week.
[00:11:27.920 --> 00:11:33.980]   Post-modernism, the word was first used in the early part of the 20th century to describe
[00:11:33.980 --> 00:11:40.480]   some new styles of art and architecture that rejected the ugliness of modern art.
[00:11:40.480 --> 00:11:47.240]   And by the 1980s, that term post-modernism was being applied to revolutionary ideas about
[00:11:47.240 --> 00:11:49.120]   literary criticism and textual decadence.
[00:11:49.120 --> 00:11:55.840]   And post-modernists said, for example, that the reader, rather than the author, gets to
[00:11:55.840 --> 00:11:59.580]   determine the true meaning of any text.
[00:11:59.580 --> 00:12:07.620]   And if you, in fact, went to college any time after 1985, you probably learned about deconstructionism.
[00:12:07.620 --> 00:12:14.900]   It's an approach to interpreting things like movies and music and literature in a subversive
[00:12:14.900 --> 00:12:16.520]   way, a purposely subversive way.
[00:12:16.520 --> 00:12:18.660]   You can use deconstructionism to find the truth.
[00:12:18.660 --> 00:12:23.760]   You can use it to find symbolism or meanings that the author never intended.
[00:12:23.760 --> 00:12:30.980]   And in the academic realm, this is deemed a profoundly enlightening exercise just to
[00:12:30.980 --> 00:12:34.280]   deconstruct a work of art or a piece of writing.
[00:12:34.280 --> 00:12:39.920]   And so over the past 20 years or so, as students who've been indoctrinated with these ideas
[00:12:39.920 --> 00:12:47.400]   have graduated and moved out into the larger world, post-modern ideas about truth and meaning
[00:12:47.400 --> 00:12:48.200]   have infiltrated the world.
[00:12:48.200 --> 00:12:53.200]   They've infiltrated pretty much everything we hear or read or see.
[00:12:53.200 --> 00:13:00.340]   And basically, post-modernism is a rejection of the modernist truth test.
[00:13:00.340 --> 00:13:06.460]   Post-modernists believe that if truth can't be established even by science, then there's
[00:13:06.460 --> 00:13:09.320]   really no way to be certain about anything.
[00:13:09.320 --> 00:13:14.640]   And I would say that is the central canon of post-modern dogma, the idea that we're
[00:13:14.640 --> 00:13:17.740]   not supposed to believe anything with settled conviction.
[00:13:17.740 --> 00:13:20.760]   Don't be too sure about anything.
[00:13:20.760 --> 00:13:26.680]   Basically everything is supposed to be regarded as a theory or a hypothesis.
[00:13:26.680 --> 00:13:32.840]   And everything other than my personal opinion is just someone else's personal opinion.
[00:13:32.840 --> 00:13:39.420]   And so literally everything is treated as if it's just a question of personal perspective.
[00:13:39.420 --> 00:13:45.760]   And so you have your truth and I have my truth, and everything you believe is subject to change
[00:13:45.760 --> 00:13:47.280]   when your perspective changes.
[00:13:47.280 --> 00:13:48.940]   And the same with me.
[00:13:48.940 --> 00:13:55.740]   And raw emotion rather than the rational mind, but just raw emotion becomes what determines
[00:13:55.740 --> 00:13:59.660]   how strongly we feel about anything.
[00:13:59.660 --> 00:14:05.920]   I'm sure you've heard some of the discussion over the past few years where people are even
[00:14:05.920 --> 00:14:10.020]   debating whether two plus two equals four.
[00:14:10.020 --> 00:14:14.840]   That's actually been a controversial topic on Twitter, another reason to get off Twitter
[00:14:14.840 --> 00:14:16.820]   maybe.
[00:14:16.820 --> 00:14:22.880]   In fact, even people with advanced degrees in mathematics education say they aren't really
[00:14:22.880 --> 00:14:26.160]   sure that two plus two equals four.
[00:14:26.160 --> 00:14:34.300]   So nothing, literally nothing is considered to be settled or certain anymore.
[00:14:34.300 --> 00:14:40.780]   Post-modern wisdom therefore suggests that simple humility should keep us from ever claiming
[00:14:40.780 --> 00:14:43.660]   that we know anything for sure.
[00:14:43.660 --> 00:14:46.360]   That is the fundamental idea that's actually driving human society.
[00:14:46.360 --> 00:14:54.120]   And it's the belief that no one, no one anywhere has the authority to declare that anything
[00:14:54.120 --> 00:14:55.900]   is absolutely true.
[00:14:55.900 --> 00:15:01.120]   You can express your personal opinion as much as you like, but only if you acknowledge that
[00:15:01.120 --> 00:15:03.920]   it's merely your opinion.
[00:15:03.920 --> 00:15:08.420]   You cannot make any universal truth claims, and if you do, you'll be challenged.
[00:15:08.420 --> 00:15:14.480]   In fact, if you do, you might be forced off Twitter.
[00:15:14.480 --> 00:15:15.900]   Now think this through.
[00:15:15.900 --> 00:15:23.460]   If a culture is going to function under that belief system where truth is constantly changing,
[00:15:23.460 --> 00:15:29.540]   we're going to need an oligarchy of enlightened minds to keep telling us whatever the current
[00:15:29.540 --> 00:15:31.800]   true way of thinking is.
[00:15:31.800 --> 00:15:34.720]   And in Europe, the European Parliament does that.
[00:15:34.720 --> 00:15:39.960]   It tells people what they're supposed to believe at any given moment.
[00:15:39.960 --> 00:15:45.440]   President Biden just tried to create the disinformation governance board, I understand that was dissolved
[00:15:45.440 --> 00:15:48.820]   yesterday, but don't worry, it'll be back.
[00:15:48.820 --> 00:15:51.960]   Yeah.
[00:15:51.960 --> 00:15:53.080]   I felt the same way.
[00:15:53.080 --> 00:15:57.880]   I think Ken Ham showed me that news item yesterday, and I felt like applauding too, but then I
[00:15:57.880 --> 00:16:00.420]   realized that's temporary.
[00:16:00.420 --> 00:16:01.420]   It's going to be back.
[00:16:01.420 --> 00:16:04.040]   And it's already functioning like that on social media.
[00:16:04.040 --> 00:16:09.660]   There are people who call themselves fact checkers who decide what gets to be considered
[00:16:09.660 --> 00:16:14.980]   true, tell us what we're supposed to believe.
[00:16:14.980 --> 00:16:21.360]   And in fact, Biden's attempt to do that was nicknamed the Ministry of Truth because that
[00:16:21.360 --> 00:16:27.140]   is...it is precisely what George Orwell foresaw in his novel 1984, and that's what it was
[00:16:27.140 --> 00:16:29.400]   called there, the Ministry of Truth.
[00:16:29.400 --> 00:16:37.660]   And meanwhile, as far as the average postmodernist is concerned, the one remaining cardinal virtue
[00:16:37.660 --> 00:16:42.920]   is the humility of confessing that you don't really know anything for sure.
[00:16:42.920 --> 00:16:44.300]   And that's why diversity is also important.
[00:16:44.300 --> 00:16:44.300]   I mean, that's what I'm saying.
[00:16:44.300 --> 00:16:44.360]   I don't think there is one thing that's going to change.
[00:16:44.360 --> 00:16:44.420]   I think there is one thing that's going to change.
[00:16:44.420 --> 00:16:44.460]   I don't think there is one thing that's going to change.
[00:16:44.460 --> 00:16:44.520]   I think there's one thing that's going to change.
[00:16:44.520 --> 00:16:45.520]   But I think there is one thing that's going to change.
[00:16:45.520 --> 00:16:45.560]   I think there is one thing that's going to change.
[00:16:45.560 --> 00:16:48.700]   And that's why I think that diversity is also a virtue because, you know, diversity is
[00:16:48.700 --> 00:16:56.480]   better than unanimity of opinion or the belief that anything is true for all of us.
[00:16:56.480 --> 00:17:03.040]   And according to any postmodern way of thinking, dogmatism is inherently arrogant, diversity
[00:17:03.040 --> 00:17:09.760]   is always honorable, and propositional truth claims are never to be taken seriously.
[00:17:09.760 --> 00:17:13.960]   Now, as Christians, you ought to recognize instantly that in the end, the truth is always
[00:17:13.960 --> 00:17:14.960]   the truth.
[00:17:14.960 --> 00:17:15.960]   And that's why I think that's what we're all about.
[00:17:15.960 --> 00:17:16.960]   And I think that's why we're all about.
[00:17:16.960 --> 00:17:17.960]   And I think that's why we're all about.
[00:17:17.960 --> 00:17:18.960]   And I think that's why we're all about.
[00:17:18.960 --> 00:17:19.960]   And I think that's why we're all about.
[00:17:19.960 --> 00:17:20.960]   And I think that's why we're all about.
[00:17:20.960 --> 00:17:21.960]   And I think that's why we're all about.
[00:17:21.960 --> 00:17:22.960]   And I think that's why we're all about.
[00:17:22.960 --> 00:17:23.960]   And I think that's why we're all about.
[00:17:23.960 --> 00:17:24.960]   And I think that's why we're all about.
[00:17:24.960 --> 00:17:25.960]   And I think that's why we're all about.
[00:17:25.960 --> 00:17:26.960]   And I think that's why we're all about.
[00:17:26.960 --> 00:17:27.960]   And I think that's why we're all about.
[00:17:27.960 --> 00:17:28.960]   And I think that's why we're all about.
[00:17:28.960 --> 00:17:29.960]   And I think that's why we're all about.
[00:17:29.960 --> 00:17:30.960]   And I think that's why we're all about.
[00:17:30.960 --> 00:17:31.960]   And I think that's why we're all about.
[00:17:31.960 --> 00:17:32.960]   And I think that's why we're all about.
[00:17:32.960 --> 00:17:33.960]   And I think that's why we're all about.
[00:17:33.960 --> 00:17:34.960]   And I think that's why we're all about.
[00:17:34.960 --> 00:17:35.960]   And I think that's why we're all about.
[00:17:35.960 --> 00:17:36.960]   And I think that's why we're all about.
[00:17:36.960 --> 00:17:37.960]   And I think that's why we're all about.
[00:17:37.960 --> 00:17:38.960]   And I think that's why we're all about.
[00:17:38.960 --> 00:17:39.960]   And I think that's why we're all about.
[00:17:39.960 --> 00:17:40.960]   And I think that's why we're all about.
[00:17:40.960 --> 00:17:41.960]   And I think that's why we're all about.
[00:17:41.960 --> 00:17:42.960]   And I think that's why we're all about.
[00:17:42.960 --> 00:17:43.960]   And I think that's why we're all about.
[00:17:43.960 --> 00:17:44.960]   And I think that's why we're all about.
[00:17:44.960 --> 00:17:45.960]   And I think that's why we're all about.
[00:17:45.960 --> 00:17:46.960]   And I think that's why we're all about.
[00:17:46.960 --> 00:17:47.960]   And I think that's why we're all about.
[00:17:47.960 --> 00:17:48.960]   And I think that's why we're all about.
[00:17:48.960 --> 00:17:49.960]   And I think that's why we're all about.
[00:17:49.960 --> 00:17:50.960]   And I think that's why we're all about.
[00:17:50.960 --> 00:17:51.960]   And I think that's why we're all about.
[00:17:51.960 --> 00:17:52.960]   And I think that's why we're all about.
[00:17:52.960 --> 00:17:53.960]   And I think that's why we're all about.
[00:17:53.960 --> 00:17:54.960]   And I think that's why we're all about.
[00:17:54.960 --> 00:17:55.960]   And I think that's why we're all about.
[00:17:55.960 --> 00:17:56.960]   And I think that's why we're all about.
[00:17:56.960 --> 00:17:57.960]   And I think that's why we're all about.
[00:17:57.960 --> 00:17:58.960]   And I think that's why we're all about.
[00:17:58.960 --> 00:17:59.960]   And I think that's why we're all about.
[00:17:59.960 --> 00:18:00.960]   And I think that's why we're all about.
[00:18:00.960 --> 00:18:01.960]   And I think that's why we're all about.
[00:18:01.960 --> 00:18:02.960]   And I think that's why we're all about.
[00:18:02.960 --> 00:18:03.960]   And I think that's why we're all about.
[00:18:03.960 --> 00:18:04.960]   And I think that's why we're all about.
[00:18:04.960 --> 00:18:05.960]   And I think that's why we're all about.
[00:18:05.960 --> 00:18:06.960]   And I think that's why we're all about.
[00:18:06.960 --> 00:18:07.960]   And I think that's why we're all about.
[00:18:07.960 --> 00:18:08.960]   And I think that's why we're all about.
[00:18:08.960 --> 00:18:09.960]   And I think that's why we're all about.
[00:18:09.960 --> 00:18:10.960]   And I think that's why we're all about.
[00:18:10.960 --> 00:18:11.960]   And I think that's why we're all about.
[00:18:11.960 --> 00:18:12.960]   And I think that's why we're all about.
[00:18:12.960 --> 00:18:13.960]   And I think that's why we're all about.
[00:18:13.960 --> 00:18:14.960]   And I think that's why we're all about.
[00:18:14.960 --> 00:18:15.960]   And I think that's why we're all about.
[00:18:15.960 --> 00:18:16.960]   And I think that's why we're all about.
[00:18:16.960 --> 00:18:17.960]   And I think that's why we're all about.
[00:18:17.960 --> 00:18:18.960]   And I think that's why we're all about.
[00:18:18.960 --> 00:18:19.960]   And I think that's why we're all about.
[00:18:19.960 --> 00:18:20.960]   And I think that's why we're all about.
[00:18:20.960 --> 00:18:21.960]   And I think that's why we're all about.
[00:18:21.960 --> 00:18:22.960]   And I think that's why we're all about.
[00:18:22.960 --> 00:18:23.960]   And I think that's why we're all about.
[00:18:23.960 --> 00:18:24.960]   And I think that's why we're all about.
[00:18:24.960 --> 00:18:25.960]   And I think that's why we're all about.
[00:18:25.960 --> 00:18:26.960]   And I think that's why we're all about.
[00:18:26.960 --> 00:18:27.960]   And I think that's why we're all about.
[00:18:27.960 --> 00:18:28.960]   And I think that's why we're all about.
[00:18:28.960 --> 00:18:29.960]   And I think that's why we're all about.
[00:18:29.960 --> 00:18:30.960]   And I think that's why we're all about.
[00:18:30.960 --> 00:18:31.960]   And I think that's why we're all about.
[00:18:31.960 --> 00:18:32.960]   And I think that's why we're all about.
[00:18:32.960 --> 00:18:33.960]   And I think that's why we're all about.
[00:18:33.960 --> 00:18:34.960]   And I think that's why we're all about.
[00:18:34.960 --> 00:18:35.960]   And I think that's why we're all about.
[00:18:35.960 --> 00:18:36.960]   And I think that's why we're all about.
[00:18:36.960 --> 00:18:37.960]   And I think that's why we're all about.
