
[00:00:00.000 --> 00:00:04.000]   Hi, everyone.
[01:26:22.340 --> 01:26:23.340]   Thank you.
[01:26:23.340 --> 01:26:24.340]   Thank you.
[01:26:24.340 --> 01:26:26.340]   Thank you.
[01:26:26.340 --> 01:26:27.340]   Thank you.
[01:26:27.340 --> 01:26:28.340]   Thank you.
[01:26:28.340 --> 01:26:28.840]   you
[01:26:28.840 --> 01:26:29.340]   you
[01:26:29.340 --> 01:26:29.840]   you
[01:26:29.840 --> 01:26:30.340]   you
[01:26:30.340 --> 01:26:30.840]   you
[01:26:30.840 --> 01:26:31.340]   you
[01:26:31.340 --> 01:26:31.840]   you
[01:26:31.840 --> 01:26:32.340]   you

