
[00:00:00.000 --> 00:00:03.000]   Who's your REALTOR®?
[01:13:07.000 --> 01:13:10.000]   versus what are the actual ambitions,
[01:13:10.000 --> 01:13:12.000]   which are unknowable today.
[01:13:12.000 --> 01:13:15.000]   So these are the things that make it difficult to assess
[01:13:15.000 --> 01:13:17.000]   because the college decision choice
[01:13:17.000 --> 01:13:19.000]   and college decision process,
[01:13:19.000 --> 01:13:23.000]   whether to go or not to go, where to go,
[01:13:23.000 --> 01:13:27.000]   all of these things are very individualized
[01:13:27.000 --> 01:13:31.000]   and they can't be defined specifically
[01:13:31.000 --> 01:13:36.000]   until we get a sense of who your student actually is
[01:13:36.000 --> 01:13:39.000]   and what your student actually wants to study.
[01:13:39.000 --> 01:13:42.000]   Because, and then also what the actual
[01:13:42.000 --> 01:13:45.000]   on-campus environment is in seven years,
[01:13:45.000 --> 01:13:50.000]   or excuse me, in 10 years for this individual student.
[01:13:50.000 --> 01:13:52.000]   And then where your family finances are
[01:13:52.000 --> 01:13:55.000]   and what your income is and what your assets are.
[01:13:55.000 --> 01:13:57.000]   So the first thing I would say is,
[01:13:57.000 --> 01:14:00.000]   I'm gonna talk about it from a framework perspective,
[01:14:00.000 --> 01:14:03.000]   but these are all super individual things
[01:14:03.000 --> 01:14:06.000]   and there are many, all of them are important.
[01:14:06.000 --> 01:14:08.000]   The academic ability of your child,
[01:14:08.000 --> 01:14:09.000]   the ability of your child
[01:14:09.000 --> 01:14:12.000]   to even get into an elite university
[01:14:12.000 --> 01:14:14.000]   based upon whatever the elite universities are
[01:14:14.000 --> 01:14:19.000]   or are not doing at that point in time for admissions.
[01:14:19.000 --> 01:14:22.000]   The changing nature of the world,
[01:14:22.000 --> 01:14:25.000]   the value of an elite university education today
[01:14:25.000 --> 01:14:28.000]   versus the value in the future.
[01:14:28.000 --> 01:14:30.000]   I think that a lot of the elite universities
[01:14:30.000 --> 01:14:33.000]   have dramatically diminished their brand value
[01:14:33.000 --> 01:14:35.000]   with all of the events over the last couple of weeks.
[01:14:35.000 --> 01:14:39.000]   There's no one denying that there still have brand value,
[01:14:39.000 --> 01:14:42.000]   but I sure don't look at a Columbia grad
[01:14:42.000 --> 01:14:45.000]   the same way today as I looked at a Columbia grad
[01:14:45.000 --> 01:14:47.000]   three years ago.
[01:14:47.000 --> 01:14:50.000]   And so that Columbia grad is gonna have to do,
[01:14:50.000 --> 01:14:52.000]   if I'm a hiring manager,
[01:14:52.000 --> 01:14:56.000]   that Columbia grad is gonna have to demonstrate
[01:14:56.000 --> 01:15:00.000]   pretty significant evidence to tell me
[01:15:00.000 --> 01:15:06.000]   that they're not an anti-Semite racist protester of some kind
[01:15:06.000 --> 01:15:11.000]   who's just crazy and crazy at making decisions.
[01:15:11.000 --> 01:15:13.000]   I mean, that university has problems
[01:15:13.000 --> 01:15:16.000]   with anti-Semitic philosophy left, right and center
[01:15:16.000 --> 01:15:17.000]   and it has for many years.
[01:15:17.000 --> 01:15:20.000]   So it's not a surprise what's boiling over today.
[01:15:20.000 --> 01:15:24.000]   So my point is that brand value can increase
[01:15:24.000 --> 01:15:26.000]   and brand value can decrease.
[01:15:26.000 --> 01:15:29.000]   And so the value of what to actually go for,
[01:15:29.000 --> 01:15:31.000]   your children are very young today
[01:15:31.000 --> 01:15:33.000]   to know that as our mind.
[01:15:33.000 --> 01:15:36.000]   So what we can be doing is be paying attention to it.
[01:15:36.000 --> 01:15:40.000]   And as I would see, the basic focus that we have
[01:15:40.000 --> 01:15:44.000]   is to prepare for success in any context.
[01:15:44.000 --> 01:15:47.000]   And the nice thing about it is the things that we do
[01:15:47.000 --> 01:15:49.000]   to prepare our children for success
[01:15:49.000 --> 01:15:52.000]   to go to an elite university
[01:15:52.000 --> 01:15:54.000]   are very similar to the things that we do
[01:15:54.000 --> 01:15:57.000]   to prepare our children for success,
[01:15:57.000 --> 01:15:59.000]   understanding that they're going to drop out of school
[01:15:59.000 --> 01:16:03.000]   at 16 years old and become a self-employed entrepreneur
[01:16:03.000 --> 01:16:05.000]   who's going to be a total autodidact.
[01:16:05.000 --> 01:16:09.000]   And we don't want to be so laser focused on college
[01:16:09.000 --> 01:16:12.000]   being the pathway of success
[01:16:12.000 --> 01:16:14.000]   that we don't do the broad-based stuff
[01:16:14.000 --> 01:16:16.000]   that will work in all circumstances.
[01:16:16.000 --> 01:16:21.000]   So it's good to keep kind of a general perspective on it.
[01:16:21.000 --> 01:16:25.000]   Let's start with the first thing that you've alluded to,
[01:16:25.000 --> 01:16:30.000]   which is actual risks to physical safety
[01:16:30.000 --> 01:16:38.000]   and actual discrimination, things like that.
[01:16:38.000 --> 01:16:44.000]   On the whole, if there's actual risks to actual physical safety,
[01:16:44.000 --> 01:16:46.000]   then you will never pursue something
[01:16:46.000 --> 01:16:49.000]   that results in actual risks to physical safety
[01:16:49.000 --> 01:16:51.000]   without a strong conviction that you're doing so
[01:16:51.000 --> 01:16:52.000]   as a form of protest.
[01:16:52.000 --> 01:16:54.000]   So that's disqualifying.
[01:16:54.000 --> 01:16:59.000]   A college that cannot maintain a physically safe environment
[01:16:59.000 --> 01:17:02.000]   where students can actually study
[01:17:02.000 --> 01:17:06.000]   does not deserve any appreciation
[01:17:06.000 --> 01:17:08.000]   or any respect from outside people.
[01:17:08.000 --> 01:17:12.000]   That's 101, is maintaining a studious environment
[01:17:12.000 --> 01:17:14.000]   where actual study is going to happen
[01:17:14.000 --> 01:17:17.000]   without risks of violence.
[01:17:17.000 --> 01:17:19.000]   That's an absolute no-go.
[01:17:19.000 --> 01:17:21.000]   So some things are really simple,
[01:17:21.000 --> 01:17:23.000]   and that's an obvious no-go.
[01:17:23.000 --> 01:17:26.000]   Because when there's actual violence
[01:17:26.000 --> 01:17:29.000]   and actual threats of violence,
[01:17:29.000 --> 01:17:32.000]   then there can be no free interchange of ideas.
[01:17:32.000 --> 01:17:37.000]   And it's astonishing to me how so many of these colleges
[01:17:37.000 --> 01:17:42.000]   that have harped on and on about intellectual uncertainty
[01:17:42.000 --> 01:17:46.000]   and intellectual safety of debating ideas
[01:17:46.000 --> 01:17:47.000]   are the first ones to go over
[01:17:47.000 --> 01:17:49.000]   and become genuinely physically violent.
[01:17:49.000 --> 01:17:52.000]   And so what we can see, I think,
[01:17:52.000 --> 01:17:55.000]   is that a college needs to nurture
[01:17:55.000 --> 01:17:59.000]   a robust exchange of ideas,
[01:17:59.000 --> 01:18:03.000]   actual debate, actual principled debate
[01:18:03.000 --> 01:18:06.000]   over difficult things with absolute free speech
[01:18:06.000 --> 01:18:11.000]   in order for it to avoid physical confrontation
[01:18:11.000 --> 01:18:12.000]   and things like that.
[01:18:12.000 --> 01:18:13.000]   So some of those things are simple,
[01:18:13.000 --> 01:18:15.000]   and who knows what the world's going to look like
[01:18:15.000 --> 01:18:16.000]   10 years from now.
[01:18:16.000 --> 01:18:20.000]   But that's, to me, going to be a clear line in the sand.
[01:18:20.000 --> 01:18:26.000]   The next thing to consider with regard to opportunity
[01:18:26.000 --> 01:18:28.000]   is going to be driven based upon
[01:18:28.000 --> 01:18:31.000]   the individual student's ambitions.
[01:18:31.000 --> 01:18:33.000]   Sometimes an elite degree really matters.
[01:18:33.000 --> 01:18:36.000]   So, for example, let's say that you have a student
[01:18:36.000 --> 01:18:38.000]   that is growing up to be a lawyer
[01:18:38.000 --> 01:18:43.000]   and wants to go and become a judge
[01:18:43.000 --> 01:18:46.000]   for the purpose of transforming society.
[01:18:46.000 --> 01:18:49.000]   Well, now, having an elite college pedigree
[01:18:49.000 --> 01:18:55.000]   is going to be very valuable for your student
[01:18:55.000 --> 01:19:02.000]   to move systematically into a position of power in society
[01:19:02.000 --> 01:19:06.000]   where he can develop influence and authority and power.
[01:19:06.000 --> 01:19:08.000]   And so it's much more compelling for him
[01:19:08.000 --> 01:19:11.000]   to go and attend an elite university,
[01:19:11.000 --> 01:19:14.000]   even if he does face some form of discrimination
[01:19:14.000 --> 01:19:16.000]   and difficulty, things like that,
[01:19:16.000 --> 01:19:19.000]   because that elite pedigree really matters
[01:19:19.000 --> 01:19:20.000]   in something like a legal field,
[01:19:20.000 --> 01:19:24.000]   especially if your goal is to be a federal judge
[01:19:24.000 --> 01:19:27.000]   or an influential person in government,
[01:19:27.000 --> 01:19:28.000]   things like that.
[01:19:28.000 --> 01:19:31.000]   That's very different than if your student
[01:19:31.000 --> 01:19:32.000]   just wants to make money
[01:19:32.000 --> 01:19:35.000]   and is just going to go and get a general business degree
[01:19:35.000 --> 01:19:36.000]   from a school.
[01:19:36.000 --> 01:19:38.000]   In that case, going to an elite college
[01:19:38.000 --> 01:19:41.000]   is not a particular "so what."
[01:19:41.000 --> 01:19:43.000]   You know, okay, it was nice that you got in,
[01:19:43.000 --> 01:19:45.000]   but a few years later it's not nearly as impactful
[01:19:45.000 --> 01:19:46.000]   as something like law.
[01:19:46.000 --> 01:19:48.000]   So that's why I say it's too young to think about,
[01:19:48.000 --> 01:19:50.000]   because you have to get an idea
[01:19:50.000 --> 01:19:53.000]   of what direction your child is going to go in.
[01:19:53.000 --> 01:19:56.000]   Similarly, with regard to cost and the ability to get in,
[01:19:56.000 --> 01:19:58.000]   one of the things that's so fascinating
[01:19:58.000 --> 01:19:59.000]   about the elite universities
[01:19:59.000 --> 01:20:02.000]   has to do with how accessible they are
[01:20:02.000 --> 01:20:07.000]   to students who demonstrate financial need
[01:20:07.000 --> 01:20:08.000]   and how everything changes
[01:20:08.000 --> 01:20:10.000]   if your schooling is being paid for.
[01:20:10.000 --> 01:20:13.000]   So as I discussed in that scholarship podcast,
[01:20:13.000 --> 01:20:15.000]   I remember being an undergraduate business student,
[01:20:15.000 --> 01:20:19.000]   pulling up the Harvard business degree page
[01:20:19.000 --> 01:20:20.000]   and seeing the tuition and saying,
[01:20:20.000 --> 01:20:22.000]   "Well, I don't have that money, so of course I can't go.
[01:20:22.000 --> 01:20:24.000]   There's just no way I can do it."
[01:20:24.000 --> 01:20:25.000]   What I didn't understand
[01:20:25.000 --> 01:20:27.000]   is that all of the elite Ivy League universities,
[01:20:27.000 --> 01:20:30.000]   they all have need-based tuition.
[01:20:30.000 --> 01:20:31.000]   They don't offer merit scholarships,
[01:20:31.000 --> 01:20:33.000]   but they all offer need-based tuition.
[01:20:33.000 --> 01:20:35.000]   And if a student can get in,
[01:20:35.000 --> 01:20:37.000]   then the student is going to be able to go.
[01:20:37.000 --> 01:20:39.000]   And so sometimes going to an elite university
[01:20:39.000 --> 01:20:41.000]   that has a very high price tag
[01:20:41.000 --> 01:20:43.000]   that is advertised to the public
[01:20:43.000 --> 01:20:46.000]   can turn out to be much less expensive
[01:20:46.000 --> 01:20:50.000]   for a student than going to a local public university
[01:20:50.000 --> 01:20:53.000]   if the student is able to be accepted.
[01:20:53.000 --> 01:20:55.000]   So all of these variations
[01:20:55.000 --> 01:20:59.000]   of cost and benefit and opportunity,
[01:20:59.000 --> 01:21:01.000]   they're all very individualized.
[01:21:01.000 --> 01:21:02.000]   And so on the whole,
[01:21:02.000 --> 01:21:04.000]   what you want to focus on, I think,
[01:21:04.000 --> 01:21:05.000]   is helping a student
[01:21:05.000 --> 01:21:09.000]   to develop strong academic ability
[01:21:09.000 --> 01:21:13.000]   so that academics can come fairly easily,
[01:21:13.000 --> 01:21:15.000]   so that verbal ability, mathematical ability,
[01:21:15.000 --> 01:21:17.000]   all these things are pretty straightforward.
[01:21:17.000 --> 01:21:19.000]   It's going to require work to perform at a high level,
[01:21:19.000 --> 01:21:22.000]   but it should be straightforward
[01:21:22.000 --> 01:21:25.000]   to get good grades, to build those skills.
[01:21:25.000 --> 01:21:26.000]   And then also, I think,
[01:21:26.000 --> 01:21:27.000]   you want to help a student
[01:21:27.000 --> 01:21:29.000]   to develop interestingness,
[01:21:29.000 --> 01:21:31.000]   personal interestingness,
[01:21:31.000 --> 01:21:33.000]   which seems to be one of the things
[01:21:33.000 --> 01:21:36.000]   that many elite universities really need.
[01:21:36.000 --> 01:21:38.000]   They have plenty of students
[01:21:38.000 --> 01:21:41.000]   who apply with very high SAT scores,
[01:21:41.000 --> 01:21:42.000]   perfect GPAs.
[01:21:42.000 --> 01:21:43.000]   They can check all the boxes
[01:21:43.000 --> 01:21:45.000]   on all their AP exams.
[01:21:45.000 --> 01:21:46.000]   But what they're looking for
[01:21:46.000 --> 01:21:49.000]   is students who have high levels of interestingness.
[01:21:49.000 --> 01:21:52.000]   And I think that we can coach interestingness,
[01:21:52.000 --> 01:21:54.000]   which turns out to be something
[01:21:54.000 --> 01:21:57.000]   that can help you get into an elite university,
[01:21:57.000 --> 01:21:59.000]   while also showing the student
[01:21:59.000 --> 01:22:01.000]   how the elite university
[01:22:01.000 --> 01:22:03.000]   is not in any way necessary.
[01:22:03.000 --> 01:22:05.000]   You can develop interestingness
[01:22:05.000 --> 01:22:08.000]   and build a world-class network
[01:22:08.000 --> 01:22:10.000]   by connecting with people online,
[01:22:10.000 --> 01:22:12.000]   using our more accessible world
[01:22:12.000 --> 01:22:14.000]   that we have today.
[01:22:14.000 --> 01:22:15.000]   And you can position yourself
[01:22:15.000 --> 01:22:17.000]   as a thought leader at a very young age,
[01:22:17.000 --> 01:22:18.000]   which ultimately is the thing
[01:22:18.000 --> 01:22:19.000]   that gets you accepted
[01:22:19.000 --> 01:22:21.000]   into an Ivy League university.
[01:22:21.000 --> 01:22:22.000]   So all the stuff that you do
[01:22:22.000 --> 01:22:24.000]   to be accepted into an Ivy
[01:22:24.000 --> 01:22:25.000]   is all the stuff that you do
[01:22:25.000 --> 01:22:26.000]   to not be accepted into an Ivy,
[01:22:26.000 --> 01:22:28.000]   but to do well regardless,
[01:22:28.000 --> 01:22:30.000]   which is what you should do.
[01:22:30.000 --> 01:22:32.000]   So you should just pursue it
[01:22:32.000 --> 01:22:35.000]   and then make the actual decision down the road.
[01:22:35.000 --> 01:22:36.000]   The final thing I would say
[01:22:36.000 --> 01:22:38.000]   with regard to culture is this.
[01:22:38.000 --> 01:22:40.000]   Here's how I perceive
[01:22:40.000 --> 01:22:46.000]   the mainstream college culture.
[01:22:46.000 --> 01:22:47.000]   In general,
[01:22:47.000 --> 01:22:50.000]   the intellectual environment
[01:22:50.000 --> 01:22:53.000]   on college campuses,
[01:22:53.000 --> 01:22:55.000]   the philosophy that is mainstream
[01:22:55.000 --> 01:22:58.000]   on college campuses
[01:22:58.000 --> 01:22:59.000]   has not been a philosophy
[01:22:59.000 --> 01:23:02.000]   that's been able to build populations
[01:23:02.000 --> 01:23:04.000]   that reproduce themselves.
[01:23:04.000 --> 01:23:05.000]   On the contrary,
[01:23:05.000 --> 01:23:07.000]   the only reason we have
[01:23:07.000 --> 01:23:08.000]   the urban monoculture
[01:23:08.000 --> 01:23:10.000]   that exists today
[01:23:10.000 --> 01:23:11.000]   with the ideas and philosophies
[01:23:11.000 --> 01:23:13.000]   that it has today
[01:23:13.000 --> 01:23:15.000]   is because this culture
[01:23:15.000 --> 01:23:18.000]   successfully stole the children
[01:23:18.000 --> 01:23:21.000]   from highly fertile and fecund cultures
[01:23:21.000 --> 01:23:22.000]   who produced children.
[01:23:22.000 --> 01:23:24.000]   And so this primarily happened
[01:23:24.000 --> 01:23:27.000]   to Christians back during the 1960s,
[01:23:27.000 --> 01:23:29.000]   1970s, 1980s.
[01:23:29.000 --> 01:23:31.000]   As all of the boom
[01:23:31.000 --> 01:23:34.000]   of college enrollees grew,
[01:23:34.000 --> 01:23:37.000]   college cultures stole the children
[01:23:37.000 --> 01:23:39.000]   of Christians in the United States
[01:23:39.000 --> 01:23:43.000]   in order to build their roles.
[01:23:43.000 --> 01:23:45.000]   And one of the basic tools
[01:23:45.000 --> 01:23:46.000]   that they used
[01:23:46.000 --> 01:23:49.000]   was a broad-scale deconversion strategy.
[01:23:49.000 --> 01:23:50.000]   And they were able
[01:23:50.000 --> 01:23:51.000]   to successfully deconvert
[01:23:51.000 --> 01:23:53.000]   many Christian children
[01:23:53.000 --> 01:23:55.000]   away from the religion of their parents
[01:23:55.000 --> 01:23:57.000]   to adopt the general
[01:23:57.000 --> 01:24:00.000]   kind of squishy, secular humanism
[01:24:00.000 --> 01:24:03.000]   espoused in the major universities.
[01:24:03.000 --> 01:24:04.000]   Interestingly, though,
[01:24:04.000 --> 01:24:05.000]   that did two things.
[01:24:05.000 --> 01:24:06.000]   Number one is that
[01:24:06.000 --> 01:24:08.000]   those people don't reproduce.
[01:24:08.000 --> 01:24:09.000]   They don't have children.
[01:24:09.000 --> 01:24:11.000]   Generally speaking,
[01:24:11.000 --> 01:24:12.000]   demographically speaking,
[01:24:12.000 --> 01:24:14.000]   there's a very low birth rate
[01:24:14.000 --> 01:24:15.000]   for those communities.
[01:24:15.000 --> 01:24:17.000]   And number two is
[01:24:17.000 --> 01:24:19.000]   all of the highly religious communities
[01:24:19.000 --> 01:24:21.000]   that saw what was happening
[01:24:21.000 --> 01:24:22.000]   started to figure out and say,
[01:24:22.000 --> 01:24:24.000]   "Hey, we've got to do something different.
[01:24:24.000 --> 01:24:26.000]   We've got to respond to this in some way."
[01:24:26.000 --> 01:24:27.000]   Some of that response
[01:24:27.000 --> 01:24:28.000]   was to pull back.
[01:24:28.000 --> 01:24:30.000]   And so many communities pulled back
[01:24:30.000 --> 01:24:31.000]   and said, "We're just not sending
[01:24:31.000 --> 01:24:32.000]   our children to college anymore.
[01:24:32.000 --> 01:24:35.000]   We're going to encourage other things."
[01:24:35.000 --> 01:24:36.000]   Many communities built
[01:24:36.000 --> 01:24:37.000]   alternate institutions.
[01:24:37.000 --> 01:24:39.000]   And so in my own community,
[01:24:39.000 --> 01:24:40.000]   the Christian community,
[01:24:40.000 --> 01:24:42.000]   this is where there was a huge growth
[01:24:42.000 --> 01:24:44.000]   in Christian colleges and universities,
[01:24:44.000 --> 01:24:45.000]   which said, "Obviously,
[01:24:45.000 --> 01:24:46.000]   we're not just going to keep
[01:24:46.000 --> 01:24:47.000]   sending our children off
[01:24:47.000 --> 01:24:48.000]   into secular colleges.
[01:24:48.000 --> 01:24:50.000]   We're going to create
[01:24:50.000 --> 01:24:52.000]   our own institutions."
[01:24:52.000 --> 01:24:56.000]   Other points of feedback was to say,
[01:24:56.000 --> 01:24:58.000]   "What is it that's actually happening?"
[01:24:58.000 --> 01:25:00.000]   And so one of the parenting tools
[01:25:00.000 --> 01:25:03.000]   that I observe that has happened
[01:25:03.000 --> 01:25:07.000]   is that no longer do informed,
[01:25:07.000 --> 01:25:09.000]   thoughtful Christian parents
[01:25:09.000 --> 01:25:13.000]   rely primarily on a culture of sheltering
[01:25:13.000 --> 01:25:17.000]   as any way of perpetuating their ideas.
[01:25:17.000 --> 01:25:18.000]   That was a tool
[01:25:18.000 --> 01:25:21.000]   that many Christian parents of yore used.
[01:25:21.000 --> 01:25:22.000]   They thought, "Well,
[01:25:22.000 --> 01:25:23.000]   if I can just keep my children
[01:25:23.000 --> 01:25:24.000]   separated from the world,
[01:25:24.000 --> 01:25:25.000]   then they won't encounter
[01:25:25.000 --> 01:25:27.000]   these evil ideologies,
[01:25:27.000 --> 01:25:29.000]   and then they're more likely
[01:25:29.000 --> 01:25:31.000]   to stay in the faith of their fathers."
[01:25:31.000 --> 01:25:32.000]   What they found out was
[01:25:32.000 --> 01:25:34.000]   that that didn't really work
[01:25:34.000 --> 01:25:38.000]   and that as the children got older,
[01:25:38.000 --> 01:25:41.000]   then they encountered these philosophies
[01:25:41.000 --> 01:25:42.000]   and, in many cases,
[01:25:42.000 --> 01:25:43.000]   wound up deconverting
[01:25:43.000 --> 01:25:45.000]   because they felt like their parents
[01:25:45.000 --> 01:25:46.000]   had hidden something from them
[01:25:46.000 --> 01:25:48.000]   and their parents had not provided
[01:25:48.000 --> 01:25:49.000]   an adequate immune system
[01:25:49.000 --> 01:25:51.000]   to keep them from being infected
[01:25:51.000 --> 01:25:53.000]   by the urban monocultural mind virus.
[01:25:53.000 --> 01:25:55.000]   And so what we have done
[01:25:55.000 --> 01:25:56.000]   in the Christian community
[01:25:56.000 --> 01:25:58.000]   is we've gotten a lot better
[01:25:58.000 --> 01:25:59.000]   at giving our children
[01:25:59.000 --> 01:26:02.000]   a stronger immune system
[01:26:02.000 --> 01:26:03.000]   by vaccinating them
[01:26:03.000 --> 01:26:06.000]   against the urban monocultural mind virus.
[01:26:06.000 --> 01:26:08.000]   And that starts at a very young age,
[01:26:08.000 --> 01:26:10.000]   and it's not entirely successful.
[01:26:10.000 --> 01:26:12.000]   We still lose lots of children
[01:26:12.000 --> 01:26:13.000]   away from our religion.
[01:26:13.000 --> 01:26:15.000]   It's a continual thing,
[01:26:15.000 --> 01:26:17.000]   but we've gotten a lot better at it.
[01:26:17.000 --> 01:26:19.000]   We've gotten a lot better at, again,
[01:26:19.000 --> 01:26:22.000]   to use the very serious metaphor,
[01:26:22.000 --> 01:26:24.000]   vaccinating our children against it.
[01:26:24.000 --> 01:26:26.000]   So I teach my young children
[01:26:26.000 --> 01:26:30.000]   systematically all of the philosophies
[01:26:30.000 --> 01:26:31.000]   of the left
[01:26:31.000 --> 01:26:33.000]   and all of the philosophies of the world.
[01:26:33.000 --> 01:26:35.000]   And when you teach them to people,
[01:26:35.000 --> 01:26:36.000]   you realize how absurd
[01:26:36.000 --> 01:26:38.000]   the philosophies are
[01:26:38.000 --> 01:26:39.000]   or the lack of philosophies.
[01:26:39.000 --> 01:26:42.000]   And what's funny is even young children,
[01:26:42.000 --> 01:26:43.000]   they're like,
[01:26:43.000 --> 01:26:44.000]   "Why would somebody think that?"
[01:26:44.000 --> 01:26:48.000]   Like, it's just self-evidently dumb.
[01:26:48.000 --> 01:26:51.000]   And so I teach aggressive apologetics.
[01:26:51.000 --> 01:26:52.000]   I teach all kinds
[01:26:52.000 --> 01:26:55.000]   of intellectual foundations for things.
[01:26:55.000 --> 01:26:58.000]   And my hope is that that means that—
[01:26:58.000 --> 01:26:59.000]   and I don't hide anything.
[01:26:59.000 --> 01:27:00.000]   That's the other thing,
[01:27:00.000 --> 01:27:02.000]   is that many cultures around the world
[01:27:02.000 --> 01:27:05.000]   that have traditionally used
[01:27:05.000 --> 01:27:07.000]   the ability of a community
[01:27:07.000 --> 01:27:09.000]   to maintain an insular position
[01:27:09.000 --> 01:27:11.000]   and to be protected from external debate,
[01:27:11.000 --> 01:27:12.000]   external attack,
[01:27:12.000 --> 01:27:15.000]   external of ideas,
[01:27:15.000 --> 01:27:17.000]   is finding that with the Internet,
[01:27:17.000 --> 01:27:18.000]   those communities
[01:27:18.000 --> 01:27:20.000]   are no longer sustainable.
[01:27:20.000 --> 01:27:21.000]   Because now when anybody
[01:27:21.000 --> 01:27:22.000]   can just go to Google
[01:27:22.000 --> 01:27:24.000]   and ask or go to ChatGPT
[01:27:24.000 --> 01:27:25.000]   and ask for an answer,
[01:27:25.000 --> 01:27:27.000]   then now you can't survive
[01:27:27.000 --> 01:27:29.000]   in a world of insular thinking.
[01:27:29.000 --> 01:27:30.000]   You have to engage
[01:27:30.000 --> 01:27:31.000]   with the ideas around.
[01:27:31.000 --> 01:27:33.000]   So what I think will happen
[01:27:33.000 --> 01:27:34.000]   with your community
[01:27:34.000 --> 01:27:35.000]   and the same thing
[01:27:35.000 --> 01:27:36.000]   that's happening
[01:27:36.000 --> 01:27:37.000]   with Christian communities
[01:27:37.000 --> 01:27:39.000]   is you will continue to test
[01:27:39.000 --> 01:27:42.000]   the ways to inoculate your children
[01:27:42.000 --> 01:27:44.000]   against ideologies
[01:27:44.000 --> 01:27:45.000]   that are ultimately toxic
[01:27:45.000 --> 01:27:47.000]   to your faith.
[01:27:47.000 --> 01:27:49.000]   And some will work.
[01:27:49.000 --> 01:27:50.000]   Some will not work.
[01:27:50.000 --> 01:27:51.000]   Some will be effective.
[01:27:51.000 --> 01:27:52.000]   Some will be ineffective.
[01:27:52.000 --> 01:27:54.000]   But you'll increasingly find
[01:27:54.000 --> 01:27:56.000]   those things that are effective.
[01:27:56.000 --> 01:27:59.000]   And so then there won't ultimately
[01:27:59.000 --> 01:28:00.000]   be proof of it,
[01:28:00.000 --> 01:28:04.000]   but you should be more confident
[01:28:04.000 --> 01:28:06.000]   sending your children out
[01:28:06.000 --> 01:28:08.000]   into a world that hates them,
[01:28:08.000 --> 01:28:09.000]   into a world
[01:28:09.000 --> 01:28:10.000]   that disagrees with them,
[01:28:10.000 --> 01:28:11.000]   knowing that ideally
[01:28:11.000 --> 01:28:12.000]   you've equipped your children
[01:28:12.000 --> 01:28:14.000]   with the tools needed
[01:28:14.000 --> 01:28:16.000]   to defend their own
[01:28:16.000 --> 01:28:17.000]   personal philosophies
[01:28:17.000 --> 01:28:19.000]   in a straightforward way
[01:28:19.000 --> 01:28:21.000]   and to think and deal logically
[01:28:21.000 --> 01:28:24.000]   with whatever the things
[01:28:24.000 --> 01:28:25.000]   that are coming in is.
[01:28:25.000 --> 01:28:27.000]   And sometimes, by the way,
[01:28:27.000 --> 01:28:28.000]   not all that's taught
[01:28:28.000 --> 01:28:29.000]   in a college classroom is bad.
[01:28:29.000 --> 01:28:30.000]   Otherwise you wouldn't go.
[01:28:30.000 --> 01:28:31.000]   A lot of times
[01:28:31.000 --> 01:28:32.000]   it can provide a valuable correction
[01:28:32.000 --> 01:28:33.000]   even to your own community.
[01:28:33.000 --> 01:28:34.000]   And so your children
[01:28:34.000 --> 01:28:35.000]   may be those
[01:28:35.000 --> 01:28:37.000]   who pick and choose
[01:28:37.000 --> 01:28:39.000]   from those things
[01:28:39.000 --> 01:28:40.000]   that they disagree with
[01:28:40.000 --> 01:28:41.000]   and say, "You know what?
[01:28:41.000 --> 01:28:42.000]   "This is an important critique.
[01:28:42.000 --> 01:28:43.000]   "This is something
[01:28:43.000 --> 01:28:45.000]   "that we can bring in
[01:28:45.000 --> 01:28:46.000]   "and change our own family,
[01:28:46.000 --> 01:28:48.000]   "change our own ideology,
[01:28:48.000 --> 01:28:50.000]   "change our own community."
[01:28:50.000 --> 01:28:52.000]   So in conclusion,
[01:28:52.000 --> 01:28:54.000]   from a culture perspective,
[01:28:54.000 --> 01:28:55.000]   I think that's what
[01:28:55.000 --> 01:28:57.000]   your main focus needs to be
[01:28:57.000 --> 01:28:59.000]   is let me teach my children
[01:28:59.000 --> 01:29:00.000]   what we believe,
[01:29:00.000 --> 01:29:01.000]   why we believe it,
[01:29:01.000 --> 01:29:02.000]   teach my children
[01:29:02.000 --> 01:29:03.000]   what others believe,
[01:29:03.000 --> 01:29:04.000]   why they believe it,
[01:29:04.000 --> 01:29:06.000]   and seek to install
[01:29:06.000 --> 01:29:09.000]   a clear, thoughtful philosophy
[01:29:09.000 --> 01:29:10.000]   so that they can interact
[01:29:10.000 --> 01:29:13.000]   with ideas that they disagree with
[01:29:13.000 --> 01:29:14.000]   and do so in a healthy way.
[01:29:14.000 --> 01:29:16.000]   And you're much less likely
[01:29:16.000 --> 01:29:19.000]   to have your children deconvert
[01:29:19.000 --> 01:29:22.000]   when that's the common cause
[01:29:22.000 --> 01:29:24.000]   rather than if they just
[01:29:24.000 --> 01:29:25.000]   are super sheltered
[01:29:25.000 --> 01:29:26.000]   and all of a sudden
[01:29:26.000 --> 01:29:27.000]   they're sent into the lion's den
[01:29:27.000 --> 01:29:30.000]   and they don't know what to do.
[01:29:30.000 --> 01:29:31.000]   And I would make one final
[01:29:31.000 --> 01:29:34.000]   even just academic note of this.
[01:29:34.000 --> 01:29:35.000]   One of the bits of data
[01:29:35.000 --> 01:29:37.000]   that I find very interesting
[01:29:37.000 --> 01:29:38.000]   is for Christians,
[01:29:38.000 --> 01:29:40.000]   I don't know the data on Jews,
[01:29:40.000 --> 01:29:41.000]   although it's probably similar,
[01:29:41.000 --> 01:29:42.000]   but for Christians,
