
[00:00:00.000 --> 00:00:12.000]   these are
[00:23:12.800 --> 00:23:15.460]   and it's amazing for you to really unpack it for us.
[00:23:15.460 --> 00:23:17.620]   I want to ask a human question here,
[00:23:17.620 --> 00:23:20.140]   and maybe, 'cause these judges are humans
[00:23:20.140 --> 00:23:22.220]   and there's like a sentiment here
[00:23:22.220 --> 00:23:27.140]   where the majority of the country does not want to do this.
[00:23:27.140 --> 00:23:29.560]   It's been the law for generations
[00:23:29.560 --> 00:23:31.020]   of women who've had this protection.
[00:23:31.020 --> 00:23:32.580]   It's been 50 years.
[00:23:32.580 --> 00:23:34.780]   So I think the question a lot of us have
[00:23:34.780 --> 00:23:38.600]   watching all of this is, why is this happening right now?
[00:23:38.600 --> 00:23:43.400]   And is this some strategy that's been played out
[00:23:43.400 --> 00:23:46.520]   to overturn this because it feels profoundly unfair
[00:23:46.520 --> 00:23:49.520]   to take a right away from these generations of women?
[00:23:49.520 --> 00:23:51.760]   And there's this anger that's built up
[00:23:51.760 --> 00:23:54.200]   of how on earth could this happen?
[00:23:54.200 --> 00:23:56.680]   So maybe you could tell us about the humans
[00:23:56.680 --> 00:23:58.520]   who are in these positions of power
[00:23:58.520 --> 00:24:00.280]   and why they made this decision.
[00:24:00.280 --> 00:24:03.180]   'Cause we can look at all these laws and the precedent,
[00:24:03.180 --> 00:24:05.000]   but there is also the reality
[00:24:05.000 --> 00:24:09.460]   that the deck has been stacked with this court.
[00:24:09.460 --> 00:24:11.500]   It seems quite strategically,
[00:24:11.500 --> 00:24:13.080]   and this feels like a rug pull
[00:24:13.080 --> 00:24:15.060]   to a lot of the people who voted these people on.
[00:24:15.060 --> 00:24:17.320]   And now you have a large group of the country
[00:24:17.320 --> 00:24:19.380]   who feels like this is exactly the opposite
[00:24:19.380 --> 00:24:21.220]   of what the majority of us want.
[00:24:21.220 --> 00:24:22.820]   So can you explain that to us?
[00:24:22.820 --> 00:24:25.400]   What's going on here with these humans
[00:24:25.400 --> 00:24:28.040]   who have these positions of power and authority?
[00:24:28.040 --> 00:24:29.540]   - Yeah, I think that's a fair characterization.
[00:24:29.540 --> 00:24:30.380]   I think that's a fair representation
[00:24:30.380 --> 00:24:31.960]   of what is a majority of the country
[00:24:31.960 --> 00:24:34.940]   that is to varying degrees pro-choice.
[00:24:34.940 --> 00:24:37.100]   Now we ought to pause and recognize
[00:24:37.100 --> 00:24:39.940]   that there is another significant part of the country
[00:24:39.940 --> 00:24:44.680]   for whom this is an incredibly important positive moment.
[00:24:44.680 --> 00:24:46.640]   The country is divided on this question.
[00:24:46.640 --> 00:24:48.800]   There are passionate views on both sides.
[00:24:48.800 --> 00:24:51.540]   The women who are directly affected,
[00:24:51.540 --> 00:24:54.840]   many of them will feel no doubt incredibly impassioned
[00:24:54.840 --> 00:24:56.800]   strongly that this is an outrage.
[00:24:56.800 --> 00:24:59.520]   But there are activists,
[00:24:59.520 --> 00:25:01.460]   there are activists on both sides.
[00:25:01.460 --> 00:25:05.280]   And yes, from the day that Roe was decided,
[00:25:05.280 --> 00:25:09.360]   there has been an unflinching commitment
[00:25:09.360 --> 00:25:11.920]   among conservatives to undo it.
[00:25:11.920 --> 00:25:14.460]   And it has taken them five decades to do it,
[00:25:14.460 --> 00:25:17.520]   but they have marched forward from that position
[00:25:17.520 --> 00:25:20.740]   where they were losing seven to two in the Supreme Court
[00:25:20.740 --> 00:25:23.060]   till June of this year,
[00:25:23.060 --> 00:25:26.180]   where they will likely win five to four.
[00:25:26.180 --> 00:25:29.520]   And they have worked tirelessly,
[00:25:29.520 --> 00:25:32.640]   to put justices on the Supreme Court
[00:25:32.640 --> 00:25:34.280]   who would be willing to take this step.
[00:25:34.280 --> 00:25:36.080]   They thought that John Roberts would,
[00:25:36.080 --> 00:25:38.360]   and it appears that he's very likely willing
[00:25:38.360 --> 00:25:41.360]   to cut back on Roe, but not overrule it entirely.
[00:25:41.360 --> 00:25:42.880]   But that the other conservatives,
[00:25:42.880 --> 00:25:44.460]   whether it's someone who's been on for a while,
[00:25:44.460 --> 00:25:46.880]   like Justice Thomas, or instead,
[00:25:46.880 --> 00:25:48.380]   much more recent appointments,
[00:25:48.380 --> 00:25:53.380]   which is in Gorsuch, Kavanaugh, and in Barrett,
[00:25:53.380 --> 00:25:56.160]   and Justice Alito having been on the court for a while.
[00:25:56.160 --> 00:25:59.300]   Those people, this is the number one agenda item,
[00:25:59.300 --> 00:26:01.700]   for what they believe is correcting the course
[00:26:01.700 --> 00:26:03.900]   of the Supreme Court's interpretation of the Constitution.
[00:26:03.900 --> 00:26:07.320]   That this was the one that was most out of bounds,
[00:26:07.320 --> 00:26:10.300]   because it was the most made up in their mind.
[00:26:10.300 --> 00:26:12.020]   Now, we should talk a little bit about
[00:26:12.020 --> 00:26:13.700]   what it's gonna mean for other areas of the law,
[00:26:13.700 --> 00:26:15.440]   like gay rights and that sort of thing.
[00:26:15.440 --> 00:26:17.240]   But in a very human sense,
[00:26:17.240 --> 00:26:20.040]   there has been an utter human commitment
[00:26:20.040 --> 00:26:24.120]   by pro-life forces to stop what they regard
[00:26:24.120 --> 00:26:27.580]   as the murder of millions of unborn children,
[00:26:27.580 --> 00:26:29.080]   and an unbelievable commitment,
[00:26:29.080 --> 00:26:31.960]   among pro-choice forces,
[00:26:31.960 --> 00:26:35.000]   to maintain what is a basic individual liberty.
[00:26:35.000 --> 00:26:36.120]   - Yeah, I just wanted to add,
[00:26:36.120 --> 00:26:39.220]   I mean, I think I agree with everything that Tom said.
[00:26:39.220 --> 00:26:43.140]   And I think in particular, you have to look at,
[00:26:43.140 --> 00:26:48.140]   go back to 2015, and then in particular, the 2016 election.
[00:26:48.140 --> 00:26:52.740]   Donald Trump was elected in no small part,
[00:26:52.740 --> 00:26:57.220]   because he pledged to put justices on the court
[00:26:57.220 --> 00:26:58.860]   who would overrule Roe v. Wade.
[00:26:58.860 --> 00:27:01.000]   And so, I think that's the big thing.
[00:27:01.000 --> 00:27:01.980]   And I think that's what's happening.
[00:27:01.980 --> 00:27:03.840]   I think that's what's happening.
[00:27:03.840 --> 00:27:05.820]   And I think that's why I think it's so important to recognize,
[00:27:05.820 --> 00:27:07.960]   that if you look at the history of the election,
[00:27:07.960 --> 00:27:08.860]   and the history of the election,
[00:27:08.860 --> 00:27:10.720]   it's not just a matter of who's elected,
[00:27:10.720 --> 00:27:12.820]   it's a matter of who's elected, and who's not elected.
[00:27:12.820 --> 00:27:15.480]   And so, I think that's a really important part of it.
[00:27:15.480 --> 00:27:17.560]   And I think that's why I think that it's so important,
[00:27:17.560 --> 00:27:19.320]   because it's a really important part of the election,
[00:27:19.320 --> 00:27:20.760]   and it's a really important part of the election,
[00:27:20.760 --> 00:27:22.760]   and it's a really important part of the election.
[00:27:22.760 --> 00:27:24.800]   And I think that's the one that's really important,
[00:27:24.800 --> 00:27:26.640]   and I think that's what's really important.
[00:27:26.640 --> 00:27:28.640]   And I think that's why I think that's why we're so concerned
[00:27:28.640 --> 00:27:32.880]   that with people, as Tom said, on this issue,
[00:27:32.880 --> 00:27:37.160]   people who oppose abortion were often single-issue voters.
[00:27:37.160 --> 00:27:41.480]   In the 2016 elections, you had the "but her emails" crowd,
[00:27:41.480 --> 00:27:46.080]   who weren't necessarily going to go to the polls for Hillary Clinton,
[00:27:46.080 --> 00:27:52.200]   even though they likely would be abortion rights supporters.
[00:27:52.200 --> 00:27:54.080]   And often, just like not—
[00:27:54.080 --> 00:27:56.800]   I think there was probably an element of disbelief,
[00:27:56.800 --> 00:27:58.420]   the idea that this
[00:27:58.420 --> 00:28:03.340]   right was so solidly enshrined in American constitutional law
[00:28:03.340 --> 00:28:07.720]   that it would stand, despite who might be on the court.
[00:28:07.720 --> 00:28:12.260]   So, Amy, I want to ask a jump question from here.
[00:28:12.260 --> 00:28:14.260]   Then this is an issue that's close to all of us.
[00:28:14.260 --> 00:28:16.060]   When we read Roe v. Wade, we were—
[00:28:16.060 --> 00:28:18.740]   I think we were all like a little shocked, like, "Wow, this is happening."
[00:28:18.740 --> 00:28:26.320]   And then the second wave of news was how this created potential to undo Obergefell, right?
[00:28:26.320 --> 00:28:28.200]   So the gay rights law, or even the—
[00:28:28.200 --> 00:28:32.040]   even like interracial marriage, you know, Jason's in an interracial marriage, I am, you know,
[00:28:32.040 --> 00:28:34.860]   many of our friends are gay and married.
[00:28:34.860 --> 00:28:41.000]   How are we supposed to think about what this does precedentially?
[00:28:41.000 --> 00:28:46.640]   And does it create risk that those rights could be taken away from us or our—
