
[00:00:00.040 --> 00:00:07.460]  stoppable let with
[00:37:03.400 --> 00:37:03.400]  ,
[00:37:03.400 --> 00:37:03.400]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, questions, math calculations, chemistry calculations, whatever it is. You know, we do very well at the moment.,
[00:37:03.400 --> 00:37:03.400]  ,
[00:37:03.400 --> 00:37:03.400]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.320 --> 00:37:33.320]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.320 --> 00:37:33.320]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.320 --> 00:37:33.320]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.320 --> 00:37:33.320]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.320 --> 00:37:33.320]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:37:33.360 --> 00:38:03.340]  ,
[00:38:03.340 --> 00:38:03.340]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:38:03.340 --> 00:38:03.340]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:38:03.340 --> 00:38:03.340]   - I think we've got to a very high success rate of the little fragments of natural language that people put in. You know, we do very well at the moment.,
[00:38:03.340 --> 00:38:03.340]   - I think we've got to a very high success rate of the moment.,
[00:38:03.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.360 --> 00:38:33.360]   - I think we've got to a very high success rate of the moment.,
[00:38:33.380 --> 00:38:57.440]   - I think we've got to a very high success rate of the moment.,
[00:38:57.440 --> 00:38:57.480]   - I think we've got to a very high success rate of the moment.,
[00:38:57.480 --> 00:38:57.500]   - I think we've got to a very high success rate of the moment.,
[00:38:57.500 --> 00:38:57.520]   - I think we've got to a very high success rate of the moment.,
[00:38:57.520 --> 00:38:57.540]   - I think we've got to a very high success rate of the moment.,
[00:38:57.540 --> 00:38:57.580]   - I think we've got to a very high success rate of the moment.,
[00:38:57.580 --> 00:38:57.600]   - I think we've got to a very high success rate of the moment.,
[00:38:57.600 --> 00:38:57.620]   - I think we've got to a very high success rate of the moment.,
[00:38:57.620 --> 00:38:57.640]   - I think we've got to a very high success rate of the moment.,
[00:38:57.640 --> 00:38:57.680]   - I think we've got to a very high success rate of the moment.,
[00:38:57.680 --> 00:38:57.700]   I think we've got to a very high success rate of the moment.,
[00:38:58.620 --> 00:39:27.720]  ,
[00:39:27.720 --> 00:39:27.720]   - I think we've got to a very high success rate of the moment.,
[00:39:27.720 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.740 --> 00:39:27.740]   - I think we've got to a very high success rate of the moment.,
[00:39:27.780 --> 00:39:31.200]  criptions Bye is.
[00:39:31.200 --> 00:39:38.820]   Mad, see, kind of, ​ MD CO TH A I they might the weight of the and the work the seja Bertactivynam myself
[00:39:38.820 --> 00:39:54.140]   new
[00:39:56.240 --> 00:40:06.440]   even
[00:40:06.440 --> 00:40:07.180]   now,
[00:40:07.180 --> 00:40:25.980]   spacecraft believed why mean me Vic You So You, is, and, and, is, and, and, and, and,這個,的時候, talk, E. Ed. play. gitti sour Wang. stub.bell.ств. diverse. even... financi Andy... activist... camer... SP...uard... sorting... taste... men...ardon... mankind... make... here... is... couldn... gig... pic... like... ask... hard... pay... лай... survive... Fre... rest... over... não... dedic... gone...視... Tyson... agrade...го... sentimental...ór... detailed... Alleg rocking...ill... manifest... significa...지는--なん... story... Web...視... Bolsonaro, divide... cred... competency...視... 對不對 Just, Gad, lí成,host... fun,
[00:40:56.240 --> 00:40:56.240]   ------ ------
[00:41:26.300 --> 00:41:33.280]   even
[00:41:33.280 --> 00:41:36.480]   I got as
[00:41:36.480 --> 00:41:37.180]   leading про G. I'm, a,,,,,,,
[00:41:37.180 --> 00:41:39.080]   Leh
[00:41:39.080 --> 00:41:44.760]  離
[00:41:44.760 --> 00:41:54.060]   provide 30 questo could be er-P-F-E-N.-L- chị-G-E-You're-S, --*, j-B, ", buy-B, Pokémon ac-G,ather-I, equival brain, transform,вед el, proceeds ",стру, tail, say, harm, ", in, wall, Bib, inform live, tom, myself, backyard Gu低 like, " Ст confirm a 100,あります mindset, widely实; appear a " stared and much of the jaw as looks in the puzzle and I'm " medicinal see,�, "a,視 a " recognise "ocy "
[00:41:54.140 --> 00:42:01.700]   sheet
[00:42:01.700 --> 00:42:04.500]   hear. I like,,,, Phot The D I don
[00:42:04.500 --> 00:42:19.060]   że
[00:42:19.060 --> 00:42:22.260]   this
[00:42:53.300 --> 00:42:54.140]   Корi:
[00:42:54.140 --> 00:42:54.140]   It's like take my heart rate data and, you know, figure out whether I, you know, make a moving average every seven days or something and work out what the, and make a plot of the results. Okay. So that's the thing, which is, you know, about two thirds of a line of orphan language code. I mean, it's, you know, list plot of moving average of some data bin or something of the, of the data, and then you'll get the results. And so I think it's important to think about that.
[00:42:54.160 --> 00:43:24.160]   You know, the vague thing that I was just saying in natural language could, would almost certainly correctly turn into that very simple piece of orphan language code.
[00:43:24.160 --> 00:43:24.160]   You start mumbling about heart rate.
[00:43:24.160 --> 00:43:24.160]   Yeah. And kind of, you know, you arrive at the moving average kind of idea. But you say average over seven days, maybe it'll figure out that that's a moving, you know, that that can be encapsulated as this moving average idea. I'm not sure, but then the typical workflow that I'm seeing is, you
[00:43:24.200 --> 00:43:54.180]  , you know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.180 --> 00:43:54.180]   You know, you're going to have to do a lot of things.
[00:43:54.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.200 --> 00:44:24.200]   You know, you're going to have to do a lot of things.
[00:44:24.220 --> 00:44:54.220]  , you know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.220 --> 00:44:54.220]   You know, you're going to have to do a lot of things.
[00:44:54.240 --> 00:45:24.240]  , you know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:24.240 --> 00:45:24.240]   You know, you're going to have to do a lot of things.
[00:45:48.480 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
[00:45:54.260 --> 00:45:54.260]   You know, you're going to have to do a lot of things.
