
[00:00:00.000 --> 00:00:04.000]   Welcome, everyone.
[01:07:02.540 --> 01:07:05.380]   So if you just define another tool in your set of tools
[01:07:05.380 --> 01:07:08.900]   that is like, you can use this to ask the user for more
[01:07:08.900 --> 01:07:11.420]   information when you're not sure,
[01:07:11.420 --> 01:07:15.060]   then that kind of gets it out of that issue.
[01:07:15.060 --> 01:07:22.620]   And finally, the last challenge that I have
[01:07:22.620 --> 01:07:27.020]   is how to minimize the amount of times
[01:07:27.020 --> 01:07:33.300]   that the LLM and the agent will give you an invalid input.
[01:07:33.300 --> 01:07:38.740]   Because when that happens, you'd have to just show your user,
[01:07:38.740 --> 01:07:41.660]   something went wrong, try again, which obviously no one
[01:07:41.660 --> 01:07:43.620]   wants to do.
[01:07:43.620 --> 01:07:47.460]   So there's a few solutions to that.
[01:07:47.460 --> 01:07:52.740]   One is to-- something that works well
[01:07:52.740 --> 01:07:56.260]   is to actually ask the agent to provide
[01:07:56.260 --> 01:07:58.100]   the information of what tool to call,
[01:07:58.100 --> 01:08:03.260]   et cetera, in a structured format like JSON.
[01:08:03.260 --> 01:08:08.100]   That usually makes it more reliable and more likely
[01:08:08.100 --> 01:08:10.220]   to be correct.
[01:08:10.220 --> 01:08:13.640]   Another interesting thing that helps
[01:08:13.640 --> 01:08:17.700]   is actually when an invalid kind of instruction
[01:08:17.700 --> 01:08:22.500]   is produced by the agent, just give it back to the agent
[01:08:22.500 --> 01:08:24.940]   along with the parsing error and say, hey,
[01:08:24.940 --> 01:08:27.420]   I tried to parse your thing and it gave me this error.
[01:08:27.420 --> 01:08:30.100]   Do you want to try and fix it or something?
[01:08:30.100 --> 01:08:32.820]   And sometimes it will just auto recover from the error
[01:08:32.820 --> 01:08:34.940]   by itself, which is really cool.
[01:08:34.940 --> 01:08:42.660]   And finally, something that we're working on right now
[01:08:42.660 --> 01:08:46.980]   is how to make the input to tools more structured.
[01:08:46.980 --> 01:08:50.660]   So up until now, all the tools we've had in LangChain
[01:08:50.660 --> 01:08:57.220]   are like one string argument in, one string return value out,
[01:08:57.220 --> 01:08:59.300]   which is quite powerful.
[01:08:59.300 --> 01:09:02.020]   But lots of times, you're going to want
[01:09:02.020 --> 01:09:06.020]   to build tools that actually take more than one argument.
[01:09:06.020 --> 01:09:10.220]   And having a way of describing that and then
[01:09:10.220 --> 01:09:13.180]   including that in the prompt to the agent
[01:09:13.180 --> 01:09:16.060]   so that it can produce the right arguments, that
[01:09:16.060 --> 01:09:20.100]   can also help the reliability and the quality of the answers
[01:09:20.100 --> 01:09:21.100]   a lot.
[01:09:21.100 --> 01:09:24.860]   So what that looks like--
[01:09:24.860 --> 01:09:28.980]   so on the top is the Python version of this.
[01:09:28.980 --> 01:09:33.740]   And on the bottom is the TypeScript version.
[01:09:33.740 --> 01:09:36.340]   But they basically are equivalent,
[01:09:36.340 --> 01:09:38.060]   and they do the same thing.
[01:09:38.060 --> 01:09:40.460]   So the idea is to--
[01:09:40.460 --> 01:09:43.260]   you define the schema that you want.
[01:09:43.260 --> 01:09:46.260]   In this case, I want an object with a property called
[01:09:46.260 --> 01:09:50.060]   file path and a description, which is name of file.
[01:09:50.060 --> 01:09:54.180]   And the same thing in the TypeScript one.
[01:09:54.180 --> 01:09:56.460]   And then behind the scenes, we're
[01:09:56.460 --> 01:10:01.700]   going to convert that into a JSON schema string that's
[01:10:01.700 --> 01:10:03.540]   going to be passed to the agent.
[01:10:03.540 --> 01:10:07.100]   And that actually results in the agent
[01:10:07.100 --> 01:10:11.060]   being able to provide the arguments in that format.
[01:10:11.060 --> 01:10:12.540]   So you could imagine that could be
[01:10:12.540 --> 01:10:15.580]   like a more complicated schema with more fields
[01:10:15.580 --> 01:10:17.780]   and different types and so on.
[01:10:17.780 --> 01:10:20.860]   And yeah, so then this is what actually finds its way
[01:10:20.860 --> 01:10:25.220]   into the agent prompt.
[01:10:25.220 --> 01:10:27.340]   And that's what I have.
[01:10:27.340 --> 01:10:28.340]   That's it.
[01:10:28.340 --> 01:10:31.300]   [APPLAUSE]
[01:10:31.300 --> 01:10:36.700]   Thank you, Nuno.
[01:10:36.700 --> 01:10:39.940]   So next up, we have the third influencer
[01:10:39.940 --> 01:10:41.700]   that we have in the crowd.
[01:10:41.700 --> 01:10:43.940]   How many of you guys know Two Minute Papers?
[01:10:43.940 --> 01:10:46.340]   [CHEERING]
[01:10:46.340 --> 01:10:49.700]   So we have cut away from Two Minute Papers
[01:10:49.700 --> 01:10:51.700]   to give a special message.
[01:10:51.700 --> 01:10:54.660]   [APPLAUSE]
[01:10:55.660 --> 01:10:58.620]   [CHEERING]
[01:10:58.620 --> 01:11:02.180]   Hello.
[01:11:02.180 --> 01:11:04.340]   Who wants to be in a YouTube video?
[01:11:04.340 --> 01:11:05.500]   [CHEERING]
[01:11:05.500 --> 01:11:07.300]   You've got to help me a little, all right?
[01:11:07.300 --> 01:11:08.380]   So chant with me.
[01:11:08.380 --> 01:11:13.580]   Papers, papers, papers, papers, papers.
[01:11:13.580 --> 01:11:14.740]   More.
[01:11:14.740 --> 01:11:15.820]   Come on.
[01:11:15.820 --> 01:11:20.660]   Papers, papers, papers, papers, papers.
[01:11:20.660 --> 01:11:21.540]   All right.
[01:11:21.540 --> 01:11:22.820]   That was good.
[01:11:22.820 --> 01:11:24.260]   Thank you very much.
[01:11:24.260 --> 01:11:28.540]   So dear fellow scholars, so happy to see all of you
[01:11:28.540 --> 01:11:29.860]   here in person.
[01:11:29.860 --> 01:11:31.580]   Thank you so much for coming.
[01:11:31.580 --> 01:11:34.780]   And also, can we give a big hand to the organizers
[01:11:34.780 --> 01:11:36.860]   for creating this amazing event?
[01:11:36.860 --> 01:11:38.140]   Thank you very much.
[01:11:38.140 --> 01:11:41.100]   [APPLAUSE]
[01:11:41.100 --> 01:11:45.460]   I remember asking Lavanya about the attendance.
[01:11:45.460 --> 01:11:50.140]   And she said, yeah, it's a small meeting with 100 people.
[01:11:50.140 --> 01:11:51.660]   I was like, OK.
[01:11:51.660 --> 01:11:56.300]   Next time I ask, she says, yeah, 500 people.
[01:11:56.300 --> 01:11:59.380]   Next time I ask, she says 1,000 people.
[01:11:59.380 --> 01:12:01.980]   I was like, what is going on?
[01:12:01.980 --> 01:12:03.260]   Crazy.
[01:12:03.260 --> 01:12:06.940]   So you heard about all of these amazing AIs here today.
[01:12:06.940 --> 01:12:09.900]   But here's something about humans
[01:12:09.900 --> 01:12:13.540]   that I'd love to share with all of you fellow scholars.
[01:12:13.540 --> 01:12:16.900]   A father once wrote me that he has a son
[01:12:16.900 --> 01:12:18.860]   and he wants to get closer to him,
[01:12:18.860 --> 01:12:21.980]   but they have nothing in common.
[01:12:21.980 --> 01:12:25.020]   He's trying so hard, but just can't
[01:12:25.020 --> 01:12:26.780]   get a connection with him.
[01:12:26.780 --> 01:12:29.700]   And he said that one day, his son
[01:12:29.700 --> 01:12:32.460]   was watching two-minute papers on YouTube,
[01:12:32.460 --> 01:12:36.140]   and the father noticed, hmm, he likes this.
[01:12:36.140 --> 01:12:37.500]   I like this.
[01:12:37.500 --> 01:12:42.300]   And yes, finally, through the appreciation of the papers,
[01:12:42.300 --> 01:12:44.500]   they found a way to connect.
[01:12:44.500 --> 01:12:47.380]   So how incredible is that?
[01:12:47.380 --> 01:12:49.580]   And that is what the show is about,
[01:12:49.580 --> 01:12:52.980]   celebrating amazing human achievements together
[01:12:52.980 --> 01:12:54.420]   and learning together.
[01:12:54.420 --> 01:12:55.500]   Thank you very much.
[01:12:55.500 --> 01:12:57.500]   If you wish to see me, I'll be around.
[01:12:57.500 --> 01:12:58.000]   Thanks.
[01:12:58.000 --> 01:13:05.900]   [APPLAUSE]
[01:13:05.900 --> 01:13:07.420]   All right, you guys.
[01:13:07.420 --> 01:13:08.780]   That time has come.
[01:13:08.780 --> 01:13:12.340]   The time has come to thank you all so much for coming out.
[01:13:12.340 --> 01:13:15.900]   It is such an honor to have you all at the event tonight.
[01:13:15.900 --> 01:13:17.740]   We really, really appreciate it.
[01:13:17.740 --> 01:13:21.940]   I'd also love to give a special thanks to our guest speakers,
[01:13:21.940 --> 01:13:24.540]   Ahmad and Nuno and Carly.
[01:13:24.540 --> 01:13:31.500]   And I want to thank a bunch of our team members.
[01:13:31.500 --> 01:13:33.340]   So Andrea, who's in the background,
[01:13:33.340 --> 01:13:35.380]   has been working tirelessly for two weeks
[01:13:35.380 --> 01:13:37.140]   to put this together for you guys.
[01:13:37.140 --> 01:13:40.460]   And also Morgan and Anthony and the entire Weeds and Vices
[01:13:40.460 --> 01:13:40.960]   team.
[01:13:40.960 --> 01:13:43.380]   It's such an honor to work with them.
[01:13:43.380 --> 01:13:46.300]   And I want everyone to give a shout out to the Bee.
[01:13:46.300 --> 01:13:49.900]   [APPLAUSE]
[01:13:49.900 --> 01:13:53.900]   Thank you, London, for being such a cool town.
[01:13:53.900 --> 01:13:55.860]   It's not every co-founder that you
[01:13:55.860 --> 01:13:57.660]   can convince to get in a Bee costume,
[01:13:57.660 --> 01:13:59.740]   and I really appreciate that.
[01:13:59.740 --> 01:14:03.380]   So next up, we are here till about 10 o'clock.
[01:14:03.380 --> 01:14:04.300]   There's a bar.
[01:14:04.300 --> 01:14:05.100]   There's food.
[01:14:05.100 --> 01:14:06.260]   There's going to be mingling.
[01:14:06.260 --> 01:14:08.580]   So I encourage you guys to make some new friends.
[01:14:08.580 --> 01:14:11.220]   Ahmad, Lucas, and all these other--
[01:14:11.220 --> 01:14:14.140]   Kerala, other folks are going to be in the audience.
[01:14:14.140 --> 01:14:17.300]   Find them, hound them, ask them all of your questions,
[01:14:17.300 --> 01:14:19.660]   and thank you for coming.
[01:14:19.660 --> 01:14:20.260]   Thank you.
[01:14:20.260 --> 01:14:23.620]   [APPLAUSE]

