
[00:00:00.040 --> 00:00:09.560]  érêt
[01:04:51.600 --> 01:05:21.580]   the 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.580 --> 01:05:21.580]   The 529 account would be $2,000 of taxes.
[01:05:21.620 --> 01:05:33.040]   .
[01:05:50.900 --> 01:06:00.520]   G
[01:06:00.520 --> 01:06:04.720]   Stre lat,,,,
[01:06:04.720 --> 01:06:18.600]  我覺得 the Smom. In the Sch例えば the special but they're the
[01:06:19.180 --> 01:06:47.460]   rendition of the name as it looks today in 17 years. Not very confident. Right. That's the problem. Is I can answer the question today. But you have a one-year-old. You have a one-year-old, not a 17-year-old. And I have 0.01% confidence that the situation will look anything like it looks in 17 years. We are undergoing a revolution right now.
[01:06:47.500 --> 01:06:55.000]   South
[01:06:55.000 --> 01:06:58.920]   purchase I why spoke somebody,,,, Le
[01:07:15.620 --> 01:07:26.420]   seen any writing or effe argument as to whether t
[01:07:26.420 --> 01:07:33.560]   causation or correlation. I'm not a loser. And w
[01:07:33.560 --> 01:07:36.200]   school, I was under the i
[01:07:36.200 --> 01:07:39.340]   losers don't go to college.
[01:07:39.340 --> 01:07:43.700]   So I went to college, but
[01:07:43.700 --> 01:07:43.740]   of my personal success or f
[01:07:43.740 --> 01:07:43.740]   But I can trace none of m
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:07:43.740]   But I can trace none of my personal success or failure.
[01:07:43.740 --> 01:08:11.880]   I can trace none of my personal success or failure. But I can't trace any of my personal success in life to my college degree. I can't trace any of it. About the best thing that I can say that came from my college years was the fact that I met my wife and we've married happily after college. But I can't trace any direct causation of my college degree on my personal success in life. Rather, I look at it and say if someone had come along and given me a different path, I think I would have a lot more motivation to do something.
[01:08:11.900 --> 01:08:35.960]   I think I would have a lot more money. I think I'd be a lot more successful today if I hadn't gone to college, if I'd pursued a different path. College cost me a lot of money and a lot of time and I don't trace a lot of value from that. So how do you find the answer? I don't know. Some of the academic will have to figure out and how to suss out causation versus correlation on college degrees and lifetime earnings. I don't know. I'm not competent enough to do that. But that's a big thing that's happening.
[01:08:36.220 --> 01:09:04.540]   còn
[01:12:54.280 --> 01:12:57.860]   - I think seventeen years from now, these trends are just going to continue.
[01:12:57.860 --> 01:13:07.900]   I think seventeen years from now, you'll be able to get an accredited degree from an online university while you're a teenager for less than a few thousand bucks less.
[01:13:07.900 --> 01:13:09.980]   And there's no reason to save for that kind of thing.
[01:13:09.980 --> 01:13:20.020]   I think the costs for state universities and such like that will be forced by the market to come down because of the market pressuresures
[01:13:37.020 --> 01:13:42.860]   And because of the student or because of government legislation where state universities become free as in paid for by other people other than the student.
[01:13:42.860 --> 01:13:43.900]   Or and or the cost for the elite universities, the sorting mechanisms, the elite universities, those will continue to ride.
[01:13:43.900 --> 01:13:45.180]   But there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:13:45.180 --> 01:13:49.180]   And because of the student or because of government legislation, there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:13:49.180 --> 01:13:50.020]   And because of the student or because of government legislation, there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:13:50.060 --> 01:14:20.060]  , And because of the student or because of government legislation, there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:14:20.060 --> 01:14:20.060]   And because of the student or because of government legislation, there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:14:20.080 --> 01:14:50.060]   And because of the student or because of government legislation, there will continue to be plenty of options to have those things paid for by paid for by the universities and by scholarship programs and things like that.
[01:14:50.060 --> 01:14:50.060]   I'm a little boy doesn't want to go to college.
[01:14:50.060 --> 01:14:50.060]   I'm a little boy doesn't want to go to college.
[01:14:50.060 --> 01:14:50.060]   I can go ahead and leave those in there to continue to grow for retirement or use those contributions for another endeavor. But I was just I just wanted to run that by you. I mean, the gentleman that called in yesterday that was asking about transfer of beneficiaries from one 529 to the other on his two girls. I just got me thinking about the scholarship side of things. And if I were to leave those in there, I would be able to continue to grow for retirement or use those contributions for another endeavor.
[01:14:50.060 --> 01:15:20.060]   and I'm not sure if I'm going to be able to continue to grow for retirement or use those contributions for another endeavor. But I'm not sure if I'm going to continue to grow for retirement or use those contributions for another endeavor. But I'm not sure if I'm going to continue to grow for retirement or use those contributions for another endeavor. But I'm not sure if I'm going to continue to grow for retirement or use those contributions for another endeavor.
[01:15:20.100 --> 01:15:30.420]   subscribe
[01:15:30.420 --> 01:15:48.660]   Red, in.
[01:16:47.160 --> 01:17:16.140]   renders.
[01:17:16.140 --> 01:17:16.140]   One of the reasons is that the FASFA is a document. You can go on and you can use a free FASFA estimator online right now. And so if you go on and you use that FASFA, you can put your numbers in and put your expected numbers in and you can play with the formula and you can find out what your expected family contribution is. So when you run that FASFA, it will create a number that's called your EFC. You're going to be able to run that FASFA and you're going to be able to run that FASFA.
[01:17:45.180 --> 01:18:14.180]  obediently:
[01:18:14.180 --> 01:18:14.260]   s: Thank you.
[01:18:14.260 --> 01:18:14.320]   e: Thank you.
[01:18:14.320 --> 01:18:14.380]   e: Thank you.
[01:18:14.380 --> 01:18:14.520]   e: Thank you.
[01:18:14.520 --> 01:18:14.580]   s: Thank you.
[01:18:14.580 --> 01:18:14.640]   e: Thank you.
[01:18:14.640 --> 01:18:14.740]   e: Thank you.
[01:18:14.740 --> 01:18:14.820]   s: Thank you.
[01:18:14.820 --> 01:18:14.840]   e: Thank you.
[01:18:14.840 --> 01:18:14.940]   e: Thank you.
[01:18:14.940 --> 01:18:36.780]   s: Thank you.
[01:18:36.780 --> 01:18:36.860]   e: Thank you.
[01:18:36.860 --> 01:18:36.920]   e: Thank you.
[01:18:36.920 --> 01:18:36.940]   e: Thank you.
[01:18:36.940 --> 01:18:37.000]   e: Thank you.
[01:18:37.000 --> 01:18:37.020]   e: Thank you.
[01:18:37.020 --> 01:18:37.080]   e: Thank you.
[01:18:37.080 --> 01:18:37.120]   e: Thank you.
[01:18:37.120 --> 01:18:37.160]   e: Thank you.
[01:18:37.160 --> 01:18:37.220]   e: Thank you.
[01:18:37.220 --> 01:18:37.260]   e: Thank you.
[01:18:37.260 --> 01:18:37.360]   e: Thank you.
[01:18:37.360 --> 01:18:37.400]   e: Thank you.
[01:18:37.400 --> 01:18:37.460]   e: Thank you.
[01:18:37.460 --> 01:18:39.540]   e: Thank you.
[01:18:39.540 --> 01:18:40.660]   e: Thank you.
[01:18:40.660 --> 01:18:42.040]   e: I'm a
[01:18:42.040 --> 01:18:43.380]   class
[01:18:43.380 --> 01:18:44.440]   in the class.
[01:18:44.440 --> 01:18:44.980]   the class.
[01:18:45.020 --> 01:18:55.660]   I
[01:21:25.820 --> 01:21:35.880]   in
[01:21:35.880 --> 01:21:53.780]   reach look I is a
[01:21:55.700 --> 01:22:05.360]   provide
[01:22:05.360 --> 01:22:23.600]   at,,, headが
[01:26:41.760 --> 01:26:41.760]   I hope that this idea has been useful to you. And as I go I've just hit pause on the recording for a moment and looked up the answer to the question on the Roth IRA return of contribution. And the answer is: "I'm not sure if I can get it right."
[01:27:10.320 --> 01:27:10.320]   The Roth IRA is counted as income. It's not on your taxable, on your tax return. But the FAFSA form, the Free Application for Federal Student Aid, requires you to list untaxed income. And that untaxed income, which is coming in from your Roth IRA that you list on the FAFSA form, will count in the expected family contribution.
[01:27:10.320 --> 01:27:10.320]   The Roth IRA is counted as income. It's not on your taxable, on your tax return. But the FAFSA form, the Free Application for Federal Student Aid, requires you to list untaxed income. And that untaxed income, which is coming in from your Roth IRA that you list on the FAFSA form, will count in the expected family contribution.
[01:27:10.420 --> 01:27:39.880]  , the FAFSA form, the Free Application for Federal Student Aid, requires you to list untaxed income. And that untaxed income, which is coming in from your Roth IRA that you list on the FAFSA form, will count in the expected family contribution.
[01:27:39.920 --> 01:27:50.500]   without
[01:27:50.500 --> 01:28:07.360]   is internal
[01:29:43.060 --> 01:29:49.600]   is internal.
[01:29:49.600 --> 01:30:02.000]   So, I would put a reduced free loan on my zero percent credit card and or I would put it on a, you know, on an Airlines miles credit card and get myself a free plane ticket because of it or something like that. I would I would surf those balances around never paying more than a very small balance transfer fee for a few years while my kid was in college. And then after my kid was in college at that point in time, if I didn't pay those credit cards off with just income and extra money that was available, that's when I would take those distributions from the Roth IRA and and pay off those credit cards.
[01:30:02.040 --> 01:30:32.020]   alle
[01:30:32.080 --> 01:30:41.680]   gather
[01:30:41.680 --> 01:30:43.200]   con at cut
[01:30:43.200 --> 01:31:02.080]   check in the doublepeedgeав分鐘 calculate
[01:31:02.100 --> 01:31:06.980]   sleeper a simple solution for the perfect sleep every night plus get 36 months
[01:31:06.980 --> 01:31:11.000]   interest-free financing now at sit and sleep sit and sleep will beat anyone's
[01:31:11.000 --> 01:31:15.160]   advertised price or your mattress is free

