
[00:00:00.040 --> 00:00:09.620]   這
[00:25:44.740 --> 00:25:44.740]   You can sell a stadium worth of tickets to the lower and middle
[00:25:44.740 --> 00:25:44.740]   You can sell a stadium worth of tickets to the lower and middle
[00:25:44.740 --> 00:25:44.740]   You can sell a stadium worth of tickets to the lower and middle
[00:25:44.740 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.760 --> 00:26:14.760]   You can sell a stadium worth of tickets to the lower and middle
[00:26:14.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:26:44.780]   You can sell a stadium worth of tickets to the lower and middle
[00:26:44.780 --> 00:27:14.800]  , you can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.800 --> 00:27:14.800]   You can sell a stadium worth of tickets to the lower and middle
[00:27:14.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:27:44.820]   You can sell a stadium worth of tickets to the lower and middle
[00:27:44.820 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.840 --> 00:28:14.840]   You can sell a stadium worth of tickets to the lower and middle
[00:28:14.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:28:44.860]   You can sell a stadium worth of tickets to the lower and middle
[00:28:44.860 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.880 --> 00:29:14.880]   You can sell a stadium worth of tickets to the lower and middle
[00:29:14.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:29:44.900]   You can sell a stadium worth of tickets to the lower and middle
[00:29:44.900 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.920 --> 00:30:14.920]   You can sell a stadium worth of tickets to the lower and middle
[00:30:14.940 --> 00:30:44.940]   You can sell a stadium worth of tickets to the lower and middle
[00:30:44.940 --> 00:30:44.940]   You can sell a stadium worth of tickets to the lower and middle
[00:30:44.940 --> 00:30:44.940]   You can sell a stadium worth of tickets to the lower and middle
[00:30:44.940 --> 00:30:44.940]   You can sell a stadium worth of tickets to the lower and middle
