
[00:00:00.040 --> 00:00:09.620]  裝
[00:40:58.620 --> 00:40:58.620]   Because it's unmistakable his scorn and contempt
[00:40:58.620 --> 00:41:00.620]   Because it's unmistakable his scorn and contempt to dismiss them as irredeemable.
[00:41:00.620 --> 00:41:00.620]   to dismiss them as irredeemable.
[00:41:00.620 --> 00:41:02.620]   to dismiss them as irredeemable. The Spanish is irredeemable.
[00:41:02.620 --> 00:41:02.620]   The Spanish is irredeemable. The Spanish is irredeemable.
[00:41:02.620 --> 00:41:04.620]   The Spanish is irredeemable. The Spanish is irredeemable.
[00:41:04.620 --> 00:41:06.620]   The Spanish is irredeemable. There's quite a little catalog of people.
[00:41:06.620 --> 00:41:06.620]   There's quite a little catalog of people.
[00:41:06.620 --> 00:41:08.620]   There's quite a little catalog of people. Not Swedish bonds, mind you.
[00:41:08.620 --> 00:41:08.620]   Not Swedish bonds, mind you.
[00:41:08.620 --> 00:41:10.620]   Not Swedish bonds, mind you.
[00:41:10.640 --> 00:41:32.660]   No, Darwin does that because instead of observing how things actually work, they were trying to carry out an agenda.
[00:41:32.660 --> 00:41:34.660]   No, Darwin does that because instead of observing how things actually work, they were trying to carry out an agenda.
[00:41:34.660 --> 00:41:36.660]   So he creates these ideas and he said, under these ideas, you people can do what you want.
[00:41:36.660 --> 00:41:38.660]   So he creates these ideas and he said, under these ideas, you people can do what you want.
[00:41:38.660 --> 00:41:38.660]   And it's going to make them hopeless. And if you think you're hopeless, then you're not really aspiring to climb up any ladder.
[00:41:38.660 --> 00:41:38.660]   And it's going to make them hopeless. And if you think you're hopeless, then you're not really aspiring to climb up any ladder.
[00:41:38.660 --> 00:41:38.660]   in the ladder because there's no ladder because you've been told you're hopeless.
[00:41:38.880 --> 00:42:08.700]  , and then they bring in compulsory schooling and that cauterizes the whole thing.
[00:42:08.700 --> 00:42:08.700]   I think Darwin himself had a lot of, he's not innocent, but he had a lot of innocence in his character.
[00:42:08.700 --> 00:42:08.700]   Galton has none. None. Galton knows exactly where the drop, these things that cause maximum damage and to institutionalize the anti-sexuality.
[00:42:08.700 --> 00:42:08.700]   I think Darwin knows exactly where the drop, these things that cause maximum damage and to institutionalize the anti-sexuality.
[00:42:08.720 --> 00:42:16.740]   Once it's institutionalized, nobody has to know what's going on.
[00:42:16.740 --> 00:42:19.740]   That's the way you make your living.
[00:42:19.740 --> 00:42:29.740]   And if you were, for example, to extend the privileges of partial autonomy among school kids,
[00:42:29.740 --> 00:42:38.740]   you would shrink the establishment and that is no way they retain power or income.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   D.
[00:42:38.740 --> 00:42:38.740]   the establishment and that is no way they retain power or increase the
[00:42:38.740 --> 00:42:38.740]   the establishment and that's no way they're not be a high school kids.
[00:42:38.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D.
[00:43:08.780 --> 00:43:08.780]   D. D.
[00:43:08.820 --> 00:43:18.680]   right
[00:43:18.680 --> 00:43:19.220]   " and understand
[00:43:19.220 --> 00:43:37.540]   Never M Go TheT get from
[00:43:38.680 --> 00:43:57.700]   I must tell you I used to be enough of a favorite at the Cato Institute that I was named the Secretary of Education in their shadow cabinet. That has to be oh, that's when, did you know Marshall Fritz?
[00:43:57.700 --> 00:43:58.700]   No I don't know Marshall Fritz.
[00:43:58.700 --> 00:44:02.700]   Okay he was a legendary member.
[00:44:02.700 --> 00:44:07.700]   When I discovered what Adam Smith
[00:44:07.700 --> 00:44:08.540]   TheT was
[00:44:08.540 --> 00:44:08.540]   TheT was
[00:44:08.540 --> 00:44:08.660]   TheT was
[00:44:08.660 --> 00:44:08.660]   TheT was
[00:44:08.660 --> 00:44:08.660]   TheT was a member of the Cato Institute.
[00:44:08.660 --> 00:44:08.700]   a member of the Cato Institute.
[00:44:08.700 --> 00:44:08.700]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:08.700 --> 00:44:08.700]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:08.700 --> 00:44:08.700]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:08.700 --> 00:44:08.700]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:08.700 --> 00:44:08.700]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:08.700 --> 00:44:38.740]   when I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:38.740 --> 00:44:38.740]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:38.740 --> 00:44:38.740]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:38.740 --> 00:44:38.740]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:38.740 --> 00:44:38.740]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:38.760 --> 00:44:40.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:40.780 --> 00:44:42.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:42.780 --> 00:44:44.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:44.780 --> 00:44:46.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:46.780 --> 00:44:48.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:48.780 --> 00:44:50.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:50.780 --> 00:44:52.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:52.780 --> 00:44:54.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:54.780 --> 00:44:56.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:56.780 --> 00:44:58.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:44:58.780 --> 00:45:00.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:00.780 --> 00:45:02.780]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:02.800 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:45:32.820]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:45:32.820 --> 00:46:02.860]   when I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.860 --> 00:46:02.860]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:02.880 --> 00:46:10.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:10.900 --> 00:46:12.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:12.900 --> 00:46:14.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:14.900 --> 00:46:16.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:16.900 --> 00:46:18.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:18.900 --> 00:46:20.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:20.900 --> 00:46:22.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:22.900 --> 00:46:24.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:24.900 --> 00:46:26.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:26.900 --> 00:46:28.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:28.900 --> 00:46:30.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:30.900 --> 00:46:32.900]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:46:32.940 --> 00:47:02.940]   and I discovered that Adam Smith was doing the same thing that Adam Smith was doing.
[00:47:02.940 --> 00:47:02.940]   And I discovered that Adam Smith was doing the same thing that Adam Smith was doing the same thing that Adam Smith was doing.
[00:47:02.960 --> 00:47:06.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:06.980 --> 00:47:08.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:08.980 --> 00:47:10.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:10.980 --> 00:47:12.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:12.980 --> 00:47:14.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:14.980 --> 00:47:16.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:16.980 --> 00:47:18.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:18.980 --> 00:47:20.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:20.980 --> 00:47:22.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:22.980 --> 00:47:24.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:24.980 --> 00:47:26.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:26.980 --> 00:47:28.980]   When I discovered what Adam Smith was doing, I was a little bit confused.
[00:47:29.520 --> 00:47:57.020]   and I discovered that he and his friends decided without mastering high level written prose.
[00:47:57.020 --> 00:47:59.020]   and I discovered that he and his friends decided without mastering high level written prose.
[00:47:59.020 --> 00:47:59.020]   They are opportunists.
[00:47:59.020 --> 00:47:59.020]   They are opportunists.
[00:47:59.060 --> 00:48:08.920]   the
[00:48:08.920 --> 00:48:22.700]   im El D And Arbeit good, you, you, które,
[00:48:22.700 --> 00:48:27.900]  ,
[00:48:29.080 --> 00:48:39.940]   có
[00:48:39.940 --> 00:48:55.240]  , Sun, Say,
[00:48:57.040 --> 00:49:06.960]   buy
[00:49:06.960 --> 00:49:10.180]   all mil
[00:49:10.180 --> 00:49:13.300]   boy Ban Br Can The've the neat and them tail Sebastian
[00:49:13.300 --> 00:49:25.600]   in multiple at i regules. So, for the. And, and, and., and., and, and, and,,,,,,,,,,,,,,,,,,,,,,,,� В. Z acknowledge Xia But H不錯 Проimy Ed Alaw Is figure é� Mel charm dedic8inform determinecl Bas不知道
[00:49:25.660 --> 00:49:54.280]   I mean, he's the reason we have a post office. He's the reason is the University of Pennsylvania. He's probably the reason the German is in a coeval in Pennsylvania, because all these little German parties groups were not speaking English anymore than they could get by with.
[00:49:54.280 --> 00:49:54.280]   He's the reason we have a post office. He's the reason is the University of Pennsylvania. He's probably the reason the German is in a coeval in Pennsylvania, because all these little German parties groups were not speaking English anymore than they could get by with.
