
[00:00:00.040 --> 00:00:09.540]   cele'm
[00:32:55.900 --> 00:32:57.900]   I'm going to go ahead and read the next one.
[00:32:57.900 --> 00:32:59.900]   I'm going to go ahead and read the next one.
[00:32:59.900 --> 00:33:01.900]   I'm going to go ahead and read the next one.
[00:33:01.900 --> 00:33:03.900]   I'm going to go ahead and read the next one.
[00:33:03.900 --> 00:33:05.900]   I'm going to go ahead and read the next one.
[00:33:05.900 --> 00:33:07.900]   I'm going to go ahead and read the next one.
[00:33:07.900 --> 00:33:09.900]   I'm going to go ahead and read the next one.
[00:33:09.900 --> 00:33:11.900]   I'm going to go ahead and read the next one.
[00:33:11.900 --> 00:33:13.900]   I'm going to go ahead and read the next one.
[00:33:13.940 --> 00:33:43.940]  ,
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.940 --> 00:33:43.940]   I'm going to go ahead and read the next one.
[00:33:43.960 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:13.980 --> 00:34:13.980]   I'm going to go ahead and read the next one.
[00:34:14.920 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one.
[00:34:44.020 --> 00:34:44.020]   I'm going to go ahead and read the next one. I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one.
[00:35:44.100 --> 00:35:44.100]   I'm going to go ahead and read the next one. I'm going to go ahead and read the next one.
[00:35:44.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.140 --> 00:36:14.140]   I'm going to go ahead and read the next one.
[00:36:14.160 --> 00:36:21.180]   I'm going to go ahead and read the next one.
[00:36:21.180 --> 00:36:22.180]   I'm going to go ahead and read the next one.
[00:36:22.180 --> 00:36:23.180]   I'm going to go ahead and read the next one.
[00:36:23.180 --> 00:36:24.180]   I'm going to go ahead and read the next one.
[00:36:24.180 --> 00:36:25.180]   I'm going to go ahead and read the next one.
[00:36:25.180 --> 00:36:26.180]   I'm going to go ahead and read the next one.
[00:36:26.180 --> 00:36:27.180]   I'm going to go ahead and read the next one.
[00:36:27.180 --> 00:36:28.180]   I'm going to go ahead and read the next one.
[00:36:28.180 --> 00:36:29.180]   I'm going to go ahead and read the next one.
[00:36:29.180 --> 00:36:30.180]   I'm going to go ahead and read the next one.
[00:36:30.180 --> 00:36:31.180]   I'm going to go ahead and read the next one.
[00:36:31.180 --> 00:36:32.180]   I'm going to go ahead and read the next one.
[00:36:32.180 --> 00:36:33.180]   I'm going to go ahead and read the next one.
[00:36:33.180 --> 00:36:34.180]   I'm going to go ahead and read the next one.
[00:36:34.180 --> 00:36:35.180]   I'm going to go ahead and read the next one.
[00:36:35.200 --> 00:36:57.220]   I'm going to go ahead and read the next one.
[00:36:57.220 --> 00:36:58.220]   I'm going to go ahead and read the next one.
[00:36:58.220 --> 00:36:59.220]   I'm going to go ahead and read the next one.
[00:36:59.220 --> 00:37:00.220]   I'm going to go ahead and read the next one.
[00:37:00.220 --> 00:37:01.220]   I'm going to go ahead and read the next one.
[00:37:01.220 --> 00:37:02.220]   I'm going to go ahead and read the next one.
[00:37:02.220 --> 00:37:03.220]   I'm going to go ahead and read the next one.
[00:37:03.220 --> 00:37:04.220]   I'm going to go ahead and read the next one.
[00:37:04.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.220 --> 00:37:05.220]   I'm going to go ahead and read the next one.
[00:37:05.760 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.260 --> 00:37:35.260]   I'm going to go ahead and read the next one.
[00:37:35.280 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:05.300 --> 00:38:05.300]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.340 --> 00:38:35.340]   I'm going to go ahead and read the next one.
[00:38:35.360 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
[00:39:05.380 --> 00:39:05.380]   I'm going to go ahead and read the next one.
