
[00:00:00.040 --> 00:00:09.600]   saliva
[00:16:29.460 --> 00:16:29.460]   We're going to talk about the future of technology.
[00:16:29.500 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.480 --> 00:16:59.480]   We're going to talk about the future of technology.
[00:16:59.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:29.500]   We're going to talk about the future of technology.
[00:17:29.500 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.520 --> 00:17:59.520]   We're going to talk about the future of technology.
[00:17:59.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:29.540]   We're going to talk about the future of technology.
[00:18:29.540 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.560 --> 00:18:59.560]   We're going to talk about the future of technology.
[00:18:59.580 --> 00:19:29.580]  ,
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:29.580]   We're going to talk about the future of technology.
[00:19:29.580 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.600 --> 00:19:59.600]   We're going to talk about the future of technology.
[00:19:59.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:29.620]   We're going to talk about the future of technology.
[00:20:29.620 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.640 --> 00:20:59.640]   We're going to talk about the future of technology.
[00:20:59.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
[00:21:29.660 --> 00:21:29.660]   We're going to talk about the future of technology.
