
[00:00:00.040 --> 00:00:09.640]   pid
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.780 --> 00:27:10.780]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:10.820 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.800 --> 00:27:40.800]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:27:40.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.820 --> 00:28:10.820]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:10.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.840 --> 00:28:40.840]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:28:40.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.860 --> 00:29:10.860]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:10.900 --> 00:29:40.880]  ,
[00:29:40.880 --> 00:29:40.880]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.880 --> 00:29:40.880]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:29:40.900 --> 00:30:10.900]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.900 --> 00:30:10.900]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:10.940 --> 00:30:40.920]  ,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.920 --> 00:30:40.920]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:30:40.940 --> 00:31:10.940]   I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
[00:31:10.940 --> 00:31:10.940]   and I think about the things that I'm rude and abusive in my behavior towards others,
