
[00:00:00.000 --> 00:00:01.120]   Hey, everyone.
[01:14:09.660 --> 01:14:15.860]   And solving that is, sort of, I think,
[01:14:15.860 --> 01:14:18.460]   important in kind of a,
[01:14:18.460 --> 01:14:21.340]   in a meta way.
[01:14:21.340 --> 01:14:24.860]   I'm actually not sure what I'd be doing
[01:14:24.860 --> 01:14:26.020]   if I was not doing it together.
[01:14:26.020 --> 01:14:28.020]   So I think I'm doing the perfect thing.
[01:14:28.020 --> 01:14:32.260]   That's like, this is the, this is, you know, really,
[01:14:32.260 --> 01:14:38.620]   my dream job, and I have,
[01:14:38.620 --> 01:14:40.500]   every day this is kind of what I want to do,
[01:14:40.500 --> 01:14:41.900]   and I expect that's going to be the case
[01:14:41.900 --> 01:14:43.500]   for a very long time.
[01:14:43.500 --> 01:14:44.980]   - Awesome.
[01:14:44.980 --> 01:14:46.100]   Thank you guys for coming on.
[01:14:46.100 --> 01:14:47.540]   This was a lot of fun.
[01:14:47.540 --> 01:14:48.380]   - Thank you so much. - Thank you.
[01:14:48.380 --> 01:14:49.220]   - Awesome. - Yeah.
[01:14:49.220 --> 01:14:51.820]   (upbeat music)
[01:14:51.820 --> 01:14:55.220]   (upbeat music continues)
[01:14:55.220 --> 01:14:58.620]   (upbeat music continues)
[01:14:58.620 --> 01:15:02.020]   (upbeat music continues)
[01:15:02.620 --> 01:15:06.020]   (upbeat music continues)
[01:15:06.020 --> 01:15:09.420]   (upbeat music continues)
[01:15:09.420 --> 01:15:12.500]   (upbeat music fades)
[01:15:12.700 --> 01:15:15.780]   (upbeat music fades)
[01:15:15.780 --> 01:15:17.840]   you

