
[00:00:00.360 --> 00:00:04.800]   Welcome to the Huberman Lab Podcast, where we discuss science and science-based tools
[00:19:23.340 --> 00:19:29.340]   Dr. Mark Berman: We give them that same backwards digit span task again to see if there is any performance change or not.
[00:19:29.340 --> 00:19:31.340]   Dr. Mark Berman: Measure that.
[00:19:31.340 --> 00:19:34.340]   Dr. Mark Berman: Then we have people repeat the whole procedure again.
[00:19:34.340 --> 00:19:36.340]   Dr. Mark Berman: They come back to the lab a week later.
[00:19:36.340 --> 00:19:38.340]   Dr. Mark Berman: So they walked in nature the first week.
[00:19:38.340 --> 00:19:41.340]   Dr. Mark Berman: They walked in the urban environment the second week or vice versa.
[00:19:41.340 --> 00:19:45.340]   Dr. Mark Berman: So it's all within subject, very tight experimental control.
[00:19:45.340 --> 00:19:50.340]   Dr. Mark Berman: And what we found was pretty incredible that people's working memory capacity
[00:19:50.340 --> 00:20:00.340]   Dr. Mark Berman: and their ability to direct attention improved by about 20% after the walk in nature versus the walk in the urban environment.
[00:20:00.340 --> 00:20:06.340]   Dr. Mark Berman: And people might be thinking, well, maybe it's just because the nature walk was just more pleasant.
[00:20:06.340 --> 00:20:11.340]   Dr. Mark Berman: They just like the nature walk more and people did tend to like the nature walk more.
[00:20:11.340 --> 00:20:15.340]   Dr. Mark Berman: And we did measure improvement in mood, how much did mood improve on the walk.
[00:20:15.340 --> 00:20:23.340]   Dr. Mark Berman: We didn't find very strong correlation between improvements in mood and improvements in the working memory and directed attention performance,
[00:20:23.340 --> 00:20:27.340]   Dr. Mark Berman: suggesting that people weren't just getting better because they were getting into good moods.
[00:20:27.340 --> 00:20:33.340]   Dr. Mark Berman: But the even stronger demonstration that this wasn't mood driven is that we had people walk at different times of the year.
[00:20:33.340 --> 00:20:39.340]   Dr. Mark Berman: So some of our participants walked in June when it was like 80 degrees Fahrenheit.
[00:20:39.340 --> 00:20:42.340]   Dr. Mark Berman: People said, Mark, I can't believe you're paying me to go for a walk in nature.
[00:20:42.340 --> 00:20:47.340]   Dr. Mark Berman: Really healthy mood benefits, really healthy working memory and attention benefits.
[00:20:47.340 --> 00:20:52.340]   Dr. Mark Berman: We also had participants walk in January, 25 degrees Fahrenheit.
[00:20:52.340 --> 00:20:55.340]   Dr. Mark Berman: People said, Mark, I was freezing my butt off out there.
[00:20:55.340 --> 00:20:56.340]   Dr. Mark Berman: I did not enjoy that walk.
[00:20:56.340 --> 00:21:01.340]   Dr. Mark Berman: But incredibly, the people that walked in January when it was freezing cold and they didn't enjoy the walk,
[00:21:01.340 --> 00:21:07.340]   Dr. Mark Berman: obtained the same working memory and attention benefits as the people that walked in June.
[00:21:07.340 --> 00:21:12.340]   Dr. Mark Berman: So you didn't even have to like the nature interaction to get this directed attention benefit.
[00:21:12.340 --> 00:21:18.340]   Dr. Mark Berman: So that I thought was pretty interesting and counterintuitive that this isn't just about liking or pleasantness.
[00:21:18.340 --> 00:21:30.340]   Dr. Mark Berman: There's something deep about processing auditory, visual, maybe even tactile stimulation of nature that somehow is good for our brains and restores our ability to direct attention.
[00:21:30.340 --> 00:21:42.340]   Dr. Mark Berman: Super interesting findings and it leads me back to this finite resource of directed attention, whatever the underlying networks and chemicals happen to be.
[00:21:42.340 --> 00:21:43.340]   Dr. Mark Berman: Right.
[00:21:43.340 --> 00:21:52.340]   Dr. Mark Berman: Could we speculate what might be occurring in the nature walks that is enhancing or allowing restoration of directed attention?
[00:21:52.340 --> 00:21:59.340]   Dr. Mark Berman: And I guess the neurobiologist in me wants to say, okay, I'm walking in nature.
[00:21:59.340 --> 00:22:04.340]   Dr. Mark Berman: That probably means some greenery, some dirt, maybe some water.
[00:22:04.340 --> 00:22:14.340]   Dr. Mark Berman: And I could imagine one hypothesis that it's the kind of irregularity of nature environments.
[00:22:14.340 --> 00:22:15.340]   Dr. Mark Berman: Right.
[00:22:15.340 --> 00:22:16.340]   Dr. Mark Berman: Right.
[00:22:16.340 --> 00:22:19.340]   Dr. Mark Berman: I mean, maybe trees are spaced out, you know, in perfect spacing, like on Palm Drive at Stanford.
[00:22:19.340 --> 00:22:20.340]   Dr. Mark Berman: Yeah.
[00:22:20.340 --> 00:22:25.340]   Dr. Mark Berman: It's like, it looks like a, it speaks to the engineering department that they're set at such even intervals.
[00:22:25.340 --> 00:22:26.340]   Dr. Mark Berman: Yeah.
[00:22:26.340 --> 00:22:27.340]   Dr. Mark Berman: Right.
[00:22:27.340 --> 00:22:32.340]   Dr. Mark Berman: Typically when you're in the forest or nature, there's also things to break up that regularity.
[00:22:32.340 --> 00:22:33.340]   Dr. Mark Berman: Yep.
[00:22:33.340 --> 00:22:39.340]   Dr. Mark Berman: Whereas indoor environments and city environments tend to have a lot of right angles.
[00:22:39.340 --> 00:22:44.340]   Dr. Mark Berman: Buildings can be different sizes, but city blocks are pretty fixed for a given neighborhood in terms of their size.
[00:22:44.340 --> 00:22:45.340]   Dr. Mark Berman: Yep.
[00:22:45.340 --> 00:22:46.340]   Dr. Mark Berman: So that's just one hypothesis.
[00:22:46.340 --> 00:22:47.340]   Dr. Mark Berman: Sure.
[00:22:47.340 --> 00:22:48.340]   Dr. Mark Berman: I'm coming up with this off the top of my head.
[00:22:48.340 --> 00:22:57.340]   Dr. Mark Berman: Do we have any data or do you have any preferential speculation as to what it is about nature in terms of its physical structure?
[00:22:57.340 --> 00:22:57.340]   Dr. Mark Berman: Yeah.
[00:22:57.340 --> 00:23:11.340]   Dr. Mark Berman: And as a corollary to that, is it that nature is relaxing people and therefore they're not having to use their directed attention and therefore directed attention capability comes back or is set at a higher level?
[00:23:11.340 --> 00:23:18.340]   Dr. Mark Berman: I realize this is two questions kind of braided together, but that's what I'm curious about.
[00:23:18.340 --> 00:23:19.340]   Dr. Mark Berman: Yeah.
[00:23:19.340 --> 00:23:21.340]   Dr. Mark Berman: And I think I think both elements are placed.
[00:23:21.340 --> 00:23:25.340]   Dr. Mark Berman: So maybe I'll start first with kind of the the resting directed attention element.
[00:23:25.340 --> 00:23:30.340]   Dr. Mark Berman: So let's let's pretend we're on these walks in nature or the walk on the urban environment.
[00:23:30.340 --> 00:23:33.340]   Dr. Mark Berman: And I'll start with the walk on the urban environment.
[00:23:33.340 --> 00:23:38.340]   Dr. Mark Berman: The walk in the urban environment required people to cross a lot of streets.
[00:23:38.340 --> 00:23:42.340]   Dr. Mark Berman: So you had to be vigilant, so you still had to use directed attention.
[00:23:42.340 --> 00:23:44.340]   Dr. Mark Berman: I also had a lot of car traffic.
[00:23:44.340 --> 00:23:50.340]   Dr. Mark Berman: So you're hearing the noise of cars whizzing by at probably, you know, 40, 45 miles per hour.
[00:23:50.340 --> 00:23:52.340]   Dr. Mark Berman: There's also advertising.
[00:23:52.340 --> 00:23:58.340]   Dr. Mark Berman: You're going by shops and billboards that that kind of require some directed attention.
[00:23:58.340 --> 00:24:03.340]   Dr. Mark Berman: So you can't really just mind wander and let your mind kind of go in those environments.
[00:24:03.340 --> 00:24:06.340]   Dr. Mark Berman: You still have to be vigilant, you still have to use directed attention.
[00:24:06.340 --> 00:24:11.340]   Dr. Mark Berman: The walk through the Ann Arbor Arboretum, you didn't have a lot of those distractions.
[00:24:11.340 --> 00:24:16.340]   Dr. Mark Berman: So I think you only had to cross one or two streets and then you're kind of getting towards the Arboretum.
[00:24:16.340 --> 00:24:18.340]   Dr. Mark Berman: You don't have to cross any more streets.
[00:24:18.340 --> 00:24:21.340]   Dr. Mark Berman: There's no advertising there.
[00:24:21.340 --> 00:24:27.340]   Dr. Mark Berman: And then, and this is the thing I want to talk about too, this idea of soft fascination.
[00:24:27.340 --> 00:24:41.340]   Dr. Mark Berman: There's all the colors, fractalness, curved edges of nature that we think sort of captures our involuntary attention in what we say is softly fascinating ways.
[00:24:41.340 --> 00:24:52.340]   Dr. Mark Berman: And we think that in combination with not placing a lot of demand on directed attention is why nature is able to restore directed attention.
[00:24:52.340 --> 00:24:54.340]   Dr. Mark Berman: So what do I mean by softly fascinating stimulation?
[00:24:54.340 --> 00:25:01.340]   Dr. Mark Berman: So let's pretend we're looking at a waterfall and the waterfall is really beautiful.
[00:25:01.340 --> 00:25:03.340]   Dr. Mark Berman: You can hear the rush of the water going down.
[00:25:03.340 --> 00:25:09.340]   Dr. Mark Berman: You can see all the like the bubbles and maybe some of the froth of the water going down.
[00:25:09.340 --> 00:25:15.340]   Dr. Mark Berman: It captures our attention, but we can still kind of mind wander and think about other things at the same time.
[00:25:15.340 --> 00:25:19.340]   Dr. Mark Berman: So it doesn't really harshly capture all of our attentional resources.
[00:25:19.340 --> 00:25:34.340]   Dr. Mark Berman: If we're in Times Square, also super interesting, lots of interesting stimulation to look at, but it kind of captures all of our attentional resources in an all consuming way that doesn't allow for any reflection or mind wandering or anything like that.
[00:25:34.340 --> 00:25:47.340]   Dr. Mark Berman: So while Times Square does capture our involuntary attention, we say it does so in a very harshly fascinating way, whereas the waterfall captures our involuntary attention in a softly fascinating way.
[00:25:47.340 --> 00:25:52.340]   Dr. Mark Berman: And we think that's the way that's going to be restful eventually of directed attention.
[00:25:52.340 --> 00:25:58.340]   Dr. Mark Berman: So we think two elements created why the nature walk was restorative.
[00:25:58.340 --> 00:26:01.340]   Dr. Mark Berman: One, it didn't place as many demands on directed attention.
[00:26:01.340 --> 00:26:09.340]   Dr. Mark Berman: And two, it had this softly fascinating stimulation that activated this involuntary attention, but not in an all consuming way.
[00:26:09.340 --> 00:26:11.340]   Dr. Mark Berman: So we think those two things are critical.
[00:26:11.340 --> 00:26:22.340]   Dr. Mark Berman: The other point that you bring up about, okay, well, what, what causes soft fascination to be captured or why does something capture involuntary attention in a softly fascinating way?
[00:26:22.340 --> 00:26:27.340]   Dr. Mark Berman: And that gets really interesting where we think it could be elements of the structure of nature.
[00:26:27.340 --> 00:26:46.340]   Dr. Mark Berman: So it's interesting, Andrew, that we can get these effects of nature improving cognitive performance, people just looking at pictures of nature versus looking at pictures of urban scenes, listening to nature sounds versus listening to urban sounds, watching nature videos versus watching urban videos.
[00:26:46.340 --> 00:26:49.340]   Dr. Mark Berman: So there, you don't have to worry about getting hit by a car.
[00:26:49.340 --> 00:27:11.340]   Dr. Mark Berman: There's something about the visual aesthetic of nature that we think is producing some of those benefits that somehow our brain maybe processes that fractal stimulation in more efficient or easier ways than kind of what you were talking about, the 90 degree angled built environment that we've constructed.
[00:27:11.340 --> 00:27:29.340]   Dr. Mark Berman: I have to ask if you are exposing people to nature images versus urban environment images in the laboratory and seeing some of these same effects, are you presenting that on a typical, you know, small screen right in front of somebody or is it in panorama?
[00:27:29.340 --> 00:27:39.340]   Dr. Mark Berman: I'm headed in a particular direction with this question because I have a pet hypothesis as to what nature could be doing to not deplete directed attention.
[00:27:39.340 --> 00:27:44.340]   Dr. Mark Berman: But before I ask you about that, I'm just curious what the experimental setup is.
