
[00:00:00.000 --> 00:00:06.040]   [ Silence ]
[01:28:43.760 --> 01:28:47.860]   From the very beginning.
[01:28:47.860 --> 01:28:53.760]   That's why God says, it is here,
[01:28:53.760 --> 01:28:59.700]   "For this reason, a man shall leave his father and mother,
[01:28:59.700 --> 01:29:03.120]   "and be joined," or united, "to his wife."
[01:29:03.120 --> 01:29:05.560]   Children are intended to be reared,
[01:29:05.560 --> 01:29:08.280]   to leave the home, not stay in the home.
[01:29:08.280 --> 01:29:10.940]   Cleave to one another, which means to weld together.
[01:29:10.940 --> 01:29:14.200]   In fact, the whole idea behind the Hebrew word here
[01:29:14.200 --> 01:29:17.540]   actually means to be glued together.
[01:29:17.540 --> 01:29:19.880]   I'm sure if they would've had this in the ancient times,
[01:29:19.880 --> 01:29:22.720]   they would've called it super-glued together.
[01:29:22.720 --> 01:29:25.360]   You ever get super-glue on your hands
[01:29:25.360 --> 01:29:27.680]   and try to tear it apart and take some of the skin with it?
[01:29:27.680 --> 01:29:29.800]   That's the way marriage should be.
[01:29:29.800 --> 01:29:32.080]   They should be super-glued together
[01:29:32.080 --> 01:29:35.340]   and become one flesh.
[01:29:37.720 --> 01:29:39.720]   That means they become one physically,
[01:29:39.720 --> 01:29:41.200]   but it goes beyond that.
[01:29:41.200 --> 01:29:45.060]   One in their parenting, one in their view of finances.
[01:29:45.060 --> 01:29:50.320]   They need to be super-glued together.
[01:29:50.320 --> 01:29:54.760]   Our first year of marriage, I realized that.
[01:29:54.760 --> 01:29:59.820]   One day I was shopping and I had $50 in my pocket.
[01:29:59.820 --> 01:30:02.000]   That was a lot of money back then.
[01:30:02.000 --> 01:30:05.200]   Let's see, that's over 32, 33 years ago now.
[01:30:06.360 --> 01:30:09.160]   So I had a lot of, I had a lot of money.
[01:30:09.160 --> 01:30:11.360]   It was 50 bucks, and I need a new coat,
[01:30:11.360 --> 01:30:14.240]   and I saw one that I really wanted for the winter,
[01:30:14.240 --> 01:30:18.080]   and it was on half-price sale, 50 bucks.
[01:30:18.080 --> 01:30:19.360]   And I bought it and took it home.
[01:30:19.360 --> 01:30:21.480]   I showed it to Janie, and she looked at it,
[01:30:21.480 --> 01:30:23.760]   and she says, "Wow, that's really nice, John.
[01:30:23.760 --> 01:30:24.760]   "Where'd you get the money for that?"
[01:30:24.760 --> 01:30:27.000]   I said, "Well, I had $50 in my pocket."
[01:30:27.000 --> 01:30:29.120]   When I was a single guy, I used to be able to go out
[01:30:29.120 --> 01:30:31.920]   and spend that $50, and then I'd just skip a few meals.
[01:30:31.920 --> 01:30:34.760]   All right?
[01:30:34.760 --> 01:30:38.040]   She had designs on that $50 in my pocket.
[01:30:38.040 --> 01:30:39.600]   You know, it wasn't really important stuff
[01:30:39.600 --> 01:30:41.880]   like paying the rent and buying groceries,
[01:30:41.880 --> 01:30:44.080]   and not really important stuff.
[01:30:44.080 --> 01:30:49.840]   When I was a single guy, I'd just make do.
[01:30:49.840 --> 01:30:52.000]   But now, even though I was married,
[01:30:52.000 --> 01:30:54.360]   I still fought as a single person.
[01:30:54.360 --> 01:30:57.400]   I viewed that money as mine, not ours.
[01:31:00.020 --> 01:31:05.020]   Becoming one means viewing things like that as ours.
[01:31:05.020 --> 01:31:07.800]   We are one.
[01:31:07.800 --> 01:31:10.740]   That's a radical change.
[01:31:10.740 --> 01:31:13.020]   That's not my money anymore.
[01:31:13.020 --> 01:31:14.740]   I don't have anything that's my money.
[01:31:14.740 --> 01:31:15.580]   It's our money.
[01:31:15.580 --> 01:31:19.020]   We have one income coming into our household,
[01:31:19.020 --> 01:31:22.580]   and we have to decide, which is a reflection of our unity,
[01:31:22.580 --> 01:31:24.420]   how we're gonna budget ourselves
[01:31:24.420 --> 01:31:27.020]   so that we can spend that one bit of money.
[01:31:27.900 --> 01:31:31.340]   And as we work that out in common agreement,
[01:31:31.340 --> 01:31:33.500]   that unifies our marriage together.
[01:31:33.500 --> 01:31:35.300]   So a budget, a financial budget,
[01:31:35.300 --> 01:31:39.660]   it's actually an expression of good marital unity.
[01:31:39.660 --> 01:31:42.300]   It's not a place where you have war.
[01:31:42.300 --> 01:31:45.380]   It's unity.
[01:31:45.380 --> 01:31:46.780]   It's a reflection of unity.
[01:31:46.780 --> 01:31:48.460]   The better you're able to work out that budget,
[01:31:48.460 --> 01:31:49.800]   the more unified you are.
[01:31:49.800 --> 01:31:54.300]   So you get the idea here
[01:31:54.300 --> 01:31:56.020]   that the husband-wife relationship
[01:31:56.020 --> 01:31:57.780]   God intended from the very beginning
[01:31:57.780 --> 01:31:58.940]   to be number one.
[01:31:58.940 --> 01:32:00.080]   The children are number two,
[01:32:00.080 --> 01:32:02.780]   and children are to be reared to leave that home.
[01:32:02.780 --> 01:32:07.780]   And then you begin to function as one flesh,
[01:32:07.780 --> 01:32:14.380]   as an entity being joined together.
[01:32:14.380 --> 01:32:17.540]   That's the reason why Reuben and I said what I did
[01:32:17.540 --> 01:32:19.740]   about answering your question.
[01:32:22.940 --> 01:32:27.940]   That chapter two defines what we still believe today
[01:32:27.940 --> 01:32:31.580]   about a real marital relationship.
[01:32:31.580 --> 01:32:34.420]   Cohabitating together is not what Genesis 1
[01:32:34.420 --> 01:32:35.300]   is talking about.
[01:32:35.300 --> 01:32:41.460]   Where there's a definite public declaration
[01:32:41.460 --> 01:32:44.420]   of loyalty and companionship together
[01:32:44.420 --> 01:32:48.060]   that is permanent, where you have left father and mother,
[01:32:48.060 --> 01:32:49.860]   and you're cleaving to one another
[01:32:49.860 --> 01:32:52.440]   defines the very essence of what marriage is.
[01:32:53.080 --> 01:32:54.040]   Yes, go ahead.
[01:32:54.040 --> 01:32:56.760]   - Now in Spain we have this situation
[01:32:56.760 --> 01:32:59.640]   where you don't have to get married.
[01:32:59.640 --> 01:33:02.000]   You can live together with your partner,
[01:33:02.000 --> 01:33:04.880]   but you sign sort of like a marital contract,
[01:33:04.880 --> 01:33:07.040]   which is that public manifestation.
[01:33:07.040 --> 01:33:11.040]   So you have all the rights as people of marriage
[01:33:11.040 --> 01:33:12.600]   that you are not.
[01:33:12.600 --> 01:33:16.720]   And whenever you feel like, oh, I need to break this up,
[01:33:16.720 --> 01:33:18.600]   you just go sign another paper,
[01:33:18.600 --> 01:33:21.320]   and you're free to go necessarily back.
[01:33:21.320 --> 01:33:23.040]   And that's coming to the church,
[01:33:23.040 --> 01:33:25.520]   and a lot of so-called Christians,
[01:33:25.520 --> 01:33:27.680]   they understand that as marriages.
[01:33:27.680 --> 01:33:30.280]   - Yeah, that's what we would call here
[01:33:30.280 --> 01:33:32.680]   in this culture being semi-married.
[01:33:32.680 --> 01:33:35.860]   In other words, you have a temporary arrangement,
[01:33:35.860 --> 01:33:39.640]   but you can back out of it any time, all right?
[01:33:39.640 --> 01:33:43.920]   You have all the technical rights of marriage
[01:33:43.920 --> 01:33:48.080]   from a legal standpoint, but you can back out of it,
[01:33:48.080 --> 01:33:51.560]   which is really no vow of loyalty at all.
[01:33:51.560 --> 01:33:53.760]   It's just a temporary arrangement.
[01:33:53.760 --> 01:33:56.200]   - How do you find that?
[01:33:56.200 --> 01:33:57.960]   Because in one sense, it is true
[01:33:57.960 --> 01:34:00.360]   that how we get married today,
[01:34:00.360 --> 01:34:01.640]   a great part of that is coming--
[01:34:01.640 --> 01:34:04.520]   - Yeah, how do you find that understanding?
[01:34:04.520 --> 01:34:07.280]   I think that you need to talk about marriage
[01:34:07.280 --> 01:34:10.760]   as being a permanent lifetime relationship,
[01:34:10.760 --> 01:34:12.500]   a sacred covenant.
[01:34:12.500 --> 01:34:15.800]   You need to stress the covenantal nature of marriage.
[01:34:16.880 --> 01:34:20.920]   And stress Adam's vow, bone of bones, flesh of flesh.
[01:34:20.920 --> 01:34:24.180]   He vows his loyalty to her.
[01:34:24.180 --> 01:34:28.420]   To get rid of her is to get rid of my left arm.
[01:34:28.420 --> 01:34:30.540]   Not gonna do that.
[01:34:30.540 --> 01:34:33.720]   Jim?
[01:34:33.720 --> 01:34:37.840]   - I was just gonna ask you about the words translated wife,
[01:34:37.840 --> 01:34:41.720]   at least in the New American Standard in verses 24 and 25.
[01:34:41.720 --> 01:34:44.960]   For this reason, the man shall leave his father and mother
[01:34:44.960 --> 01:34:46.940]   and be joined to his wife.
[01:34:46.940 --> 01:34:50.200]   Verse 25, the man and his wife will go naked.
[01:34:50.200 --> 01:34:51.960]   - Is that, I think it's Isha.
[01:34:51.960 --> 01:34:53.480]   Does anybody have a Hebrew here?
[01:34:53.480 --> 01:34:54.320]   - That's right, it's Isha.
[01:34:54.320 --> 01:34:56.360]   - Isha, it's Isha.
[01:34:56.360 --> 01:35:01.360]   They've, and it's legitimate to translate Isha as wife.
[01:35:01.360 --> 01:35:07.500]   That's legitimate to do, but it can also mean woman.
[01:35:07.500 --> 01:35:09.800]   All right, but they translate it
[01:35:09.800 --> 01:35:14.800]   because of the adjective his, okay?
[01:35:15.160 --> 01:35:18.960]   In front of it, his woman, which usually means wife.
[01:35:18.960 --> 01:35:23.640]   Okay, so to bring it into modern English,
[01:35:23.640 --> 01:35:24.840]   we would say his wife.
[01:35:24.840 --> 01:35:27.680]   (water splashing)
[01:35:27.680 --> 01:35:29.840]   (silence)
[01:35:29.840 --> 01:35:39.840]   [BLANK_AUDIO]

