
[00:00:00.000 --> 00:00:01.080]   Hey, everybody. Hey, everybody.
[01:06:36.840 --> 01:06:37.680]   And like in, you know,
[01:06:37.680 --> 01:06:39.800]   I went to the first AWS re:Invent conference,
[01:06:39.800 --> 01:06:42.240]   and no big companies were using cloud computing.
[01:06:42.240 --> 01:06:43.400]   It was all startups.
[01:06:43.400 --> 01:06:46.480]   Startups always adopt technologies first.
[01:06:46.480 --> 01:06:49.320]   So outside of the ROI on AI that you're seeing
[01:06:49.320 --> 01:06:51.800]   in Google and Meta from, you know,
[01:06:51.800 --> 01:06:54.000]   using this across their businesses,
[01:06:54.000 --> 01:06:56.600]   you're seeing real ROI on AI from startups
[01:06:56.600 --> 01:06:58.240]   the same way they saw real ROI
[01:06:58.240 --> 01:07:00.120]   from cloud computing before anyone else.
[01:07:00.120 --> 01:07:01.400]   - It's crazy.
[01:07:01.400 --> 01:07:03.840]   - But I don't think these companies
[01:07:03.840 --> 01:07:05.400]   are in a classic prisoner's dilemma.
[01:07:05.400 --> 01:07:08.760]   They all believe to varying degrees
[01:07:08.760 --> 01:07:10.240]   that whoever gets there first
[01:07:10.240 --> 01:07:13.480]   to artificial superintelligence is gonna create tens
[01:07:13.480 --> 01:07:15.600]   or hundreds of trillions of dollars of value,
[01:07:15.600 --> 01:07:19.120]   and I think they may be right if they get there,
[01:07:19.120 --> 01:07:21.280]   and they think that if they lose the race,
[01:07:21.280 --> 01:07:24.000]   their company is at mortal risk.
[01:07:24.000 --> 01:07:27.320]   So as long as one person is spending,
[01:07:27.320 --> 01:07:30.760]   I think they will all spend, even if the ROI decelerates.
[01:07:30.760 --> 01:07:32.640]   It is a classic prisoner's dilemma.
[01:07:32.640 --> 01:07:34.680]   - Competition is amazing.
[01:07:34.680 --> 01:07:37.120]   It really is when you have a free market with competition.
[01:07:37.120 --> 01:07:38.280]   We were sitting here two years ago,
[01:07:38.280 --> 01:07:40.200]   three years ago on this pod, Gavin,
[01:07:40.200 --> 01:07:43.440]   just lamenting like, oh my God, what could happen?
[01:07:43.440 --> 01:07:44.880]   And China could just roll over us.
[01:07:44.880 --> 01:07:46.120]   They've got everything dialed in.
[01:07:46.120 --> 01:07:48.360]   We're a disaster, and now here we are.
[01:07:48.360 --> 01:07:49.520]   China's a disaster.
[01:07:49.520 --> 01:07:50.840]   They've got all kinds of challenges,
[01:07:50.840 --> 01:07:53.600]   and the free market is, even with weapons systems,
[01:07:53.600 --> 01:07:56.200]   we're seeing capitalism applied and competition applied there.
[01:07:56.200 --> 01:07:57.920]   All right, I think we should just wrap up
[01:07:57.920 --> 01:07:59.520]   on this Brian Thompson story.
[01:07:59.520 --> 01:08:01.960]   The CEO of UnitedHealthcare was shot and killed
[01:08:01.960 --> 01:08:04.960]   outside a Manhattan hotel on Wednesday morning.
[01:08:04.960 --> 01:08:07.040]   UnitedHealthcare is an insurance subsidiary
[01:08:07.040 --> 01:08:08.440]   of UnitedHealth Group,
[01:08:08.440 --> 01:08:11.800]   and they employ over 140,000 people.
[01:08:11.800 --> 01:08:13.960]   They provide coverage to millions.
[01:08:13.960 --> 01:08:18.240]   And this was, I don't know if you've seen them,
[01:08:18.240 --> 01:08:19.480]   I'm assuming you guys have seen the video
[01:08:19.480 --> 01:08:21.320]   on social media or go by on X.
[01:08:21.320 --> 01:08:24.040]   There's been a big debate.
[01:08:24.040 --> 01:08:26.920]   Was this like a really well-trained killer,
[01:08:26.920 --> 01:08:29.000]   like an assassin, like a hired gun?
[01:08:29.000 --> 01:08:31.080]   Was it something personal maybe?
[01:08:31.080 --> 01:08:32.120]   And this person's a hack,
[01:08:32.120 --> 01:08:34.960]   and they're not really good at doing a hit like this,
[01:08:34.960 --> 01:08:37.760]   and most people are sort of coming somewhere in between.
[01:08:37.760 --> 01:08:41.320]   ABC has reported, and this is where
[01:08:41.320 --> 01:08:43.800]   this thing has taken like a crazy turn,
[01:08:43.800 --> 01:08:47.200]   that the words deny, defend, and depose
[01:08:47.200 --> 01:08:50.560]   were discovered on the bullet casings at the scene.
[01:08:50.560 --> 01:08:54.720]   And those are the terms, two of the three are in a book
[01:08:54.720 --> 01:08:57.920]   about how health insurers reject
[01:08:57.920 --> 01:08:58.920]   many of the claims every year.
[01:08:58.920 --> 01:09:00.400]   They deny it, they defend it,
[01:09:00.400 --> 01:09:01.760]   and then they will depose people
[01:09:01.760 --> 01:09:03.200]   to harass them essentially.
[01:09:03.200 --> 01:09:09.560]   This is a crazy, crazy story, and it's breaking here.
[01:09:09.560 --> 01:09:12.000]   I don't know if anybody has any insights on it,
[01:09:12.000 --> 01:09:14.320]   but I thought I would bring it up here
[01:09:14.320 --> 01:09:18.600]   to just maybe intelligently speculate about what we've seen.
[01:09:18.600 --> 01:09:20.360]   - I mean, it seems like the most likely case
[01:09:20.360 --> 01:09:22.760]   is someone's loved one died
[01:09:22.760 --> 01:09:24.640]   'cause they were denied coverage.
[01:09:24.640 --> 01:09:26.560]   And whether this person was hired,
[01:09:26.560 --> 01:09:29.400]   or they're a victim, or related to a victim,
[01:09:29.400 --> 01:09:31.640]   I don't know if it matters.
[01:09:31.640 --> 01:09:32.720]   I think there's,
[01:09:32.720 --> 01:09:38.400]   the observation I'll make is a question,
[01:09:38.400 --> 01:09:43.400]   which is, should CEOs be personally responsible
[01:09:43.560 --> 01:09:46.800]   for corporate actions, generally speaking?
[01:09:46.800 --> 01:09:51.520]   So there's a difference between a CEO committing fraud
[01:09:51.520 --> 01:09:53.400]   or being negligent.
[01:09:53.400 --> 01:09:58.800]   But if you don't get a good service,
[01:09:58.800 --> 01:10:01.240]   or a good quality of service, or the product you expect,
[01:10:01.240 --> 01:10:04.560]   even if it is something you depend on
[01:10:04.560 --> 01:10:07.960]   for healthcare, for example.
[01:10:07.960 --> 01:10:09.680]   Let's say you take a drug,
[01:10:09.680 --> 01:10:11.400]   and the drug causes a side effect
[01:10:11.400 --> 01:10:13.040]   that causes some permanent damage.
[01:10:13.040 --> 01:10:16.040]   Should the CEO be individually held accountable?
[01:10:16.040 --> 01:10:17.600]   And if that were the case,
[01:10:17.600 --> 01:10:20.240]   would anyone wanna be a CEO of a company
[01:10:20.240 --> 01:10:22.280]   that sets out to provide services
[01:10:22.280 --> 01:10:23.880]   that are critical like this?
[01:10:23.880 --> 01:10:26.800]   It's a very, I think, challenging question to think about,
[01:10:26.800 --> 01:10:29.600]   because certainly you could feel
[01:10:29.600 --> 01:10:31.240]   like you wanna hold someone responsible
[01:10:31.240 --> 01:10:32.600]   because a loved one died,
[01:10:32.600 --> 01:10:36.480]   because that CEO's job was to make more money
[01:10:36.480 --> 01:10:39.560]   for their shareholders, and therefore deny claims.
[01:10:39.560 --> 01:10:42.560]   And therefore, the way that they run that business is wrong.
[01:10:42.560 --> 01:10:45.640]   I think ultimately, we've gotta kind of
[01:10:45.640 --> 01:10:50.760]   have this distinction between negligence, fraud,
[01:10:50.760 --> 01:10:53.680]   and acting on the corporate behalf.
[01:10:53.680 --> 01:10:55.720]   There's a, for a period of time,
[01:10:55.720 --> 01:10:59.240]   all of these documentaries and this movement
[01:10:59.240 --> 01:11:02.120]   against the idea of the corporation, generally speaking.
[01:11:02.120 --> 01:11:03.840]   You guys remember this was like a decade ago,
[01:11:03.840 --> 01:11:05.760]   or 15 years ago. - Anti-capitalism
[01:11:05.760 --> 01:11:07.200]   movements, yeah. - It is.
[01:11:07.200 --> 01:11:11.640]   Yeah, and it's like the corporation shields individuals,
[01:11:11.640 --> 01:11:13.760]   and the corporation creates a shield
[01:11:13.760 --> 01:11:15.920]   for individuals to do harm,
[01:11:15.920 --> 01:11:18.200]   is kind of the argument that's made.
[01:11:18.200 --> 01:11:20.000]   And so there's a lot of people in this camp
[01:11:20.000 --> 01:11:22.440]   that think that these old CEOs of companies
[01:11:22.440 --> 01:11:24.200]   that let people down are evil,
[01:11:24.200 --> 01:11:25.760]   should be killed, should be put in jail,
[01:11:25.760 --> 01:11:29.200]   whatever the awful kind of contextualization of that is.
[01:11:29.200 --> 01:11:32.200]   And I do think it's really important to think about,
[01:11:32.200 --> 01:11:34.000]   well, if no one were to be the CEO
[01:11:34.000 --> 01:11:35.680]   because they faced that threat,
[01:11:35.680 --> 01:11:37.800]   and those companies can't make money as a business,
[01:11:37.800 --> 01:11:40.000]   then those services go away entirely.
[01:11:40.000 --> 01:11:41.960]   That's kind of the end state of where this goes.
[01:11:41.960 --> 01:11:44.480]   There's gonna be these difficult situations.
[01:11:44.480 --> 01:11:47.960]   If a CEO does something negligent, fraudulent, wrong,
[01:11:47.960 --> 01:11:50.600]   there's a court and there's a system,
[01:11:50.600 --> 01:11:53.240]   and there should be kind of laws that protect people.
[01:11:53.240 --> 01:11:56.320]   I don't know, man, the whole thing is pretty depressing
[01:11:56.320 --> 01:11:57.920]   to think that a guy who's the CEO,
[01:11:57.920 --> 01:12:00.360]   he's, from what I heard-- - This guy's got a family,
[01:12:00.360 --> 01:12:01.560]   yeah, I mean-- - He's got a family,
[01:12:01.560 --> 01:12:03.840]   he's got a wife, people that have known him
[01:12:03.840 --> 01:12:05.880]   said he was like a nice guy and a good guy,
[01:12:05.880 --> 01:12:08.080]   and he runs a tough business.
[01:12:08.080 --> 01:12:09.800]   Insurance is a very tough business.
[01:12:09.800 --> 01:12:11.680]   - Well, and to your point about this seems
[01:12:11.680 --> 01:12:14.320]   like it's very personalized with the casings,
[01:12:14.320 --> 01:12:16.480]   if that is in fact true, again, this is breaking news,
[01:12:16.480 --> 01:12:19.200]   so we're speculating here, hopefully informed.
[01:12:19.200 --> 01:12:21.520]   This chart has been the one that's been circulating
[01:12:21.520 --> 01:12:22.800]   on social media now.
[01:12:22.800 --> 01:12:25.480]   This has now become, Gavin, like a Rorschach test
[01:12:25.480 --> 01:12:28.320]   about how you feel about corporate America,
[01:12:28.320 --> 01:12:30.120]   healthcare, et cetera.
[01:12:30.120 --> 01:12:32.960]   But UnitedHealthcare, at least according to these charts
[01:12:32.960 --> 01:12:37.000]   that are speculating, deny claims at a rate,
[01:12:37.000 --> 01:12:41.240]   at a multiple, two or three x other people in the industry
[01:12:41.240 --> 01:12:43.040]   and that they are the most hated.
[01:12:43.040 --> 01:12:45.440]   Not that any of this obviously results
[01:12:45.440 --> 01:12:48.920]   in somebody deserving to die.
[01:12:48.920 --> 01:12:50.560]   I mean, I can't believe I'm even saying this,
[01:12:50.560 --> 01:12:55.560]   but Taylor Lorenz went viral with a series of tweets,
[01:12:55.560 --> 01:13:01.960]   not tweets, I think she's on whatever the blue thing
[01:13:01.960 --> 01:13:06.960]   is, Sky Blue, Blue Sky, where she wrote some quotes here,
[01:13:06.960 --> 01:13:12.080]   "And people wonder why we want these executives dead,"
[01:13:12.080 --> 01:13:14.440]   Lorenz wrote on Blue Sky, a microblogging social media site
[01:13:14.440 --> 01:13:17.320]   alongside an article about how Blue Sky,
[01:13:17.320 --> 01:13:20.520]   Blue Cross Blue Shield no longer cover anesthesia
[01:13:20.520 --> 01:13:23.480]   for the following surgeries.
[01:13:23.480 --> 01:13:26.040]   That's according to the New York Post.
[01:13:26.040 --> 01:13:29.000]   Gavin, your thoughts on this insanity and tragedy?
[01:13:29.000 --> 01:13:30.560]   - Yeah, well, first of all, it's a tragedy.
[01:13:30.560 --> 01:13:33.040]   And actually I'm in New York as we record this
[01:13:33.040 --> 01:13:35.920]   and it happened one block from where I am.
[01:13:35.920 --> 01:13:43.520]   And I mean, it is absolutely, it's a human tragedy.
[01:13:43.520 --> 01:13:47.320]   Taylor Lorenz was not the only person on social media
[01:13:47.320 --> 01:13:50.320]   who reacted that way, which I thought was deeply troubling.
[01:13:50.320 --> 01:13:51.840]   - It was a large group of people
[01:13:51.840 --> 01:13:54.160]   who were writing very morbid comments.
[01:13:54.160 --> 01:13:56.960]   There was a lot of anger around this issue
[01:13:56.960 --> 01:13:58.360]   that I was unaware of.
[01:13:59.440 --> 01:14:01.040]   I was completely unaware of it.
[01:14:01.040 --> 01:14:04.080]   - Well, I think we all probably are very privileged
[01:14:04.080 --> 01:14:07.040]   to have great healthcare and able to pay our premiums.
[01:14:07.040 --> 01:14:09.800]   So we're not affected by this at this stage in our lives.
[01:14:09.800 --> 01:14:11.480]   I was very affected by this 30 years ago.
[01:14:11.480 --> 01:14:14.520]   - Yeah, we're all very lucky on this podcast.
[01:14:14.520 --> 01:14:15.360]   - Yeah.
[01:14:15.360 --> 01:14:19.040]   - And like, I can't imagine how I would feel
[01:14:19.040 --> 01:14:24.040]   if someone I loved had been denied medical care and died.
[01:14:24.040 --> 01:14:28.000]   And I felt like it was unnecessary
[01:14:28.000 --> 01:14:33.000]   and due to some corporation trying to make more money.
[01:14:33.000 --> 01:14:41.200]   But I just, I cannot believe, I'm sure I'd be outraged.
[01:14:41.200 --> 01:14:46.200]   I just can't believe I was deeply disturbed as a person
[01:14:46.200 --> 01:14:50.560]   by the number of people online celebrating this.
[01:14:50.560 --> 01:14:52.240]   - It's really crazy.
[01:14:52.240 --> 01:14:54.320]   - Yeah, I thought it was awful.
[01:14:56.600 --> 01:14:57.840]   - And I guess the last thing I would just say
[01:14:57.840 --> 01:15:00.240]   about that chart is I think it is a little misleading.
[01:15:00.240 --> 01:15:02.040]   I think that is initial denial.
[01:15:02.040 --> 01:15:06.440]   You know, maybe the, you know, in other words,
[01:15:06.440 --> 01:15:09.000]   maybe the company that, you know, only denies 7%,
[01:15:09.000 --> 01:15:10.120]   that's a final deny.
[01:15:10.120 --> 01:15:11.960]   You know, that's a company that--
[01:15:11.960 --> 01:15:14.120]   - And who knows if the chart's even correct.
[01:15:14.120 --> 01:15:17.800]   I bring it up only that it is the trending item
[01:15:17.800 --> 01:15:20.160]   and people are, I find in these tragedies,
[01:15:20.160 --> 01:15:22.440]   they become like Rorschach tests, right?
[01:15:22.440 --> 01:15:25.840]   - Yeah, UnitedHealthcare's medical loss ratio
[01:15:25.840 --> 01:15:27.960]   is about 85%.
[01:15:27.960 --> 01:15:29.880]   So 85 cents-- - Explain what that means, yeah.
[01:15:29.880 --> 01:15:31.800]   - So 85 cents of every dollar
[01:15:31.800 --> 01:15:33.280]   they collect in insurance premium,
[01:15:33.280 --> 01:15:35.800]   they're paying out in claims.
[01:15:35.800 --> 01:15:37.800]   If you guys wanna look at what the most egregious
[01:15:37.800 --> 01:15:40.840]   insurance industry in the world is, it's title insurance.
[01:15:40.840 --> 01:15:42.200]   And I'll give you the list of the rest.
[01:15:42.200 --> 01:15:44.040]   Travel insurance is pretty bad.
[01:15:44.040 --> 01:15:44.880]   They pay out like nothing.
[01:15:44.880 --> 01:15:46.040]   - Right, you were in the insurance business
[01:15:46.040 --> 01:15:46.880]   for a bit there, yeah.
[01:15:46.880 --> 01:15:48.160]   - Yeah, like, I mean, you know,
[01:15:48.160 --> 01:15:50.320]   health insurance is the hardest, one of the hardest,
[01:15:50.320 --> 01:15:53.120]   besides auto insurance businesses to be in.
[01:15:53.120 --> 01:15:55.040]   You're paying out constantly
[01:15:55.040 --> 01:15:57.920]   and there is a very difficult kind of process
[01:15:57.920 --> 01:16:00.560]   of managing losses 'cause the number of claims
[01:16:00.560 --> 01:16:03.280]   that comes in, it's very easy to suddenly pay everything out
[01:16:03.280 --> 01:16:04.520]   and then your premium goes up
[01:16:04.520 --> 01:16:06.040]   and then people can't afford the health insurance.
[01:16:06.040 --> 01:16:07.880]   So you're striking this balance
[01:16:07.880 --> 01:16:09.880]   of making health insurance affordable
[01:16:09.880 --> 01:16:11.720]   against the cost of medical claims.
[01:16:11.720 --> 01:16:14.240]   So it's a very kind of difficult business to be in.
[01:16:14.240 --> 01:16:16.680]   And I think it's very complicated to walk people
[01:16:16.680 --> 01:16:20.360]   through how they and their individual circumstances
[01:16:20.360 --> 01:16:24.120]   aren't necessarily motivated by some corporate,
[01:16:24.120 --> 01:16:25.640]   you know, malfeasance.
[01:16:25.640 --> 01:16:28.800]   It's just the way the thing has to operate, unfortunately.
[01:16:28.800 --> 01:16:30.680]   Let me just say, I think that they're,
[01:16:30.680 --> 01:16:32.400]   much like we saw with Hamas
[01:16:32.400 --> 01:16:35.760]   and the attacks in Israel a year ago,
[01:16:35.760 --> 01:16:39.280]   there were people celebrating that behavior.
[01:16:39.280 --> 01:16:41.200]   And we've seen that several times since,
[01:16:41.200 --> 01:16:44.400]   and people have become very vocal about their celebration
[01:16:44.400 --> 01:16:48.720]   of what they view to be the death and harm done
[01:16:48.720 --> 01:16:51.400]   to those who they view to be oppressors.
[01:16:51.400 --> 01:16:54.400]   In whatever context you wanna kind of fit this to
[01:16:54.400 --> 01:16:57.120]   and put that oppressor label on an individual.
[01:16:57.120 --> 01:16:59.920]   And that mindset seems to hold true
[01:16:59.920 --> 01:17:03.760]   through any social, financial, economic, political context.
[01:17:03.760 --> 01:17:06.200]   There is an oppressor group and there's an oppressed group.
[01:17:06.200 --> 01:17:08.840]   And if you're in the oppressor group, you deserve harm,
[01:17:08.840 --> 01:17:11.480]   you deserve death, you deserve jail.
[01:17:11.480 --> 01:17:13.280]   And this is another manifestation
[01:17:13.280 --> 01:17:15.560]   of that mindset playing out.
[01:17:15.560 --> 01:17:18.280]   This is an individual with a family who ran a business,
[01:17:18.280 --> 01:17:19.840]   who worked very hard for many years
[01:17:19.840 --> 01:17:21.760]   and wasn't trying to hurt people.
[01:17:21.760 --> 01:17:25.040]   And for him to kind of have his life taken like this
[01:17:25.040 --> 01:17:27.800]   and for people to say, that person is an oppressor,
[01:17:27.800 --> 01:17:31.120]   I think really speaks to how deeply people's minds
[01:17:31.120 --> 01:17:33.240]   have been contorted by this concept
[01:17:33.240 --> 01:17:34.640]   that there's oppressors and oppressed.
[01:17:34.640 --> 01:17:36.160]   - It's almost like a mind virus.
[01:17:36.160 --> 01:17:37.840]   - And I'm not gonna call it the woke mind virus,
[01:17:37.840 --> 01:17:40.320]   but 'cause I just think you immediately shut down
[01:17:40.320 --> 01:17:42.480]   and won't hear that 'cause it sounds cliche.
[01:17:42.480 --> 01:17:44.200]   But there is this concept of like,
[01:17:44.200 --> 01:17:45.880]   everyone is in one of two groups.
[01:17:45.880 --> 01:17:47.720]   You're either being oppressed or you're an oppressor.
[01:17:47.720 --> 01:17:49.120]   And if you're an oppressor,
[01:17:49.120 --> 01:17:50.520]   there is no limit to what I should do
[01:17:50.520 --> 01:17:51.520]   or what should be done to you.
[01:17:51.520 --> 01:17:52.360]   - I think it's well said.
[01:17:52.360 --> 01:17:55.240]   - And it's a very stark and sad
[01:17:55.240 --> 01:17:57.680]   kind of commentary on what's going on right now.
[01:17:57.680 --> 01:17:58.520]   Sorry.
[01:17:58.520 --> 01:17:59.560]   - If you're oppressed, the corollary to that is,
[01:17:59.560 --> 01:18:02.880]   if you are considered oppressed, you can do no wrong.
[01:18:02.880 --> 01:18:03.880]   - You can do no wrong.
[01:18:03.880 --> 01:18:04.720]   - Yeah.
[01:18:04.720 --> 01:18:07.120]   - And that is, obviously there are people
[01:18:07.120 --> 01:18:09.240]   who are oppressed on this planet,
[01:18:09.240 --> 01:18:11.360]   but they can still do wrong.
[01:18:11.360 --> 01:18:14.240]   They should still be held to a moral standard.
[01:18:14.240 --> 01:18:16.160]   - Yeah, and there is a moral standard
[01:18:16.160 --> 01:18:18.280]   and there is a standard in murder, obviously,
[01:18:18.280 --> 01:18:21.880]   and assassination like this is not acceptable.
[01:18:21.880 --> 01:18:23.640]   And it's just tragic.
[01:18:23.640 --> 01:18:25.560]   I just feel so terrible for these kids.
[01:18:25.560 --> 01:18:26.600]   - Let's end on a happy note.
[01:18:26.600 --> 01:18:28.920]   So we'll see you on Saturday, big party.
[01:18:28.920 --> 01:18:29.760]   - Yeah. - Excited.
[01:18:29.760 --> 01:18:31.680]   - Hard turn here, but looking forward
[01:18:31.680 --> 01:18:34.080]   to seeing everybody on Saturday for the all-in holiday.
[01:18:34.080 --> 01:18:35.400]   - Zoom is sponsoring the--
[01:18:35.400 --> 01:18:37.080]   - All-in holiday spectacular.
[01:18:37.080 --> 01:18:39.120]   So if you want to go to allin.com,
[01:18:39.120 --> 01:18:41.400]   you can go sign up there, right, Freebird?
[01:18:41.400 --> 01:18:44.200]   - Yeah, and then you can sign up for the Zoom.
[01:18:44.200 --> 01:18:45.880]   Gavin, we expect you to sign up.
[01:18:45.880 --> 01:18:48.960]   - Yes, we have a caviar budget
[01:18:48.960 --> 01:18:50.720]   we have to replenish over here at Saxon.
[01:18:50.720 --> 01:18:52.960]   - We do appreciate Zoom helping us out for the event.
[01:18:52.960 --> 01:18:56.760]   Zoom AI companion helped set up the live stream.
[01:18:56.760 --> 01:18:58.040]   So thanks to Zoom for doing that.
[01:18:58.040 --> 01:18:58.880]   It's gonna be awesome. - Look at that,
[01:18:58.880 --> 01:18:59.720]   AI everywhere.
[01:18:59.720 --> 01:19:01.120]   I have to say, you know what, one of the great,
[01:19:01.120 --> 01:19:04.440]   I have a couple of experience with AI that are really great.
[01:19:04.440 --> 01:19:07.280]   Notion has a phenomenal AI built into it,
[01:19:07.280 --> 01:19:11.320]   and so does Zoom with the AI summaries.
[01:19:11.320 --> 01:19:13.360]   I love getting these AI summaries of calls.
[01:19:13.360 --> 01:19:14.880]   I ask people permission to turn it on
[01:19:14.880 --> 01:19:16.280]   and we get a summary and the bullet points.
[01:19:16.280 --> 01:19:17.480]   Really well done.
[01:19:17.480 --> 01:19:20.200]   - I went to, we did a hackathon in the office
[01:19:20.200 --> 01:19:21.560]   a couple of weeks ago, and we used,
[01:19:21.560 --> 01:19:24.720]   have you guys actually built applications with Cursor?
[01:19:24.720 --> 01:19:25.960]   You guys ever done it? - I have not.
[01:19:25.960 --> 01:19:27.920]   Was it fun to build an app?
[01:19:27.920 --> 01:19:30.120]   - Well, it was great because we had so many people
[01:19:30.120 --> 01:19:32.640]   that have never built software applications
[01:19:32.640 --> 01:19:35.840]   in the hackathon, and they built tools from scratch,
[01:19:35.840 --> 01:19:39.240]   deployed them in production, and are now using them.
[01:19:39.240 --> 01:19:40.960]   And I think it really showcases
[01:19:41.000 --> 01:19:43.880]   the kind of the impressive impact
[01:19:43.880 --> 01:19:46.040]   that AI is having on workplace productivity.
[01:19:46.040 --> 01:19:47.480]   You don't need to buy SaaS tools.
[01:19:47.480 --> 01:19:48.920]   You don't need to have service providers
[01:19:48.920 --> 01:19:49.760]   do stuff for you.
[01:19:49.760 --> 01:19:52.400]   Individuals, and by the way, it's only getting better,
[01:19:52.400 --> 01:19:53.240]   and you can kind of think through a point.
[01:19:53.240 --> 01:19:55.480]   - I mean, the ability to just wake up in the morning
[01:19:55.480 --> 01:19:58.000]   and say, I want this app and have it built for you.
[01:19:58.000 --> 01:19:59.360]   - It is, and by the way, I'll just say,
[01:19:59.360 --> 01:20:01.240]   it's like 70, 80% there.
[01:20:01.240 --> 01:20:02.240]   You still have to debug.
[01:20:02.240 --> 01:20:03.840]   You still have to have someone come in and help
[01:20:03.840 --> 01:20:05.040]   kind of get things into production.
[01:20:05.040 --> 01:20:06.080]   So there's still a little bit of work.
[01:20:06.080 --> 01:20:07.640]   - Well, it's just like web pages, right?
[01:20:07.640 --> 01:20:11.120]   - Going back to the architecture question,
[01:20:11.120 --> 01:20:12.720]   two months ago, and then go back to the architecture.
[01:20:12.720 --> 01:20:13.960]   - Two months ago, it was 60% there.
[01:20:13.960 --> 01:20:15.080]   Now it's 70 to 80.
[01:20:15.080 --> 01:20:16.560]   - And you fast forward 12 months,
[01:20:16.560 --> 01:20:18.200]   and now you've got the architecture
[01:20:18.200 --> 01:20:21.440]   where the AI can run its own QA testing and debugging,
[01:20:21.440 --> 01:20:23.320]   and the AI can run its own kind of UX.
[01:20:23.320 --> 01:20:25.040]   - Sales and marketing.
[01:20:25.040 --> 01:20:25.880]   Customer support.
[01:20:25.880 --> 01:20:27.440]   - Its own UX of the application,
[01:20:27.440 --> 01:20:28.640]   and it can run everything.
[01:20:28.640 --> 01:20:29.760]   So you're basically going to say,
[01:20:29.760 --> 01:20:31.360]   I want this app to do this.
[01:20:31.360 --> 01:20:32.180]   It builds it.
[01:20:32.180 --> 01:20:33.200]   It tests it.
[01:20:33.200 --> 01:20:34.240]   It builds the UX.
[01:20:34.240 --> 01:20:35.080]   It tests the UX.
[01:20:35.080 --> 01:20:35.920]   It iterates the UX.
[01:20:35.920 --> 01:20:37.840]   It does everything streamlined for you,
[01:20:37.840 --> 01:20:39.560]   and then you show up a couple hours later,
[01:20:39.560 --> 01:20:40.600]   and you're using a new product
[01:20:40.600 --> 01:20:42.840]   that was built on the fly for you.
[01:20:42.840 --> 01:20:46.400]   It is, and we're literally like climbing this ladder,
[01:20:46.400 --> 01:20:48.280]   Gavin, like very quickly,
[01:20:48.280 --> 01:20:51.280]   that it's going to totally change the entire
[01:20:51.280 --> 01:20:53.440]   software industry is like getting re-architected.
[01:20:53.440 --> 01:20:56.920]   - I could guess Freeberg's app at his company hackathon.
[01:20:56.920 --> 01:20:57.760]   - What do you think I made?
[01:20:57.760 --> 01:21:00.600]   - I made a vegan version of Yelp.
[01:21:00.600 --> 01:21:04.040]   Only profiles all the vegan restaurants.
[01:21:04.040 --> 01:21:05.640]   - I actually tried to make a CRM tool
[01:21:05.640 --> 01:21:08.840]   so that I wouldn't have to pay for CRM licenses.
[01:21:08.840 --> 01:21:10.520]   - I tried nine months ago to make a multiplayer.
[01:21:10.520 --> 01:21:12.920]   - Shout out Mark Benioff, oh!
[01:21:12.920 --> 01:21:14.040]   Sorry, go ahead, Gavin.
[01:21:14.040 --> 01:21:18.440]   - I tried nine months ago to make a multiplayer app
[01:21:18.440 --> 01:21:20.720]   for Skyrim, which I was very excited with.
[01:21:20.720 --> 01:21:22.040]   Skyrim's a big game. - That's cool.
[01:21:22.040 --> 01:21:23.920]   - But I do think I failed.
[01:21:23.920 --> 01:21:26.480]   Maybe I should give it another go, but the--
[01:21:26.480 --> 01:21:27.320]   - You learned.
[01:21:27.320 --> 01:21:28.140]   You didn't fail.
[01:21:28.140 --> 01:21:28.980]   You learned. - I learned.
[01:21:28.980 --> 01:21:29.800]   I learned.
[01:21:29.800 --> 01:21:30.640]   I didn't fail.
[01:21:30.640 --> 01:21:31.480]   I learned.
[01:21:31.480 --> 01:21:32.300]   Yeah, I have a growth mindset.
[01:21:32.300 --> 01:21:33.140]   - We learned the limits.
[01:21:33.140 --> 01:21:33.980]   We all tested the limits.
[01:21:33.980 --> 01:21:35.400]   - Yes, we stress tested the app.
[01:21:35.400 --> 01:21:36.840]   - But I think next year,
[01:21:36.840 --> 01:21:40.320]   human language will be the dominant programming language.
[01:21:40.320 --> 01:21:41.360]   - Totally.
[01:21:41.360 --> 01:21:42.960]   Totally. - It's awesome.
[01:21:42.960 --> 01:21:43.800]   - Totally.
[01:21:43.800 --> 01:21:47.840]   - You really made a great insight earlier, Gavin,
[01:21:47.840 --> 01:21:52.760]   with startups is where you see these innovations happen.
[01:21:52.760 --> 01:21:55.100]   And I always say internally,
[01:21:55.100 --> 01:22:02.000]   resource constraints really do drive innovation.
[01:22:02.000 --> 01:22:04.400]   And when you only have a nickel,
[01:22:04.400 --> 01:22:06.040]   you gotta try to get a dollar out of it.
[01:22:06.040 --> 01:22:08.320]   And when you got a dollar and you got a lot of dollars,
[01:22:08.320 --> 01:22:09.700]   you're like, "Eh, it's okay if I get a nickel
[01:22:09.700 --> 01:22:10.540]   "out of a dollar.
[01:22:10.540 --> 01:22:12.320]   "I got more dollars laying right over here."
[01:22:12.320 --> 01:22:15.240]   And Dylan always talked about this as well.
[01:22:15.240 --> 01:22:19.000]   They asked him, "Why did Blood on the Tracks?
[01:22:19.000 --> 01:22:19.840]   "Why did you do that?
[01:22:19.840 --> 01:22:21.240]   "It was incredible."
