
[00:00:00.000 --> 00:00:01.600]   two days ago,
[00:12:02.380 --> 00:12:04.500]   that then supplies things for the duration,
[00:12:04.500 --> 00:12:07.340]   you know, tens of years, you're absolutely right.
[00:12:07.340 --> 00:12:08.700]   Investors would lot it.
[00:12:08.700 --> 00:12:10.040]   It would make a ton of sense.
[00:12:10.040 --> 00:12:13.760]   They would be over-earning over a long enough period of time
[00:12:13.760 --> 00:12:15.260]   where people would have to bake that
[00:12:15.260 --> 00:12:17.080]   into their cashflow estimates,
[00:12:17.080 --> 00:12:18.220]   where when you discount it,
[00:12:18.220 --> 00:12:19.380]   if you wanted it back,
[00:12:19.380 --> 00:12:22.920]   it would make the enterprise of Intel and Nvidia worth more.
[00:12:22.920 --> 00:12:25.760]   And then people would then want to own that stock more.
[00:12:25.760 --> 00:12:29.160]   Giving a CapEx subsidy is a meaningless way
[00:12:29.160 --> 00:12:32.260]   in which you basically hand out good money
[00:12:32.260 --> 00:12:35.040]   to organizations who have otherwise misallocated
[00:12:35.040 --> 00:12:36.740]   the money that they've already had.
[00:12:36.740 --> 00:12:38.520]   - Yeah, there's a much simpler solution
[00:12:38.520 --> 00:12:40.540]   just to Sax's point of like, how do you do this?
[00:12:40.540 --> 00:12:42.900]   And giving free money is not the way to do it.
[00:12:42.900 --> 00:12:46.180]   The best way to do it is to give an incredibly low
[00:12:46.180 --> 00:12:48.180]   interest rate loan, like a 30, 40,
[00:12:48.180 --> 00:12:51.660]   50 year loan that maybe has some warrants in it,
[00:12:51.660 --> 00:12:54.500]   just like a Silicon Valley bank or a Comerica might give
[00:12:54.500 --> 00:12:55.780]   in a venture debt loan,
[00:12:55.780 --> 00:12:58.180]   where the government actually could make money from this.
[00:12:58.180 --> 00:12:59.780]   And then you incent them with something
[00:12:59.780 --> 00:13:02.140]   that is just too good not to take.
[00:13:02.140 --> 00:13:05.540]   A 50 year loan of $5 billion to build factories.
[00:13:05.540 --> 00:13:06.860]   You have to use it for that.
[00:13:06.860 --> 00:13:08.260]   So it's use it or lose it.
[00:13:08.260 --> 00:13:10.100]   And then you slowly pay the government back.
[00:13:10.100 --> 00:13:12.220]   And then maybe we get some warrants in Intel
[00:13:12.220 --> 00:13:13.580]   or whoever we give the money to.
[00:13:13.580 --> 00:13:17.220]   This is something that Obama did with Solyndra,
[00:13:17.220 --> 00:13:18.140]   which didn't work out,
[00:13:18.140 --> 00:13:21.420]   but he also did it with Tesla and Tesla paid all that money back early.
[00:13:21.420 --> 00:13:26.300]   So these loans that the Department of Energy did really did.
[00:13:26.300 --> 00:13:28.740]   And you got to give Barack Obama a lot of credit for this.
[00:13:28.740 --> 00:13:32.300]   It really did help drive, even though it wasn't perfect.
[00:13:32.300 --> 00:13:35.900]   By the way, when did drive a lot of AV adoption,
[00:13:35.900 --> 00:13:39.020]   it did really help Tesla become the company it is today.
[00:13:39.020 --> 00:13:40.980]   Sorry, let me just respond because, you know,
[00:13:40.980 --> 00:13:44.300]   I don't know how much we've we've gone through the details of the bill,
[00:13:44.300 --> 00:13:48.100]   but there are several components to this bill, including,
[00:13:48.100 --> 00:13:51.660]   and I just want to highlight if I'm on the board of Intel,
[00:13:51.660 --> 00:13:55.340]   I'm not going to make a $10 billion fab investment
[00:13:55.340 --> 00:13:57.700]   because, you know, there's there may or may not be,
[00:13:57.700 --> 00:14:01.580]   you know, profits down the road to justify that size of an investment.
[00:14:01.580 --> 00:14:03.740]   So if the government comes along and says we will support,
[00:14:03.740 --> 00:14:06.540]   we will cover X percent of that investment,
[00:14:06.540 --> 00:14:10.300]   I can take on more risk and I'm more willing to make that investment.
[00:14:10.300 --> 00:14:14.500]   And theoretically, I can afford to pay people a higher wage or a higher salary
[00:14:14.500 --> 00:14:17.660]   because I now have more capital freed up to support to do that.
[00:14:17.660 --> 00:14:18.060]   And so.
[00:14:18.060 --> 00:14:21.220]   There is an effect that arises by having the government come in,
[00:14:21.220 --> 00:14:24.620]   put some money into these projects, accelerate their outcomes,
[00:14:24.620 --> 00:14:26.340]   and it gives the business more freedom.
[00:14:26.340 --> 00:14:28.980]   Should it be free, Berg, free money or in the form of a loan?
[00:14:28.980 --> 00:14:31.100]   So what should the financial device be?
[00:14:31.100 --> 00:14:34.300]   I think is the question that you asked Saks, if I'm interpreting correctly.
[00:14:34.300 --> 00:14:37.420]   Yeah, I'm not sure that the loan because the loan doesn't resolve the fact
[00:14:37.420 --> 00:14:39.180]   that they're having to put up money. Right.
[00:14:39.180 --> 00:14:42.340]   And so they're not necessarily going to make this onshoring investment.
[00:14:42.340 --> 00:14:47.060]   The rational capitalist decision is to offshore manufacturing for Intel.
[00:14:47.060 --> 00:14:48.020]   Yes.
[00:14:48.020 --> 00:14:50.500]   And it's rational for them from a business perspective,
[00:14:50.500 --> 00:14:53.980]   from a board perspective, from a fiduciary perspective to onshore manufacturing.
[00:14:53.980 --> 00:14:56.620]   So the reason they're going to do it is not because they're getting a loan
[00:14:56.620 --> 00:14:58.300]   where the interest rate is low.
[00:14:58.300 --> 00:14:59.780]   That doesn't really solve the problem.
[00:14:59.780 --> 00:15:03.140]   It's the government saying we're going to put a $10 billion facility.
[00:15:03.140 --> 00:15:05.260]   We want you to build it and manage it for us.
[00:15:05.260 --> 00:15:07.180]   And that's effectively what's happening.
[00:15:07.180 --> 00:15:09.940]   And now by building this $10 billion facility, we've created security
[00:15:09.940 --> 00:15:11.660]   for the rest of the U.S. industry.
[00:15:11.660 --> 00:15:14.540]   It's worth it to the government to put that money up and create security
[00:15:14.540 --> 00:15:16.020]   for our economy.
[00:15:16.020 --> 00:15:17.260]   No, it won't.
[00:15:17.980 --> 00:15:20.700]   Why wouldn't it create security if we if we have more onshoring of chips?
[00:15:20.700 --> 00:15:21.860]   So by the way, there's more security.
[00:15:21.860 --> 00:15:22.460]   I'll say one more thing.
[00:15:22.460 --> 00:15:25.100]   There's also an investment tax credit built into this bill, Sachs,
[00:15:25.100 --> 00:15:29.260]   which does provide over time a bunch of incentives to continue to support
[00:15:29.260 --> 00:15:32.220]   and drive the onshoring work that's proposed in the bill.
[00:15:32.220 --> 00:15:33.860]   If you want the United States.
[00:15:33.860 --> 00:15:34.860]   Point of personal privilege.
[00:15:34.860 --> 00:15:38.420]   Can I request that Chamath add just one button to his shirt?
[00:15:38.420 --> 00:15:39.140]   Yeah.
[00:15:39.140 --> 00:15:41.020]   But it's just.
[00:15:41.020 --> 00:15:42.620]   Is it too distracting for you?
[00:15:42.620 --> 00:15:46.820]   You can't say you're on the glare.
[00:15:46.820 --> 00:15:47.940]   You can't voir dire your onshoring.
[00:15:47.940 --> 00:15:49.140]   Oh, geez.
[00:15:49.140 --> 00:15:51.300]   First, I had to watch Jason do the gun show.
[00:15:51.300 --> 00:15:53.020]   Now I got to watch Chamath.
[00:15:53.020 --> 00:15:53.980]   Show us your guns.
[00:15:53.980 --> 00:15:56.380]   Come on, pull up that sleeve and show us what you.
[00:15:56.380 --> 00:15:57.380]   Let's move on.
[00:15:57.380 --> 00:15:58.260]   Let's move on.
[00:15:58.260 --> 00:15:59.940]   I want to say one more thing about the Pelosi stuff.
[00:15:59.940 --> 00:16:01.340]   So here's the data.
[00:16:01.340 --> 00:16:04.500]   I don't know if you guys have looked at the full history of the Pelosi trading data.
[00:16:04.500 --> 00:16:05.180]   Here's the link.
[00:16:05.180 --> 00:16:07.620]   She's all the trading that's happened over the last couple of years.
[00:16:07.620 --> 00:16:13.740]   So and over the past year, he has bought Nvidia four different times
[00:16:13.740 --> 00:16:15.780]   each time in the same kind of volume range.
[00:16:15.780 --> 00:16:17.900]   So the timing certainly made
[00:16:17.900 --> 00:16:20.740]   a peer suspect and it's certainly a terrible kind of thing to see.
[00:16:20.740 --> 00:16:23.140]   He's also bought Apple in the last month.
[00:16:23.140 --> 00:16:24.260]   Microsoft.
[00:16:24.260 --> 00:16:25.100]   Sorry, he sold Apple.
[00:16:25.100 --> 00:16:26.220]   He bought Microsoft.
[00:16:26.220 --> 00:16:29.340]   He bought Alliance Bernstein earlier in the year.
[00:16:29.340 --> 00:16:30.780]   He's made a few trades this year.
[00:16:30.780 --> 00:16:33.980]   But Nvidia, he's actually bought on four different occasions over the past 12 months
[00:16:33.980 --> 00:16:36.100]   for whatever that's worth. Right.
[00:16:36.100 --> 00:16:39.060]   I'm not trying to defend it, but I think we should be intellectually honest
[00:16:39.060 --> 00:16:42.500]   about the fact that this guy, you know, does take points of view in certain companies.
[00:16:42.500 --> 00:16:43.940]   He trades in a handful of companies.
[00:16:43.940 --> 00:16:47.860]   Are we only to be intellectually honest enough to think that a husband
[00:16:47.860 --> 00:16:50.700]   talks to his wife and vice versa?
[00:16:50.700 --> 00:16:51.740]   Yeah.
[00:16:51.740 --> 00:16:53.180]   Or does that not happen anymore?
[00:16:53.180 --> 00:16:54.220]   Depends on the husband and wife.
[00:16:54.220 --> 00:16:57.940]   But yeah, I think this is blatant and out in the open.
[00:16:57.940 --> 00:16:59.740]   I mean, it looks really at a minimum.
[00:16:59.740 --> 00:17:02.340]   The appearance is of graft and corruption.
[00:17:02.340 --> 00:17:02.500]   Yeah.
[00:17:02.500 --> 00:17:04.780]   The appearance of impropriety is impropriety.
[00:17:04.780 --> 00:17:06.380]   They shouldn't be allowed to trade.
[00:17:06.380 --> 00:17:09.860]   They should have to put their stuff into blind trusts or they should maybe trade
[00:17:09.860 --> 00:17:13.220]   once a year and they should have to announce their trades before the trades happen.
[00:17:13.220 --> 00:17:14.420]   Hey, here's what I'm planning on doing.
[00:17:14.420 --> 00:17:16.620]   Just like a CEO is planning on doing this stuff.
[00:17:16.620 --> 00:17:17.820]   It's ridiculous.
[00:17:17.820 --> 00:17:19.060]   It's ridiculous that they can do this.
[00:17:19.060 --> 00:17:21.140]   And why doesn't the mainstream media cover this?
[00:17:21.140 --> 00:17:22.140]   They have.
[00:17:22.140 --> 00:17:26.900]   And Jason, do you think that if Trump, if this had happened during Trump,
[00:17:26.900 --> 00:17:30.060]   it would have a lot more coverage than this Pelosi incident?
[00:17:30.060 --> 00:17:31.860]   I do remember a lot of coverage on Trump.
[00:17:31.860 --> 00:17:32.980]   It really doesn't get covered.
[00:17:32.980 --> 00:17:36.580]   I mean, if you just search for it today, you'll see basically the only media outlets covering
[00:17:36.580 --> 00:17:39.260]   it are like Fox News and then Zero Hedge.
[00:17:39.260 --> 00:17:40.700]   You know, that's it.
[00:17:40.700 --> 00:17:44.740]   I mean, that's how I found out about it is like the Zero Hedge tweets about it.
[00:17:44.740 --> 00:17:45.740]   Me too.
[00:17:45.740 --> 00:17:47.780]   So Daily Beast, you know, headline.
[00:17:47.780 --> 00:17:48.300]   You can go digging.
[00:17:48.300 --> 00:17:51.820]   Seven hours ago, Dems quietly tried to jam Pelosi on stock trading ban.
[00:17:51.820 --> 00:17:57.900]   But if you're asking me, you asked me a question, Chamath, is the media largely biased against
[00:17:57.900 --> 00:18:00.380]   Trump and gives a free pass to the Dems?
[00:18:00.380 --> 00:18:02.380]   Yes, I would say that that is the trend.
[00:18:02.380 --> 00:18:02.860]   Yes.
[00:18:02.860 --> 00:18:05.100]   I think that is intellectually honest of you.
[00:18:05.100 --> 00:18:06.940]   Well, no, I mean, I think the media is bankrupt.
[00:18:06.940 --> 00:18:07.820]   They're just going for clicks.
[00:18:07.820 --> 00:18:09.820]   And I think, you know, we've talked about this before.
[00:18:09.820 --> 00:18:15.180]   They saw Trump as an existential risk and they just did whatever it took to get him out of
[00:18:15.180 --> 00:18:16.540]   office, even putting up Biden as the candidate.
[00:18:16.540 --> 00:18:19.860]   But in doing so, they completely burned all of their credibility.
[00:18:19.860 --> 00:18:20.980]   They lost a lot of credibility.
[00:18:20.980 --> 00:18:27.060]   And now the Dems are starting to become increasingly detached and out of touch and maybe hated.
[00:18:27.060 --> 00:18:29.940]   But then the result is that the mainstream media is just no longer trusted.
[00:18:29.940 --> 00:18:33.780]   The media and the Democratic Party both have the same problem, which is they suffer from
[00:18:33.780 --> 00:18:40.220]   what the Democratic political scientist Roy Toucheira has called professional class hegemony.
[00:18:40.220 --> 00:18:46.500]   I mean, they are populated by college graduates with degrees who basically have this very
[00:18:46.500 --> 00:18:47.820]   elitist progressive agenda.
[00:18:47.820 --> 00:18:54.220]   And that is what is causing the Democratic, the working class to defect from the Democratic Party,
[00:18:54.220 --> 00:18:56.460]   their historical base in droves.
[00:18:56.460 --> 00:18:57.260]   Look at Hispanics.
[00:18:57.260 --> 00:19:03.340]   Well, first of all, if you go to the latest Biden polling numbers, he's down to 31% approval,
[00:19:03.340 --> 00:19:04.860]   60% disapprove.
[00:19:04.860 --> 00:19:06.780]   Okay, so the trend is getting worse there.
[00:19:06.780 --> 00:19:11.740]   But you look at Hispanics, it's down to 19% approval, 70% disapproval.
[00:19:11.740 --> 00:19:14.940]   It's an even more intense version of the same problem.
[00:19:14.940 --> 00:19:16.460]   You had Myra Ford.
[00:19:16.460 --> 00:19:21.980]   Flores get elected in that Texas seat, this is a district that went, it's basically a predominantly
[00:19:21.980 --> 00:19:29.220]   Mexican-American district. They went for Biden by 18 points just, you know, two years ago. And now
[00:19:29.220 --> 00:19:33.720]   they're voting for her by over 10 points. So you're Republicans winning that seat for the first time.
[00:19:33.720 --> 00:19:38.400]   So you have these huge defections. Now, why is that happening? Because the Democrats are
[00:19:38.400 --> 00:19:46.720]   appealing to the donor class on issues like border, on issues like crime, and on issues like
[00:19:46.720 --> 00:19:52.800]   CRT in schools. I mean, you know, the working class people in this country, they don't want
[00:19:52.800 --> 00:19:58.620]   open borders. They want crime to be prosecuted and cracked down on. And they do not want an
[00:19:58.620 --> 00:20:02.860]   ideological education for their kids. Okay. It's very simple. But that basically is why the
[00:20:02.860 --> 00:20:07.820]   Democratic Party is losing votes. Now, let me give you a couple other examples of the Democrats
[00:20:07.820 --> 00:20:08.380]   cynically appealing to the donor class.
[00:20:08.380 --> 00:20:18.240]   So recently, there's an article about the Democrats have spent $44 million this election
[00:20:18.240 --> 00:20:25.580]   cycle, basically running ads in favor of the crazy MAGA candidate in primaries. There's been a bunch
[00:20:25.580 --> 00:20:31.140]   of reports of this where in competitive Republican primaries, the Democrats will actually spend money
