
[00:00:00.000 --> 00:00:18.720]   Antonio,
[01:38:25.360 --> 01:38:35.800]   hilariously as c-3po I went to see three P.O to our science fair you should have seen the look on
[01:38:35.800 --> 01:38:43.240]   our teachers faces okay you guys have your cold open let's go let your winners ride
[01:38:43.240 --> 01:38:45.760]   brain man David
[01:38:45.760 --> 01:38:52.480]   and it said we open source it to the fans and they've just gone crazy
[01:38:52.480 --> 01:38:55.240]   Queen of Kinwa
[01:38:55.240 --> 01:38:56.800]   foreign
[01:38:56.800 --> 01:38:58.800]   Thanks for watching!
[01:38:58.800 --> 01:38:59.720]   Thank you.
[01:38:59.720 --> 01:39:29.700]   Thanks for watching.

