
[00:00:00.040 --> 00:00:06.680]  � think start
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.660 --> 00:42:20.660]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:20.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:42:50.680 --> 00:42:50.680]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:20.700 --> 00:43:20.700]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:43:50.720]   I'm not quoting exactly, it's been many years, but in his spare time
[00:43:50.720 --> 00:44:20.740]  , I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.740 --> 00:44:20.740]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:20.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:44:50.760 --> 00:44:50.760]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:20.780 --> 00:45:20.780]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.800 --> 00:45:50.800]   I'm not quoting exactly, it's been many years, but in his spare time
[00:45:50.840 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.820 --> 00:46:20.820]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:20.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.840 --> 00:46:50.840]   I'm not quoting exactly, it's been many years, but in his spare time
[00:46:50.860 --> 00:47:20.860]  , but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.860 --> 00:47:20.860]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:20.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.880 --> 00:47:50.880]   I'm not quoting exactly, it's been many years, but in his spare time
[00:47:50.920 --> 00:48:20.900]  ,
[00:48:20.900 --> 00:48:20.900]   I'm not quoting exactly, it's been many years, but in his spare time
