
[00:00:00.000 --> 00:00:01.800]   Narcissism is not arrogance.
[00:17:58.800 --> 00:18:00.980]   how will those cells make a kidney?
[00:18:00.980 --> 00:18:03.960]   It's not explanatory.
[00:18:03.960 --> 00:18:07.560]   I remember asking the OB who had delivered my first child.
[00:18:07.560 --> 00:18:10.280]   I was so amazed, and I asked him,
[00:18:10.280 --> 00:18:11.400]   what do you think?
[00:18:11.400 --> 00:18:12.240]   What do you know?
[00:18:12.240 --> 00:18:13.160]   You do this, right?
[00:18:13.160 --> 00:18:15.320]   You're seeing this life created.
[00:18:15.320 --> 00:18:18.120]   And his thought was, nothing.
[00:18:18.120 --> 00:18:19.400]   I just marvel.
[00:18:19.400 --> 00:18:22.160]   I mean, I get to do this, but I just marvel at it.
[00:18:22.160 --> 00:18:26.000]   And I think the more we know about us,
[00:18:26.000 --> 00:18:29.040]   the more we respectfully marvel.
[00:18:29.040 --> 00:18:30.040]   - And we should do that.
[00:18:30.040 --> 00:18:33.160]   We should proactively marvel at every aspect,
[00:18:33.160 --> 00:18:38.160]   at every layer that where the novelty emerges.
[00:18:38.160 --> 00:18:41.520]   - Yes, we'd be a lot less likely to say,
[00:18:41.520 --> 00:18:43.420]   hey, I don't like you because of something,
[00:18:43.420 --> 00:18:46.200]   whatever it is, race, religion, culture,
[00:18:46.200 --> 00:18:48.760]   sexuality, gender identity, whatever it is.
[00:18:48.760 --> 00:18:51.200]   Or I wanna say, I want rights that you don't have, right?
[00:18:51.200 --> 00:18:53.280]   Or I want what you have, right?
[00:18:53.280 --> 00:18:54.760]   I mean, there's so much of this.
[00:18:54.760 --> 00:18:56.820]   And I understand it's driven by scarcity
[00:18:56.820 --> 00:18:59.480]   and by human insecurity and envy
[00:18:59.480 --> 00:19:00.840]   and all of these things that I think
[00:19:00.840 --> 00:19:02.760]   drive us towards destruction.
[00:19:02.760 --> 00:19:05.920]   But all of that recklessness comes from
[00:19:05.920 --> 00:19:10.360]   not having this initial appreciation and respect
[00:19:10.360 --> 00:19:12.520]   that you're referring to and just marveling at.
[00:19:12.520 --> 00:19:14.420]   Like, wow, okay, we're here.
[00:19:14.420 --> 00:19:15.260]   That's amazing.
[00:19:15.260 --> 00:19:16.960]   Let's start with that.
[00:19:16.960 --> 00:19:20.300]   - But if we marvel at this whole thing,
[00:19:20.300 --> 00:19:22.280]   the human project, the human condition,
[00:19:22.280 --> 00:19:25.440]   all the different kinds of human beings that are possible,
[00:19:25.440 --> 00:19:27.280]   what do you then make of that
[00:19:27.280 --> 00:19:31.540]   some humans do evil onto the world?
[00:19:31.540 --> 00:19:34.480]   First of all, are all human beings capable of evil?
[00:19:34.480 --> 00:19:35.960]   If we're in the process,
[00:19:35.960 --> 00:19:37.560]   now we've got a little bit of momentum
[00:19:37.560 --> 00:19:40.920]   in terms of marveling the layers of the cake.
[00:19:40.920 --> 00:19:44.000]   Should we also marvel at the capacity for evil in all of us?
[00:19:44.000 --> 00:19:45.320]   - Yes. - Is that capacity there?
[00:19:45.320 --> 00:19:47.360]   - I believe that it is, yes.
[00:19:47.360 --> 00:19:49.680]   - So what do we understand about the psychology of evil?
[00:19:49.680 --> 00:19:52.260]   Where does that originate in the human mind?
[00:19:52.260 --> 00:19:54.260]   Is it there in the neurobiology?
[00:19:54.260 --> 00:19:56.840]   Is it there in the environment, in the upbringing?
[00:19:56.840 --> 00:19:57.720]   - Can I clarify first?
[00:19:57.720 --> 00:20:01.060]   I think the capacity for evil, I do believe, is in all of us.
[00:20:01.060 --> 00:20:04.120]   There's a difference between enacting evil
[00:20:04.120 --> 00:20:09.120]   and a sort of preset, followed, developed plan of evil.
[00:20:09.120 --> 00:20:13.920]   I don't believe that all of us are capable of doing
[00:20:13.920 --> 00:20:17.860]   what the people who perpetrate the most evil do.
[00:20:17.860 --> 00:20:22.860]   But I do believe that we're capable of perpetrating evil.
[00:20:22.860 --> 00:20:25.240]   And the thought, one thought, would be
[00:20:25.240 --> 00:20:27.740]   that there are drives in us.
[00:20:27.740 --> 00:20:30.400]   I mean, there certainly seem to be drives in us
[00:20:30.400 --> 00:20:34.740]   towards survival, towards gratification,
[00:20:34.740 --> 00:20:36.760]   in some ways towards pleasure.
[00:20:36.760 --> 00:20:38.200]   And that can get very complicated,
[00:20:38.200 --> 00:20:41.220]   'cause pleasure inside can be relief of distress.
[00:20:41.220 --> 00:20:44.520]   So if I feel very badly about myself
[00:20:44.520 --> 00:20:46.680]   and I can feel a little better about myself
[00:20:46.680 --> 00:20:49.000]   by making you feel worse about yourself,
[00:20:49.000 --> 00:20:51.600]   which that plays out in a lot of human beings,
[00:20:51.600 --> 00:20:54.240]   is that an indirect way of bringing pleasure?
[00:20:54.240 --> 00:20:57.960]   So it gets very complicated what's going on inside of us.
[00:20:57.960 --> 00:21:00.960]   And sometimes the perpetration of evil things
[00:21:00.960 --> 00:21:03.960]   can be through misunderstandings, anger, impulsivity.
[00:21:03.960 --> 00:21:07.160]   I mean, there are things that we can have in us.
[00:21:07.160 --> 00:21:10.920]   And other times there can be other things going on
[00:21:10.920 --> 00:21:14.320]   which are through the lens of unhealthy human psychology.
[00:21:14.320 --> 00:21:16.760]   So for example, the psychology of envy,
[00:21:16.760 --> 00:21:19.960]   which I think drives the lion's share
[00:21:19.960 --> 00:21:21.800]   of the orchestrated evil, right?
[00:21:21.800 --> 00:21:25.800]   There's a difference between impulsive, reflexive evil
[00:21:25.800 --> 00:21:29.640]   and highly orchestrated evil,
[00:21:29.640 --> 00:21:33.440]   which I think is driven by envy.
[00:21:33.440 --> 00:21:35.520]   - Highly orchestrated evil,
[00:21:35.520 --> 00:21:37.200]   are we talking about a scale of societies
[00:21:37.200 --> 00:21:38.680]   like totalitarianism?
[00:21:38.680 --> 00:21:42.960]   So if we're thinking about somebody like Hitler?
[00:21:42.960 --> 00:21:47.960]   So at scale, orchestration of evil, envy driving that.
[00:21:47.960 --> 00:21:51.360]   So I mean, that's really interesting to think about.
[00:21:51.360 --> 00:21:52.440]   I'd love to hear more about it.
[00:21:52.440 --> 00:21:55.800]   So some of it, there might be some psychological forces
[00:21:55.800 --> 00:21:58.580]   that are in tension with each other.
[00:21:58.580 --> 00:22:02.380]   So one is, if you look at somebody like Hitler,
[00:22:02.380 --> 00:22:07.960]   it's difficult to know what was going on in his mind,
[00:22:07.960 --> 00:22:09.160]   but it's possible to imagine
[00:22:09.160 --> 00:22:12.240]   if you just look at dictators throughout history,
[00:22:12.240 --> 00:22:14.800]   that he thought he was doing good,
[00:22:14.800 --> 00:22:15.920]   not just for himself,
[00:22:15.920 --> 00:22:20.600]   but for the people he believed have value.
[00:22:20.600 --> 00:22:25.200]   So one way you can achieve what we consider as evil
[00:22:25.200 --> 00:22:29.960]   is by devaluing some group of people.
[00:22:29.960 --> 00:22:31.960]   And that could be all group of people.
[00:22:31.960 --> 00:22:35.480]   So it could have sort of a narcissistic type of idea
[00:22:35.480 --> 00:22:38.640]   that you basically don't care about other human beings.
[00:22:38.640 --> 00:22:39.480]   That's one.
[00:22:39.480 --> 00:22:41.520]   Envy is different.
[00:22:41.520 --> 00:22:44.400]   I mean, maybe they can collaborate together,
[00:22:44.400 --> 00:22:46.120]   or even like you mentioned,
[00:22:46.120 --> 00:22:49.920]   you can actually enjoy doing bad to others.
[00:22:49.920 --> 00:22:51.100]   That's almost like different,
[00:22:51.100 --> 00:22:54.800]   because if all it is is like narcissism,
[00:22:54.800 --> 00:22:58.320]   you disregard, you don't care how others feel,
[00:22:58.320 --> 00:23:00.800]   then you can just make cold, calculated,
[00:23:00.800 --> 00:23:04.200]   military, almost economic decisions.
[00:23:04.200 --> 00:23:07.640]   And you don't care if a million people die here or there.
[00:23:07.640 --> 00:23:10.500]   But if you actually enjoy some aspect of that,
[00:23:10.500 --> 00:23:12.920]   or there is like a resentment that fuels it,
[00:23:12.920 --> 00:23:15.200]   it's not just cold calculation.
[00:23:15.200 --> 00:23:17.640]   It's like fueled by some kind of personal
[00:23:17.640 --> 00:23:20.040]   or cultural resentment.
[00:23:20.040 --> 00:23:21.680]   - I think it's all fueled by that.
[00:23:21.680 --> 00:23:22.520]   - You think so?
[00:23:22.520 --> 00:23:23.340]   - I think it's all fueled by that.
[00:23:23.340 --> 00:23:26.320]   I think the idea that say Hitler thought he was doing good,
[00:23:26.320 --> 00:23:31.320]   right, is like, that is such a thin facade
[00:23:31.320 --> 00:23:36.120]   that it flies away like a handkerchief in a hurricane, right?
[00:23:36.120 --> 00:23:39.400]   - Okay, yeah, thank you.
[00:23:39.400 --> 00:23:41.160]   That's wow, that's beautiful, yeah.
[00:23:41.160 --> 00:23:47.000]   - It's built upon, it says, I'll explain, logical lies,
[00:23:47.000 --> 00:23:49.680]   right, because people can build lies
[00:23:49.680 --> 00:23:52.080]   upon specious logic, right?
[00:23:52.080 --> 00:23:54.580]   So the idea that, okay, I am doing good
[00:23:54.580 --> 00:23:59.580]   because I believe that this ethnicity of people is good
[00:23:59.580 --> 00:24:02.120]   and this is bad, and now I'm going to do this
[00:24:02.120 --> 00:24:03.400]   and I'm gonna make the world different
[00:24:03.400 --> 00:24:05.280]   and it's gonna bring better to the world,
[00:24:05.280 --> 00:24:06.840]   and now I'm raising armies
[00:24:06.840 --> 00:24:08.320]   and I'm building concentration camps.
[00:24:08.320 --> 00:24:10.080]   And I think this is all in the service of good,
[00:24:10.080 --> 00:24:14.000]   is I don't think anyone ever thinks that, right?
[00:24:14.000 --> 00:24:15.880]   Or they think that, but with,
[00:24:15.880 --> 00:24:18.960]   because they're living in the surface patina, right?
[00:24:18.960 --> 00:24:20.920]   Like they're not allowing the hurricane in
[00:24:20.920 --> 00:24:22.340]   that blows away the handkerchief
[00:24:22.340 --> 00:24:25.600]   and says, this is all evil, right?
[00:24:25.600 --> 00:24:29.200]   I mean, how do you decide that some group of people is good
[00:24:29.200 --> 00:24:32.720]   and some is bad, and what is it that you take upon yourself
[00:24:32.720 --> 00:24:36.560]   to play God or make decisions about the world?
[00:24:36.560 --> 00:24:38.120]   And I think what really is going on
[00:24:38.120 --> 00:24:40.040]   is that people are not doing that, right?
[00:24:40.040 --> 00:24:42.360]   There's something cobbled together to say,
[00:24:42.360 --> 00:24:44.480]   like, why this is right and this is okay, right?
[00:24:44.480 --> 00:24:46.000]   And this is even good, right?
[00:24:46.000 --> 00:24:49.600]   But it is all a lie, right?
[00:24:49.600 --> 00:24:51.880]   It's a lie that's adorning,
[00:24:51.880 --> 00:24:55.260]   that what I believe is the fact, I believe,
[00:24:55.260 --> 00:24:59.000]   that what's going on is the gratification of envy
[00:24:59.000 --> 00:25:00.040]   inside of the person.
[00:25:00.040 --> 00:25:01.880]   And whether someone says, oh, I think this is good
[00:25:01.880 --> 00:25:03.440]   and it's okay if a million people die,
[00:25:03.440 --> 00:25:06.280]   or I'm gonna enjoy that a million people die,
[00:25:06.280 --> 00:25:07.440]   I think is the same.
[00:25:07.440 --> 00:25:10.200]   I think the enjoyment, the gratification
[00:25:10.200 --> 00:25:13.000]   of the orchestrated evil is there,
[00:25:13.000 --> 00:25:17.080]   and that it all comes from vulnerability and insecurity.
[00:25:17.080 --> 00:25:20.580]   It all comes from deficits in the sense of self.
[00:25:20.580 --> 00:25:23.680]   - I'm gonna have to process that.
[00:25:23.680 --> 00:25:28.720]   My slow penny and PC is processing that,
[00:25:28.720 --> 00:25:30.840]   so envy underlies all of it.
[00:25:30.840 --> 00:25:35.120]   The psychological concept of envy, what is that?
[00:25:35.120 --> 00:25:37.840]   I keep putting myself in the mind of Hitler, I guess.
[00:25:37.840 --> 00:25:39.560]   That has nothing to do,
[00:25:39.560 --> 00:25:43.560]   it doesn't have to do with Jews or Slavic people.
[00:25:43.560 --> 00:25:48.080]   Does it have to do with specific amorphous other
[00:25:48.080 --> 00:25:51.600]   in his mind that he's envious of?
[00:25:51.600 --> 00:25:55.840]   - I think it has all to do with him, all to do with him.
[00:25:55.840 --> 00:25:58.720]   There's not a love of the people with whom he allied,
[00:25:58.720 --> 00:26:01.400]   or even a sense of the people who he persecuted
[00:26:01.400 --> 00:26:02.600]   were worse than him.
[00:26:02.600 --> 00:26:06.280]   It's all projections out of what was going on inside of him,
[00:26:06.280 --> 00:26:10.160]   which was an intense sense of inadequacy,
[00:26:10.160 --> 00:26:15.160]   a rage at being someone he perceived as lesser than.
[00:26:15.160 --> 00:26:17.240]   That's the difference.
[00:26:17.240 --> 00:26:18.760]   We can define words in different ways,
[00:26:18.760 --> 00:26:20.600]   even within psychology, but let's say we take
[00:26:20.600 --> 00:26:24.760]   the definition here of jealousy as being benign.
[00:26:24.760 --> 00:26:26.320]   The idea that, oh, I might see something
[00:26:26.320 --> 00:26:28.360]   that you have that I don't, and I might think,
[00:26:28.360 --> 00:26:30.880]   I like that, maybe I'll work harder to get it.
[00:26:30.880 --> 00:26:32.080]   Or maybe I can't get it,
[00:26:32.080 --> 00:26:33.760]   maybe it's that you're younger than I am.
[00:26:33.760 --> 00:26:36.720]   I say, okay, you have that and I don't.
[00:26:36.720 --> 00:26:39.240]   I mean, I have other things too, I'm okay anyway.
[00:26:39.240 --> 00:26:41.040]   But I might want those things.
[00:26:41.040 --> 00:26:42.640]   But it's very benign, the jealousy.
[00:26:42.640 --> 00:26:44.240]   I'd like to be younger, I'd like to be richer,
[00:26:44.240 --> 00:26:46.040]   whatever it is that we people think.
[00:26:46.040 --> 00:26:49.240]   But it's just a thought, and it's a thought
[00:26:49.240 --> 00:26:53.240]   that can result in strivings or acceptance.
