
[00:00:00.000 --> 00:00:03.600]   [AUDIO OUT]
[00:17:39.600 --> 00:17:40.600]   I imagine it's sensitive.
[00:17:40.600 --> 00:17:44.240]   But also, in my mind, this is now
[00:17:44.240 --> 00:17:47.000]   the most valuable on-the-job training in the world.
[00:17:47.000 --> 00:17:50.240]   And so people want to know how to get it.
[00:17:50.240 --> 00:17:53.600]   This is what I'm trying to figure out.
[00:17:53.600 --> 00:17:55.200]   It might not be--
[00:17:55.200 --> 00:18:00.840]   I agree that actually, individually,
[00:18:00.840 --> 00:18:03.480]   we also cannot take somebody else's experience
[00:18:03.480 --> 00:18:04.920]   and then try to replicate it on--
[00:18:04.920 --> 00:18:06.560]   because everybody's circumstances,
[00:18:06.560 --> 00:18:08.640]   their initialization point, their thing
[00:18:08.640 --> 00:18:12.520]   is kind of also indifferent.
[00:18:12.520 --> 00:18:15.680]   I think this is not only true for LLMs in general, right?
[00:18:15.680 --> 00:18:19.480]   Because a lot of times, oh, OK, you did this in this position.
[00:18:19.480 --> 00:18:23.320]   And because of this, it's very hard to trace all this down,
[00:18:23.320 --> 00:18:25.400]   to find the causal path.
[00:18:25.400 --> 00:18:27.960]   So yeah, I think everything in life,
[00:18:27.960 --> 00:18:29.680]   there's some luck involved.
[00:18:29.680 --> 00:18:31.520]   Yeah, there is.
[00:18:31.520 --> 00:18:35.360]   "Emergent Abilities," a very influential paper,
[00:18:35.360 --> 00:18:37.880]   subsequently contested by the "Mirage" paper.
[00:18:37.880 --> 00:18:38.960]   Oh, yeah, yeah.
[00:18:38.960 --> 00:18:41.280]   So before we get to "Mirage," was there a story
[00:18:41.280 --> 00:18:43.240]   behind "Emergent Abilities?"
[00:18:43.240 --> 00:18:46.880]   I'm sure it's Jason's thesis.
[00:18:46.880 --> 00:18:50.520]   Just tell more about the behind-the-scenes.
[00:18:50.520 --> 00:18:52.800]   Was there a discussion that led to it that--
[00:18:52.800 --> 00:18:55.200]   OK, I have to really be--
[00:18:55.200 --> 00:18:58.080]   this one was-- the idea, the inception of it
[00:18:58.080 --> 00:19:01.360]   was mostly Jason.
[00:19:01.360 --> 00:19:10.360]   I think I helped out to shape up a little bit of the paper,
[00:19:10.360 --> 00:19:12.600]   get some stakeholders involved and stuff.
[00:19:12.600 --> 00:19:15.960]   I was discussing quite a bit with Jason.
[00:19:15.960 --> 00:19:19.840]   But the idea itself was like Jason himself.
[00:19:19.840 --> 00:19:22.840]   So actually, when the "Mirage" thing and everything came out,
[00:19:22.840 --> 00:19:24.840]   OK, I was just hot takes for the sake of hot takes.
[00:19:24.840 --> 00:19:27.200]   I didn't feel-- but I believe in emergence.
[00:19:27.200 --> 00:19:29.040]   I have to just go on the record and just say,
[00:19:29.040 --> 00:19:31.400]   I believe in emergence.
[00:19:31.400 --> 00:19:34.080]   But I was not feeling very strongly,
[00:19:34.080 --> 00:19:36.800]   because I think that--
[00:19:36.800 --> 00:19:39.280]   I can't speak for Jason, but I would just imagine that he
[00:19:39.280 --> 00:19:42.640]   would be maybe personally offended because--
[00:19:42.640 --> 00:19:44.440]   I know, Jason is a person that takes
[00:19:44.440 --> 00:19:47.320]   a lot of feedback very well.
[00:19:47.320 --> 00:19:51.120]   He's a very-- he's not offended by harsh feedback.
[00:19:51.120 --> 00:19:54.240]   And he rebuts well online as well, right?
[00:19:54.240 --> 00:19:56.000]   Yeah, one of the most thoughtful writers.
[00:19:56.000 --> 00:19:58.240]   But he-- I would just imagine he would
[00:19:58.240 --> 00:20:00.960]   be the one that is the most--
[00:20:00.960 --> 00:20:05.200]   actually the most affected by criticisms of emergence.
[00:20:05.200 --> 00:20:08.920]   I was believing in it, but I have to say that the paper--
[00:20:08.920 --> 00:20:11.280]   I mean, that's why he's the first author and I'm second.
[00:20:11.280 --> 00:20:15.160]   Like, that was mostly Jason's thesis.
[00:20:15.160 --> 00:20:21.280]   And I have to really say that Jason has really good ideas.
[00:20:21.280 --> 00:20:26.280]   And I was more of like a support role for that paper, yeah.
[00:20:26.280 --> 00:20:28.160]   Sure, yeah.
[00:20:28.160 --> 00:20:29.480]   Yeah, cool.
[00:20:29.480 --> 00:20:31.920]   Lots more to discuss there, but you believe in emergence.
[00:20:31.920 --> 00:20:35.280]   That's enough for me to work with.
[00:20:35.280 --> 00:20:40.760]   No, I also think that the Mirage paper is mostly like--
[00:20:40.760 --> 00:20:41.520]   I don't know who--
[00:20:41.520 --> 00:20:42.680]   actually, I don't even remember who wrote it.
[00:20:42.680 --> 00:20:43.800]   Rylan Schaefer.
[00:20:43.800 --> 00:20:45.920]   I covered him on my NeurIPS podcast.
[00:20:45.920 --> 00:20:46.680]   OK, OK.
[00:20:46.680 --> 00:20:47.920]   He's a very good speaker.
[00:20:47.920 --> 00:20:49.280]   And the paper was well done.
[00:20:49.280 --> 00:20:51.840]   It's just that people drew the wrong conclusions from the paper
[00:20:51.840 --> 00:20:53.760]   because he had a very good title.
[00:20:53.760 --> 00:20:54.920]   Do you believe in emergence?
[00:20:54.920 --> 00:20:55.420]   Of course.
[00:20:55.420 --> 00:20:56.920]   OK, high five.
[00:20:56.920 --> 00:21:00.560]   I mean, how can you read any paper--
[00:21:00.560 --> 00:21:03.960]   read any-- the progress of LLMs and not believe in emergence?
[00:21:03.960 --> 00:21:04.960]   It's so stupid.
[00:21:04.960 --> 00:21:10.720]   Like, just because you can reparametrize some benchmarks
[00:21:10.720 --> 00:21:13.400]   and evals and make it linear doesn't
[00:21:13.400 --> 00:21:15.920]   mean emergence is completely gone.
[00:21:15.920 --> 00:21:18.320]   And even in the Mirage paper, they
[00:21:18.320 --> 00:21:21.000]   acknowledged that there were some metrics that
[00:21:21.000 --> 00:21:23.520]   were true, genuine emergence, according to them.
[00:21:23.520 --> 00:21:26.200]   I think it was something like 25-ish percent in the ballpark.
[00:21:26.200 --> 00:21:27.360]   That's not the exact number.
[00:21:27.360 --> 00:21:28.600]   Yeah, yeah, yeah.
[00:21:28.600 --> 00:21:31.720]   So I was like, OK, fine, some benchmarks you disagree with.
[00:21:31.720 --> 00:21:34.160]   But on the whole, there is emergence.
[00:21:34.160 --> 00:21:36.600]   Now we're just talking about the magnitude.
[00:21:36.600 --> 00:21:38.040]   Yeah, yeah, yeah, for sure.
[00:21:38.040 --> 00:21:44.240]   I don't think the authors of the paper had really very--
[00:21:44.240 --> 00:21:45.880]   I mean, we should just assume people
[00:21:45.880 --> 00:21:47.120]   don't have bad intentions, right?
[00:21:47.120 --> 00:21:47.640]   No.
[00:21:47.640 --> 00:21:48.840]   They definitely were just doing this.
[00:21:48.840 --> 00:21:55.320]   But I think I was more annoyed by the nearest best paper.
[00:21:55.320 --> 00:21:57.920]   I mean, OK, best paper was just take it with a grain of salt.
[00:21:57.920 --> 00:22:00.520]   But there were people who come at me like, oh,
[00:22:00.520 --> 00:22:02.000]   you should care about this because it's
[00:22:02.000 --> 00:22:02.560]   the nearest best paper.
[00:22:02.560 --> 00:22:03.640]   It's been disproved.
[00:22:03.640 --> 00:22:05.440]   Because they were like, OK, because it's
[00:22:05.440 --> 00:22:06.400]   the nearest best paper.
[00:22:06.400 --> 00:22:09.440]   I'm like, does best paper awards mean anything, actually?
[00:22:09.440 --> 00:22:11.040]   It doesn't mean anything, right?
[00:22:11.040 --> 00:22:16.440]   But I think that was more of where my angst was coming from.
[00:22:16.440 --> 00:22:18.400]   I don't think I really had--
[00:22:18.400 --> 00:22:21.800]   I don't even remember who were the authors of that paper.
[00:22:21.800 --> 00:22:24.840]   I'm sure they're doing well for themselves.
[00:22:24.840 --> 00:22:26.840]   Yeah, we don't have to dwell too much on that.
[00:22:26.840 --> 00:22:27.960]   OK, OK.
[00:22:27.960 --> 00:22:29.600]   OK, so a couple more things from Google,
[00:22:29.600 --> 00:22:31.480]   and then we can go to Rekha.
[00:22:31.480 --> 00:22:32.760]   Kwok Le was a manager.
[00:22:32.760 --> 00:22:34.400]   Yeah, yeah.
[00:22:34.400 --> 00:22:36.440]   I had another manager called Don.
[00:22:36.440 --> 00:22:38.840]   I had two managers during my time at Google.
[00:22:38.840 --> 00:22:41.080]   So I'm just basically going to ask for quick hits from what
[00:22:41.080 --> 00:22:41.800]   did you learn from Kwok?
[00:22:41.800 --> 00:22:42.640]   What did you learn from Jason?
[00:22:42.640 --> 00:22:44.200]   What did you learn from Hyung Won?
[00:22:44.200 --> 00:22:45.400]   Oh, OK, very interesting.
[00:22:45.400 --> 00:22:49.080]   Yeah, like your mental embeddings
[00:22:49.080 --> 00:22:52.400]   of who they are, who they represent to you,
[00:22:52.400 --> 00:22:54.640]   how they advise you, and all that.
[00:22:54.640 --> 00:22:57.880]   So Kwok, as a manager, he was more like a friend.
[00:22:57.880 --> 00:22:59.600]   And we will talk a lot about--
[00:22:59.600 --> 00:23:03.120]   I think Kwok is a very researchy person.
[00:23:03.120 --> 00:23:04.400]   He has a lot of good--
[00:23:04.400 --> 00:23:07.760]   he's more of an intuition person.
[00:23:07.760 --> 00:23:10.760]   I learned a lot from him about--
[00:23:10.760 --> 00:23:17.360]   it's not very explicit.
[00:23:17.360 --> 00:23:19.680]   It's not exactly like--
[00:23:19.680 --> 00:23:21.240]   there was no concrete--
[00:23:21.240 --> 00:23:23.400]   it was more like over time, and it was very implicit,
[00:23:23.400 --> 00:23:24.760]   soft kind of feeling.
[00:23:24.760 --> 00:23:26.480]   But I think a lot of research science,
[00:23:26.480 --> 00:23:29.720]   we will brainstorm a lot about--
[00:23:29.720 --> 00:23:32.120]   I quite like that when we were--
[00:23:32.120 --> 00:23:36.080]   there was this Yu Pan paper that didn't get as much attention
[00:23:36.080 --> 00:23:37.640]   that I feel it deserves.
[00:23:37.640 --> 00:23:39.360]   But I think that was one of the works
[00:23:39.360 --> 00:23:42.480]   that I kind of discussed with Kwok quite a bit.
[00:23:42.480 --> 00:23:45.080]   And at that time, we were releasing the "Flan 2" stuff
[00:23:45.080 --> 00:23:45.640]   and everything.
[00:23:45.640 --> 00:23:47.960]   And then I think Kwok has a lot of good sense
[00:23:47.960 --> 00:23:55.640]   about what makes a work a good hit, publicly a good hit,
[00:23:55.640 --> 00:23:59.280]   and a lot of research science about what
[00:23:59.280 --> 00:24:02.280]   makes research cool.
[00:24:02.280 --> 00:24:04.520]   So I think he has good intuition as a researcher,
[00:24:04.520 --> 00:24:06.120]   and I learned quite a little bit about.
[00:24:06.120 --> 00:24:08.320]   And also, I was going to say that I think Jason also
[00:24:08.320 --> 00:24:10.160]   probably learned quite a bit from Kwok,
[00:24:10.160 --> 00:24:13.760]   and this also influenced his taste.
[00:24:13.760 --> 00:24:17.760]   So I guess it was not only just me getting influenced,
[00:24:17.760 --> 00:24:20.360]   but there was Jason getting influenced,
[00:24:20.360 --> 00:24:21.800]   and then Jason influenced me.
[00:24:21.800 --> 00:24:23.680]   And then there was this--
[00:24:23.680 --> 00:24:26.560]   so I think overall, what I learned from Kwok's probably
[00:24:26.560 --> 00:24:30.760]   is more of intuition, research taste.
[00:24:30.760 --> 00:24:34.120]   We would chat about AGI sometimes, singularity,
[00:24:34.120 --> 00:24:36.760]   and stuff like this.
[00:24:36.760 --> 00:24:42.640]   I learned quite-- he's nice to talk to as a friend, manager,
[00:24:42.640 --> 00:24:48.360]   kind of his friend figure to me.
[00:24:48.360 --> 00:24:53.920]   And researcher-- he was very much a researcher,
[00:24:53.920 --> 00:24:59.160]   more than like a corporate manager.
[00:24:59.160 --> 00:25:00.480]   Yeah, I totally expect that.
[00:25:00.480 --> 00:25:01.000]   It was fun.
[00:25:01.000 --> 00:25:02.360]   It was fun.
[00:25:02.360 --> 00:25:04.040]   Since you mentioned AGI, we actually
[00:25:04.040 --> 00:25:07.200]   don't cover AGI on this podcast, mostly
[00:25:07.200 --> 00:25:10.320]   because it's very hard to be precise or make
[00:25:10.320 --> 00:25:12.920]   falsifiable claims.
[00:25:12.920 --> 00:25:14.640]   Do you perceive differences in the way
[00:25:14.640 --> 00:25:16.800]   that AI researchers discuss AGI compared
[00:25:16.800 --> 00:25:19.960]   to the regular population?
[00:25:19.960 --> 00:25:24.800]   [AUDIO OUT]
[00:25:24.800 --> 00:25:28.440]   So I don't think that we were making any progress
[00:25:28.440 --> 00:25:30.240]   in quantifying it.
[00:25:30.240 --> 00:25:31.600]   OK, I can skip that question.
[00:25:31.600 --> 00:25:36.480]   There was a lot of fun chatter around it,
[00:25:36.480 --> 00:25:38.800]   but it was not exactly like--
[00:25:38.800 --> 00:25:41.200]   yeah.
[00:25:41.200 --> 00:25:44.480]   Jason Wei, what did you find?
[00:25:44.480 --> 00:25:45.640]   What did you learn from him?
[00:25:45.640 --> 00:25:48.480]   What is your distillation of the Jason?
[00:25:48.480 --> 00:25:51.720]   Jason is very interesting.
[00:25:51.720 --> 00:25:59.200]   So in my career, I learned two or three things,
[00:25:59.200 --> 00:26:00.840]   major things from Jason.
[00:26:00.840 --> 00:26:04.840]   So I think the first thing I learned from him is that--
[00:26:04.840 --> 00:26:06.240]   so Jason was actually--
[00:26:06.240 --> 00:26:09.120]   OK, I'm going to talk about the more casual, more fun stuff.
[00:26:09.120 --> 00:26:15.720]   Jason was more spicy on Twitter first before me.
[00:26:15.720 --> 00:26:17.880]   There was an era where I was like a goody two-shoes.
[00:26:17.880 --> 00:26:20.240]   I only had my main account.
[00:26:20.240 --> 00:26:23.480]   My only tweets would be new paper alert.
[00:26:23.480 --> 00:26:27.160]   And then Jason was starting to post hot takes.
[00:26:27.160 --> 00:26:30.160]   And I just thought to myself, oh, damn.
[00:26:30.160 --> 00:26:32.000]   And there were times that I was like, Jason,
[00:26:32.000 --> 00:26:32.700]   you should not post this.
[00:26:32.700 --> 00:26:34.240]   You're going to get cancer.
[00:26:34.240 --> 00:26:35.280]   And he was fine.
[00:26:35.280 --> 00:26:37.760]   He always braved through the storm and everything.
[00:26:37.760 --> 00:26:41.960]   I looked at him, and I was like, OK, maybe it's
[00:26:41.960 --> 00:26:44.720]   not that bad after all to just be--
[00:26:44.720 --> 00:26:46.720]   People love it.
[00:26:46.720 --> 00:26:48.680]   So that was kind of the--
[00:26:48.680 --> 00:26:50.300]   which is very interesting because Jason
[00:26:50.300 --> 00:26:51.300]   is much younger than me.
[00:26:51.300 --> 00:26:53.560]   And I saw this.
[00:26:53.560 --> 00:26:55.560]   And the other thing also, our accounts,
[00:26:55.560 --> 00:26:57.960]   we created them around the same time.
[00:26:57.960 --> 00:27:00.520]   And the interesting story behind it was that--
[00:27:00.520 --> 00:27:04.160]   so Jason's old account and my account
[00:27:04.160 --> 00:27:06.160]   has our own original identity.
[00:27:06.160 --> 00:27:10.320]   It was not an anime character that nobody knew who is it.
[00:27:10.320 --> 00:27:11.200]   We have our identity--
[00:27:11.200 --> 00:27:11.920]   It's pseudonymous.
[00:27:11.920 --> 00:27:13.160]   It's pseudonymous, right?
[00:27:13.160 --> 00:27:14.480]   And then I asked Jason, why do you
[00:27:14.480 --> 00:27:17.080]   want to have a pseudo--
