
[00:00:00.000 --> 00:00:03.000]   Do more together this holiday in a new Chevy.
[01:56:12.000 --> 01:56:18.000]   You want to make sure, for example, all your doors, some simple things that you can do, you want to make sure that all your doors are hardened.
[01:56:18.000 --> 01:56:34.000]   You can install harder doors, you can go hardcore on it, or you can just install things like door armor, put in three-inch screws to hold the door together rather than inch and a quarter screws.
[01:56:34.000 --> 01:56:39.000]   So you go around your house, and you make sure that all of it looks hard to get into.
[01:56:39.000 --> 01:56:41.000]   That may involve some armoring.
[01:56:41.000 --> 01:56:43.000]   You can do security films or security windows.
[01:56:43.000 --> 01:56:47.000]   I like security films because you can add them without swapping everything out.
[01:56:47.000 --> 01:56:56.000]   So if you're happy with your windows, just add security films to your windows, and then somebody can't just take a wrench or a hammer and break the window.
[01:56:56.000 --> 01:57:02.000]   Doors are also, just to repeat, doors are also really important for you to adjust.
[01:57:02.000 --> 01:57:08.000]   What you want to do is you want to make sure that your house looks nice enough to be well-protected but not so fancy.
[01:57:08.000 --> 01:57:13.000]   And so you want to have reasonable fences for the neighborhood but not super ornate.
[01:57:13.000 --> 01:57:27.000]   You don't want to be the one house that stands out on the block that has an ornate wrought iron fence and a $15,000 door when your neighbors have chain-link fences and not so much stuff.
[01:57:27.000 --> 01:57:33.000]   Then you want to, lights are a big deal, making sure that the house is visible.
[01:57:33.000 --> 01:57:42.000]   You want to make sure, and this is always a challenge with privacy, but the goal is to make sure that there's no place that somebody can position themselves to try to get in without being seen.
[01:57:42.000 --> 01:57:51.000]   And so all of the classic things that your local police department would tell you of trimming your bushes, trimming your trees, making sure that those things are done.
[01:57:51.000 --> 01:57:57.000]   I don't have any input on the specific security system but I do think a wireless system is better.
[01:57:57.000 --> 01:58:01.000]   If you have a lot of stuff, it's worth investing, I think, in a professional system.
[01:58:01.000 --> 01:58:06.000]   The big massive winner these days are the SimpliSafe systems.
[01:58:06.000 --> 01:58:16.000]   I don't think there's anything wrong with it but I do think that there is still value of a professionally installed system if you have a lot of nice stuff and you want to protect it.
[01:58:16.000 --> 01:58:21.000]   And so a wireless security system is going to be important.
[01:58:21.000 --> 01:58:27.000]   And then I think one of the most important things is just simply set up a system where your house always looks occupied.
[01:58:27.000 --> 01:58:35.000]   And so there are a couple of things, obviously the classic of leaving lights on when you're not home, putting some lights on timers and programming them.
[01:58:35.000 --> 01:58:40.000]   There are some simple devices that I like, for example, that can use a TV.
[01:58:40.000 --> 01:58:45.000]   There's a fake TV device that you can buy on Amazon and you just aim it at the window upstairs and you've set up timers.
[01:58:45.000 --> 01:58:57.000]   Let's say you have an empty bedroom, then just set that up where it's this little LED box that looks like a TV is on and set that on a timer so that when you're not home, those are the things that are there.
[01:58:57.000 --> 01:59:00.000]   I mean it just goes on and on and on.
[01:59:00.000 --> 01:59:03.000]   I've got pages and pages and pages of ideas on it.
[01:59:03.000 --> 01:59:09.000]   So that was a long-winded way to say those things are more important in my opinion than a security system.
[01:59:09.000 --> 01:59:26.000]   So if I can have all that stuff, have strong doors, have strong windows, have motion sensor lights on the whole property protecting all of the entrances, having the property visible by my neighbors, assuming that that makes sense in the neighborhood so that nobody can hide, having keeping bushes trimmed, etc.
[01:59:26.000 --> 01:59:36.000]   Then I would be happy with that and a dog bowl for killer by the back door versus having the fanciest alarm system.
[01:59:36.000 --> 01:59:43.000]   If you add an alarm system onto that, then you do really have a really high quality system.
[01:59:43.000 --> 01:59:47.000]   The final thing I would point out is that the alarm system only buys you time.
[01:59:47.000 --> 01:59:49.000]   That's the whole point of an alarm system.
[01:59:49.000 --> 01:59:51.000]   An alarm system doesn't catch anybody.
[01:59:51.000 --> 01:59:56.000]   It may deter some people and so you try to make some parts of it obvious but it buys you time.
[01:59:56.000 --> 02:00:01.000]   So if you're not at home, it buys you time for the police to get there.
[02:00:01.000 --> 02:00:17.000]   It buys you time to invest in a high quality safe for your valuable items and if you are at home, then it buys you time and you're dealing with some kind of home invasion, it buys you time to retreat into your fortified safe room or whatever you have set up inside.
[02:00:17.000 --> 02:00:24.000]   The comprehensive security system is all things that you can do regardless of what brand.
[02:00:24.000 --> 02:00:31.000]   The brand probably doesn't matter all that much but there's no reason not to have a good brand as appropriate to your overall situation.
[02:00:31.000 --> 02:00:34.000]   But just don't think that the security system is anything magical.
[02:00:34.000 --> 02:00:36.000]   It's not.
[02:00:36.000 --> 02:00:37.000]   Got it.
[02:00:37.000 --> 02:00:38.000]   Sounds great.
[02:00:38.000 --> 02:00:39.000]   All right.
[02:00:39.000 --> 02:00:40.000]   Thank you for calling in, sir.
[02:00:40.000 --> 02:00:41.000]   I appreciate it.
[02:00:41.000 --> 02:00:42.000]   Anything else?
[02:00:42.000 --> 02:00:43.000]   No, that'll do it.
[02:00:43.000 --> 02:00:44.000]   Have a great weekend.
[02:00:44.000 --> 02:00:45.000]   You earned it.
[02:00:45.000 --> 02:00:46.000]   And you as well.
[02:00:46.000 --> 02:00:47.000]   All right.
[02:00:47.000 --> 02:00:48.000]   Thank you all for listening.
[02:00:48.000 --> 02:00:50.000]   I appreciate each and every one of your being here.
[02:00:50.000 --> 02:00:52.000]   Thank you for the busy Q&A show.
[02:00:52.000 --> 02:00:56.000]   I hope you've enjoyed it and I'll be back with you in the coming days.
[02:00:56.000 --> 02:00:59.000]   I'm aware that the shows have been light over the last couple of weeks.
[02:00:59.000 --> 02:01:04.000]   I've actually recorded a number of shows, just didn't release them, didn't think I got them quite right.
[02:01:04.000 --> 02:01:08.000]   And so it's my ambition to change that starting this coming week.
[02:01:08.000 --> 02:01:09.000]   We'll do a much better job.
[02:01:09.000 --> 02:01:10.000]   So happy Friday, everybody.
[02:01:10.000 --> 02:01:13.000]   Have a great weekend and I'll be back with you very soon.
[02:01:13.000 --> 02:01:16.000]   [music]
[02:01:16.000 --> 02:01:17.000]   Welcome to AutoZone.
[02:01:17.000 --> 02:01:18.000]   What are you working on today?
[02:01:18.000 --> 02:01:20.000]   I think my battery's dead.
[02:01:20.000 --> 02:01:24.000]   With free battery testing and charging, we can help you get back on the road.
[02:01:24.000 --> 02:01:25.000]   [music]
[02:01:25.000 --> 02:01:27.000]   So what if I need a new one?
[02:01:27.000 --> 02:01:28.000]   No problem.
[02:01:28.000 --> 02:01:32.000]   We have the right battery for your car, starting at only $89.99.
[02:01:32.000 --> 02:01:33.000]   [music]
[02:01:33.000 --> 02:01:35.000]   And what about my old battery?
[02:01:35.000 --> 02:01:39.000]   We can recycle it right here at America's number one battery destination.
[02:01:39.000 --> 02:01:42.000]   [music]
[02:01:42.000 --> 02:01:43.940]   Restrictions apply.

