
[00:00:00.040 --> 00:00:09.520]   err
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.260 --> 01:14:45.260]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:14:45.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.280 --> 01:15:15.280]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:15.320 --> 01:15:45.300]  ,
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.300 --> 01:15:45.300]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:15:45.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:15.320 --> 01:16:15.320]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.340 --> 01:16:45.340]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:16:45.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:15.360]   Hire a firearm, arms and ammunition for any purpose up to $2,500.
[01:17:15.360 --> 01:17:45.380]  ,
[01:17:45.380 --> 01:17:45.380]   I would have school books for my children.
[01:17:45.420 --> 01:17:56.360]   work
[01:17:56.360 --> 01:18:13.440]   el這 not...G, Son, Papa, with the case. I'm not like aTA, and,�, --,,,,, and I'm visible each process the animal pudding the puedan the��� theöff the starts the視 the sub the� сами�ав�sed the‑� dig�����������������?", $� meant�only
[01:18:13.440 --> 01:18:13.840]   Case ' wedge a� look aゴ not up a Mike b lying a ' concentrate a but I can't it's화 very Make a
[01:18:13.900 --> 01:18:28.920]   If you would like more information on how to disconnect yourself from the economy and how that's such a powerful planning tool, in addition to everything else that I've talked about, I really invite you to come by and check out my newest course called How to Survive and Thrive During the Coming Economic Crisis.
[01:18:28.920 --> 01:18:39.920]   How to Survive and Thrive During the Coming Economic Crisis. Go to RadicalPersonalFinance.com/store. RadicalPersonalFinance.com/store and that will show you the How to Survive and Thrive During the Coming Economic Crisis.
[01:18:39.920 --> 01:18:41.960]   My first wave of students is going through that course.
[01:18:41.960 --> 01:18:42.380]   So far, I've had great feedback.
[01:18:42.380 --> 01:18:42.380]   My first wave of students is going through that course. So far, I've had great feedback.
[01:18:42.380 --> 01:18:42.380]   My first wave of students is going through that course. So far, I've had great feedback.
[01:18:42.380 --> 01:18:42.380]   My first wave of students is going through that course. So far, I've had great feedback.
[01:18:42.380 --> 01:19:10.920]  , I've had great feedback.
[01:19:10.920 --> 01:19:11.420]   I've had great feedback. A bunch of really great situations.
[01:19:11.420 --> 01:19:11.420]   A bunch of really great situations.
[01:19:11.420 --> 01:19:12.420]   It really seemed to have struck a nerve.
[01:19:12.440 --> 01:19:33.460]   It really seemed to have struck a nerve. I appreciate that some people are willing to upend their lives to plan for economic crisis, but I want to plan for success, not for crisis. But I recognize that crises can come. So I want to have an insurance policy for economic crisis. So come by RadicalPersonalFinance.com/store, check out the newest course and I would love to see you there inside the course. In the meantime, understand your personal property exemptions.
[01:19:33.460 --> 01:20:02.500]  , and I would love to see you there inside the course. In the meantime, understand your personal property exemptions.

