
[00:00:00.040 --> 00:00:09.480]   Winds
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.860 --> 00:41:10.860]   It's not so much to choose between the two.
[00:41:10.880 --> 00:41:13.120]   It's not so much to challenge NVIDIA.
[00:41:13.120 --> 00:41:13.160]   It's not so much to challenge NVIDIA.
[00:41:13.160 --> 00:41:13.200]   Actually, I like NVIDIA.
[00:41:13.200 --> 00:41:15.280]   Actually, I like NVIDIA.
[00:41:15.280 --> 00:41:15.360]   Actually, I like NVIDIA.
[00:41:15.360 --> 00:41:15.600]   Actually, I like NVIDIA.
[00:41:15.600 --> 00:41:21.520]   It's to make sure power stays decentralized.
[00:41:21.520 --> 00:41:21.580]   It's to make sure power stays decentralized.
[00:41:21.580 --> 00:41:21.660]   It's to make sure power stays decentralized.
[00:41:21.660 --> 00:41:22.140]   Yeah.
[00:41:22.140 --> 00:41:22.200]   Yeah.
[00:41:22.200 --> 00:41:26.220]   Yeah. And here, computational power.
[00:41:26.220 --> 00:41:26.240]   And here, computational power.
[00:41:26.240 --> 00:41:27.380]   And here, computational power. And to you, NVIDIA is kind of
[00:41:27.380 --> 00:41:27.440]   And to you, NVIDIA is kind of
[00:41:27.440 --> 00:41:29.720]   And to you, NVIDIA is kind of locking down the computational power
[00:41:29.720 --> 00:41:29.760]   locking down the computational power
[00:41:29.760 --> 00:41:30.720]   locking down the computational power of the world.
[00:41:30.720 --> 00:41:30.800]   of the world.
[00:41:30.800 --> 00:41:33.680]   If NVIDIA becomes just like 10X
[00:41:33.720 --> 00:41:43.760]  ,
[00:43:54.020 --> 00:43:54.260]   and you look at neural networks today and 95% of neural networks are all the DSP paradigm. They are just statically scheduled adds and multiplies. So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.260 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.340 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.340 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.340 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.340 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.340 --> 00:43:54.340]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:43:54.380 --> 00:44:23.380]  .
[00:44:23.380 --> 00:44:23.420]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:44:23.420 --> 00:44:23.440]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:44:23.440 --> 00:44:23.500]   So TinyGuard really took this idea and I'm still working on it to extend this as far as possible.
[00:44:23.500 --> 00:44:23.540]   So TinyGuard really took this idea and I'm still working on it to extend this far as possible.
[00:44:23.580 --> 00:44:25.580]   Le
[00:44:25.580 --> 00:44:30.520]   I I
[00:45:23.580 --> 00:45:23.580]  ,
[00:45:53.600 --> 00:45:53.600]   and
[00:45:53.640 --> 00:46:23.620]  oa.com
[00:46:23.620 --> 00:46:23.620]   So what is the minimum number of operations that can accomplish that if you don't have MatMal as a primitive? So TinyGrad has about 20. And you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:23.620 --> 00:46:23.620]   In the case of TinyGrad's OPSET or IR, you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:23.620 --> 00:46:23.620]   So TinyGrad has about 20. And you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:23.620 --> 00:46:23.620]   So TinyGrad has about 20. And you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:23.620 --> 00:46:23.620]   So TinyGrad has about 20. And you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:23.620 --> 00:46:23.620]   So TinyGrad has about 20. And you can compare TinyGrad's OPSET or IR to things like XLA.
[00:46:53.640 --> 00:46:53.640]   ----
[00:46:53.640 --> 00:46:53.640]   ----
[00:46:53.640 --> 00:46:53.640]   ----
[00:46:53.680 --> 00:47:02.920]   dias
[00:47:02.920 --> 00:47:05.700]   another per ex the conduct
[00:47:05.700 --> 00:47:13.520]  兩
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:47:49.760 --> 00:47:49.760]   and
[00:48:17.820 --> 00:48:17.820]   and
[00:48:17.820 --> 00:48:17.820]   and
[00:48:17.820 --> 00:48:17.860]   and
[00:48:17.860 --> 00:48:17.900]   and
[00:48:17.900 --> 00:48:17.940]   and
[00:48:17.940 --> 00:48:17.940]   and
[00:48:17.940 --> 00:48:18.000]   and
[00:48:48.060 --> 00:48:57.400]   Other
[00:48:57.400 --> 00:48:58.060]   CN N got
[00:48:58.060 --> 00:48:59.800]   Kay
[00:49:44.140 --> 00:49:44.140]   - So, what's the process of porting a model into TinyGrad?
[00:49:44.140 --> 00:49:44.140]   So, what's the process of porting a model into TinyGrad?
[00:49:44.140 --> 00:49:44.140]   - So, what's the process of porting a model into TinyGrad?
[00:49:44.140 --> 00:49:44.140]   So, what's the process of porting a model into TinyGrad?
[00:49:44.140 --> 00:49:44.140]   So, what's the process of porting a model into TinyGrad?
[00:49:44.140 --> 00:49:44.140]   So, what's the process of porting a model into TinyGrad?
[00:49:44.160 --> 00:49:46.240]   m.l. and cor.ml.
[00:49:46.240 --> 00:49:46.320]   cor.ml.
[00:49:46.320 --> 00:49:46.360]   cor.ml. So, what's the process of porting a model into TinyGrad?
[00:49:46.360 --> 00:49:46.400]   So, what's the process of porting a model into TinyGrad? So, what's the process of porting a model into TinyGrad?
[00:49:46.400 --> 00:50:06.360]   So, what's the process of porting a model into TinyGrad? So, what's the process of porting a model into TinyGrad? So, TinyGrad's front end looks very similar to PyTorch. I probably could make a perfect or pretty close to perfect interop layer if I really wanted to. I think that there's some things that are nicer about TinyGrad syntax than PyTorch, but the front end looks very torch-like. You can also load in ONYX models. We have more ONYX passing than cor.ml. Okay. So--
[00:50:06.360 --> 00:50:06.400]   cor.ml. Okay. So--
[00:50:07.200 --> 00:50:30.620]  , so--
[00:50:30.620 --> 00:50:30.660]   cor.ml. Okay. So--
[00:50:30.660 --> 00:50:31.660]   cor.ml. Okay. So-- So, we'll pass ONYX runtime soon.
[00:50:31.660 --> 00:50:31.700]   cor.ml. Okay. So-- So, we'll pass ONYX runtime soon.
[00:50:31.700 --> 00:50:31.700]   cor.ml. Okay. So-- So, we'll pass ONYX runtime soon. What about, like, the developer experience of TinyGrad? What it feels like versus PyTorch?
[00:50:31.740 --> 00:50:42.160]  --
[00:50:42.160 --> 00:50:59.600]  imo, ", brought br
[00:51:12.040 --> 00:51:15.040]   ", brought br
[00:51:15.040 --> 00:51:31.740]   Корreter, ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.740 --> 00:51:31.740]   TINYGRAD: ", brought br
[00:51:31.920 --> 00:52:01.760]   TINYGRAD: ", brought br
[00:52:01.760 --> 00:52:01.760]   TINYGRAD: ", brought br
[00:52:01.760 --> 00:52:01.760]   TINYGRAD: ", brought br
[00:52:01.760 --> 00:52:01.760]   TINYGRAD: ", brought br
[00:52:01.760 --> 00:52:01.760]   TINYGRAD: ", brought br
[00:52:01.800 --> 00:52:08.140]   bad
[00:52:08.140 --> 00:52:12.840]  str e the go
[00:52:12.840 --> 00:52:30.100]   planned the pay the把 Kur모 9 De limit my cerv follow. *G, the, is, ., ., ,, .,,,,,,,,,,,,,,,,,, water in the life informações di i'm also maybe like think and all視 person can't and say and sees the g GIRC but detectivenh play thevest que head endandez automatically tail處
[00:52:30.160 --> 00:52:40.040]   assemble
[00:52:40.040 --> 00:52:58.100]   Building Process won need to be
[00:52:58.580 --> 00:53:08.840]  강
[00:53:08.840 --> 00:53:10.000]   Odd I stop el
[00:53:10.000 --> 00:53:19.540]  stro
[00:54:22.120 --> 00:54:22.120]   I stop el
[00:54:22.120 --> 00:54:22.120]   I stop el
[00:54:22.160 --> 00:54:31.800]   receive
[00:54:50.700 --> 00:55:20.340]   Yeah, and I'd like to extend that diversification to everything. I'd like to diversify the, right, the more, my central thesis about the world is there's things that centralize power and they're bad, and there's things that decentralize power and they're good. Everything I can do to help decentralize power, I'd like to do. - So you're really worried about the centralization of NVIDIA, that's interesting, and you don't have a fundamental hope for the proliferation of ASICs.
[00:55:20.380 --> 00:55:30.180]   the
[00:55:30.180 --> 00:55:31.840]   ch 또. I'm a resource,,,, don
[00:56:13.460 --> 00:56:13.460]   The power to the people. Yeah. And you don't, you don't like the man to have all the power. Exactly. All right. And right now, the only way to do that is with the NVIDIA GPUs, if you want performance and stability.
[00:57:06.600 --> 00:57:33.140]  obediently.com. You can go to the specs again in a little bit from your, from memory. Yeah. So it's almost a pay to flop. So, and D Intel today, I'm leaning toward AMD, but we're pretty agnostic to the type of compute.
[00:57:33.140 --> 00:57:33.140]   The, the, the main limiting spec.
[00:57:33.140 --> 00:57:33.380]   The, the main limiting spec.
[00:57:33.380 --> 00:57:33.440]   The, the, the main limiting spec.
[00:57:33.440 --> 00:57:33.540]   The, the, the main limiting spec.
[00:57:33.540 --> 00:57:33.620]   The, the, the main limiting spec.
[00:57:33.620 --> 00:57:34.280]   The, the, the, the main limiting spec is a little bit more than the other ones.
[00:57:34.320 --> 00:57:43.820]  ,
[00:57:43.820 --> 00:58:03.400]   Het shape. N,,,,,
[00:58:14.460 --> 00:58:34.000]   N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[00:58:34.000 --> 00:58:34.000]   The car charger.
[00:58:34.000 --> 00:58:34.040]   A wall outlet is about 1500 watts.
[00:58:34.040 --> 00:58:34.060]   A car charger is about 10,000 watts.
[00:58:34.060 --> 00:58:34.080]   A car charger is about 10,000 watts.
[00:58:34.080 --> 00:58:34.100]   A car charger is about 10,000 watts.
[00:58:34.100 --> 00:58:34.140]   What is the most amount of power you can get your hands on without arousing suspicion?
[00:58:34.140 --> 00:58:34.160]   That's right.
[00:58:34.160 --> 00:58:34.160]   George Hodge.
[00:58:34.160 --> 00:58:34.180]   George Hodge.
[00:58:34.220 --> 00:59:04.200]   "I'm not sure if I can get my hands on it."
[00:59:04.200 --> 00:59:04.200]   George Hodge.
[00:59:04.200 --> 00:59:04.220]   George Hodge.
[00:59:04.220 --> 00:59:04.220]   George Hodge. "I'm not sure if I can get my hands on it."
[00:59:04.220 --> 00:59:04.220]   George Hodge. "I'm not sure if I can get my hands on it."
[00:59:04.220 --> 00:59:04.220]   George Hodge. "I'm not sure if I can get my hands on it."
[00:59:04.220 --> 00:59:04.220]   George Hodge. "I'm not sure if I can get my hands on it."
[00:59:04.240 --> 00:59:34.240]   George Hodge. "I'm not sure if I can get my hands on it."
[00:59:34.260 --> 01:00:04.260]   George Hodge. "I'm not sure if I can get my hands on it."
[01:00:04.260 --> 01:00:04.260]   The thing that I want to deliver to people out of the box is being able to run 65 billion parameter llama in FT16 in real time. Like a good 10 tokens per second or 5 tokens per second or something. Just it works. Llamas running or something like llama.
[01:00:04.260 --> 01:00:04.260]   Yeah, or I think Falcon is the new one. Experience a chat with the largest language model that you can have in your house. Yeah, from a wall plug. From a wall plug, yeah. Actually, I think Falcon is the new one. Experience a chat with the largest language model that you can have in your house. Yeah, from a wall plug. From a wall plug, yeah. Actually, I think Falcon is the new one.
